                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -1.377110E+01            -2.484658E+00
                   0.1800            -3.394677E-04            -1.377101E+01             7.615472E+00
                   0.3600            -6.789309E-04            -1.377074E+01             1.504381E+01
                   0.5400            -1.018385E-03            -1.377028E+01             2.247303E+01
                   0.7200            -1.357826E-03            -1.376964E+01             2.990259E+01
                   0.9000            -1.697248E-03            -1.376882E+01             3.733075E+01
                   1.0800            -2.036648E-03            -1.376781E+01             4.475729E+01
                   1.2600            -2.376021E-03            -1.376662E+01             5.218351E+01
                   1.4400            -2.715363E-03            -1.376524E+01             5.960826E+01
                   1.6200            -3.054668E-03            -1.376369E+01             6.703157E+01
                   1.8000            -3.393932E-03            -1.376195E+01             7.445291E+01
                   1.9800            -3.733152E-03            -1.376003E+01             8.187288E+01
                   2.1600            -4.072322E-03            -1.375792E+01             8.929066E+01
                   2.3400            -4.411437E-03            -1.375563E+01             9.670647E+01
                   2.5200            -4.750494E-03            -1.375316E+01             1.041199E+02
                   2.7000            -5.089488E-03            -1.375051E+01             1.115308E+02
                   2.8800            -5.428414E-03            -1.374767E+01             1.189391E+02
                   3.0600            -5.767269E-03            -1.374465E+01             1.263444E+02
                   3.2400            -6.106046E-03            -1.374145E+01             1.337467E+02
                   3.4200            -6.444742E-03            -1.373807E+01             1.411458E+02
                   3.6000            -6.783353E-03            -1.373450E+01             1.485416E+02
                   3.7800            -7.121873E-03            -1.373076E+01             1.559337E+02
                   3.9600            -7.460299E-03            -1.372683E+01             1.633222E+02
                   4.1400            -7.798626E-03            -1.372271E+01             1.707066E+02
                   4.3200            -8.136849E-03            -1.371842E+01             1.780871E+02
                   4.5000            -8.474964E-03            -1.371394E+01             1.854632E+02
                   4.6800            -8.812966E-03            -1.370928E+01             1.928349E+02
                   4.8600            -9.150851E-03            -1.370444E+01             2.002019E+02
                   5.0400            -9.488615E-03            -1.369942E+01             2.075642E+02
                   5.2200            -9.826253E-03            -1.369422E+01             2.149215E+02
                   5.4000            -1.016376E-02            -1.368884E+01             2.222737E+02
                   5.5800            -1.050113E-02            -1.368327E+01             2.296205E+02
                   5.7600            -1.083836E-02            -1.367752E+01             2.369618E+02
                   5.9400            -1.117545E-02            -1.367160E+01             2.442975E+02
                   6.1200            -1.151239E-02            -1.366549E+01             2.516273E+02
                   6.3000            -1.184918E-02            -1.365920E+01             2.589511E+02
                   6.4800            -1.218581E-02            -1.365273E+01             2.662687E+02
                   6.6600            -1.252228E-02            -1.364608E+01             2.735800E+02
                   6.8400            -1.285858E-02            -1.363925E+01             2.808847E+02
                   7.0200            -1.319472E-02            -1.363224E+01             2.881827E+02
                   7.2000            -1.353067E-02            -1.362505E+01             2.954738E+02
                   7.3800            -1.386645E-02            -1.361768E+01             3.027579E+02
                   7.5600            -1.420205E-02            -1.361014E+01             3.100348E+02
                   7.7400            -1.453745E-02            -1.360241E+01             3.173042E+02
                   7.9200            -1.487266E-02            -1.359450E+01             3.245661E+02
                   8.1000            -1.520768E-02            -1.358642E+01             3.318203E+02
                   8.2800            -1.554249E-02            -1.357815E+01             3.390666E+02
                   8.4600            -1.587710E-02            -1.356971E+01             3.463048E+02
                   8.6400            -1.621150E-02            -1.356109E+01             3.535348E+02
                   8.8200            -1.654568E-02            -1.355229E+01             3.607563E+02
                   9.0000            -1.687965E-02            -1.354331E+01             3.679693E+02
                   9.1800            -1.721339E-02            -1.353416E+01             3.751736E+02
                   9.3600            -1.754690E-02            -1.352482E+01             3.823689E+02
                   9.5400            -1.788018E-02            -1.351531E+01             3.895552E+02
                   9.7200            -1.821323E-02            -1.350563E+01             3.967323E+02
                   9.9000            -1.854603E-02            -1.349576E+01             4.038999E+02
                  10.0800            -1.887859E-02            -1.348572E+01             4.110579E+02
                  10.2600            -1.921089E-02            -1.347551E+01             4.182063E+02
                  10.4400            -1.954295E-02            -1.346511E+01             4.253447E+02
                  10.6200            -1.987474E-02            -1.345454E+01             4.324731E+02
                  10.8000            -2.020628E-02            -1.344380E+01             4.395913E+02
                  10.9800            -2.053754E-02            -1.343288E+01             4.466990E+02
                  11.1600            -2.086854E-02            -1.342179E+01             4.537963E+02
                  11.3400            -2.119926E-02            -1.341052E+01             4.608828E+02
                  11.5200            -2.152970E-02            -1.339907E+01             4.679584E+02
                  11.7000            -2.185985E-02            -1.338745E+01             4.750231E+02
                  11.8800            -2.218972E-02            -1.337566E+01             4.820765E+02
                  12.0600            -2.251929E-02            -1.336370E+01             4.891186E+02
                  12.2400            -2.284857E-02            -1.335156E+01             4.961492E+02
                  12.4200            -2.317754E-02            -1.333924E+01             5.031681E+02
                  12.6000            -2.350621E-02            -1.332676E+01             5.101753E+02
                  12.7800            -2.383457E-02            -1.331410E+01             5.171704E+02
                  12.9600            -2.416262E-02            -1.330127E+01             5.241534E+02
                  13.1400            -2.449034E-02            -1.328827E+01             5.311242E+02
                  13.3200            -2.481775E-02            -1.327509E+01             5.380824E+02
                  13.5000            -2.514482E-02            -1.326175E+01             5.450281E+02
                  13.6800            -2.547157E-02            -1.324823E+01             5.519611E+02
                  13.8600            -2.579798E-02            -1.323454E+01             5.588812E+02
                  14.0400            -2.612405E-02            -1.322069E+01             5.657882E+02
                  14.2200            -2.644978E-02            -1.320666E+01             5.726820E+02
                  14.4000            -2.677516E-02            -1.319246E+01             5.795624E+02
                  14.5800            -2.710019E-02            -1.317809E+01             5.864294E+02
                  14.7600            -2.742486E-02            -1.316356E+01             5.932827E+02
                  14.9400            -2.774917E-02            -1.314885E+01             6.001222E+02
                  15.1200            -2.807312E-02            -1.313398E+01             6.069478E+02
                  15.3000            -2.839669E-02            -1.311894E+01             6.137592E+02
                  15.4800            -2.871990E-02            -1.310373E+01             6.205565E+02
                  15.6600            -2.904273E-02            -1.308835E+01             6.273393E+02
                  15.8400            -2.936517E-02            -1.307281E+01             6.341076E+02
                  16.0200            -2.968723E-02            -1.305710E+01             6.408613E+02
                  16.2000            -3.000891E-02            -1.304122E+01             6.476001E+02
                  16.3800            -3.033019E-02            -1.302518E+01             6.543240E+02
                  16.5600            -3.065107E-02            -1.300897E+01             6.610328E+02
                  16.7400            -3.097155E-02            -1.299260E+01             6.677263E+02
                  16.9200            -3.129162E-02            -1.297606E+01             6.744044E+02
                  17.1000            -3.161129E-02            -1.295936E+01             6.810671E+02
                  17.2800            -3.193054E-02            -1.294249E+01             6.877140E+02
                  17.4600            -3.224937E-02            -1.292546E+01             6.943452E+02
                  17.6400            -3.256778E-02            -1.290826E+01             7.009604E+02
                  17.8200            -3.288577E-02            -1.289091E+01             7.075596E+02
                  18.0000            -3.320332E-02            -1.287339E+01             7.141425E+02
                  18.1800            -3.352044E-02            -1.285571E+01             7.207092E+02
                  18.3600            -3.383713E-02            -1.283787E+01             7.272593E+02
                  18.5400            -3.415337E-02            -1.281986E+01             7.337928E+02
                  18.7200            -3.446916E-02            -1.280170E+01             7.403096E+02
                  18.9000            -3.478451E-02            -1.278337E+01             7.468095E+02
                  19.0800            -3.509940E-02            -1.276489E+01             7.532925E+02
                  19.2600            -3.541384E-02            -1.274624E+01             7.597582E+02
                  19.4400            -3.572781E-02            -1.272744E+01             7.662068E+02
                  19.6200            -3.604132E-02            -1.270847E+01             7.726379E+02
                  19.8000            -3.635436E-02            -1.268935E+01             7.790515E+02
                  19.9800            -3.666692E-02            -1.267007E+01             7.854475E+02
                  20.1600            -3.697901E-02            -1.265064E+01             7.918257E+02
                  20.3400            -3.729062E-02            -1.263104E+01             7.981860E+02
                  20.5200            -3.760174E-02            -1.261129E+01             8.045283E+02
                  20.7000            -3.791237E-02            -1.259139E+01             8.108525E+02
                  20.8800            -3.822251E-02            -1.257132E+01             8.171584E+02
                  21.0600            -3.853216E-02            -1.255111E+01             8.234459E+02
                  21.2400            -3.884130E-02            -1.253073E+01             8.297149E+02
                  21.4200            -3.914994E-02            -1.251021E+01             8.359653E+02
                  21.6000            -3.945807E-02            -1.248953E+01             8.421970E+02
