                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.695638E-02             4.410460E-04             1.326657E-06             5.887714E-05             5.012498E-04             5.276546E-01             7.599982E-02             5.281559E-01
                   0.1800             7.929943E-02            -1.351798E-03            -4.066177E-06             2.290471E-04            -1.126818E-03             5.291179E-01             7.571081E-02             5.279911E-01
                   0.3600             7.943901E-02            -2.670335E-03            -8.032279E-06             5.659268E-04            -2.112440E-03             5.290272E-01             7.572340E-02             5.269148E-01
                   0.5400             7.958322E-02            -3.988936E-03            -1.199853E-05             9.021934E-04            -3.098741E-03             5.289518E-01             7.574497E-02             5.258530E-01
                   0.7200             7.973538E-02            -5.307463E-03            -1.596449E-05             1.237566E-03            -4.085862E-03             5.288939E-01             7.577483E-02             5.248080E-01
                   0.9000             7.989665E-02            -6.625561E-03            -1.992906E-05             1.571964E-03            -5.073526E-03             5.288539E-01             7.581232E-02             5.237804E-01
                   1.0800             8.006731E-02            -7.943148E-03            -2.389198E-05             1.905383E-03            -6.061657E-03             5.288308E-01             7.585609E-02             5.227691E-01
                   1.2600             8.024731E-02            -9.260409E-03            -2.785378E-05             2.237843E-03            -7.050419E-03             5.288224E-01             7.590410E-02             5.217720E-01
                   1.4400             8.043643E-02            -1.057709E-02            -3.181368E-05             2.569380E-03            -8.039527E-03             5.288259E-01             7.595373E-02             5.207864E-01
                   1.6200             8.063439E-02            -1.189316E-02            -3.577156E-05             2.900032E-03            -9.028904E-03             5.288380E-01             7.600189E-02             5.198091E-01
                   1.8000             8.084088E-02            -1.320848E-02            -3.972695E-05             3.229842E-03            -1.001837E-02             5.288551E-01             7.604525E-02             5.188368E-01
                   1.9800             8.105563E-02            -1.452311E-02            -4.368003E-05             3.558855E-03            -1.100793E-02             5.288736E-01             7.608042E-02             5.178656E-01
                   2.1600             8.127829E-02            -1.583685E-02            -4.763021E-05             3.887121E-03            -1.199736E-02             5.288900E-01             7.610440E-02             5.168927E-01
                   2.3400             8.150856E-02            -1.714970E-02            -5.157743E-05             4.214690E-03            -1.298659E-02             5.293376E-01             7.611480E-02             5.163510E-01
                   2.5200             8.174612E-02            -1.846156E-02            -5.552134E-05             4.541616E-03            -1.397546E-02             5.298346E-01             7.611012E-02             5.158592E-01
                   2.7000             8.199065E-02            -1.977233E-02            -5.946167E-05             4.867955E-03            -1.496383E-02             5.303222E-01             7.609001E-02             5.153583E-01
                   2.8800             8.224184E-02            -2.108197E-02            -6.339826E-05             5.193765E-03            -1.595160E-02             5.308007E-01             7.605538E-02             5.148491E-01
                   3.0600             8.249937E-02            -2.239036E-02            -6.733074E-05             5.519108E-03            -1.693859E-02             5.312718E-01             7.600837E-02             5.143332E-01
                   3.2400             8.276293E-02            -2.369747E-02            -7.125893E-05             5.844045E-03            -1.792468E-02             5.317385E-01             7.595234E-02             5.138138E-01
                   3.4200             8.303222E-02            -2.500320E-02            -7.518260E-05             6.168641E-03            -1.890974E-02             5.322046E-01             7.589153E-02             5.132949E-01
                   3.6000             8.330693E-02            -2.630749E-02            -7.910147E-05             6.492961E-03            -1.989363E-02             5.326746E-01             7.583076E-02             5.127810E-01
                   3.7800             8.358674E-02            -2.761024E-02            -8.301527E-05             6.817066E-03            -2.087619E-02             5.331530E-01             7.577503E-02             5.122768E-01
                   3.9600             8.387138E-02            -2.891141E-02            -8.692382E-05             7.141012E-03            -2.185732E-02             5.336442E-01             7.572906E-02             5.117868E-01
                   4.1400             8.416056E-02            -3.021089E-02            -9.082679E-05             7.464833E-03            -2.283688E-02             5.341518E-01             7.569684E-02             5.113149E-01
                   4.3200             8.445402E-02            -3.150862E-02            -9.472399E-05             7.788476E-03            -2.381487E-02             5.346787E-01             7.568127E-02             5.108638E-01
                   4.5000             8.475161E-02            -3.280453E-02            -9.861514E-05             8.111672E-03            -2.479147E-02             5.352268E-01             7.568383E-02             5.104353E-01
                   4.6800             8.505322E-02            -3.409853E-02            -1.025000E-04             8.434215E-03            -2.576682E-02             5.357962E-01             7.570445E-02             5.100294E-01
                   4.8600             8.535873E-02            -3.539056E-02            -1.063784E-04             8.756077E-03            -2.674087E-02             5.363854E-01             7.574151E-02             5.096446E-01
                   5.0400             8.566799E-02            -3.668055E-02            -1.102499E-04             9.077252E-03            -2.771355E-02             5.369911E-01             7.579203E-02             5.092776E-01
                   5.2200             8.598089E-02            -3.796841E-02            -1.141145E-04             9.397734E-03            -2.868479E-02             5.376092E-01             7.585195E-02             5.089244E-01
                   5.4000             8.629728E-02            -3.925407E-02            -1.179718E-04             9.717517E-03            -2.965453E-02             5.382346E-01             7.591650E-02             5.085801E-01
                   5.5800             8.661705E-02            -4.053746E-02            -1.218215E-04             1.003660E-02            -3.062269E-02             5.388623E-01             7.598061E-02             5.082396E-01
                   5.7600             8.694005E-02            -4.181851E-02            -1.256636E-04             1.035496E-02            -3.158921E-02             5.394870E-01             7.603940E-02             5.078978E-01
                   5.9400             8.726616E-02            -4.309714E-02            -1.294976E-04             1.067262E-02            -3.255402E-02             5.401044E-01             7.608852E-02             5.075504E-01
                   6.1200             8.759525E-02            -4.437327E-02            -1.333234E-04             1.098955E-02            -3.351705E-02             5.407108E-01             7.612451E-02             5.071937E-01
                   6.3000             8.792718E-02            -4.564685E-02            -1.371408E-04             1.130575E-02            -3.447824E-02             5.413037E-01             7.614504E-02             5.068254E-01
                   6.4800             8.826184E-02            -4.691778E-02            -1.409494E-04             1.162122E-02            -3.543750E-02             5.418818E-01             7.614900E-02             5.064443E-01
                   6.6600             8.859910E-02            -4.818600E-02            -1.447491E-04             1.193596E-02            -3.639479E-02             5.424452E-01             7.613656E-02             5.060504E-01
                   6.8400             8.893882E-02            -4.945144E-02            -1.485396E-04             1.224996E-02            -3.735002E-02             5.429950E-01             7.610902E-02             5.056450E-01
                   7.0200             8.928088E-02            -5.071402E-02            -1.523207E-04             1.256321E-02            -3.830314E-02             5.435334E-01             7.606863E-02             5.052302E-01
                   7.2000             8.962517E-02            -5.197368E-02            -1.560921E-04             1.287571E-02            -3.925406E-02             5.440630E-01             7.601839E-02             5.048090E-01
                   7.3800             8.997155E-02            -5.323033E-02            -1.598536E-04             1.318747E-02            -4.020272E-02             5.445873E-01             7.596170E-02             5.043845E-01
                   7.5600             9.031990E-02            -5.448392E-02            -1.636050E-04             1.349847E-02            -4.114906E-02             5.451095E-01             7.590212E-02             5.039605E-01
                   7.7400             9.067011E-02            -5.573437E-02            -1.673460E-04             1.380872E-02            -4.209299E-02             5.456331E-01             7.584310E-02             5.035401E-01
