                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             4.236298E+05             4.241353E+05             4.241344E+05             4.233209E+05             4.247347E+05             4.249404E+05             4.247280E+05             3.267921E+05             3.253847E+05             6.591636E+05
                   0.1800             4.236298E+05             4.241353E+05             4.241344E+05             4.233209E+05             4.247347E+05             4.249404E+05             4.247280E+05             3.268846E+05             3.254772E+05             6.593994E+05
                   0.3600             4.236298E+05             4.241353E+05             4.241344E+05             4.233209E+05             4.247346E+05             4.249404E+05             4.247280E+05             3.269856E+05             3.255782E+05             6.596177E+05
                   0.5400             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249404E+05             4.247280E+05             3.270816E+05             3.256742E+05             6.598249E+05
                   0.7200             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249404E+05             4.247280E+05             3.271726E+05             3.257652E+05             6.600211E+05
                   0.9000             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249404E+05             4.247280E+05             3.272586E+05             3.258511E+05             6.602065E+05
                   1.0800             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249404E+05             4.247280E+05             3.273395E+05             3.259321E+05             6.603811E+05
                   1.2600             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.274156E+05             3.260081E+05             6.605450E+05
                   1.4400             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.274867E+05             3.260793E+05             6.606983E+05
                   1.6200             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.275529E+05             3.261455E+05             6.608411E+05
                   1.8000             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.276142E+05             3.262068E+05             6.609734E+05
                   1.9800             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.276708E+05             3.262633E+05             6.610954E+05
                   2.1600             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.277224E+05             3.263150E+05             6.612070E+05
                   2.3400             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.277693E+05             3.263618E+05             6.613085E+05
                   2.5200             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.278113E+05             3.264038E+05             6.613999E+05
                   2.7000             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.278484E+05             3.264410E+05             6.614812E+05
                   2.8800             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.278808E+05             3.264734E+05             6.615526E+05
                   3.0600             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.279084E+05             3.265010E+05             6.616140E+05
                   3.2400             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.279315E+05             3.265240E+05             6.616657E+05
                   3.4200             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.279500E+05             3.265426E+05             6.617076E+05
                   3.6000             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.279641E+05             3.265567E+05             6.617400E+05
                   3.7800             4.236298E+05             4.241353E+05             4.241344E+05             4.233208E+05             4.247346E+05             4.249403E+05             4.247280E+05             3.279740E+05             3.265666E+05             6.617628E+05
