                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.140870E+02             2.332064E-01             1.138538E+02             5.168006E+05             2.166889E-01             6.517957E-04             1.586565E-02             1.485948E+01
                   0.1800             1.134338E+02            -5.932079E-01             1.140270E+02             5.168005E+05            -6.641479E-01            -1.997741E-03             7.293771E-02             1.486125E+01
                   0.3600             1.128368E+02            -1.170032E+00             1.140068E+02             5.168005E+05            -1.311954E+00            -3.946314E-03             1.458684E-01             1.485478E+01
                   0.5400             1.122476E+02            -1.747014E+00             1.139946E+02             5.168005E+05            -1.959791E+00            -5.894959E-03             2.186722E-01             1.484771E+01
                   0.7200             1.116665E+02            -2.324092E+00             1.139906E+02             5.168005E+05            -2.607593E+00            -7.843462E-03             2.913445E-01             1.484036E+01
                   0.9000             1.110936E+02            -2.901092E+00             1.139947E+02             5.168005E+05            -3.255184E+00            -9.791284E-03             3.638825E-01             1.483291E+01
                   1.0800             1.105289E+02            -3.477977E+00             1.140069E+02             5.168005E+05            -3.902523E+00            -1.173829E-02             4.362847E-01             1.482561E+01
                   1.2600             1.100815E+02            -4.054837E+00             1.141364E+02             5.168005E+05            -4.549702E+00            -1.368475E-02             5.085504E-01             1.481867E+01
                   1.4400             1.096988E+02            -4.631550E+00             1.143304E+02             5.168005E+05            -5.196599E+00            -1.563028E-02             5.806794E-01             1.481225E+01
                   1.6200             1.093240E+02            -5.208096E+00             1.145321E+02             5.168005E+05            -5.843193E+00            -1.757481E-02             6.526721E-01             1.480649E+01
                   1.8000             1.089568E+02            -5.784406E+00             1.147412E+02             5.168005E+05            -6.489417E+00            -1.951812E-02             7.245294E-01             1.480145E+01
                   1.9800             1.085972E+02            -6.360509E+00             1.149577E+02             5.168005E+05            -7.135301E+00            -2.146030E-02             7.962525E-01             1.479722E+01
                   2.1600             1.082447E+02            -6.936311E+00             1.151810E+02             5.168005E+05            -7.780753E+00            -2.340105E-02             8.678428E-01             1.479379E+01
                   2.3400             1.078993E+02            -7.511805E+00             1.154111E+02             5.168005E+05            -8.425767E+00            -2.534035E-02             9.393022E-01             1.479115E+01
                   2.5200             1.075605E+02            -8.086934E+00             1.156474E+02             5.168005E+05            -9.070289E+00            -2.727802E-02             1.010633E+00             1.478928E+01
                   2.7000             1.072280E+02            -8.661656E+00             1.158897E+02             5.168005E+05            -9.714280E+00            -2.921393E-02             1.081837E+00             1.478810E+01
                   2.8800             1.069017E+02            -9.235946E+00             1.161376E+02             5.168005E+05            -1.035772E+01            -3.114800E-02             1.152918E+00             1.478756E+01
                   3.0600             1.065811E+02            -9.809741E+00             1.163909E+02             5.168005E+05            -1.100054E+01            -3.308005E-02             1.223878E+00             1.478759E+01
                   3.2400             1.062660E+02            -1.038302E+01             1.166490E+02             5.168005E+05            -1.164273E+01            -3.501000E-02             1.294722E+00             1.478811E+01
                   3.4200             1.059561E+02            -1.095573E+01             1.169118E+02             5.168005E+05            -1.228425E+01            -3.693773E-02             1.365451E+00             1.478906E+01
                   3.6000             1.056510E+02            -1.152784E+01             1.171789E+02             5.168004E+05            -1.292505E+01            -3.886310E-02             1.436071E+00             1.479036E+01
                   3.7800             1.053507E+02            -1.209930E+01             1.174500E+02             5.168004E+05            -1.356510E+01            -4.078597E-02             1.506586E+00             1.479196E+01
                   3.9600             1.050547E+02            -1.267008E+01             1.177248E+02             0.000000E+00            -1.420437E+01            -4.270627E-02             1.576999E+00             1.479379E+01
                   4.1400             1.047629E+02            -1.324012E+01             1.180031E+02             0.000000E+00            -1.484282E+01            -4.462383E-02             1.647317E+00             1.479580E+01
                   4.3200             1.044751E+02            -1.380940E+01             1.182845E+02             0.000000E+00            -1.548040E+01            -4.653855E-02             1.717544E+00             1.479796E+01
                   4.5000             1.041911E+02            -1.437785E+01             1.185690E+02             0.000000E+00            -1.611709E+01            -4.845029E-02             1.787685E+00             1.480021E+01
                   4.6800             1.039107E+02            -1.494546E+01             1.188561E+02             0.000000E+00            -1.675284E+01            -5.035896E-02             1.857746E+00             1.480253E+01
                   4.8600             1.036337E+02            -1.551216E+01             1.191458E+02             0.000000E+00            -1.738763E+01            -5.226442E-02             1.927733E+00             1.480489E+01
                   5.0400             1.033599E+02            -1.607792E+01             1.194379E+02             0.000000E+00            -1.802141E+01            -5.416655E-02             1.997651E+00             1.480727E+01
                   5.2200             1.030893E+02            -1.664270E+01             1.197320E+02             0.000000E+00            -1.865414E+01            -5.606523E-02             2.067509E+00             1.480963E+01
                   5.4000             1.028217E+02            -1.720645E+01             1.200282E+02             0.000000E+00            -1.928580E+01            -5.796034E-02             2.137311E+00             1.481198E+01
                   5.5800             1.025570E+02            -1.776912E+01             1.203261E+02             0.000000E+00            -1.991633E+01            -5.985176E-02             2.207065E+00             1.481428E+01
                   5.7600             1.022951E+02            -1.833068E+01             1.206258E+02             0.000000E+00            -2.054572E+01            -6.173938E-02             2.276777E+00             1.481654E+01
                   5.9400             1.020358E+02            -1.889109E+01             1.209269E+02             0.000000E+00            -2.117392E+01            -6.362307E-02             2.346454E+00             1.481874E+01
                   6.1200             1.017791E+02            -1.945029E+01             1.212294E+02             0.000000E+00            -2.180089E+01            -6.550272E-02             2.416103E+00             1.482088E+01
                   6.3000             1.015249E+02            -2.000826E+01             1.215332E+02             0.000000E+00            -2.242661E+01            -6.737821E-02             2.485730E+00             1.482294E+01
                   6.4800             1.012732E+02            -2.056493E+01             1.218381E+02             0.000000E+00            -2.305103E+01            -6.924941E-02             2.555340E+00             1.482492E+01
                   6.6600             1.010237E+02            -2.112029E+01             1.221440E+02             0.000000E+00            -2.367411E+01            -7.111623E-02             2.624938E+00             1.482682E+01
                   6.8400             1.007766E+02            -2.167428E+01             1.224509E+02             0.000000E+00            -2.429583E+01            -7.297852E-02             2.694526E+00             1.482863E+01
                   7.0200             1.005317E+02            -2.222688E+01             1.227586E+02             0.000000E+00            -2.491615E+01            -7.483618E-02             2.764101E+00             1.483034E+01
                   7.2000             1.002890E+02            -2.277806E+01             1.230670E+02             0.000000E+00            -2.553502E+01            -7.668910E-02             2.833654E+00             1.483196E+01
                   7.3800             1.000484E+02            -2.332780E+01             1.233762E+02             0.000000E+00            -2.615243E+01            -7.853716E-02             2.903165E+00             1.483347E+01
                   7.5600             9.980995E+01            -2.387610E+01             1.236860E+02             0.000000E+00            -2.676833E+01            -8.038024E-02             2.972610E+00             1.483488E+01
                   7.7400             9.957358E+01            -2.442292E+01             1.239965E+02             0.000000E+00            -2.738268E+01            -8.221822E-02             3.041972E+00             1.483618E+01
                   7.9200             9.933927E+01            -2.496826E+01             1.243075E+02             0.000000E+00            -2.799545E+01            -8.405101E-02             3.111242E+00             1.483736E+01
                   8.1000             9.910697E+01            -2.551207E+01             1.246190E+02             0.000000E+00            -2.860661E+01            -8.587847E-02             3.180418E+00             1.483843E+01
                   8.2800             9.887665E+01            -2.605433E+01             1.249310E+02             0.000000E+00            -2.921612E+01            -8.770051E-02             3.249498E+00             1.483937E+01
                   8.4600             9.864830E+01            -2.659499E+01             1.252433E+02             0.000000E+00            -2.982395E+01            -8.951699E-02             3.318482E+00             1.484019E+01
                   8.6400             9.842188E+01            -2.713402E+01             1.255559E+02             0.000000E+00            -3.043006E+01            -9.132782E-02             3.387370E+00             1.484089E+01
                   8.8200             9.819737E+01            -2.767140E+01             1.258688E+02             0.000000E+00            -3.103443E+01            -9.313287E-02             3.456161E+00             1.484144E+01
