                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             2.366011E+05
                   0.1800             3.368779E+00             2.365995E+05
                   0.3600             6.737512E+00             2.365947E+05
                   0.5400             1.010615E+01             2.365868E+05
                   0.7200             1.347466E+01             2.365757E+05
                   0.9000             1.684299E+01             2.365614E+05
                   1.0800             2.021109E+01             2.365439E+05
                   1.2600             2.357892E+01             2.365233E+05
                   1.4400             2.694643E+01             2.364995E+05
                   1.6200             3.031358E+01             2.364726E+05
                   1.8000             3.368033E+01             2.364424E+05
                   1.9800             3.704662E+01             2.364091E+05
                   2.1600             4.041242E+01             2.363726E+05
                   2.3400             4.377767E+01             2.363330E+05
                   2.5200             4.714234E+01             2.362902E+05
                   2.7000             5.050638E+01             2.362442E+05
                   2.8800             5.386974E+01             2.361950E+05
                   3.0600             5.723237E+01             2.361427E+05
                   3.2400             6.059424E+01             2.360872E+05
                   3.4200             6.395530E+01             2.360286E+05
                   3.6000             6.731550E+01             2.359668E+05
                   3.7800             7.067479E+01             2.359019E+05
                   3.9600             7.403314E+01             2.358338E+05
                   4.1400             7.739050E+01             2.357625E+05
                   4.3200             8.074682E+01             2.356881E+05
                   4.5000             8.410206E+01             2.356105E+05
                   4.6800             8.745617E+01             2.355298E+05
                   4.8600             9.080911E+01             2.354459E+05
                   5.0400             9.416083E+01             2.353589E+05
                   5.2200             9.751129E+01             2.352688E+05
                   5.4000             1.008604E+02             2.351755E+05
                   5.5800             1.042083E+02             2.350790E+05
                   5.7600             1.075547E+02             2.349795E+05
                   5.9400             1.108996E+02             2.348768E+05
                   6.1200             1.142431E+02             2.347709E+05
                   6.3000             1.175851E+02             2.346620E+05
                   6.4800             1.209255E+02             2.345499E+05
                   6.6600             1.242642E+02             2.344347E+05
                   6.8400             1.276013E+02             2.343164E+05
                   7.0200             1.309367E+02             2.341949E+05
                   7.2000             1.342704E+02             2.340704E+05
                   7.3800             1.376022E+02             2.339427E+05
                   7.5600             1.409322E+02             2.338119E+05
                   7.7400             1.442603E+02             2.336780E+05
                   7.9200             1.475865E+02             2.335410E+05
                   8.1000             1.509108E+02             2.334010E+05
                   8.2800             1.542330E+02             2.332578E+05
                   8.4600             1.575531E+02             2.331115E+05
                   8.6400             1.608712E+02             2.329622E+05
                   8.8200             1.641870E+02             2.328097E+05
                   9.0000             1.675007E+02             2.326542E+05
                   9.1800             1.708122E+02             2.324956E+05
                   9.3600             1.741214E+02             2.323339E+05
                   9.5400             1.774283E+02             2.321692E+05
                   9.7200             1.807327E+02             2.320014E+05
                   9.9000             1.840348E+02             2.318305E+05
                  10.0800             1.873345E+02             2.316566E+05
                  10.2600             1.906316E+02             2.314797E+05
                  10.4400             1.939262E+02             2.312997E+05
                  10.6200             1.972182E+02             2.311166E+05
                  10.8000             2.005076E+02             2.309305E+05
                  10.9800             2.037943E+02             2.307414E+05
                  11.1600             2.070782E+02             2.305492E+05
                  11.3400             2.103595E+02             2.303540E+05
                  11.5200             2.136379E+02             2.301558E+05
                  11.7000             2.169135E+02             2.299546E+05
                  11.8800             2.201862E+02             2.297504E+05
                  12.0600             2.234560E+02             2.295432E+05
                  12.2400             2.267228E+02             2.293329E+05
                  12.4200             2.299866E+02             2.291197E+05
                  12.6000             2.332473E+02             2.289035E+05
                  12.7800             2.365049E+02             2.286843E+05
                  12.9600             2.397594E+02             2.284621E+05
                  13.1400             2.430107E+02             2.282370E+05
                  13.3200             2.462588E+02             2.280089E+05
                  13.5000             2.495036E+02             2.277778E+05
                  13.6800             2.527451E+02             2.275438E+05
                  13.8600             2.559832E+02             2.273068E+05
                  14.0400             2.592180E+02             2.270668E+05
                  14.2200             2.624493E+02             2.268240E+05
                  14.4000             2.656771E+02             2.265782E+05
                  14.5800             2.689014E+02             2.263294E+05
                  14.7600             2.721222E+02             2.260778E+05
                  14.9400             2.753393E+02             2.258232E+05
                  15.1200             2.785528E+02             2.255657E+05
                  15.3000             2.817626E+02             2.253053E+05
                  15.4800             2.849687E+02             2.250420E+05
                  15.6600             2.881710E+02             2.247759E+05
                  15.8400             2.913695E+02             2.245068E+05
                  16.0200             2.945642E+02             2.242349E+05
                  16.2000             2.977549E+02             2.239601E+05
                  16.3800             3.009418E+02             2.236824E+05
                  16.5600             3.041246E+02             2.234019E+05
                  16.7400             3.073035E+02             2.231185E+05
                  16.9200             3.104782E+02             2.228323E+05
                  17.1000             3.136489E+02             2.225432E+05
                  17.2800             3.168155E+02             2.222513E+05
                  17.4600             3.199779E+02             2.219566E+05
                  17.6400             3.231360E+02             2.216590E+05
                  17.8200             3.262899E+02             2.213587E+05
                  18.0000             3.294395E+02             2.210555E+05
                  18.1800             3.325848E+02             2.207496E+05
                  18.3600             3.357257E+02             2.204409E+05
                  18.5400             3.388622E+02             2.201293E+05
                  18.7200             3.419942E+02             2.198150E+05
                  18.9000             3.451217E+02             2.194980E+05
                  19.0800             3.482447E+02             2.191782E+05
                  19.2600             3.513631E+02             2.188556E+05
                  19.4400             3.544769E+02             2.185303E+05
                  19.6200             3.575861E+02             2.182022E+05
                  19.8000             3.606906E+02             2.178715E+05
                  19.9800             3.637903E+02             2.175380E+05
                  20.1600             3.668853E+02             2.172017E+05
                  20.3400             3.699754E+02             2.168628E+05
                  20.5200             3.730608E+02             2.165212E+05
                  20.7000             3.761412E+02             2.161769E+05
                  20.8800             3.792167E+02             2.158299E+05
                  21.0600             3.822873E+02             2.154803E+05
                  21.2400             3.853528E+02             2.151279E+05
                  21.4200             3.884133E+02             2.147729E+05
                  21.6000             3.914688E+02             2.144153E+05
                  21.7800             3.945191E+02             2.140550E+05
                  21.9600             3.975643E+02             2.136921E+05
                  22.1400             4.006043E+02             2.133266E+05
                  22.3200             4.036391E+02             2.129585E+05
                  22.5000             4.066686E+02             2.125877E+05
                  22.6800             4.096928E+02             2.122144E+05
                  22.8600             4.127117E+02             2.118384E+05
                  23.0400             4.157253E+02             2.114599E+05
                  23.2200             4.187334E+02             2.110788E+05
                  23.4000             4.217360E+02             2.106951E+05
                  23.5800             4.247332E+02             2.103089E+05
                  23.7600             4.277249E+02             2.099202E+05
                  23.9400             4.307110E+02             2.095289E+05
                  24.1200             4.336915E+02             2.091350E+05
                  24.3000             4.366664E+02             2.087387E+05
                  24.4800             4.396357E+02             2.083398E+05
                  24.6600             4.425992E+02             2.079385E+05
                  24.8400             4.455570E+02             2.075346E+05
                  25.0200             4.485090E+02             2.071283E+05
                  25.2000             4.514553E+02             2.067195E+05
                  25.3800             4.543957E+02             2.063082E+05
                  25.5600             4.573302E+02             2.058945E+05
                  25.7400             4.602588E+02             2.054783E+05
                  25.9200             4.631815E+02             2.050596E+05
                  26.1000             4.660982E+02             2.046386E+05
                  26.2800             4.690089E+02             2.042151E+05
                  26.4600             4.719135E+02             2.037893E+05
                  26.6400             4.748121E+02             2.033610E+05
                  26.8200             4.777045E+02             2.029303E+05
                  27.0000             4.805908E+02             2.024973E+05
                  27.1800             4.834709E+02             2.020618E+05
                  27.3600             4.863448E+02             2.016241E+05
                  27.5400             4.892125E+02             2.011839E+05
                  27.7200             4.920738E+02             2.007415E+05
                  27.9000             4.949289E+02             2.002966E+05
                  28.0800             4.977776E+02             1.998495E+05
                  28.2600             5.006199E+02             1.994001E+05
                  28.4400             5.034558E+02             1.989483E+05
                  28.6200             5.062852E+02             1.984943E+05
                  28.8000             5.091082E+02             1.980380E+05
                  28.9800             5.119246E+02             1.975794E+05
                  29.1600             5.147345E+02             1.971185E+05
                  29.3400             5.175379E+02             1.966554E+05
                  29.5200             5.203346E+02             1.961900E+05
                  29.7000             5.231247E+02             1.957224E+05
                  29.8800             5.259081E+02             1.952526E+05
                  30.0600             5.286848E+02             1.947806E+05
                  30.2400             5.314547E+02             1.943063E+05
                  30.4200             5.342179E+02             1.938299E+05
                  30.6000             5.369743E+02             1.933513E+05
                  30.7800             5.397239E+02             1.928705E+05
                  30.9600             5.424666E+02             1.923876E+05
                  31.1400             5.452024E+02             1.919025E+05
                  31.3200             5.479313E+02             1.914152E+05
                  31.5000             5.506532E+02             1.909259E+05
                  31.6800             5.533682E+02             1.904344E+05
                  31.8600             5.560761E+02             1.899408E+05
                  32.0400             5.587770E+02             1.894450E+05
                  32.2200             5.614708E+02             1.889473E+05
                  32.4000             5.641576E+02             1.884474E+05
                  32.5800             5.668371E+02             1.879454E+05
                  32.7600             5.695096E+02             1.874414E+05
                  32.9400             5.721748E+02             1.869354E+05
                  33.1200             5.748328E+02             1.864273E+05
                  33.3000             5.774836E+02             1.859172E+05
                  33.4800             5.801271E+02             1.854051E+05
                  33.6600             5.827633E+02             1.848909E+05
                  33.8400             5.853921E+02             1.843748E+05
                  34.0200             5.880136E+02             1.838567E+05
                  34.2000             5.906277E+02             1.833366E+05
                  34.3800             5.932344E+02             1.828145E+05
                  34.5600             5.958336E+02             1.822905E+05
                  34.7400             5.984254E+02             1.817646E+05
                  34.9200             6.010096E+02             1.812367E+05
                  35.1000             6.035864E+02             1.807069E+05
                  35.2800             6.061555E+02             1.801752E+05
                  35.4600             6.087171E+02             1.796416E+05
                  35.6400             6.112711E+02             1.791061E+05
                  35.8200             6.138174E+02             1.785687E+05
                  36.0000             6.163561E+02             1.780295E+05
                  36.1800             6.188871E+02             1.774884E+05
                  36.3600             6.214103E+02             1.769455E+05
                  36.5400             6.239259E+02             1.764007E+05
                  36.7200             6.264336E+02             1.758541E+05
                  36.9000             6.289336E+02             1.753057E+05
                  37.0800             6.314257E+02             1.747555E+05
                  37.2600             6.339100E+02             1.742035E+05
                  37.4400             6.363864E+02             1.736498E+05
                  37.6200             6.388549E+02             1.730942E+05
                  37.8000             6.413155E+02             1.725369E+05
                  37.9800             6.437682E+02             1.719779E+05
                  38.1600             6.462128E+02             1.714171E+05
                  38.3400             6.486495E+02             1.708546E+05
                  38.5200             6.510782E+02             1.702904E+05
                  38.7000             6.534988E+02             1.697245E+05
                  38.8800             6.559113E+02             1.691569E+05
                  39.0600             6.583158E+02             1.685876E+05
                  39.2400             6.607121E+02             1.680167E+05
                  39.4200             6.631003E+02             1.674441E+05
                  39.6000             6.654803E+02             1.668698E+05
                  39.7800             6.678521E+02             1.662939E+05
                  39.9600             6.702158E+02             1.657164E+05
                  40.1400             6.725712E+02             1.651373E+05
                  40.3200             6.749183E+02             1.645566E+05
                  40.5000             6.772572E+02             1.639743E+05
                  40.6800             6.795877E+02             1.633904E+05
                  40.8600             6.819099E+02             1.628049E+05
                  41.0400             6.842238E+02             1.622179E+05
                  41.2200             6.865293E+02             1.616293E+05
                  41.4000             6.888264E+02             1.610392E+05
                  41.5800             6.911151E+02             1.604476E+05
                  41.7600             6.933954E+02             1.598544E+05
                  41.9400             6.956672E+02             1.592598E+05
                  42.1200             6.979306E+02             1.586637E+05
                  42.3000             7.001854E+02             1.580660E+05
                  42.4800             7.024317E+02             1.574670E+05
                  42.6600             7.046695E+02             1.568664E+05
                  42.8400             7.068987E+02             1.562644E+05
                  43.0200             7.091194E+02             1.556610E+05
                  43.2000             7.113314E+02             1.550562E+05
                  43.3800             7.135348E+02             1.544499E+05
                  43.5600             7.157296E+02             1.538422E+05
                  43.7400             7.179157E+02             1.532332E+05
                  43.9200             7.200931E+02             1.526228E+05
                  44.1000             7.222619E+02             1.520110E+05
                  44.2800             7.244219E+02             1.513978E+05
                  44.4600             7.265731E+02             1.507833E+05
                  44.6400             7.287157E+02             1.501675E+05
                  44.8200             7.308494E+02             1.495503E+05
                  45.0000             7.329743E+02             1.489318E+05
                  45.1800             7.350904E+02             1.483120E+05
                  45.3600             7.371977E+02             1.476910E+05
                  45.5400             7.392961E+02             1.470686E+05
                  45.7200             7.413857E+02             1.464450E+05
                  45.9000             7.434664E+02             1.458201E+05
                  46.0800             7.455382E+02             1.451940E+05
                  46.2600             7.476010E+02             1.445667E+05
                  46.4400             7.496549E+02             1.439381E+05
                  46.6200             7.516998E+02             1.433083E+05
                  46.8000             7.537358E+02             1.426773E+05
                  46.9800             7.557628E+02             1.420451E+05
                  47.1600             7.577808E+02             1.414117E+05
                  47.3400             7.597897E+02             1.407772E+05
                  47.5200             7.617896E+02             1.401415E+05
                  47.7000             7.637804E+02             1.395046E+05
                  47.8800             7.657622E+02             1.388667E+05
                  48.0600             7.677349E+02             1.382276E+05
                  48.2400             7.696984E+02             1.375873E+05
                  48.4200             7.716529E+02             1.369460E+05
                  48.6000             7.735982E+02             1.363036E+05
                  48.7800             7.755343E+02             1.356601E+05
                  48.9600             7.774613E+02             1.350155E+05
                  49.1400             7.793791E+02             1.343699E+05
                  49.3200             7.812877E+02             1.337232E+05
                  49.5000             7.831870E+02             1.330755E+05
                  49.6800             7.850772E+02             1.324268E+05
                  49.8600             7.869581E+02             1.317770E+05
                  50.0400             7.888297E+02             1.311262E+05
                  50.2200             7.906921E+02             1.304745E+05
                  50.4000             7.925452E+02             1.298217E+05
                  50.5800             7.943890E+02             1.291680E+05
                  50.7600             7.962234E+02             1.285133E+05
                  50.9400             7.980486E+02             1.278577E+05
                  51.1200             7.998644E+02             1.272011E+05
                  51.3000             8.016708E+02             1.265436E+05
                  51.4800             8.034679E+02             1.258852E+05
                  51.6600             8.052556E+02             1.252259E+05
                  51.8400             8.070339E+02             1.245656E+05
                  52.0200             8.088028E+02             1.239045E+05
                  52.2000             8.105622E+02             1.232425E+05
                  52.3800             8.123123E+02             1.225797E+05
                  52.5600             8.140529E+02             1.219159E+05
                  52.7400             8.157840E+02             1.212514E+05
                  52.9200             8.175057E+02             1.205860E+05
                  53.1000             8.192179E+02             1.199198E+05
                  53.2800             8.209206E+02             1.192527E+05
                  53.4600             8.226138E+02             1.185849E+05
                  53.6400             8.242975E+02             1.179163E+05
                  53.8200             8.259716E+02             1.172469E+05
                  54.0000             8.276362E+02             1.165767E+05
                  54.1800             8.292913E+02             1.159057E+05
                  54.3600             8.309368E+02             1.152341E+05
                  54.5400             8.325728E+02             1.145616E+05
                  54.7200             8.341991E+02             1.138885E+05
                  54.9000             8.358159E+02             1.132146E+05
                  55.0800             8.374231E+02             1.125400E+05
                  55.2600             8.390207E+02             1.118647E+05
                  55.4400             8.406086E+02             1.111887E+05
                  55.6200             8.421869E+02             1.105121E+05
                  55.8000             8.437556E+02             1.098348E+05
                  55.9800             8.453146E+02             1.091568E+05
                  56.1600             8.468640E+02             1.084781E+05
                  56.3400             8.484037E+02             1.077989E+05
                  56.5200             8.499337E+02             1.071190E+05
                  56.7000             8.514541E+02             1.064385E+05
                  56.8800             8.529647E+02             1.057574E+05
                  57.0600             8.544657E+02             1.050757E+05
                  57.2400             8.559569E+02             1.043934E+05
                  57.4200             8.574384E+02             1.037105E+05
                  57.6000             8.589102E+02             1.030271E+05
                  57.7800             8.603723E+02             1.023431E+05
                  57.9600             8.618246E+02             1.016585E+05
                  58.1400             8.632672E+02             1.009734E+05
                  58.3200             8.647000E+02             1.002878E+05
                  58.5000             8.661230E+02             9.960173E+04
                  58.6800             8.675363E+02             9.891510E+04
                  58.8600             8.689397E+02             9.822798E+04
                  59.0400             8.703334E+02             9.754037E+04
                  59.2200             8.717174E+02             9.685228E+04
                  59.4000             8.730915E+02             9.616373E+04
                  59.5800             8.744558E+02             9.547472E+04
                  59.7600             8.758102E+02             9.478526E+04
                  59.9400             8.771549E+02             9.409536E+04
                  60.1200             8.784898E+02             9.340504E+04
                  60.3000             8.798148E+02             9.271430E+04
                  60.4800             8.811299E+02             9.202315E+04
                  60.6600             8.824353E+02             9.133160E+04
                  60.8400             8.837307E+02             9.063966E+04
                  61.0200             8.850164E+02             8.994734E+04
                  61.2000             8.862921E+02             8.925464E+04
                  61.3800             8.875580E+02             8.856159E+04
                  61.5600             8.888140E+02             8.786819E+04
                  61.7400             8.900602E+02             8.717445E+04
                  61.9200             8.912965E+02             8.648037E+04
                  62.1000             8.925228E+02             8.578597E+04
                  62.2800             8.937393E+02             8.509125E+04
                  62.4600             8.949459E+02             8.439623E+04
                  62.6400             8.961427E+02             8.370092E+04
                  62.8200             8.973295E+02             8.300532E+04
                  63.0000             8.985064E+02             8.230944E+04
                  63.1800             8.996733E+02             8.161330E+04
                  63.3600             9.008304E+02             8.091690E+04
                  63.5400             9.019776E+02             8.022025E+04
                  63.7200             9.031148E+02             7.952336E+04
                  63.9000             9.042421E+02             7.882624E+04
                  64.0800             9.053595E+02             7.812889E+04
                  64.2600             9.064670E+02             7.743134E+04
                  64.4400             9.075645E+02             7.673358E+04
                  64.6200             9.086521E+02             7.603563E+04
                  64.8000             9.097297E+02             7.533749E+04
                  64.9800             9.107974E+02             7.463918E+04
                  65.1600             9.118552E+02             7.394070E+04
                  65.3400             9.129030E+02             7.324206E+04
                  65.5200             9.139408E+02             7.254327E+04
                  65.7000             9.149688E+02             7.184434E+04
                  65.8800             9.159867E+02             7.114528E+04
                  66.0600             9.169947E+02             7.044610E+04
                  66.2400             9.179928E+02             6.974680E+04
                  66.4200             9.189809E+02             6.904739E+04
                  66.6000             9.199590E+02             6.834789E+04
                  66.7800             9.209272E+02             6.764830E+04
                  66.9600             9.218854E+02             6.694863E+04
                  67.1400             9.228336E+02             6.624889E+04
                  67.3200             9.237719E+02             6.554909E+04
                  67.5000             9.247002E+02             6.484923E+04
                  67.6800             9.256186E+02             6.414933E+04
                  67.8600             9.265270E+02             6.344939E+04
                  68.0400             9.274254E+02             6.274942E+04
                  68.2200             9.283139E+02             6.204943E+04
                  68.4000             9.291924E+02             6.134944E+04
                  68.5800             9.300609E+02             6.064943E+04
                  68.7600             9.309195E+02             5.994944E+04
                  68.9400             9.317680E+02             5.924945E+04
                  69.1200             9.326067E+02             5.854949E+04
                  69.3000             9.334353E+02             5.784956E+04
                  69.4800             9.342540E+02             5.714967E+04
                  69.6600             9.350628E+02             5.644982E+04
                  69.8400             9.358615E+02             5.575003E+04
                  70.0200             9.366503E+02             5.505030E+04
                  70.2000             9.374292E+02             5.435064E+04
                  70.3800             9.381980E+02             5.365106E+04
                  70.5600             9.389570E+02             5.295157E+04
                  70.7400             9.397059E+02             5.225217E+04
                  70.9200             9.404449E+02             5.155288E+04
                  71.1000             9.411740E+02             5.085369E+04
                  71.2800             9.418931E+02             5.015463E+04
                  71.4600             9.426022E+02             4.945569E+04
                  71.6400             9.433014E+02             4.875689E+04
                  71.8200             9.439906E+02             4.805823E+04
                  72.0000             9.446699E+02             4.735972E+04
                  72.1800             9.453393E+02             4.666136E+04
                  72.3600             9.459987E+02             4.596318E+04
                  72.5400             9.466481E+02             4.526516E+04
                  72.7200             9.472877E+02             4.456733E+04
                  72.9000             9.479173E+02             4.386969E+04
                  73.0800             9.485369E+02             4.317224E+04
                  73.2600             9.491466E+02             4.247500E+04
                  73.4400             9.497465E+02             4.177796E+04
                  73.6200             9.503363E+02             4.108115E+04
                  73.8000             9.509163E+02             4.038457E+04
                  73.9800             9.514864E+02             3.968821E+04
                  74.1600             9.520465E+02             3.899210E+04
                  74.3400             9.525967E+02             3.829624E+04
                  74.5200             9.531370E+02             3.760063E+04
                  74.7000             9.536674E+02             3.690529E+04
                  74.8800             9.541880E+02             3.621022E+04
                  75.0600             9.546986E+02             3.551542E+04
                  75.2400             9.551993E+02             3.482092E+04
                  75.4200             9.556902E+02             3.412670E+04
                  75.6000             9.561711E+02             3.343278E+04
                  75.7800             9.566422E+02             3.273917E+04
                  75.9600             9.571034E+02             3.204588E+04
                  76.1400             9.575548E+02             3.135290E+04
                  76.3200             9.579963E+02             3.066026E+04
                  76.5000             9.584279E+02             2.996795E+04
                  76.6800             9.588496E+02             2.927598E+04
                  76.8600             9.592616E+02             2.858436E+04
                  77.0400             9.596636E+02             2.789309E+04
                  77.2200             9.600559E+02             2.720219E+04
                  77.4000             9.604382E+02             2.651166E+04
                  77.5800             9.608108E+02             2.582150E+04
                  77.7600             9.611736E+02             2.513173E+04
                  77.9400             9.615265E+02             2.444235E+04
                  78.1200             9.618696E+02             2.375337E+04
                  78.3000             9.622029E+02             2.306479E+04
                  78.4800             9.625264E+02             2.237662E+04
                  78.6600             9.628401E+02             2.168886E+04
                  78.8400             9.631440E+02             2.100154E+04
                  79.0200             9.634382E+02             2.031464E+04
                  79.2000             9.637225E+02             1.962817E+04
                  79.3800             9.639971E+02             1.894216E+04
                  79.5600             9.642619E+02             1.825659E+04
                  79.7400             9.645170E+02             1.757147E+04
                  79.9200             9.647623E+02             1.688682E+04
                  80.1000             9.649979E+02             1.620264E+04
                  80.2800             9.652237E+02             1.551894E+04
                  80.4600             9.654398E+02             1.483572E+04
                  80.6400             9.656462E+02             1.415298E+04
                  80.8200             9.658428E+02             1.347074E+04
                  81.0000             9.660298E+02             1.278900E+04
                  81.1800             9.662070E+02             1.210777E+04
                  81.3600             9.663746E+02             1.142705E+04
                  81.5400             9.665324E+02             1.074685E+04
                  81.7200             9.666806E+02             1.006718E+04
                  81.9000             9.668191E+02             9.388039E+03
                  82.0800             9.669479E+02             8.709435E+03
                  82.2600             9.670671E+02             8.031375E+03
                  82.4400             9.671766E+02             7.353865E+03
                  82.6200             9.672765E+02             6.676911E+03
                  82.8000             9.673668E+02             6.000519E+03
                  82.9800             9.674474E+02             5.324695E+03
                  83.1600             9.675184E+02             4.649444E+03
                  83.3400             9.675798E+02             3.974773E+03
                  83.5200             9.676316E+02             3.300688E+03
                  83.7000             9.676738E+02             2.627194E+03
                  83.8800             9.677064E+02             1.954297E+03
                  84.0600             9.677295E+02             1.282003E+03
                  84.2400             9.677429E+02             6.103174E+02
                  84.4200             9.677468E+02            -6.075365E+01
                  84.6000             9.677412E+02            -7.312047E+02
                  84.7800             9.677260E+02            -1.401030E+03
                  84.9600             9.677013E+02            -2.070224E+03
                  85.1400             9.676671E+02            -2.738782E+03
                  85.3200             9.676233E+02            -3.406696E+03
                  85.5000             9.675701E+02            -4.073963E+03
                  85.6800             9.675073E+02            -4.740577E+03
                  85.8600             9.674351E+02            -5.406531E+03
                  86.0400             9.673534E+02            -6.071821E+03
                  86.2200             9.672622E+02            -6.736441E+03
                  86.4000             9.671615E+02            -7.400386E+03
                  86.5800             9.670514E+02            -8.063651E+03
                  86.7600             9.669319E+02            -8.726229E+03
                  86.9400             9.668030E+02            -9.388116E+03
                  87.1200             9.666646E+02            -1.004931E+04
                  87.3000             9.665168E+02            -1.070980E+04
                  87.4800             9.663596E+02            -1.136958E+04
                  87.6600             9.661930E+02            -1.202865E+04
                  87.8400             9.660171E+02            -1.268700E+04
                  88.0200             9.658317E+02            -1.334463E+04
                  88.2000             9.656371E+02            -1.400153E+04
                  88.3800             9.654330E+02            -1.465770E+04
                  88.5600             9.652197E+02            -1.531313E+04
                  88.7400             9.649970E+02            -1.596782E+04
                  88.9200             9.647650E+02            -1.662176E+04
                  89.1000             9.645236E+02            -1.727495E+04
                  89.2800             9.642730E+02            -1.792738E+04
                  89.4600             9.640131E+02            -1.857905E+04
                  89.6400             9.637440E+02            -1.922995E+04
                  89.8200             9.634655E+02            -1.988008E+04
                  90.0000             9.631779E+02            -2.052943E+04
                  90.1800             9.628809E+02            -2.117800E+04
                  90.3600             9.625748E+02            -2.182578E+04
                  90.5400             9.622594E+02            -2.247277E+04
                  90.7200             9.619348E+02            -2.311896E+04
                  90.9000             9.616011E+02            -2.376435E+04
                  91.0800             9.612581E+02            -2.440894E+04
                  91.2600             9.609060E+02            -2.505272E+04
                  91.4400             9.605447E+02            -2.569568E+04
                  91.6200             9.601743E+02            -2.633782E+04
                  91.8000             9.597947E+02            -2.697914E+04
                  91.9800             9.594060E+02            -2.761963E+04
                  92.1600             9.590082E+02            -2.825928E+04
                  92.3400             9.586013E+02            -2.889810E+04
                  92.5200             9.581853E+02            -2.953607E+04
                  92.7000             9.577602E+02            -3.017320E+04
                  92.8800             9.573261E+02            -3.080948E+04
                  93.0600             9.568829E+02            -3.144490E+04
                  93.2400             9.564306E+02            -3.207946E+04
                  93.4200             9.559694E+02            -3.271315E+04
                  93.6000             9.554991E+02            -3.334598E+04
                  93.7800             9.550198E+02            -3.397794E+04
                  93.9600             9.545315E+02            -3.460901E+04
                  94.1400             9.540342E+02            -3.523921E+04
                  94.3200             9.535280E+02            -3.586852E+04
                  94.5000             9.530128E+02            -3.649694E+04
                  94.6800             9.524887E+02            -3.712447E+04
                  94.8600             9.519557E+02            -3.775109E+04
                  95.0400             9.514137E+02            -3.837682E+04
                  95.2200             9.508628E+02            -3.900164E+04
                  95.4000             9.503031E+02            -3.962555E+04
                  95.5800             9.497344E+02            -4.024854E+04
                  95.7600             9.491569E+02            -4.087062E+04
                  95.9400             9.485706E+02            -4.149177E+04
                  96.1200             9.479754E+02            -4.211199E+04
                  96.3000             9.473714E+02            -4.273129E+04
                  96.4800             9.467586E+02            -4.334965E+04
                  96.6600             9.461370E+02            -4.396707E+04
                  96.8400             9.455066E+02            -4.458355E+04
                  97.0200             9.448674E+02            -4.519908E+04
                  97.2000             9.442194E+02            -4.581366E+04
                  97.3800             9.435628E+02            -4.642729E+04
                  97.5600             9.428974E+02            -4.703996E+04
                  97.7400             9.422232E+02            -4.765167E+04
                  97.9200             9.415404E+02            -4.826242E+04
                  98.1000             9.408489E+02            -4.887219E+04
                  98.2800             9.401487E+02            -4.948100E+04
                  98.4600             9.394399E+02            -5.008882E+04
                  98.6400             9.387224E+02            -5.069567E+04
                  98.8200             9.379962E+02            -5.130153E+04
                  99.0000             9.372615E+02            -5.190641E+04
                  99.1800             9.365181E+02            -5.251029E+04
                  99.3600             9.357662E+02            -5.311318E+04
                  99.5400             9.350056E+02            -5.371507E+04
                  99.7200             9.342366E+02            -5.431596E+04
                  99.9000             9.334589E+02            -5.491585E+04
                 100.0800             9.326728E+02            -5.551472E+04
                 100.2600             9.318781E+02            -5.611259E+04
                 100.4400             9.310749E+02            -5.670944E+04
                 100.6200             9.302632E+02            -5.730527E+04
                 100.8000             9.294430E+02            -5.790007E+04
                 100.9800             9.286144E+02            -5.849386E+04
                 101.1600             9.277773E+02            -5.908661E+04
                 101.3400             9.269318E+02            -5.967833E+04
                 101.5200             9.260779E+02            -6.026901E+04
                 101.7000             9.252156E+02            -6.085866E+04
                 101.8800             9.243449E+02            -6.144726E+04
                 102.0600             9.234658E+02            -6.203482E+04
                 102.2400             9.225783E+02            -6.262133E+04
                 102.4200             9.216825E+02            -6.320679E+04
                 102.6000             9.207784E+02            -6.379119E+04
                 102.7800             9.198660E+02            -6.437454E+04
                 102.9600             9.189453E+02            -6.495682E+04
                 103.1400             9.180163E+02            -6.553804E+04
                 103.3200             9.170790E+02            -6.611819E+04
                 103.5000             9.161334E+02            -6.669727E+04
                 103.6800             9.151797E+02            -6.727527E+04
                 103.8600             9.142177E+02            -6.785220E+04
                 104.0400             9.132475E+02            -6.842805E+04
                 104.2200             9.122691E+02            -6.900282E+04
                 104.4000             9.112825E+02            -6.957650E+04
                 104.5800             9.102878E+02            -7.014909E+04
                 104.7600             9.092849E+02            -7.072059E+04
                 104.9400             9.082739E+02            -7.129100E+04
