                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -2.384199E+01            -7.447568E+00
                   0.1800            -3.394677E-04            -2.384184E+01             2.282678E+01
                   0.3600            -6.789309E-04            -2.384137E+01             4.509266E+01
                   0.5400            -1.018385E-03            -2.384058E+01             6.736115E+01
                   0.7200            -1.357826E-03            -2.383947E+01             8.963068E+01
                   0.9000            -1.697248E-03            -2.383804E+01             1.118960E+02
                   1.0800            -2.036648E-03            -2.383630E+01             1.341565E+02
                   1.2600            -2.376021E-03            -2.383423E+01             1.564160E+02
                   1.4400            -2.715363E-03            -2.383186E+01             1.786711E+02
                   1.6200            -3.054668E-03            -2.382916E+01             2.009219E+02
                   1.8000            -3.393932E-03            -2.382615E+01             2.231668E+02
                   1.9800            -3.733152E-03            -2.382282E+01             2.454076E+02
                   2.1600            -4.072322E-03            -2.381918E+01             2.676418E+02
                   2.3400            -4.411437E-03            -2.381522E+01             2.898701E+02
                   2.5200            -4.750494E-03            -2.381094E+01             3.120913E+02
                   2.7000            -5.089488E-03            -2.380635E+01             3.343048E+02
                   2.8800            -5.428414E-03            -2.380144E+01             3.565106E+02
                   3.0600            -5.767269E-03            -2.379621E+01             3.787075E+02
                   3.2400            -6.106046E-03            -2.379067E+01             4.008953E+02
                   3.4200            -6.444742E-03            -2.378481E+01             4.230736E+02
                   3.6000            -6.783353E-03            -2.377864E+01             4.452418E+02
                   3.7800            -7.121873E-03            -2.377215E+01             4.673991E+02
                   3.9600            -7.460299E-03            -2.376534E+01             4.895454E+02
                   4.1400            -7.798626E-03            -2.375822E+01             5.116799E+02
                   4.3200            -8.136849E-03            -2.375079E+01             5.338021E+02
                   4.5000            -8.474964E-03            -2.374304E+01             5.559114E+02
                   4.6800            -8.812966E-03            -2.373497E+01             5.780075E+02
                   4.8600            -9.150851E-03            -2.372659E+01             6.000897E+02
                   5.0400            -9.488615E-03            -2.371790E+01             6.221575E+02
                   5.2200            -9.826253E-03            -2.370889E+01             6.442104E+02
                   5.4000            -1.016376E-02            -2.369957E+01             6.662480E+02
                   5.5800            -1.050113E-02            -2.368994E+01             6.882695E+02
                   5.7600            -1.083836E-02            -2.367999E+01             7.102746E+02
                   5.9400            -1.117545E-02            -2.366972E+01             7.322626E+02
                   6.1200            -1.151239E-02            -2.365915E+01             7.542332E+02
                   6.3000            -1.184918E-02            -2.364826E+01             7.761858E+02
                   6.4800            -1.218581E-02            -2.363706E+01             7.981197E+02
                   6.6600            -1.252228E-02            -2.362555E+01             8.200347E+02
                   6.8400            -1.285858E-02            -2.361373E+01             8.419299E+02
                   7.0200            -1.319472E-02            -2.360159E+01             8.638052E+02
