                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.287507E+02             3.287552E+02             3.287507E+02             3.287552E+02             3.318691E+02             3.312592E+02             3.318691E+02             3.312592E+02             3.329253E+02             3.321856E+02
                   0.1800             3.286670E+02             3.286759E+02             3.287129E+02             3.287211E+02             3.317732E+02             3.311698E+02             3.318230E+02             3.312184E+02             3.328814E+02             3.321467E+02
                   0.3600             3.285736E+02             3.285868E+02             3.286466E+02             3.286567E+02             3.316731E+02             3.310737E+02             3.317523E+02             3.311503E+02             3.328119E+02             3.320797E+02
                   0.5400             3.284852E+02             3.285027E+02             3.285792E+02             3.285909E+02             3.315790E+02             3.309832E+02             3.316811E+02             3.310814E+02             3.327416E+02             3.320117E+02
                   0.7200             3.284001E+02             3.284216E+02             3.285114E+02             3.285245E+02             3.314886E+02             3.308962E+02             3.316101E+02             3.310123E+02             3.326714E+02             3.319433E+02
                   0.9000             3.283178E+02             3.283431E+02             3.284441E+02             3.284584E+02             3.314013E+02             3.308122E+02             3.315398E+02             3.309438E+02             3.326018E+02             3.318755E+02
                   1.0800             3.282383E+02             3.282672E+02             3.283778E+02             3.283933E+02             3.313171E+02             3.307310E+02             3.314708E+02             3.308765E+02             3.325334E+02             3.318087E+02
                   1.2600             3.281617E+02             3.281938E+02             3.283129E+02             3.283295E+02             3.312358E+02             3.306528E+02             3.314034E+02             3.308106E+02             3.324666E+02             3.317434E+02
                   1.4400             3.280879E+02             3.281230E+02             3.282498E+02             3.282674E+02             3.311576E+02             3.305774E+02             3.313379E+02             3.307465E+02             3.324016E+02             3.316798E+02
                   1.6200             3.280170E+02             3.280549E+02             3.281885E+02             3.282072E+02             3.310824E+02             3.305049E+02             3.312744E+02             3.306844E+02             3.323386E+02             3.316181E+02
                   1.8000             3.279489E+02             3.279895E+02             3.281293E+02             3.281489E+02             3.310101E+02             3.304353E+02             3.312130E+02             3.306244E+02             3.322776E+02             3.315584E+02
                   1.9800             3.278837E+02             3.279266E+02             3.280721E+02             3.280926E+02             3.309409E+02             3.303685E+02             3.311538E+02             3.305664E+02             3.322188E+02             3.315009E+02
                   2.1600             3.278213E+02             3.278665E+02             3.280171E+02             3.280385E+02             3.308746E+02             3.303046E+02             3.310968E+02             3.305106E+02             3.321622E+02             3.314454E+02
                   2.3400             3.277617E+02             3.278089E+02             3.279642E+02             3.279864E+02             3.308111E+02             3.302435E+02             3.310420E+02             3.304570E+02             3.321078E+02             3.313922E+02
                   2.5200             3.277047E+02             3.277538E+02             3.279135E+02             3.279365E+02             3.307505E+02             3.301850E+02             3.309895E+02             3.304056E+02             3.320555E+02             3.313410E+02
                   2.7000             3.276504E+02             3.277013E+02             3.278649E+02             3.278886E+02             3.306926E+02             3.301293E+02             3.309391E+02             3.303564E+02             3.320055E+02             3.312920E+02
                   2.8800             3.275986E+02             3.276512E+02             3.278184E+02             3.278429E+02             3.306375E+02             3.300761E+02             3.308910E+02             3.303093E+02             3.319577E+02             3.312452E+02
                   3.0600             3.275494E+02             3.276035E+02             3.277741E+02             3.277993E+02             3.305850E+02             3.300255E+02             3.308451E+02             3.302643E+02             3.319120E+02             3.312005E+02
                   3.2400             3.275026E+02             3.275581E+02             3.277318E+02             3.277577E+02             3.305350E+02             3.299774E+02             3.308013E+02             3.302215E+02             3.318685E+02             3.311579E+02
                   3.4200             3.274583E+02             3.275151E+02             3.276917E+02             3.277182E+02             3.304877E+02             3.299318E+02             3.307597E+02             3.301808E+02             3.318271E+02             3.311174E+02
                   3.6000             3.274163E+02             3.274743E+02             3.276536E+02             3.276807E+02             3.304428E+02             3.298886E+02             3.307203E+02             3.301422E+02             3.317878E+02             3.310789E+02
                   3.7800             3.273766E+02             3.274358E+02             3.276176E+02             3.276452E+02             3.304004E+02             3.298477E+02             3.306830E+02             3.301056E+02             3.317506E+02             3.310425E+02
                   3.9600             3.273392E+02             3.273994E+02             3.275836E+02             3.276118E+02             3.303604E+02             3.298091E+02             3.306477E+02             3.300712E+02             3.317155E+02             3.310082E+02
                   4.1400             3.273040E+02             3.273653E+02             3.275517E+02             3.275803E+02             3.303227E+02             3.297729E+02             3.306146E+02             3.300387E+02             3.316825E+02             3.309759E+02
                   4.3200             3.272710E+02             3.273332E+02             3.275217E+02             3.275508E+02             3.302873E+02             3.297388E+02             3.305835E+02             3.300083E+02             3.316515E+02             3.309456E+02
                   4.5000             3.272402E+02             3.273032E+02             3.274937E+02             3.275233E+02             3.302543E+02             3.297070E+02             3.305545E+02             3.299799E+02             3.316226E+02             3.309173E+02
