                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.008942E+02             3.038106E+02             3.429467E+05             1.157252E+00             4.301339E+05             3.900643E+03             1.866594E-05             1.006511E+03             2.713213E-02             5.786260E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.081229E+02             3.093811E+02             3.429679E+05             1.217801E+00             4.357259E+05             3.899025E+03             1.898738E-05             1.006849E+03             2.707976E-02             6.008155E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.081325E+02             3.107745E+02             3.439440E+05             1.212434E+00             4.371289E+05             3.903524E+03             1.905359E-05             1.006910E+03             2.718213E-02             5.986681E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.081323E+02             3.114812E+02             3.444421E+05             1.209673E+00             4.378405E+05             3.905812E+03             1.908712E-05             1.006942E+03             2.723399E-02             5.977783E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.081276E+02             3.118363E+02             3.446951E+05             1.208241E+00             4.381981E+05             3.906972E+03             1.910396E-05             1.006958E+03             2.726004E-02             5.975038E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.081214E+02             3.120132E+02             3.448235E+05             1.207485E+00             4.383762E+05             3.907559E+03             1.911234E-05             1.006965E+03             2.727300E-02             5.975185E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.081150E+02             3.121002E+02             3.448888E+05             1.207076E+00             4.384638E+05             3.907857E+03             1.911647E-05             1.006969E+03             2.727938E-02             5.976578E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.081090E+02             3.121423E+02             3.449222E+05             1.206845E+00             4.385063E+05             3.908009E+03             1.911846E-05             1.006971E+03             2.728246E-02             5.978395E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.081038E+02             3.121622E+02             3.449396E+05             1.206710E+00             4.385264E+05             3.908087E+03             1.911940E-05             1.006972E+03             2.728392E-02             5.980226E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.080994E+02             3.121716E+02             3.449490E+05             1.206625E+00             4.385358E+05             3.908129E+03             1.911985E-05             1.006972E+03             2.728461E-02             5.981875E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             1.080960E+02             3.121760E+02             3.449544E+05             1.206569E+00             4.385403E+05             3.908152E+03             1.912006E-05             1.006973E+03             2.728493E-02             5.983254E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             1.080934E+02             3.121786E+02             3.449580E+05             1.206531E+00             4.385429E+05             3.908167E+03             1.912018E-05             1.006973E+03             2.728512E-02             5.984325E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             1.080918E+02             3.121807E+02             3.449607E+05             1.206504E+00             4.385450E+05             3.908179E+03             1.912028E-05             1.006973E+03             2.728527E-02             5.985081E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             1.080909E+02             3.121830E+02             3.449631E+05             1.206486E+00             4.385473E+05             3.908188E+03             1.912039E-05             1.006973E+03             2.728544E-02             5.985527E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             1.080909E+02             3.121859E+02             3.449655E+05             1.206474E+00             4.385502E+05             3.908198E+03             1.912052E-05             1.006973E+03             2.728566E-02             5.985676E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             1.080916E+02             3.121895E+02             3.449680E+05             1.206468E+00             4.385538E+05             3.908207E+03             1.912069E-05             1.006973E+03             2.728592E-02             5.985545E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             1.080930E+02             3.121939E+02             3.449706E+05             1.206467E+00             4.385582E+05             3.908218E+03             1.912090E-05             1.006973E+03             2.728624E-02             5.985152E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             1.080950E+02             3.121989E+02             3.449733E+05             1.206469E+00             4.385633E+05             3.908229E+03             1.912114E-05             1.006974E+03             2.728661E-02             5.984516E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             1.080976E+02             3.122047E+02             3.449762E+05             1.206476E+00             4.385691E+05             3.908241E+03             1.912142E-05             1.006974E+03             2.728704E-02             5.983657E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             1.081007E+02             3.122112E+02             3.449792E+05             1.206485E+00             4.385756E+05             3.908253E+03             1.912172E-05             1.006974E+03             2.728751E-02             5.982595E-08             0.000000E+00             0.000000E+00
                   3.6000             5.029743E-08             1.081042E+02             3.122182E+02             3.449824E+05             1.206498E+00             4.385827E+05             3.908266E+03             1.912205E-05             1.006975E+03             2.728803E-02             5.981349E-08             0.000000E+00             0.000000E+00
                   3.7800             5.028532E-08             1.081082E+02             3.122258E+02             3.449858E+05             1.206513E+00             4.385903E+05             3.908280E+03             1.912241E-05             1.006975E+03             2.728858E-02             5.979941E-08             0.000000E+00             0.000000E+00
                   3.9600             5.027195E-08             1.081125E+02             3.122338E+02             3.449892E+05             1.206530E+00             4.385984E+05             3.908295E+03             1.912280E-05             1.006975E+03             2.728917E-02             5.978390E-08             0.000000E+00             0.000000E+00
                   4.1400             5.025752E-08             1.081172E+02             3.122423E+02             3.449928E+05             1.206549E+00             4.386069E+05             3.908310E+03             1.912320E-05             1.006976E+03             2.728979E-02             5.976716E-08             0.000000E+00             0.000000E+00
                   4.3200             5.024219E-08             1.081221E+02             3.122511E+02             3.449964E+05             1.206570E+00             4.386158E+05             3.908325E+03             1.912362E-05             1.006976E+03             2.729044E-02             5.974940E-08             0.000000E+00             0.000000E+00
                   4.5000             5.022615E-08             1.081272E+02             3.122602E+02             3.450002E+05             1.206591E+00             4.386250E+05             3.908341E+03             1.912405E-05             1.006977E+03             2.729111E-02             5.973081E-08             0.000000E+00             0.000000E+00
                   4.6800             5.020957E-08             1.081324E+02             3.122696E+02             3.450040E+05             1.206614E+00             4.386344E+05             3.908357E+03             1.912449E-05             1.006977E+03             2.729180E-02             5.971161E-08             0.000000E+00             0.000000E+00
                   4.8600             5.019265E-08             1.081378E+02             3.122791E+02             3.450078E+05             1.206636E+00             4.386439E+05             3.908373E+03             1.912494E-05             1.006978E+03             2.729250E-02             5.969200E-08             0.000000E+00             0.000000E+00
                   5.0400             5.017555E-08             1.081431E+02             3.122887E+02             3.450117E+05             1.206659E+00             4.386536E+05             3.908390E+03             1.912540E-05             1.006978E+03             2.729321E-02             5.967216E-08             0.000000E+00             0.000000E+00
                   5.2200             5.015845E-08             1.081485E+02             3.122984E+02             3.450157E+05             1.206681E+00             4.386633E+05             3.908407E+03             1.912586E-05             1.006979E+03             2.729392E-02             5.965232E-08             0.000000E+00             0.000000E+00
                   5.4000             5.014155E-08             1.081538E+02             3.123080E+02             3.450196E+05             1.206703E+00             4.386730E+05             3.908424E+03             1.912632E-05             1.006979E+03             2.729462E-02             5.963266E-08             0.000000E+00             0.000000E+00
                   5.5800             5.012501E-08             1.081589E+02             3.123175E+02             3.450235E+05             1.206723E+00             4.386826E+05             3.908441E+03             1.912677E-05             1.006980E+03             2.729532E-02             5.961340E-08             0.000000E+00             0.000000E+00
                   5.7600             5.010902E-08             1.081639E+02             3.123269E+02             3.450274E+05             1.206742E+00             4.386921E+05             3.908458E+03             1.912722E-05             1.006980E+03             2.729602E-02             5.959473E-08             0.000000E+00             0.000000E+00
                   5.9400             5.009376E-08             1.081686E+02             3.123361E+02             3.450313E+05             1.206759E+00             4.387013E+05             3.908475E+03             1.912765E-05             1.006981E+03             2.729669E-02             5.957685E-08             0.000000E+00             0.000000E+00
                   6.1200             5.007940E-08             1.081730E+02             3.123450E+02             3.450351E+05             1.206774E+00             4.387103E+05             3.908492E+03             1.912807E-05             1.006981E+03             2.729734E-02             5.955998E-08             0.000000E+00             0.000000E+00
                   6.3000             5.006612E-08             1.081771E+02             3.123536E+02             3.450389E+05             1.206786E+00             4.387189E+05             3.908509E+03             1.912848E-05             1.006982E+03             2.729797E-02             5.954430E-08             0.000000E+00             0.000000E+00
                   6.4800             5.005412E-08             1.081807E+02             3.123617E+02             3.450425E+05             1.206796E+00             4.387271E+05             3.908526E+03             1.912887E-05             1.006982E+03             2.729857E-02             5.953002E-08             0.000000E+00             0.000000E+00
                   6.6600             5.004355E-08             1.081839E+02             3.123694E+02             3.450461E+05             1.206802E+00             4.387348E+05             3.908542E+03             1.912923E-05             1.006983E+03             2.729913E-02             5.951735E-08             0.000000E+00             0.000000E+00
                   6.8400             5.003462E-08             1.081866E+02             3.123765E+02             3.450496E+05             1.206804E+00             4.387419E+05             3.908558E+03             1.912957E-05             1.006983E+03             2.729965E-02             5.950648E-08             0.000000E+00             0.000000E+00
                   7.0200             5.002748E-08             1.081887E+02             3.123830E+02             3.450529E+05             1.206802E+00             4.387485E+05             3.908573E+03             1.912987E-05             1.006983E+03             2.730013E-02             5.949762E-08             0.000000E+00             0.000000E+00
                   7.2000             5.002233E-08             1.081901E+02             3.123888E+02             3.450562E+05             1.206796E+00             4.387543E+05             3.908588E+03             1.913015E-05             1.006984E+03             2.730056E-02             5.949097E-08             0.000000E+00             0.000000E+00
                   7.3800             5.001935E-08             1.081909E+02             3.123939E+02             3.450592E+05             1.206784E+00             4.387594E+05             3.908602E+03             1.913039E-05             1.006984E+03             2.730093E-02             5.948672E-08             0.000000E+00             0.000000E+00
