                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.247625E+02             3.247625E+02             3.272186E+02             3.272186E+02             3.280634E+02             3.252755E+02             3.248147E+02             3.252755E+02             3.248147E+02
                   0.1800             3.248297E+02             3.248552E+02             3.272701E+02             3.272987E+02             3.281470E+02             3.253522E+02             3.249168E+02             3.253642E+02             3.249318E+02
                   0.3600             3.248062E+02             3.248414E+02             3.272392E+02             3.272800E+02             3.281297E+02             3.253413E+02             3.249177E+02             3.253491E+02             3.249271E+02
                   0.5400             3.247657E+02             3.248071E+02             3.271933E+02             3.272425E+02             3.280930E+02             3.253087E+02             3.248926E+02             3.253140E+02             3.248988E+02
                   0.7200             3.247163E+02             3.247626E+02             3.271396E+02             3.271957E+02             3.280469E+02             3.252653E+02             3.248546E+02             3.252688E+02             3.248585E+02
                   0.9000             3.246639E+02             3.247143E+02             3.270836E+02             3.271458E+02             3.279974E+02             3.252180E+02             3.248113E+02             3.252201E+02             3.248134E+02
                   1.0800             3.246118E+02             3.246659E+02             3.270284E+02             3.270960E+02             3.279479E+02             3.251703E+02             3.247668E+02             3.251712E+02             3.247675E+02
                   1.2600             3.245619E+02             3.246191E+02             3.269755E+02             3.270480E+02             3.279002E+02             3.251241E+02             3.247234E+02             3.251241E+02             3.247229E+02
                   1.4400             3.245150E+02             3.245749E+02             3.269259E+02             3.270027E+02             3.278552E+02             3.250804E+02             3.246822E+02             3.250795E+02             3.246806E+02
                   1.6200             3.244715E+02             3.245337E+02             3.268800E+02             3.269607E+02             3.278134E+02             3.250398E+02             3.246437E+02             3.250381E+02             3.246413E+02
                   1.8000             3.244317E+02             3.244959E+02             3.268378E+02             3.269219E+02             3.277748E+02             3.250024E+02             3.246083E+02             3.250000E+02             3.246050E+02
                   1.9800             3.243955E+02             3.244614E+02             3.267994E+02             3.268866E+02             3.277397E+02             3.249683E+02             3.245760E+02             3.249652E+02             3.245719E+02
                   2.1600             3.243630E+02             3.244302E+02             3.267648E+02             3.268548E+02             3.277080E+02             3.249375E+02             3.245468E+02             3.249338E+02             3.245421E+02
                   2.3400             3.243340E+02             3.244025E+02             3.267339E+02             3.268264E+02             3.276797E+02             3.249101E+02             3.245209E+02             3.249058E+02             3.245155E+02
                   2.5200             3.243087E+02             3.243780E+02             3.267066E+02             3.268014E+02             3.276548E+02             3.248861E+02             3.244981E+02             3.248812E+02             3.244921E+02
                   2.7000             3.242867E+02             3.243569E+02             3.266830E+02             3.267798E+02             3.276333E+02             3.248654E+02             3.244785E+02             3.248599E+02             3.244719E+02
                   2.8800             3.242682E+02             3.243391E+02             3.266629E+02             3.267615E+02             3.276151E+02             3.248479E+02             3.244621E+02             3.248419E+02             3.244548E+02
                   3.0600             3.242531E+02             3.243245E+02             3.266463E+02             3.267465E+02             3.276001E+02             3.248337E+02             3.244487E+02             3.248272E+02             3.244408E+02
                   3.2400             3.242412E+02             3.243130E+02             3.266330E+02             3.267348E+02             3.275884E+02             3.248226E+02             3.244383E+02             3.248156E+02             3.244299E+02
                   3.4200             3.242325E+02             3.243047E+02             3.266230E+02             3.267262E+02             3.275798E+02             3.248147E+02             3.244308E+02             3.248072E+02             3.244219E+02
                   3.6000             3.242269E+02             3.242993E+02             3.266162E+02             3.267206E+02             3.275742E+02             3.248097E+02             3.244262E+02             3.248017E+02             3.244168E+02
                   3.7800             3.242241E+02             3.242967E+02             3.266122E+02             3.267179E+02             3.275715E+02             3.248075E+02             3.244243E+02             3.247990E+02             3.244143E+02
                   3.9600             3.242236E+02             3.242965E+02             3.266108E+02             3.267175E+02             3.275711E+02             3.248077E+02             3.244245E+02             3.247987E+02             3.244141E+02
                   4.1400             3.242244E+02             3.242974E+02             3.266106E+02             3.267184E+02             3.275719E+02             3.248090E+02             3.244260E+02             3.247996E+02             3.244150E+02
                   4.3200             3.242256E+02             3.242986E+02             3.266108E+02             3.267195E+02             3.275730E+02             3.248106E+02             3.244276E+02             3.248007E+02             3.244162E+02
                   4.5000             3.242268E+02             3.242998E+02             3.266111E+02             3.267207E+02             3.275740E+02             3.248123E+02             3.244293E+02             3.248019E+02             3.244173E+02
                   4.6800             3.242281E+02             3.243010E+02             3.266116E+02             3.267218E+02             3.275751E+02             3.248139E+02             3.244310E+02             3.248030E+02             3.244185E+02
                   4.8600             3.242295E+02             3.243022E+02             3.266121E+02             3.267230E+02             3.275762E+02             3.248155E+02             3.244327E+02             3.248041E+02             3.244197E+02
                   5.0400             3.242309E+02             3.243034E+02             3.266127E+02             3.267241E+02             3.275773E+02             3.248172E+02             3.244344E+02             3.248053E+02             3.244209E+02
                   5.2200             3.242324E+02             3.243046E+02             3.266133E+02             3.267252E+02             3.275784E+02             3.248188E+02             3.244361E+02             3.248064E+02             3.244220E+02
                   5.4000             3.242339E+02             3.243057E+02             3.266140E+02             3.267263E+02             3.275794E+02             3.248204E+02             3.244378E+02             3.248075E+02             3.244232E+02
                   5.5800             3.242354E+02             3.243069E+02             3.266148E+02             3.267274E+02             3.275805E+02             3.248220E+02             3.244395E+02             3.248086E+02             3.244243E+02
                   5.7600             3.242369E+02             3.243080E+02             3.266156E+02             3.267285E+02             3.275815E+02             3.248236E+02             3.244412E+02             3.248097E+02             3.244254E+02
                   5.9400             3.242384E+02             3.243091E+02             3.266164E+02             3.267295E+02             3.275825E+02             3.248252E+02             3.244428E+02             3.248107E+02             3.244265E+02
                   6.1200             3.242400E+02             3.243101E+02             3.266172E+02             3.267305E+02             3.275834E+02             3.248268E+02             3.244444E+02             3.248117E+02             3.244275E+02
                   6.3000             3.242415E+02             3.243111E+02             3.266180E+02             3.267314E+02             3.275843E+02             3.248283E+02             3.244460E+02             3.248126E+02             3.244285E+02
                   6.4800             3.242430E+02             3.243121E+02             3.266188E+02             3.267324E+02             3.275852E+02             3.248297E+02             3.244475E+02             3.248136E+02             3.244294E+02
                   6.6600             3.242445E+02             3.243130E+02             3.266196E+02             3.267332E+02             3.275860E+02             3.248311E+02             3.244490E+02             3.248144E+02             3.244303E+02
                   6.8400             3.242459E+02             3.243139E+02             3.266204E+02             3.267340E+02             3.275868E+02             3.248325E+02             3.244505E+02             3.248152E+02             3.244312E+02
                   7.0200             3.242473E+02             3.243147E+02             3.266212E+02             3.267348E+02             3.275875E+02             3.248338E+02             3.244519E+02             3.248160E+02             3.244319E+02
                   7.2000             3.242486E+02             3.243154E+02             3.266219E+02             3.267355E+02             3.275881E+02             3.248351E+02             3.244532E+02             3.248166E+02             3.244327E+02
                   7.3800             3.242499E+02             3.243161E+02             3.266225E+02             3.267361E+02             3.275887E+02             3.248362E+02             3.244544E+02             3.248172E+02             3.244333E+02
                   7.5600             3.242511E+02             3.243167E+02             3.266231E+02             3.267366E+02             3.275892E+02             3.248373E+02             3.244556E+02             3.248178E+02             3.244339E+02
                   7.7400             3.242522E+02             3.243172E+02             3.266236E+02             3.267371E+02             3.275896E+02             3.248384E+02             3.244567E+02             3.248182E+02             3.244343E+02
                   7.9200             3.242532E+02             3.243176E+02             3.266241E+02             3.267374E+02             3.275899E+02             3.248393E+02             3.244577E+02             3.248186E+02             3.244347E+02
                   8.1000             3.242541E+02             3.243179E+02             3.266244E+02             3.267377E+02             3.275902E+02             3.248401E+02             3.244586E+02             3.248189E+02             3.244350E+02
                   8.2800             3.242549E+02             3.243181E+02             3.266247E+02             3.267379E+02             3.275903E+02             3.248409E+02             3.244594E+02             3.248190E+02             3.244352E+02
                   8.4600             3.242556E+02             3.243183E+02             3.266248E+02             3.267380E+02             3.275903E+02             3.248415E+02             3.244600E+02             3.248191E+02             3.244353E+02
                   8.6400             3.242562E+02             3.243183E+02             3.266248E+02             3.267380E+02             3.275903E+02             3.248420E+02             3.244606E+02             3.248191E+02             3.244353E+02
                   8.8200             3.242566E+02             3.243182E+02             3.266247E+02             3.267378E+02             3.275901E+02             3.248424E+02             3.244610E+02             3.248190E+02             3.244352E+02
                   9.0000             3.242569E+02             3.243180E+02             3.266245E+02             3.267376E+02             3.275898E+02             3.248426E+02             3.244613E+02             3.248187E+02             3.244350E+02
                   9.1800             3.242570E+02             3.243177E+02             3.266241E+02             3.267372E+02             3.275894E+02             3.248427E+02             3.244614E+02             3.248183E+02             3.244346E+02
                   9.3600             3.242570E+02             3.243172E+02             3.266235E+02             3.267367E+02             3.275889E+02             3.248427E+02             3.244614E+02             3.248178E+02             3.244341E+02
                   9.5400             3.242568E+02             3.243166E+02             3.266228E+02             3.267361E+02             3.275882E+02             3.248425E+02             3.244612E+02             3.248172E+02             3.244335E+02
                   9.7200             3.242564E+02             3.243159E+02             3.266220E+02             3.267354E+02             3.275874E+02             3.248422E+02             3.244609E+02             3.248164E+02             3.244327E+02
                   9.9000             3.242559E+02             3.243151E+02             3.266209E+02             3.267345E+02             3.275864E+02             3.248417E+02             3.244604E+02             3.248155E+02             3.244318E+02
                  10.0800             3.242551E+02             3.243141E+02             3.266197E+02             3.267334E+02             3.275853E+02             3.248410E+02             3.244597E+02             3.248145E+02             3.244307E+02
                  10.2600             3.242542E+02             3.243129E+02             3.266183E+02             3.267322E+02             3.275841E+02             3.248402E+02             3.244589E+02             3.248133E+02             3.244295E+02
                  10.4400             3.242531E+02             3.243116E+02             3.266167E+02             3.267309E+02             3.275827E+02             3.248392E+02             3.244578E+02             3.248119E+02             3.244282E+02
                  10.6200             3.242517E+02             3.243102E+02             3.266149E+02             3.267294E+02             3.275811E+02             3.248380E+02             3.244566E+02             3.248104E+02             3.244266E+02
                  10.8000             3.242501E+02             3.243085E+02             3.266128E+02             3.267277E+02             3.275794E+02             3.248366E+02             3.244551E+02             3.248087E+02             3.244249E+02
                  10.9800             3.242483E+02             3.243068E+02             3.266106E+02             3.267259E+02             3.275775E+02             3.248350E+02             3.244535E+02             3.248069E+02             3.244231E+02
                  11.1600             3.242463E+02             3.243048E+02             3.266081E+02             3.267239E+02             3.275755E+02             3.248332E+02             3.244516E+02             3.248049E+02             3.244210E+02
                  11.3400             3.242440E+02             3.243027E+02             3.266054E+02             3.267218E+02             3.275733E+02             3.248312E+02             3.244495E+02             3.248027E+02             3.244188E+02
                  11.5200             3.242415E+02             3.243004E+02             3.266025E+02             3.267194E+02             3.275709E+02             3.248290E+02             3.244472E+02             3.248003E+02             3.244165E+02
                  11.7000             3.242387E+02             3.242979E+02             3.265993E+02             3.267169E+02             3.275683E+02             3.248265E+02             3.244447E+02             3.247978E+02             3.244139E+02
                  11.8800             3.242357E+02             3.242953E+02             3.265959E+02             3.267142E+02             3.275655E+02             3.248239E+02             3.244419E+02             3.247951E+02             3.244112E+02
                  12.0600             3.242324E+02             3.242924E+02             3.265922E+02             3.267114E+02             3.275626E+02             3.248210E+02             3.244389E+02             3.247922E+02             3.244082E+02
                  12.2400             3.242289E+02             3.242894E+02             3.265883E+02             3.267083E+02             3.275594E+02             3.248179E+02             3.244357E+02             3.247891E+02             3.244051E+02
                  12.4200             3.242251E+02             3.242862E+02             3.265841E+02             3.267051E+02             3.275561E+02             3.248146E+02             3.244322E+02             3.247859E+02             3.244018E+02
                  12.6000             3.242210E+02             3.242828E+02             3.265797E+02             3.267017E+02             3.275526E+02             3.248110E+02             3.244285E+02             3.247824E+02             3.243983E+02
                  12.7800             3.242167E+02             3.242793E+02             3.265750E+02             3.266981E+02             3.275489E+02             3.248072E+02             3.244245E+02             3.247788E+02             3.243946E+02
                  12.9600             3.242121E+02             3.242755E+02             3.265700E+02             3.266943E+02             3.275450E+02             3.248031E+02             3.244203E+02             3.247750E+02             3.243908E+02
                  13.1400             3.242072E+02             3.242716E+02             3.265648E+02             3.266903E+02             3.275409E+02             3.247989E+02             3.244158E+02             3.247710E+02             3.243867E+02
                  13.3200             3.242020E+02             3.242675E+02             3.265593E+02             3.266861E+02             3.275367E+02             3.247943E+02             3.244111E+02             3.247668E+02             3.243825E+02
                  13.5000             3.241966E+02             3.242632E+02             3.265536E+02             3.266818E+02             3.275322E+02             3.247896E+02             3.244062E+02             3.247624E+02             3.243781E+02
                  13.6800             3.241909E+02             3.242587E+02             3.265476E+02             3.266773E+02             3.275276E+02             3.247846E+02             3.244010E+02             3.247578E+02             3.243735E+02
                  13.8600             3.241850E+02             3.242540E+02             3.265414E+02             3.266725E+02             3.275227E+02             3.247793E+02             3.243956E+02             3.247531E+02             3.243687E+02
                  14.0400             3.241788E+02             3.242492E+02             3.265348E+02             3.266676E+02             3.275177E+02             3.247739E+02             3.243899E+02             3.247482E+02             3.243637E+02
                  14.2200             3.241723E+02             3.242441E+02             3.265281E+02             3.266626E+02             3.275125E+02             3.247682E+02             3.243840E+02             3.247431E+02             3.243585E+02
                  14.4000             3.241655E+02             3.242389E+02             3.265210E+02             3.266573E+02             3.275071E+02             3.247622E+02             3.243778E+02             3.247378E+02             3.243532E+02
                  14.5800             3.241585E+02             3.242336E+02             3.265138E+02             3.266519E+02             3.275015E+02             3.247560E+02             3.243714E+02             3.247323E+02             3.243477E+02
                  14.7600             3.241512E+02             3.242280E+02             3.265063E+02             3.266462E+02             3.274958E+02             3.247496E+02             3.243648E+02             3.247267E+02             3.243420E+02
                  14.9400             3.241437E+02             3.242223E+02             3.264985E+02             3.266405E+02             3.274898E+02             3.247430E+02             3.243579E+02             3.247209E+02             3.243362E+02
                  15.1200             3.241359E+02             3.242164E+02             3.264905E+02             3.266345E+02             3.274837E+02             3.247362E+02             3.243508E+02             3.247149E+02             3.243302E+02
                  15.3000             3.241279E+02             3.242104E+02             3.264822E+02             3.266284E+02             3.274775E+02             3.247291E+02             3.243435E+02             3.247088E+02             3.243240E+02
                  15.4800             3.241196E+02             3.242042E+02             3.264738E+02             3.266221E+02             3.274710E+02             3.247218E+02             3.243360E+02             3.247025E+02             3.243177E+02
                  15.6600             3.241111E+02             3.241978E+02             3.264651E+02             3.266157E+02             3.274644E+02             3.247143E+02             3.243282E+02             3.246961E+02             3.243112E+02
                  15.8400             3.241024E+02             3.241913E+02             3.264562E+02             3.266091E+02             3.274577E+02             3.247066E+02             3.243203E+02             3.246895E+02             3.243046E+02
                  16.0200             3.240935E+02             3.241847E+02             3.264471E+02             3.266024E+02             3.274508E+02             3.246987E+02             3.243122E+02             3.246827E+02             3.242978E+02
                  16.2000             3.240843E+02             3.241779E+02             3.264378E+02             3.265955E+02             3.274437E+02             3.246906E+02             3.243038E+02             3.246759E+02             3.242909E+02
                  16.3800             3.240750E+02             3.241710E+02             3.264283E+02             3.265885E+02             3.274365E+02             3.246823E+02             3.242953E+02             3.246688E+02             3.242839E+02
                  16.5600             3.240654E+02             3.241640E+02             3.264186E+02             3.265814E+02             3.274292E+02             3.246739E+02             3.242866E+02             3.246617E+02             3.242767E+02
                  16.7400             3.240557E+02             3.241568E+02             3.264087E+02             3.265741E+02             3.274217E+02             3.246653E+02             3.242777E+02             3.246544E+02             3.242694E+02
                  16.9200             3.240457E+02             3.241496E+02             3.263987E+02             3.265667E+02             3.274142E+02             3.246565E+02             3.242687E+02             3.246470E+02             3.242620E+02
                  17.1000             3.240356E+02             3.241422E+02             3.263884E+02             3.265592E+02             3.274065E+02             3.246475E+02             3.242595E+02             3.246395E+02             3.242545E+02
                  17.2800             3.240254E+02             3.241347E+02             3.263781E+02             3.265516E+02             3.273986E+02             3.246384E+02             3.242502E+02             3.246319E+02             3.242469E+02
                  17.4600             3.240150E+02             3.241271E+02             3.263676E+02             3.265439E+02             3.273907E+02             3.246291E+02             3.242407E+02             3.246242E+02             3.242392E+02
                  17.6400             3.240044E+02             3.241194E+02             3.263569E+02             3.265361E+02             3.273827E+02             3.246197E+02             3.242311E+02             3.246164E+02             3.242314E+02
                  17.8200             3.239937E+02             3.241116E+02             3.263462E+02             3.265282E+02             3.273746E+02             3.246102E+02             3.242213E+02             3.246085E+02             3.242236E+02
                  18.0000             3.239828E+02             3.241038E+02             3.263353E+02             3.265202E+02             3.273663E+02             3.246006E+02             3.242115E+02             3.246006E+02             3.242156E+02
                  18.1800             3.239719E+02             3.240959E+02             3.263243E+02             3.265121E+02             3.273580E+02             3.245908E+02             3.242015E+02             3.245925E+02             3.242076E+02
                  18.3600             3.239608E+02             3.240879E+02             3.263131E+02             3.265040E+02             3.273497E+02             3.245809E+02             3.241914E+02             3.245844E+02             3.241995E+02
                  18.5400             3.239497E+02             3.240798E+02             3.263019E+02             3.264958E+02             3.273412E+02             3.245710E+02             3.241812E+02             3.245762E+02             3.241914E+02
                  18.7200             3.239384E+02             3.240717E+02             3.262907E+02             3.264875E+02             3.273327E+02             3.245609E+02             3.241710E+02             3.245679E+02             3.241832E+02
                  18.9000             3.239271E+02             3.240635E+02             3.262793E+02             3.264791E+02             3.273241E+02             3.245508E+02             3.241607E+02             3.245596E+02             3.241749E+02
                  19.0800             3.239156E+02             3.240553E+02             3.262679E+02             3.264707E+02             3.273155E+02             3.245405E+02             3.241503E+02             3.245512E+02             3.241666E+02
                  19.2600             3.239042E+02             3.240470E+02             3.262564E+02             3.264623E+02             3.273068E+02             3.245302E+02             3.241398E+02             3.245428E+02             3.241583E+02
                  19.4400             3.238926E+02             3.240387E+02             3.262449E+02             3.264538E+02             3.272981E+02             3.245199E+02             3.241293E+02             3.245344E+02             3.241500E+02
                  19.6200             3.238810E+02             3.240304E+02             3.262333E+02             3.264453E+02             3.272893E+02             3.245095E+02             3.241188E+02             3.245259E+02             3.241416E+02
                  19.8000             3.238694E+02             3.240221E+02             3.262217E+02             3.264368E+02             3.272805E+02             3.244990E+02             3.241082E+02             3.245174E+02             3.241332E+02
                  19.9800             3.238578E+02             3.240137E+02             3.262101E+02             3.264282E+02             3.272717E+02             3.244886E+02             3.240976E+02             3.245089E+02             3.241248E+02
                  20.1600             3.238461E+02             3.240053E+02             3.261984E+02             3.264196E+02             3.272628E+02             3.244780E+02             3.240869E+02             3.245004E+02             3.241164E+02
                  20.3400             3.238344E+02             3.239969E+02             3.261868E+02             3.264110E+02             3.272540E+02             3.244675E+02             3.240763E+02             3.244918E+02             3.241079E+02
                  20.5200             3.238227E+02             3.239885E+02             3.261751E+02             3.264024E+02             3.272451E+02             3.244569E+02             3.240656E+02             3.244833E+02             3.240995E+02
                  20.7000             3.238110E+02             3.239801E+02             3.261635E+02             3.263938E+02             3.272362E+02             3.244464E+02             3.240550E+02             3.244747E+02             3.240911E+02
                  20.8800             3.237993E+02             3.239717E+02             3.261519E+02             3.263852E+02             3.272273E+02             3.244358E+02             3.240443E+02             3.244662E+02             3.240827E+02
                  21.0600             3.237877E+02             3.239634E+02             3.261402E+02             3.263766E+02             3.272185E+02             3.244252E+02             3.240337E+02             3.244576E+02             3.240743E+02
                  21.2400             3.237760E+02             3.239550E+02             3.261287E+02             3.263680E+02             3.272096E+02             3.244147E+02             3.240231E+02             3.244491E+02             3.240660E+02
                  21.4200             3.237644E+02             3.239466E+02             3.261171E+02             3.263594E+02             3.272007E+02             3.244041E+02             3.240125E+02             3.244406E+02             3.240576E+02
