                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824999E+01             3.537531E-02             1.180611E-01             5.000004E-01             5.000915E-01
                   0.1800             1.825942E+01             2.994304E-02             1.971908E-01             4.997418E-01             3.737677E+00
                   0.3600             1.825976E+01             3.175172E-02             1.893605E-01             4.997327E-01             3.940595E+00
                   0.5400             1.825993E+01             3.355082E-02             1.800581E-01             4.997278E-01             4.143988E+00
                   0.7200             1.825997E+01             3.527121E-02             1.698892E-01             4.997269E-01             4.348307E+00
                   0.9000             1.825988E+01             3.685034E-02             1.594229E-01             4.997293E-01             4.555282E+00
                   1.0800             1.825969E+01             3.820262E-02             1.493139E-01             4.997346E-01             4.764791E+00
                   1.2600             1.825942E+01             3.923792E-02             1.401496E-01             4.997419E-01             4.976475E+00
                   1.4400             1.825910E+01             3.987769E-02             1.323576E-01             4.997506E-01             5.190122E+00
                   1.6200             1.825876E+01             4.008578E-02             1.261731E-01             4.997600E-01             5.405363E+00
                   1.8000             1.825841E+01             3.991588E-02             1.216269E-01             4.997696E-01             5.621950E+00
                   1.9800             1.825807E+01             3.954797E-02             1.186032E-01             4.997789E-01             5.839167E+00
                   2.1600             1.825775E+01             3.926263E-02             1.169052E-01             4.997877E-01             6.056767E+00
                   2.3400             1.825745E+01             3.933351E-02             1.163707E-01             4.997959E-01             6.274214E+00
                   2.5200             1.825717E+01             3.988566E-02             1.169500E-01             4.998035E-01             2.080504E-01
                   2.7000             1.825692E+01             4.082647E-02             1.187431E-01             4.998104E-01             4.243024E-01
                   2.8800             1.825670E+01             4.189668E-02             1.219698E-01             4.998166E-01             6.393904E-01
                   3.0600             1.825650E+01             4.280473E-02             1.268975E-01             4.998219E-01             8.531318E-01
                   3.2400             1.825635E+01             4.334119E-02             1.337373E-01             4.998260E-01             1.065165E+00
                   3.4200             1.825625E+01             4.341799E-02             1.425552E-01             4.998289E-01             1.275241E+00
                   3.6000             1.825620E+01             4.304173E-02             1.532103E-01             4.998301E-01             1.483159E+00
