                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.246232E+02             3.246172E+02             3.246232E+02             3.246172E+02             3.274737E+02             3.269054E+02             3.274737E+02             3.269054E+02             3.284032E+02             3.277214E+02
                   0.1800             3.246945E+02             3.246954E+02             3.247201E+02             3.247207E+02             3.275271E+02             3.269687E+02             3.275560E+02             3.269968E+02             3.284895E+02             3.278164E+02
                   0.3600             3.246716E+02             3.246762E+02             3.247079E+02             3.247109E+02             3.274964E+02             3.269423E+02             3.275381E+02             3.269823E+02             3.284731E+02             3.278034E+02
                   0.5400             3.246312E+02             3.246386E+02             3.246746E+02             3.246792E+02             3.274504E+02             3.268994E+02             3.275011E+02             3.269476E+02             3.284371E+02             3.277695E+02
                   0.7200             3.245817E+02             3.245914E+02             3.246309E+02             3.246366E+02             3.273966E+02             3.268480E+02             3.274548E+02             3.269028E+02             3.283914E+02             3.277253E+02
                   0.9000             3.245290E+02             3.245408E+02             3.245831E+02             3.245897E+02             3.273403E+02             3.267937E+02             3.274051E+02             3.268543E+02             3.283422E+02             3.276773E+02
                   1.0800             3.244766E+02             3.244901E+02             3.245351E+02             3.245424E+02             3.272847E+02             3.267399E+02             3.273555E+02             3.268057E+02             3.282930E+02             3.276290E+02
                   1.2600             3.244264E+02             3.244415E+02             3.244887E+02             3.244965E+02             3.272315E+02             3.266883E+02             3.273077E+02             3.267587E+02             3.282455E+02             3.275823E+02
                   1.4400             3.243792E+02             3.243957E+02             3.244448E+02             3.244532E+02             3.271816E+02             3.266398E+02             3.272627E+02             3.267144E+02             3.282007E+02             3.275383E+02
                   1.6200             3.243355E+02             3.243533E+02             3.244040E+02             3.244129E+02             3.271353E+02             3.265949E+02             3.272207E+02             3.266732E+02             3.281591E+02             3.274972E+02
