                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.751709E-02             5.949797E-04             1.789686E-06             3.935087E-05             6.361203E-04             4.715502E-01             7.723599E-02             4.721863E-01
                   0.1800             7.931465E-02            -1.823603E-03            -5.485353E-06             2.511229E-04            -1.577965E-03             4.726564E-01             7.703241E-02             4.710784E-01
                   0.3600             7.949409E-02            -3.602334E-03            -1.083570E-05             5.840580E-04            -3.029112E-03             4.725374E-01             7.700158E-02             4.695083E-01
                   0.5400             7.968601E-02            -5.381153E-03            -1.618625E-05             9.164402E-04            -4.480899E-03             4.724380E-01             7.697618E-02             4.679571E-01
                   0.7200             7.989123E-02            -7.159872E-03            -2.153641E-05             1.248180E-03            -5.933229E-03             4.723599E-01             7.695730E-02             4.664267E-01
                   0.9000             8.010994E-02            -8.938013E-03            -2.688470E-05             1.579248E-03            -7.385649E-03             4.723043E-01             7.694581E-02             4.649187E-01
                   1.0800             8.034209E-02            -1.071546E-02            -3.223075E-05             1.909647E-03            -8.838047E-03             4.722720E-01             7.694257E-02             4.634340E-01
                   1.2600             8.058752E-02            -1.249247E-02            -3.757530E-05             2.239391E-03            -1.029066E-02             4.722633E-01             7.694810E-02             4.619726E-01
                   1.4400             8.084589E-02            -1.426871E-02            -4.291729E-05             2.568506E-03            -1.174312E-02             4.722779E-01             7.696253E-02             4.605348E-01
                   1.6200             8.111686E-02            -1.604411E-02            -4.825653E-05             2.897019E-03            -1.319535E-02             4.723152E-01             7.698550E-02             4.591199E-01
                   1.8000             8.140004E-02            -1.781850E-02            -5.359244E-05             3.224962E-03            -1.464713E-02             4.727189E-01             7.701622E-02             4.580718E-01
                   1.9800             8.169508E-02            -1.959196E-02            -5.892522E-05             3.552369E-03            -1.609851E-02             4.733656E-01             7.705339E-02             4.572670E-01
                   2.1600             8.200156E-02            -2.136422E-02            -6.425409E-05             3.879277E-03            -1.754920E-02             4.740283E-01             7.709537E-02             4.564791E-01
                   2.3400             8.231909E-02            -2.313529E-02            -6.957897E-05             4.205723E-03            -1.899914E-02             4.747047E-01             7.714018E-02             4.557055E-01
                   2.5200             8.264726E-02            -2.490500E-02            -7.489938E-05             4.531748E-03            -2.044816E-02             4.753921E-01             7.718573E-02             4.549439E-01
                   2.7000             8.298567E-02            -2.667326E-02            -8.021497E-05             4.857392E-03            -2.189608E-02             4.760878E-01             7.722984E-02             4.541918E-01
                   2.8800             8.333394E-02            -2.843999E-02            -8.552551E-05             5.182699E-03            -2.334282E-02             4.767893E-01             7.727041E-02             4.534465E-01
                   3.0600             8.369165E-02            -3.020504E-02            -9.083049E-05             5.507711E-03            -2.478816E-02             4.774942E-01             7.730555E-02             4.527061E-01
                   3.2400             8.405843E-02            -3.196835E-02            -9.612970E-05             5.832473E-03            -2.623201E-02             4.782004E-01             7.733366E-02             4.519684E-01
                   3.4200             8.443389E-02            -3.372982E-02            -1.014228E-04             6.157026E-03            -2.767421E-02             4.789061E-01             7.735351E-02             4.512319E-01
                   3.6000             8.481765E-02            -3.548932E-02            -1.067094E-04             6.481408E-03            -2.911462E-02             4.796101E-01             7.736431E-02             4.504955E-01
                   3.7800             8.520933E-02            -3.724676E-02            -1.119892E-04             6.805638E-03            -3.055311E-02             4.803117E-01             7.736570E-02             4.497586E-01
                   3.9600             8.560860E-02            -3.900206E-02            -1.172619E-04             7.129693E-03            -3.198963E-02             4.810107E-01             7.735778E-02             4.490211E-01
                   4.1400             8.601510E-02            -4.075508E-02            -1.225271E-04             7.453429E-03            -3.342418E-02             4.817075E-01             7.734106E-02             4.482833E-01
                   4.3200             8.642858E-02            -4.250575E-02            -1.277845E-04             7.776691E-03            -3.485685E-02             4.824029E-01             7.731643E-02             4.475461E-01
                   4.5000             8.684878E-02            -4.425395E-02            -1.330338E-04             8.099441E-03            -3.628755E-02             4.830980E-01             7.728506E-02             4.468104E-01
                   4.6800             8.727547E-02            -4.599959E-02            -1.382745E-04             8.421671E-03            -3.771620E-02             4.837938E-01             7.724833E-02             4.460776E-01
                   4.8600             8.770840E-02            -4.774257E-02            -1.435065E-04             8.743377E-03            -3.914270E-02             4.844916E-01             7.720775E-02             4.453489E-01
                   5.0400             8.814735E-02            -4.948279E-02            -1.487293E-04             9.064552E-03            -4.056696E-02             4.851927E-01             7.716489E-02             4.446257E-01
                   5.2200             8.859208E-02            -5.122013E-02            -1.539427E-04             9.385191E-03            -4.198888E-02             4.858983E-01             7.712128E-02             4.439095E-01
                   5.4000             8.904238E-02            -5.295452E-02            -1.591463E-04             9.705289E-03            -4.340838E-02             4.866097E-01             7.707836E-02             4.432013E-01
                   5.5800             8.949802E-02            -5.468583E-02            -1.643397E-04             1.002484E-02            -4.482533E-02             4.873278E-01             7.703743E-02             4.425025E-01
                   5.7600             8.995880E-02            -5.641400E-02            -1.695227E-04             1.034384E-02            -4.623968E-02             4.880536E-01             7.699963E-02             4.418140E-01
                   5.9400             9.042449E-02            -5.813889E-02            -1.746949E-04             1.066228E-02            -4.765130E-02             4.887878E-01             7.696585E-02             4.411365E-01
                   6.1200             9.089491E-02            -5.986042E-02            -1.798560E-04             1.098016E-02            -4.906011E-02             4.895307E-01             7.693682E-02             4.404705E-01
                   6.3000             9.136984E-02            -6.157850E-02            -1.850056E-04             1.129747E-02            -5.046603E-02             4.902826E-01             7.691301E-02             4.398166E-01
                   6.4800             9.184910E-02            -6.329301E-02            -1.901435E-04             1.161421E-02            -5.186894E-02             4.910436E-01             7.689469E-02             4.391747E-01
                   6.6600             9.233249E-02            -6.500387E-02            -1.952694E-04             1.193038E-02            -5.326876E-02             4.918136E-01             7.688195E-02             4.385448E-01
                   6.8400             9.281982E-02            -6.671097E-02            -2.003828E-04             1.224596E-02            -5.466539E-02             4.925922E-01             7.687470E-02             4.379268E-01
                   7.0200             9.331091E-02            -6.841422E-02            -2.054836E-04             1.256096E-02            -5.605874E-02             4.933790E-01             7.687270E-02             4.373202E-01
                   7.2000             9.380559E-02            -7.011352E-02            -2.105713E-04             1.287537E-02            -5.744872E-02             4.941733E-01             7.687560E-02             4.367246E-01
                   7.3800             9.430368E-02            -7.180877E-02            -2.156456E-04             1.318919E-02            -5.883523E-02             4.949747E-01             7.688296E-02             4.361395E-01
                   7.5600             9.480502E-02            -7.349989E-02            -2.207063E-04             1.350242E-02            -6.021818E-02             4.957823E-01             7.689425E-02             4.355641E-01
                   7.7400             9.530944E-02            -7.518676E-02            -2.257530E-04             1.381505E-02            -6.159747E-02             4.965954E-01             7.690895E-02             4.349979E-01
                   7.9200             9.581677E-02            -7.686930E-02            -2.307854E-04             1.412708E-02            -6.297301E-02             4.974132E-01             7.692646E-02             4.344402E-01
                   8.1000             9.632687E-02            -7.854741E-02            -2.358032E-04             1.443851E-02            -6.434470E-02             4.982350E-01             7.694624E-02             4.338903E-01
                   8.2800             9.683958E-02            -8.022100E-02            -2.408061E-04             1.474935E-02            -6.571246E-02             4.990601E-01             7.696774E-02             4.333477E-01
                   8.4600             9.735475E-02            -8.188996E-02            -2.457938E-04             1.505958E-02            -6.707618E-02             4.998878E-01             7.699043E-02             4.328116E-01
