                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             8.405486E-07             8.957670E-08             8.405558E-07             1.349015E-15             1.511712E-08             7.076286E-08             8.368591E-07            -7.233085E-12            -1.084773E-20             7.509719E-07            -1.273739E-07            -1.268140E-07             4.967840E-07
                   0.1800             8.406875E-07             8.965278E-08             8.401539E-07             5.407917E-10             1.510613E-08             7.071105E-08             8.368591E-07            -7.183503E-12             4.572885E-16             7.510347E-07            -1.274058E-07            -1.268450E-07             4.967840E-07
                   0.3600             8.408103E-07             8.971995E-08             8.397359E-07             1.081507E-09             1.509634E-08             7.066526E-08             8.368591E-07            -7.139778E-12             9.511632E-16             7.510903E-07            -1.274336E-07            -1.268727E-07             4.967840E-07
                   0.5400             8.409188E-07             8.977934E-08             8.393052E-07             1.620705E-09             1.508769E-08             7.062478E-08             8.368591E-07            -7.101125E-12             1.389196E-15             7.511395E-07            -1.274582E-07            -1.268973E-07             4.967840E-07
                   0.7200             8.410131E-07             8.983092E-08             8.388616E-07             2.158623E-09             1.508018E-08             7.058963E-08             8.368591E-07            -7.067560E-12             1.778313E-15             7.511822E-07            -1.274796E-07            -1.269186E-07             4.967840E-07
                   0.9000             8.410932E-07             8.987475E-08             8.384046E-07             2.695640E-09             1.507380E-08             7.055975E-08             8.368591E-07            -7.039067E-12             2.133951E-15             7.512185E-07            -1.274978E-07            -1.269367E-07             4.967840E-07
                   1.0800             8.411591E-07             8.991081E-08             8.379341E-07             3.232074E-09             1.506854E-08             7.053518E-08             8.368591E-07            -7.015663E-12             2.467851E-15             7.512483E-07            -1.275127E-07            -1.269516E-07             4.967840E-07
                   1.2600             8.412111E-07             8.993923E-08             8.374499E-07             3.768213E-09             1.506440E-08             7.051581E-08             8.368591E-07            -6.997280E-12             2.790181E-15             7.512719E-07            -1.275245E-07            -1.269634E-07             4.967840E-07
                   1.4400             8.412490E-07             8.995997E-08             8.369517E-07             4.304319E-09             1.506138E-08             7.050167E-08             8.368591E-07            -6.983944E-12             3.109483E-15             7.512890E-07            -1.275331E-07            -1.269719E-07             4.967840E-07
                   1.6200             8.412729E-07             8.997305E-08             8.364392E-07             4.840652E-09             1.505948E-08             7.049276E-08             8.368591E-07            -6.975663E-12             3.434145E-15             7.512999E-07            -1.275385E-07            -1.269773E-07             4.967840E-07
                   1.8000             8.412832E-07             8.997865E-08             8.359127E-07             5.377442E-09             1.505865E-08             7.048894E-08             8.368591E-07            -6.972309E-12             3.771409E-15             7.513045E-07            -1.275408E-07            -1.269797E-07             4.967840E-07
                   1.9800             8.412899E-07             8.998235E-08             8.353825E-07             5.914350E-09             1.505811E-08             7.048641E-08             8.368591E-07            -6.970213E-12             4.113064E-15             7.513076E-07            -1.275424E-07            -1.269812E-07             4.967840E-07
                   2.1600             8.412967E-07             8.998606E-08             8.348524E-07             6.451229E-09             1.505758E-08             7.048389E-08             8.368591E-07            -6.968118E-12             4.455765E-15             7.513106E-07            -1.275439E-07            -1.269827E-07             4.967840E-07
                   2.3400             8.413035E-07             8.998977E-08             8.343223E-07             6.988103E-09             1.505704E-08             7.048136E-08             8.368591E-07            -6.966023E-12             4.800888E-15             7.513137E-07            -1.275454E-07            -1.269843E-07             4.967840E-07
                   2.5200             8.413103E-07             8.999348E-08             8.337922E-07             7.524991E-09             1.505650E-08             7.047883E-08             8.368591E-07            -6.963929E-12             5.149674E-15             7.513168E-07            -1.275470E-07            -1.269858E-07             4.967840E-07
                   2.7000             8.413170E-07             8.999714E-08             8.332620E-07             8.061911E-09             1.505595E-08             7.047633E-08             8.368591E-07            -6.961868E-12             5.502968E-15             7.513198E-07            -1.275485E-07            -1.269874E-07             4.967840E-07
                   2.8800             8.413238E-07             9.000086E-08             8.327318E-07             8.598879E-09             1.505541E-08             7.047379E-08             8.368591E-07            -6.959776E-12             5.862223E-15             7.513229E-07            -1.275500E-07            -1.269889E-07             4.967840E-07
                   3.0600             8.413306E-07             9.000459E-08             8.322016E-07             9.135908E-09             1.505487E-08             7.047125E-08             8.368591E-07            -6.957686E-12             6.228017E-15             7.513260E-07            -1.275516E-07            -1.269904E-07             4.967840E-07
                   3.2400             8.413374E-07             9.000833E-08             8.316714E-07             9.673007E-09             1.505432E-08             7.046870E-08             8.368591E-07            -6.955597E-12             6.601033E-15             7.513291E-07            -1.275531E-07            -1.269920E-07             4.967840E-07
                   3.4200             8.413443E-07             9.001208E-08             8.311410E-07             1.021019E-08             1.505378E-08             7.046615E-08             8.368591E-07            -6.953511E-12             6.981825E-15             7.513322E-07            -1.275547E-07            -1.269935E-07             4.967840E-07
                   3.6000             8.413511E-07             9.001584E-08             8.306106E-07             1.074745E-08             1.505323E-08             7.046359E-08             8.368591E-07            -6.951427E-12             7.370761E-15             7.513353E-07            -1.275562E-07            -1.269951E-07             4.967840E-07
                   3.7800             8.413580E-07             9.001960E-08             8.300802E-07             1.128480E-08             1.505268E-08             7.046102E-08             8.368591E-07            -6.949346E-12             7.768111E-15             7.513384E-07            -1.275578E-07            -1.269966E-07             4.967840E-07
                   3.9600             8.413648E-07             9.002332E-08             8.295495E-07             1.182225E-08             1.505213E-08             7.045848E-08             8.368591E-07            -6.947299E-12             8.173604E-15             7.513415E-07            -1.275593E-07            -1.269982E-07             4.967840E-07
                   4.1400             8.413718E-07             9.002711E-08             8.290189E-07             1.235978E-08             1.505158E-08             7.045590E-08             8.368591E-07            -6.945223E-12             8.587993E-15             7.513446E-07            -1.275609E-07            -1.269998E-07             4.967840E-07
                   4.3200             8.413787E-07             9.003090E-08             8.284882E-07             1.289740E-08             1.505103E-08             7.045332E-08             8.368591E-07            -6.943149E-12             9.010695E-15             7.513478E-07            -1.275624E-07            -1.270013E-07             4.967840E-07
                   4.5000             8.413856E-07             9.003470E-08             8.279575E-07             1.343509E-08             1.505047E-08             7.045073E-08             8.368591E-07            -6.941078E-12             9.441415E-15             7.513509E-07            -1.275640E-07            -1.270029E-07             4.967840E-07
                   4.6800             8.413926E-07             9.003851E-08             8.274267E-07             1.397286E-08             1.504992E-08             7.044813E-08             8.368591E-07            -6.939009E-12             9.879719E-15             7.513541E-07            -1.275656E-07            -1.270045E-07             4.967840E-07
                   4.8600             8.413996E-07             9.004233E-08             8.268958E-07             1.451069E-08             1.504936E-08             7.044553E-08             8.368591E-07            -6.936942E-12             1.032495E-14             7.513572E-07            -1.275672E-07            -1.270061E-07             4.967840E-07
                   5.0400             8.414066E-07             9.004615E-08             8.263649E-07             1.504856E-08             1.504881E-08             7.044292E-08             8.368591E-07            -6.934876E-12             1.077641E-14             7.513604E-07            -1.275688E-07            -1.270076E-07             4.967840E-07
                   5.2200             8.414136E-07             9.004998E-08             8.258340E-07             1.558646E-08             1.504825E-08             7.044031E-08             8.368591E-07            -6.932812E-12             1.123314E-14             7.513636E-07            -1.275704E-07            -1.270092E-07             4.967840E-07
                   5.4000             8.414206E-07             9.005382E-08             8.253031E-07             1.612437E-08             1.504769E-08             7.043770E-08             8.368591E-07            -6.930749E-12             1.169412E-14             7.513668E-07            -1.275720E-07            -1.270108E-07             4.967840E-07
                   5.5800             8.414276E-07             9.005766E-08             8.247722E-07             1.666228E-08             1.504713E-08             7.043508E-08             8.368591E-07            -6.928686E-12             1.215817E-14             7.513699E-07            -1.275736E-07            -1.270124E-07             4.967840E-07
                   5.7600             8.414345E-07             9.006144E-08             8.242413E-07             1.720015E-08             1.504657E-08             7.043250E-08             8.368591E-07            -6.926654E-12             1.262331E-14             7.513731E-07            -1.275751E-07            -1.270140E-07             4.967840E-07
                   5.9400             8.414416E-07             9.006529E-08             8.237105E-07             1.773796E-08             1.504601E-08             7.042988E-08             8.368591E-07            -6.924590E-12             1.308923E-14             7.513763E-07            -1.275767E-07            -1.270156E-07             4.967840E-07
                   6.1200             8.414486E-07             9.006913E-08             8.231798E-07             1.827569E-08             1.504545E-08             7.042726E-08             8.368591E-07            -6.922524E-12             1.355368E-14             7.513794E-07            -1.275783E-07            -1.270172E-07             4.967840E-07
                   6.3000             8.414556E-07             9.007298E-08             8.226492E-07             1.881329E-08             1.504489E-08             7.042464E-08             8.368591E-07            -6.920454E-12             1.401482E-14             7.513826E-07            -1.275799E-07            -1.270188E-07             4.967840E-07
                   6.4800             8.414626E-07             9.007682E-08             8.221188E-07             1.935075E-08             1.504433E-08             7.042202E-08             8.368591E-07            -6.918379E-12             1.447077E-14             7.513858E-07            -1.275815E-07            -1.270203E-07             4.967840E-07
                   6.6600             8.414697E-07             9.008067E-08             8.215885E-07             1.988802E-08             1.504377E-08             7.041940E-08             8.368591E-07            -6.916298E-12             1.491934E-14             7.513890E-07            -1.275831E-07            -1.270219E-07             4.967840E-07
                   6.8400             8.414767E-07             9.008450E-08             8.210585E-07             2.042506E-08             1.504322E-08             7.041679E-08             8.368591E-07            -6.914215E-12             1.535837E-14             7.513922E-07            -1.275847E-07            -1.270235E-07             4.967840E-07
                   7.0200             8.414837E-07             9.008832E-08             8.205287E-07             2.096184E-08             1.504266E-08             7.041418E-08             8.368591E-07            -6.912125E-12             1.578544E-14             7.513953E-07            -1.275862E-07            -1.270251E-07             4.967840E-07
                   7.2000             8.414906E-07             9.009213E-08             8.199992E-07             2.149831E-08             1.504210E-08             7.041158E-08             8.368591E-07            -6.910028E-12             1.619802E-14             7.513985E-07            -1.275878E-07            -1.270267E-07             4.967840E-07
                   7.3800             8.414976E-07             9.009593E-08             8.194700E-07             2.203442E-08             1.504155E-08             7.040899E-08             8.368591E-07            -6.907924E-12             1.659345E-14             7.514016E-07            -1.275894E-07            -1.270282E-07             4.967840E-07
                   7.5600             8.415045E-07             9.009971E-08             8.189412E-07             2.257013E-08             1.504100E-08             7.040642E-08             8.368591E-07            -6.905810E-12             1.696886E-14             7.514048E-07            -1.275910E-07            -1.270298E-07             4.967840E-07
                   7.7400             8.415114E-07             9.010348E-08             8.184128E-07             2.310539E-08             1.504045E-08             7.040385E-08             8.368591E-07            -6.903685E-12             1.732130E-14             7.514079E-07            -1.275925E-07            -1.270313E-07             4.967840E-07
                   7.9200             8.415182E-07             9.010722E-08             8.178849E-07             2.364015E-08             1.503991E-08             7.040130E-08             8.368591E-07            -6.901549E-12             1.764769E-14             7.514110E-07            -1.275941E-07            -1.270329E-07             4.967840E-07
                   8.1000             8.415250E-07             9.011094E-08             8.173575E-07             2.417435E-08             1.503937E-08             7.039877E-08             8.368591E-07            -6.899399E-12             1.794484E-14             7.514141E-07            -1.275956E-07            -1.270344E-07             4.967840E-07
                   8.2800             8.415317E-07             9.011463E-08             8.168307E-07             2.470794E-08             1.503883E-08             7.039625E-08             8.368591E-07            -6.897235E-12             1.820944E-14             7.514171E-07            -1.275972E-07            -1.270359E-07             4.967840E-07
                   8.4600             8.415384E-07             9.011829E-08             8.163044E-07             2.524085E-08             1.503830E-08             7.039376E-08             8.368591E-07            -6.895055E-12             1.843802E-14             7.514201E-07            -1.275987E-07            -1.270375E-07             4.967840E-07
                   8.6400             8.415450E-07             9.012191E-08             8.157789E-07             2.577304E-08             1.503777E-08             7.039129E-08             8.368591E-07            -6.892857E-12             1.862701E-14             7.514231E-07            -1.276002E-07            -1.270390E-07             4.967840E-07
                   8.8200             8.415516E-07             9.012550E-08             8.152540E-07             2.630443E-08             1.503725E-08             7.038884E-08             8.368591E-07            -6.890641E-12             1.877280E-14             7.514261E-07            -1.276017E-07            -1.270404E-07             4.967840E-07
                   9.0000             8.415581E-07             9.012905E-08             8.147300E-07             2.683497E-08             1.503673E-08             7.038642E-08             8.368591E-07            -6.888404E-12             1.887165E-14             7.514290E-07            -1.276031E-07            -1.270419E-07             4.967840E-07
