                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             7.444192E-16             1.931023E+02             7.444192E-16             1.528564E+01             0.000000E+00             2.083879E+02             7.256061E-02             9.890542E-06             1.081494E-01             4.225377E-02             5.057982E-01             4.576439E-01             1.225851E+01             9.537131E+00             8.132879E+00             2.776452E+01
                   0.1800             1.106183E+02             1.731083E+02             3.729436E-02             1.372630E+01             1.106556E+02             1.868346E+02             2.170266E-01             4.069444E-03             1.080274E-01             4.225326E-02             4.636179E-01             5.691224E-01             1.225848E+01             9.156976E+00             8.116907E+00             2.776452E+01
                   0.3600             1.121518E+02             1.532717E+02             1.010272E-02             1.217187E+01             1.121619E+02             1.654436E+02             2.155210E-01             6.446692E-03             1.094059E-01             4.225157E-02             4.632571E-01             5.520187E-01             1.225832E+01             9.151736E+00             8.117778E+00             2.776452E+01
                   0.5400             1.122996E+02             1.334354E+02             3.164433E-02             1.061071E+01             1.123312E+02             1.440461E+02             2.073362E-01             8.738340E-03             1.100523E-01             4.224876E-02             4.632682E-01             5.340128E-01             1.225805E+01             9.150411E+00             8.117197E+00             2.776452E+01
                   0.7200             1.121064E+02             1.136008E+02             3.915170E-02             9.043814E+00             1.121456E+02             1.226446E+02             2.023138E-01             1.099109E-02             1.104772E-01             4.224483E-02             4.634064E-01             5.159364E-01             1.225768E+01             9.150753E+00             8.116617E+00             2.776452E+01
                   0.9000             1.118547E+02             9.376409E+01             4.119621E-02             7.471753E+00             1.118959E+02             1.012358E+02             2.017344E-01             1.318482E-02             1.108039E-01             4.223977E-02             4.636051E-01             4.980328E-01             1.225720E+01             9.152107E+00             8.116022E+00             2.776452E+01
                   1.0800             1.116134E+02             7.392022E+01             4.172257E-02             5.895000E+00             1.116551E+02             7.981522E+01             1.999117E-01             1.531582E-02             1.110613E-01             4.223360E-02             4.638476E-01             4.803721E-01             1.225662E+01             9.154280E+00             8.117250E+00             2.776452E+01
                   1.2600             1.114009E+02             5.406266E+01             4.185164E-02             4.313917E+00             1.114428E+02             5.837658E+01             2.002425E-01             1.738956E-02             1.112546E-01             4.222629E-02             4.641290E-01             4.629783E-01             1.225593E+01             9.157193E+00             8.116680E+00             2.776452E+01
                   1.4400             1.112194E+02             3.417467E+01             4.189535E-02             2.728046E+00             1.112613E+02             3.690271E+01             1.999296E-01             1.941309E-02             1.113837E-01             4.221787E-02             4.644482E-01             4.458715E-01             1.225514E+01             9.160798E+00             8.116091E+00             2.776452E+01
                   1.6200             1.110686E+02             1.420112E+01             4.192663E-02             1.133867E+00             1.111105E+02             1.533499E+01             1.999619E-01             2.139305E-02             1.114476E-01             4.220832E-02             4.648049E-01             4.290659E-01             1.225424E+01             9.165058E+00             8.115484E+00             2.776452E+01
                   1.8000             1.109472E+02             1.824662E-01             4.196803E-02             1.456919E-02             1.109892E+02             1.970354E-01             2.003328E-01             2.333481E-02             1.114476E-01             4.219766E-02             4.651975E-01             4.125679E-01             1.225323E+01             9.169932E+00             8.117005E+00             2.776452E+01
