                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.441553E+02             3.437149E+02             3.441553E+02             3.437149E+02             3.474782E+02             3.463982E+02             3.474782E+02             3.463982E+02             3.479355E+02             3.467942E+02
                   0.1800             3.441677E+02             3.437351E+02             3.442335E+02             3.437993E+02             3.474755E+02             3.464055E+02             3.475422E+02             3.464710E+02             3.480032E+02             3.468703E+02
                   0.3600             3.437843E+02             3.433508E+02             3.438906E+02             3.434519E+02             3.471017E+02             3.460270E+02             3.472094E+02             3.461318E+02             3.476676E+02             3.465286E+02
                   0.5400             3.436141E+02             3.431847E+02             3.437571E+02             3.433182E+02             3.469310E+02             3.458580E+02             3.470758E+02             3.459980E+02             3.475339E+02             3.463947E+02
                   0.7200             3.435041E+02             3.430800E+02             3.436812E+02             3.432432E+02             3.468181E+02             3.457483E+02             3.469975E+02             3.459210E+02             3.474561E+02             3.463181E+02
                   0.9000             3.434165E+02             3.429977E+02             3.436253E+02             3.431881E+02             3.467269E+02             3.456607E+02             3.469389E+02             3.458638E+02             3.473980E+02             3.462614E+02
                   1.0800             3.433412E+02             3.429275E+02             3.435795E+02             3.431432E+02             3.466480E+02             3.455853E+02             3.468907E+02             3.458170E+02             3.473502E+02             3.462149E+02
                   1.2600             3.432755E+02             3.428664E+02             3.435414E+02             3.431058E+02             3.465788E+02             3.455194E+02             3.468505E+02             3.457779E+02             3.473103E+02             3.461761E+02
                   1.4400             3.432182E+02             3.428135E+02             3.435102E+02             3.430752E+02             3.465183E+02             3.454621E+02             3.468175E+02             3.457458E+02             3.472775E+02             3.461442E+02
                   1.6200             3.431690E+02             3.427682E+02             3.434857E+02             3.430511E+02             3.464661E+02             3.454128E+02             3.467916E+02             3.457206E+02             3.472516E+02             3.461190E+02
                   1.8000             3.431274E+02             3.427302E+02             3.434676E+02             3.430333E+02             3.464218E+02             3.453711E+02             3.467724E+02             3.457019E+02             3.472324E+02             3.461003E+02
                   1.9800             3.430888E+02             3.426949E+02             3.434514E+02             3.430174E+02             3.463806E+02             3.453324E+02             3.467553E+02             3.456852E+02             3.472152E+02             3.460835E+02
                   2.1600             3.430515E+02             3.426606E+02             3.434356E+02             3.430017E+02             3.463406E+02             3.452950E+02             3.467385E+02             3.456688E+02             3.471983E+02             3.460669E+02
                   2.3400             3.430153E+02             3.426273E+02             3.434199E+02             3.429863E+02             3.463018E+02             3.452586E+02             3.467219E+02             3.456526E+02             3.471816E+02             3.460506E+02
                   2.5200             3.429801E+02             3.425948E+02             3.434045E+02             3.429711E+02             3.462641E+02             3.452232E+02             3.467056E+02             3.456367E+02             3.471651E+02             3.460345E+02
                   2.7000             3.429459E+02             3.425631E+02             3.433893E+02             3.429561E+02             3.462273E+02             3.451887E+02             3.466895E+02             3.456210E+02             3.471488E+02             3.460186E+02
                   2.8800             3.429125E+02             3.425321E+02             3.433743E+02             3.429412E+02             3.461915E+02             3.451551E+02             3.466736E+02             3.456055E+02             3.471327E+02             3.460029E+02
                   3.0600             3.428799E+02             3.425018E+02             3.433594E+02             3.429266E+02             3.461566E+02             3.451223E+02             3.466579E+02             3.455901E+02             3.471167E+02             3.459874E+02
                   3.2400             3.428481E+02             3.424720E+02             3.433447E+02             3.429121E+02             3.461224E+02             3.450902E+02             3.466423E+02             3.455750E+02             3.471010E+02             3.459720E+02
                   3.4200             3.428169E+02             3.424428E+02             3.433302E+02             3.428977E+02             3.460891E+02             3.450588E+02             3.466270E+02             3.455599E+02             3.470853E+02             3.459567E+02
                   3.6000             3.427863E+02             3.424141E+02             3.433158E+02             3.428835E+02             3.460564E+02             3.450281E+02             3.466118E+02             3.455451E+02             3.470699E+02             3.459416E+02
                   3.7800             3.427563E+02             3.423859E+02             3.433016E+02             3.428695E+02             3.460245E+02             3.449980E+02             3.465967E+02             3.455304E+02             3.470545E+02             3.459266E+02
                   3.9600             3.427269E+02             3.423581E+02             3.432875E+02             3.428555E+02             3.459932E+02             3.449684E+02             3.465818E+02             3.455158E+02             3.470393E+02             3.459117E+02
                   4.1400             3.426979E+02             3.423307E+02             3.432735E+02             3.428417E+02             3.459625E+02             3.449394E+02             3.465670E+02             3.455014E+02             3.470242E+02             3.458970E+02
                   4.3200             3.426695E+02             3.423038E+02             3.432597E+02             3.428280E+02             3.459323E+02             3.449110E+02             3.465524E+02             3.454871E+02             3.470092E+02             3.458824E+02
                   4.5000             3.426415E+02             3.422772E+02             3.432459E+02             3.428145E+02             3.459028E+02             3.448830E+02             3.465379E+02             3.454729E+02             3.469943E+02             3.458678E+02
                   4.6800             3.426139E+02             3.422509E+02             3.432323E+02             3.428010E+02             3.458737E+02             3.448555E+02             3.465234E+02             3.454588E+02             3.469796E+02             3.458534E+02
                   4.8600             3.425867E+02             3.422251E+02             3.432188E+02             3.427876E+02             3.458452E+02             3.448284E+02             3.465092E+02             3.454448E+02             3.469649E+02             3.458391E+02
                   5.0400             3.425599E+02             3.421995E+02             3.432053E+02             3.427744E+02             3.458171E+02             3.448018E+02             3.464950E+02             3.454309E+02             3.469504E+02             3.458249E+02
                   5.2200             3.425335E+02             3.421742E+02             3.431920E+02             3.427612E+02             3.457895E+02             3.447755E+02             3.464809E+02             3.454172E+02             3.469359E+02             3.458107E+02
                   5.4000             3.425074E+02             3.421492E+02             3.431788E+02             3.427482E+02             3.457623E+02             3.447497E+02             3.464669E+02             3.454035E+02             3.469215E+02             3.457967E+02
                   5.5800             3.424816E+02             3.421245E+02             3.431657E+02             3.427352E+02             3.457356E+02             3.447242E+02             3.464530E+02             3.453899E+02             3.469072E+02             3.457827E+02
                   5.7600             3.424561E+02             3.421001E+02             3.431526E+02             3.427223E+02             3.457092E+02             3.446991E+02             3.464392E+02             3.453765E+02             3.468930E+02             3.457688E+02
                   5.9400             3.424310E+02             3.420759E+02             3.431397E+02             3.427095E+02             3.456832E+02             3.446743E+02             3.464255E+02             3.453631E+02             3.468789E+02             3.457550E+02
                   6.1200             3.424061E+02             3.420520E+02             3.431268E+02             3.426968E+02             3.456576E+02             3.446498E+02             3.464119E+02             3.453498E+02             3.468648E+02             3.457413E+02
                   6.3000             3.423814E+02             3.420282E+02             3.431140E+02             3.426841E+02             3.456323E+02             3.446256E+02             3.463984E+02             3.453365E+02             3.468508E+02             3.457277E+02
                   6.4800             3.423570E+02             3.420047E+02             3.431013E+02             3.426716E+02             3.456074E+02             3.446018E+02             3.463850E+02             3.453234E+02             3.468369E+02             3.457141E+02
                   6.6600             3.423329E+02             3.419814E+02             3.430887E+02             3.426591E+02             3.455828E+02             3.445782E+02             3.463716E+02             3.453103E+02             3.468231E+02             3.457005E+02
                   6.8400             3.423090E+02             3.419583E+02             3.430762E+02             3.426467E+02             3.455585E+02             3.445548E+02             3.463583E+02             3.452973E+02             3.468093E+02             3.456871E+02
                   7.0200             3.422853E+02             3.419354E+02             3.430637E+02             3.426344E+02             3.455344E+02             3.445318E+02             3.463451E+02             3.452844E+02             3.467956E+02             3.456737E+02
                   7.2000             3.422618E+02             3.419127E+02             3.430513E+02             3.426221E+02             3.455107E+02             3.445090E+02             3.463319E+02             3.452715E+02             3.467820E+02             3.456604E+02
                   7.3800             3.422385E+02             3.418902E+02             3.430389E+02             3.426099E+02             3.454872E+02             3.444864E+02             3.463189E+02             3.452587E+02             3.467684E+02             3.456471E+02
                   7.5600             3.422154E+02             3.418678E+02             3.430267E+02             3.425978E+02             3.454640E+02             3.444640E+02             3.463058E+02             3.452460E+02             3.467549E+02             3.456339E+02
                   7.7400             3.421925E+02             3.418456E+02             3.430145E+02             3.425857E+02             3.454410E+02             3.444419E+02             3.462929E+02             3.452334E+02             3.467414E+02             3.456208E+02
                   7.9200             3.421697E+02             3.418235E+02             3.430023E+02             3.425737E+02             3.454182E+02             3.444199E+02             3.462800E+02             3.452208E+02             3.467280E+02             3.456077E+02
                   8.1000             3.421471E+02             3.418016E+02             3.429902E+02             3.425617E+02             3.453957E+02             3.443982E+02             3.462672E+02             3.452082E+02             3.467146E+02             3.455946E+02
                   8.2800             3.421247E+02             3.417798E+02             3.429782E+02             3.425499E+02             3.453734E+02             3.443767E+02             3.462544E+02             3.451957E+02             3.467013E+02             3.455816E+02
                   8.4600             3.421024E+02             3.417581E+02             3.429662E+02             3.425380E+02             3.453512E+02             3.443553E+02             3.462417E+02             3.451833E+02             3.466880E+02             3.455687E+02
                   8.6400             3.420802E+02             3.417366E+02             3.429543E+02             3.425262E+02             3.453293E+02             3.443341E+02             3.462290E+02             3.451709E+02             3.466748E+02             3.455558E+02
                   8.8200             3.420582E+02             3.417152E+02             3.429424E+02             3.425145E+02             3.453076E+02             3.443130E+02             3.462164E+02             3.451586E+02             3.466616E+02             3.455429E+02
                   9.0000             3.420363E+02             3.416939E+02             3.429306E+02             3.425028E+02             3.452860E+02             3.442921E+02             3.462038E+02             3.451463E+02             3.466485E+02             3.455301E+02
                   9.1800             3.420145E+02             3.416727E+02             3.429188E+02             3.424912E+02             3.452645E+02             3.442714E+02             3.461913E+02             3.451341E+02             3.466354E+02             3.455173E+02
                   9.3600             3.419928E+02             3.416516E+02             3.429071E+02             3.424796E+02             3.452433E+02             3.442508E+02             3.461788E+02             3.451219E+02             3.466223E+02             3.455045E+02
                   9.5400             3.419713E+02             3.416306E+02             3.428954E+02             3.424681E+02             3.452222E+02             3.442303E+02             3.461663E+02             3.451097E+02             3.466093E+02             3.454918E+02
                   9.7200             3.419498E+02             3.416097E+02             3.428838E+02             3.424566E+02             3.452012E+02             3.442099E+02             3.461539E+02             3.450976E+02             3.465963E+02             3.454791E+02
                   9.9000             3.419284E+02             3.415888E+02             3.428722E+02             3.424451E+02             3.451803E+02             3.441897E+02             3.461415E+02             3.450855E+02             3.465833E+02             3.454665E+02
                  10.0800             3.419071E+02             3.415681E+02             3.428606E+02             3.424337E+02             3.451596E+02             3.441695E+02             3.461292E+02             3.450735E+02             3.465704E+02             3.454538E+02
                  10.2600             3.418858E+02             3.415474E+02             3.428491E+02             3.424223E+02             3.451389E+02             3.441495E+02             3.461169E+02             3.450614E+02             3.465574E+02             3.454412E+02
                  10.4400             3.418646E+02             3.415267E+02             3.428376E+02             3.424109E+02             3.451184E+02             3.441295E+02             3.461046E+02             3.450494E+02             3.465445E+02             3.454286E+02
                  10.6200             3.418435E+02             3.415062E+02             3.428261E+02             3.423996E+02             3.450980E+02             3.441096E+02             3.460923E+02             3.450375E+02             3.465316E+02             3.454161E+02
                  10.8000             3.418225E+02             3.414856E+02             3.428147E+02             3.423883E+02             3.450776E+02             3.440898E+02             3.460801E+02             3.450255E+02             3.465188E+02             3.454035E+02
                  10.9800             3.418015E+02             3.414652E+02             3.428033E+02             3.423770E+02             3.450573E+02             3.440701E+02             3.460678E+02             3.450136E+02             3.465059E+02             3.453910E+02
                  11.1600             3.417805E+02             3.414447E+02             3.427919E+02             3.423658E+02             3.450372E+02             3.440504E+02             3.460556E+02             3.450017E+02             3.464930E+02             3.453785E+02
                  11.3400             3.417596E+02             3.414243E+02             3.427805E+02             3.423545E+02             3.450170E+02             3.440308E+02             3.460434E+02             3.449898E+02             3.464802E+02             3.453660E+02
                  11.5200             3.417387E+02             3.414040E+02             3.427691E+02             3.423433E+02             3.449970E+02             3.440113E+02             3.460313E+02             3.449780E+02             3.464674E+02             3.453535E+02
                  11.7000             3.417178E+02             3.413836E+02             3.427578E+02             3.423321E+02             3.449770E+02             3.439918E+02             3.460191E+02             3.449661E+02             3.464545E+02             3.453410E+02
                  11.8800             3.416970E+02             3.413633E+02             3.427465E+02             3.423210E+02             3.449570E+02             3.439723E+02             3.460069E+02             3.449542E+02             3.464417E+02             3.453285E+02
                  12.0600             3.416762E+02             3.413430E+02             3.427352E+02             3.423098E+02             3.449371E+02             3.439529E+02             3.459948E+02             3.449424E+02             3.464289E+02             3.453160E+02
                  12.2400             3.416554E+02             3.413227E+02             3.427239E+02             3.422986E+02             3.449172E+02             3.439335E+02             3.459826E+02             3.449306E+02             3.464161E+02             3.453035E+02
