                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             4.200989E-04             1.142089E+00             0.000000E+00             2.054397E+00             1.115024E+04
                   0.1800             2.778008E-02             1.187842E+00             0.000000E+00             2.027478E+00             1.115024E+04
                   0.3600             4.629883E-02             1.213594E+00             0.000000E+00             2.057373E+00             1.115025E+04
                   0.5400             6.362330E-02             1.241745E+00             0.000000E+00             2.062657E+00             1.115025E+04
                   0.7200             8.028491E-02             1.267158E+00             0.000000E+00             2.062053E+00             1.115025E+04
                   0.9000             9.636422E-02             1.288581E+00             0.000000E+00             2.060277E+00             1.115025E+04
                   1.0800             1.119342E-01             1.305711E+00             0.000000E+00             2.058539E+00             1.115025E+04
                   1.2600             1.270702E-01             1.318482E+00             0.000000E+00             2.057150E+00             1.115025E+04
                   1.4400             1.418362E-01             1.326886E+00             0.000000E+00             2.056193E+00             1.115025E+04
                   1.6200             1.562842E-01             1.330917E+00             0.000000E+00             2.055690E+00             1.115025E+04
                   1.8000             1.704549E-01             1.330712E+00             0.000000E+00             2.055632E+00             1.115025E+04
                   1.9800             1.843809E-01             1.329376E+00             0.000000E+00             2.055697E+00             1.115025E+04
                   2.1600             1.980884E-01             1.328048E+00             0.000000E+00             2.055767E+00             1.115025E+04
                   2.3400             2.115989E-01             1.326727E+00             0.000000E+00             2.055842E+00             1.115025E+04
                   2.5200             2.249304E-01             1.325415E+00             0.000000E+00             2.055921E+00             1.115025E+04
                   2.7000             2.380980E-01             1.324111E+00             0.000000E+00             2.056004E+00             1.115025E+04
                   2.8800             2.511149E-01             1.322815E+00             0.000000E+00             2.056091E+00             1.115025E+04
                   3.0600             2.639922E-01             1.321529E+00             0.000000E+00             2.056182E+00             1.115025E+04
                   3.2400             2.767398E-01             1.320251E+00             0.000000E+00             2.056277E+00             1.115025E+04
                   3.4200             2.893665E-01             1.318981E+00             0.000000E+00             2.056376E+00             1.115025E+04
                   3.6000             3.018801E-01             1.317720E+00             0.000000E+00             2.056478E+00             1.115025E+04
                   3.7800             3.142876E-01             1.316467E+00             0.000000E+00             2.056583E+00             1.115025E+04
                   3.9600             3.265954E-01             1.315223E+00             0.000000E+00             2.056692E+00             1.115025E+04
                   4.1400             3.388091E-01             1.313988E+00             0.000000E+00             2.056804E+00             1.115025E+04
                   4.3200             3.509344E-01             1.312760E+00             0.000000E+00             2.056919E+00             1.115025E+04
                   4.5000             3.629762E-01             1.311542E+00             0.000000E+00             2.057036E+00             1.115025E+04
                   4.6800             3.749388E-01             1.310332E+00             0.000000E+00             2.057156E+00             1.115025E+04
                   4.8600             3.868269E-01             1.309130E+00             0.000000E+00             2.057279E+00             1.115025E+04
                   5.0400             3.986444E-01             1.307937E+00             0.000000E+00             2.057403E+00             1.115025E+04
                   5.2200             4.103952E-01             1.306752E+00             0.000000E+00             2.057530E+00             1.115025E+04
                   5.4000             4.220831E-01             1.305576E+00             0.000000E+00             2.057659E+00             1.115025E+04
                   5.5800             4.337114E-01             1.304409E+00             0.000000E+00             2.057790E+00             1.115025E+04
                   5.7600             4.452837E-01             1.303250E+00             0.000000E+00             2.057922E+00             1.115025E+04
                   5.9400             4.568032E-01             1.302100E+00             0.000000E+00             2.058056E+00             1.115025E+04
                   6.1200             4.682731E-01             1.300958E+00             0.000000E+00             2.058191E+00             1.115025E+04
                   6.3000             4.796966E-01             1.299826E+00             0.000000E+00             2.058327E+00             1.115025E+04
                   6.4800             4.910766E-01             1.298704E+00             0.000000E+00             2.058463E+00             1.115025E+04
                   6.6600             5.024161E-01             1.297593E+00             0.000000E+00             2.058601E+00             1.115025E+04
                   6.8400             5.137182E-01             1.296488E+00             0.000000E+00             2.058739E+00             1.115025E+04
                   7.0200             5.249856E-01             1.295392E+00             0.000000E+00             2.058878E+00             1.115025E+04
                   7.2000             5.362212E-01             1.294304E+00             0.000000E+00             2.059017E+00             1.115025E+04
                   7.3800             5.474277E-01             1.293225E+00             0.000000E+00             2.059156E+00             1.115025E+04
                   7.5600             5.586080E-01             1.292155E+00             0.000000E+00             2.059296E+00             1.115025E+04
                   7.7400             5.697651E-01             1.291093E+00             0.000000E+00             2.059435E+00             1.115025E+04
                   7.9200             5.809015E-01             1.290040E+00             0.000000E+00             2.059573E+00             1.115025E+04
                   8.1000             5.920201E-01             1.288996E+00             0.000000E+00             2.059711E+00             1.115025E+04
                   8.2800             6.031235E-01             1.287961E+00             0.000000E+00             2.059849E+00             1.115025E+04
                   8.4600             6.142143E-01             1.286934E+00             0.000000E+00             2.059986E+00             1.115025E+04
                   8.6400             6.252955E-01             1.285916E+00             0.000000E+00             2.060121E+00             1.115025E+04
                   8.8200             6.363698E-01             1.284906E+00             0.000000E+00             2.060256E+00             1.115025E+04
                   9.0000             6.474396E-01             1.283905E+00             0.000000E+00             2.060389E+00             1.115025E+04
                   9.1800             6.585080E-01             1.282913E+00             0.000000E+00             2.060521E+00             1.115025E+04
                   9.3600             6.695774E-01             1.281930E+00             0.000000E+00             2.060651E+00             1.115025E+04
                   9.5400             6.806504E-01             1.280955E+00             0.000000E+00             2.060780E+00             1.115025E+04
                   9.7200             6.917297E-01             1.279989E+00             0.000000E+00             2.060906E+00             1.115025E+04
                   9.9000             7.028181E-01             1.279032E+00             0.000000E+00             2.061031E+00             1.115025E+04
                  10.0800             7.139179E-01             1.278083E+00             0.000000E+00             2.061154E+00             1.115025E+04
                  10.2600             7.250319E-01             1.277143E+00             0.000000E+00             2.061274E+00             1.115025E+04
                  10.4400             7.361624E-01             1.276212E+00             0.000000E+00             2.061392E+00             1.115025E+04
                  10.6200             7.473121E-01             1.275289E+00             0.000000E+00             2.061508E+00             1.115025E+04
                  10.8000             7.584832E-01             1.274375E+00             0.000000E+00             2.061621E+00             1.115025E+04
                  10.9800             7.696784E-01             1.273469E+00             0.000000E+00             2.061732E+00             1.115025E+04
                  11.1600             7.808999E-01             1.272572E+00             0.000000E+00             2.061840E+00             1.115025E+04
                  11.3400             7.921499E-01             1.271684E+00             0.000000E+00             2.061945E+00             1.115025E+04
