                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.860375E-06             3.763904E-07             1.860243E-06             3.046346E-15            -5.529509E-09            -2.588350E-08             1.452440E-06             1.313197E-10             2.140688E-19             1.483984E-06            -3.115716E-07            -3.102019E-07             8.622108E-07
                   0.1800             1.860721E-06             3.765820E-07             1.859481E-06             1.108181E-09            -5.556783E-09            -2.601048E-08             1.452440E-06             1.313652E-10             7.739828E-14             1.484139E-06            -3.116531E-07            -3.102748E-07             8.622108E-07
                   0.3600             1.861039E-06             3.767559E-07             1.858694E-06             2.213014E-09            -5.582157E-09            -2.612932E-08             1.452440E-06             1.314027E-10             1.547048E-13             1.484283E-06            -3.117250E-07            -3.103472E-07             8.622108E-07
                   0.5400             1.861346E-06             3.769239E-07             1.857900E-06             3.314582E-09            -5.606651E-09            -2.624402E-08             1.452440E-06             1.314362E-10             2.319189E-13             1.484422E-06            -3.117945E-07            -3.104169E-07             8.622108E-07
                   0.7200             1.861642E-06             3.770856E-07             1.857097E-06             4.413018E-09            -5.630246E-09            -2.635450E-08             1.452440E-06             1.314658E-10             3.090428E-13             1.484556E-06            -3.118615E-07            -3.104841E-07             8.622108E-07
                   0.9000             1.861927E-06             3.772413E-07             1.856286E-06             5.508489E-09            -5.652946E-09            -2.646080E-08             1.452440E-06             1.314914E-10             3.860807E-13             1.484686E-06            -3.119260E-07            -3.105488E-07             8.622108E-07
                   1.0800             1.862201E-06             3.773911E-07             1.855468E-06             6.601178E-09            -5.674785E-09            -2.656305E-08             1.452440E-06             1.315132E-10             4.630382E-13             1.484810E-06            -3.119881E-07            -3.106109E-07             8.622108E-07
                   1.2600             1.862464E-06             3.775350E-07             1.854641E-06             7.691271E-09            -5.695742E-09            -2.666116E-08             1.452440E-06             1.315310E-10             5.399207E-13             1.484929E-06            -3.120477E-07            -3.106704E-07             8.622108E-07
                   1.4400             1.862716E-06             3.776727E-07             1.853805E-06             8.778962E-09            -5.715820E-09            -2.675517E-08             1.452440E-06             1.315450E-10             6.167340E-13             1.485043E-06            -3.121048E-07            -3.107275E-07             8.622108E-07
                   1.6200             1.862957E-06             3.778045E-07             1.852960E-06             9.864442E-09            -5.735027E-09            -2.684509E-08             1.452440E-06             1.315551E-10             6.934840E-13             1.485152E-06            -3.121594E-07            -3.107821E-07             8.622108E-07
                   1.8000             1.863187E-06             3.779307E-07             1.852107E-06             1.094790E-08            -5.753393E-09            -2.693106E-08             1.452440E-06             1.315614E-10             7.701774E-13             1.485257E-06            -3.122118E-07            -3.108342E-07             8.622108E-07
                   1.9800             1.863407E-06             3.780506E-07             1.851245E-06             1.202953E-08            -5.770869E-09            -2.701288E-08             1.452440E-06             1.315638E-10             8.468187E-13             1.485356E-06            -3.122614E-07            -3.108839E-07             8.622108E-07
                   2.1600             1.863615E-06             3.781646E-07             1.850373E-06             1.310952E-08            -5.787486E-09            -2.709068E-08             1.452440E-06             1.315623E-10             9.234140E-13             1.485451E-06            -3.123087E-07            -3.109311E-07             8.622108E-07
                   2.3400             1.863813E-06             3.782731E-07             1.849493E-06             1.418804E-08            -5.803278E-09            -2.716460E-08             1.452440E-06             1.315571E-10             9.999699E-13             1.485540E-06            -3.123537E-07            -3.109759E-07             8.622108E-07
                   2.5200             1.864001E-06             3.783754E-07             1.848603E-06             1.526528E-08            -5.818191E-09            -2.723442E-08             1.452440E-06             1.315481E-10             1.076490E-12             1.485625E-06            -3.123961E-07            -3.110183E-07             8.622108E-07
                   2.7000             1.864178E-06             3.784723E-07             1.847703E-06             1.634142E-08            -5.832288E-09            -2.730041E-08             1.452440E-06             1.315353E-10             1.152982E-12             1.485705E-06            -3.124363E-07            -3.110583E-07             8.622108E-07
                   2.8800             1.864344E-06             3.785634E-07             1.846795E-06             1.741663E-08            -5.845544E-09            -2.736245E-08             1.452440E-06             1.315187E-10             1.229449E-12             1.485781E-06            -3.124741E-07            -3.110958E-07             8.622108E-07
                   3.0600             1.864499E-06             3.786483E-07             1.845876E-06             1.849108E-08            -5.857932E-09            -2.742046E-08             1.452440E-06             1.314983E-10             1.305896E-12             1.485851E-06            -3.125092E-07            -3.111311E-07             8.622108E-07
                   3.2400             1.864645E-06             3.787279E-07             1.844947E-06             1.956495E-08            -5.869517E-09            -2.747468E-08             1.452440E-06             1.314742E-10             1.382329E-12             1.485917E-06            -3.125423E-07            -3.111639E-07             8.622108E-07
                   3.4200             1.864780E-06             3.788018E-07             1.844009E-06             2.063840E-08            -5.880273E-09            -2.752502E-08             1.452440E-06             1.314464E-10             1.458753E-12             1.485978E-06            -3.125730E-07            -3.111944E-07             8.622108E-07
                   3.6000             1.864904E-06             3.788696E-07             1.843060E-06             2.171158E-08            -5.890170E-09            -2.757137E-08             1.452440E-06             1.314148E-10             1.535170E-12             1.486034E-06            -3.126010E-07            -3.112226E-07             8.622108E-07
                   3.7800             1.865018E-06             3.789322E-07             1.842101E-06             2.278468E-08            -5.899277E-09            -2.761400E-08             1.452440E-06             1.313795E-10             1.611589E-12             1.486086E-06            -3.126270E-07            -3.112484E-07             8.622108E-07
                   3.9600             1.865123E-06             3.789892E-07             1.841132E-06             2.385785E-08            -5.907567E-09            -2.765279E-08             1.452440E-06             1.313406E-10             1.688011E-12             1.486133E-06            -3.126507E-07            -3.112719E-07             8.622108E-07
                   4.1400             1.865216E-06             3.790406E-07             1.840152E-06             2.493125E-08            -5.915041E-09            -2.768777E-08             1.452440E-06             1.312979E-10             1.764442E-12             1.486176E-06            -3.126720E-07            -3.112930E-07             8.622108E-07
                   4.3200             1.865300E-06             3.790864E-07             1.839162E-06             2.600502E-08            -5.921705E-09            -2.771896E-08             1.452440E-06             1.312516E-10             1.840886E-12             1.486214E-06            -3.126910E-07            -3.113119E-07             8.622108E-07
                   4.5000             1.865374E-06             3.791267E-07             1.838161E-06             2.707932E-08            -5.927563E-09            -2.774637E-08             1.452440E-06             1.312016E-10             1.917346E-12             1.486247E-06            -3.127078E-07            -3.113284E-07             8.622108E-07
                   4.6800             1.865436E-06             3.791610E-07             1.837149E-06             2.815429E-08            -5.932581E-09            -2.776989E-08             1.452440E-06             1.311479E-10             1.993825E-12             1.486276E-06            -3.127219E-07            -3.113429E-07             8.622108E-07
                   4.8600             1.865490E-06             3.791903E-07             1.836127E-06             2.923010E-08            -5.936840E-09            -2.778982E-08             1.452440E-06             1.310906E-10             2.070330E-12             1.486300E-06            -3.127341E-07            -3.113549E-07             8.622108E-07
                   5.0400             1.865534E-06             3.792141E-07             1.835094E-06             3.030686E-08            -5.940309E-09            -2.780605E-08             1.452440E-06             1.310297E-10             2.146863E-12             1.486319E-06            -3.127440E-07            -3.113647E-07             8.622108E-07
                   5.2200             1.865567E-06             3.792326E-07             1.834049E-06             3.138472E-08            -5.942998E-09            -2.781863E-08             1.452440E-06             1.309653E-10             2.223427E-12             1.486335E-06            -3.127517E-07            -3.113723E-07             8.622108E-07
                   5.4000             1.865592E-06             3.792459E-07             1.832995E-06             3.246378E-08            -5.944923E-09            -2.782763E-08             1.452440E-06             1.308974E-10             2.300025E-12             1.486346E-06            -3.127572E-07            -3.113777E-07             8.622108E-07
                   5.5800             1.865607E-06             3.792542E-07             1.831929E-06             3.354411E-08            -5.946117E-09            -2.783321E-08             1.452440E-06             1.308262E-10             2.376659E-12             1.486352E-06            -3.127606E-07            -3.113810E-07             8.622108E-07
                   5.7600             1.865614E-06             3.792582E-07             1.830855E-06             3.462558E-08            -5.946703E-09            -2.783595E-08             1.452440E-06             1.307522E-10             2.453324E-12             1.486356E-06            -3.127624E-07            -3.113826E-07             8.622108E-07
                   5.9400             1.865619E-06             3.792610E-07             1.829778E-06             3.570740E-08            -5.947095E-09            -2.783778E-08             1.452440E-06             1.306773E-10             2.529997E-12             1.486358E-06            -3.127635E-07            -3.113837E-07             8.622108E-07
                   6.1200             1.865624E-06             3.792637E-07             1.828702E-06             3.678914E-08            -5.947483E-09            -2.783958E-08             1.452440E-06             1.306023E-10             2.606667E-12             1.486360E-06            -3.127647E-07            -3.113848E-07             8.622108E-07
                   6.3000             1.865629E-06             3.792664E-07             1.827625E-06             3.787078E-08            -5.947871E-09            -2.784139E-08             1.452440E-06             1.305274E-10             2.683332E-12             1.486362E-06            -3.127658E-07            -3.113858E-07             8.622108E-07
                   6.4800             1.865634E-06             3.792691E-07             1.826548E-06             3.895230E-08            -5.948259E-09            -2.784320E-08             1.452440E-06             1.304525E-10             2.759991E-12             1.486365E-06            -3.127669E-07            -3.113869E-07             8.622108E-07
                   6.6600             1.865638E-06             3.792712E-07             1.825471E-06             4.003366E-08            -5.948601E-09            -2.784484E-08             1.452440E-06             1.303774E-10             2.836639E-12             1.486367E-06            -3.127677E-07            -3.113881E-07             8.622108E-07
                   6.8400             1.865643E-06             3.792739E-07             1.824395E-06             4.111487E-08            -5.948987E-09            -2.784664E-08             1.452440E-06             1.303025E-10             2.913282E-12             1.486369E-06            -3.127689E-07            -3.113891E-07             8.622108E-07
                   7.0200             1.865648E-06             3.792766E-07             1.823318E-06             4.219588E-08            -5.949373E-09            -2.784844E-08             1.452440E-06             1.302276E-10             2.989914E-12             1.486371E-06            -3.127700E-07            -3.113902E-07             8.622108E-07
                   7.2000             1.865652E-06             3.792793E-07             1.822243E-06             4.327668E-08            -5.949757E-09            -2.785023E-08             1.452440E-06             1.301528E-10             3.066534E-12             1.486373E-06            -3.127711E-07            -3.113912E-07             8.622108E-07
                   7.3800             1.865657E-06             3.792820E-07             1.821167E-06             4.435724E-08            -5.950140E-09            -2.785202E-08             1.452440E-06             1.300779E-10             3.143140E-12             1.486375E-06            -3.127723E-07            -3.113923E-07             8.622108E-07
                   7.5600             1.865662E-06             3.792846E-07             1.820091E-06             4.543752E-08            -5.950522E-09            -2.785380E-08             1.452440E-06             1.300030E-10             3.219731E-12             1.486377E-06            -3.127734E-07            -3.113933E-07             8.622108E-07
                   7.7400             1.865667E-06             3.792873E-07             1.819016E-06             4.651749E-08            -5.950903E-09            -2.785557E-08             1.452440E-06             1.299282E-10             3.296305E-12             1.486380E-06            -3.127745E-07            -3.113943E-07             8.622108E-07
                   7.9200             1.865672E-06             3.792899E-07             1.817941E-06             4.759713E-08            -5.951281E-09            -2.785733E-08             1.452440E-06             1.298533E-10             3.372860E-12             1.486382E-06            -3.127756E-07            -3.113954E-07             8.622108E-07
                   8.1000             1.865676E-06             3.792926E-07             1.816867E-06             4.867640E-08            -5.951657E-09            -2.785909E-08             1.452440E-06             1.297785E-10             3.449393E-12             1.486384E-06            -3.127767E-07            -3.113964E-07             8.622108E-07
                   8.2800             1.865681E-06             3.792952E-07             1.815793E-06             4.975526E-08            -5.952031E-09            -2.786083E-08             1.452440E-06             1.297036E-10             3.525903E-12             1.486386E-06            -3.127778E-07            -3.113974E-07             8.622108E-07
                   8.4600             1.865686E-06             3.792978E-07             1.814719E-06             5.083369E-08            -5.952403E-09            -2.786256E-08             1.452440E-06             1.296288E-10             3.602387E-12             1.486388E-06            -3.127789E-07            -3.113984E-07             8.622108E-07
                   8.6400             1.865691E-06             3.793003E-07             1.813646E-06             5.191163E-08            -5.952771E-09            -2.786428E-08             1.452440E-06             1.295540E-10             3.678844E-12             1.486390E-06            -3.127800E-07            -3.113994E-07             8.622108E-07
                   8.8200             1.865695E-06             3.793029E-07             1.812573E-06             5.298907E-08            -5.953137E-09            -2.786598E-08             1.452440E-06             1.294793E-10             3.755271E-12             1.486392E-06            -3.127811E-07            -3.114004E-07             8.622108E-07
                   9.0000             1.865700E-06             3.793054E-07             1.811501E-06             5.406595E-08            -5.953498E-09            -2.786767E-08             1.452440E-06             1.294045E-10             3.831666E-12             1.486394E-06            -3.127822E-07            -3.114014E-07             8.622108E-07
                   9.1800             1.865704E-06             3.793079E-07             1.810429E-06             5.514223E-08            -5.953856E-09            -2.786934E-08             1.452440E-06             1.293298E-10             3.908025E-12             1.486396E-06            -3.127832E-07            -3.114023E-07             8.622108E-07
                   9.3600             1.865709E-06             3.793104E-07             1.809358E-06             5.621789E-08            -5.954210E-09            -2.787098E-08             1.452440E-06             1.292550E-10             3.984348E-12             1.486398E-06            -3.127843E-07            -3.114033E-07             8.622108E-07
                   9.5400             1.865713E-06             3.793129E-07             1.808287E-06             5.729287E-08            -5.954560E-09            -2.787261E-08             1.452440E-06             1.291803E-10             4.060631E-12             1.486400E-06            -3.127853E-07            -3.114042E-07             8.622108E-07
                   9.7200             1.865718E-06             3.793153E-07             1.807217E-06             5.836714E-08            -5.954905E-09            -2.787422E-08             1.452440E-06             1.291056E-10             4.136871E-12             1.486402E-06            -3.127863E-07            -3.114052E-07             8.622108E-07
                   9.9000             1.865722E-06             3.793176E-07             1.806148E-06             5.944065E-08            -5.955244E-09            -2.787580E-08             1.452440E-06             1.290310E-10             4.213067E-12             1.486404E-06            -3.127873E-07            -3.114061E-07             8.622108E-07
                  10.0800             1.865726E-06             3.793200E-07             1.805079E-06             6.051335E-08            -5.955579E-09            -2.787736E-08             1.452440E-06             1.289563E-10             4.289215E-12             1.486406E-06            -3.127883E-07            -3.114070E-07             8.622108E-07
                  10.2600             1.865730E-06             3.793223E-07             1.804012E-06             6.158522E-08            -5.955907E-09            -2.787889E-08             1.452440E-06             1.288817E-10             4.365314E-12             1.486408E-06            -3.127893E-07            -3.114079E-07             8.622108E-07
                  10.4400             1.865734E-06             3.793245E-07             1.802945E-06             6.265620E-08            -5.956230E-09            -2.788039E-08             1.452440E-06             1.288071E-10             4.441359E-12             1.486410E-06            -3.127903E-07            -3.114087E-07             8.622108E-07
                  10.6200             1.865738E-06             3.793268E-07             1.801879E-06             6.372625E-08            -5.956546E-09            -2.788186E-08             1.452440E-06             1.287326E-10             4.517350E-12             1.486412E-06            -3.127912E-07            -3.114096E-07             8.622108E-07
                  10.8000             1.865742E-06             3.793289E-07             1.800814E-06             6.479533E-08            -5.956855E-09            -2.788330E-08             1.452440E-06             1.286580E-10             4.593282E-12             1.486413E-06            -3.127921E-07            -3.114104E-07             8.622108E-07
                  10.9800             1.865746E-06             3.793311E-07             1.799749E-06             6.586340E-08            -5.957157E-09            -2.788471E-08             1.452440E-06             1.285835E-10             4.669154E-12             1.486415E-06            -3.127930E-07            -3.114112E-07             8.622108E-07
                  11.1600             1.865750E-06             3.793331E-07             1.798686E-06             6.693040E-08            -5.957452E-09            -2.788608E-08             1.452440E-06             1.285090E-10             4.744962E-12             1.486417E-06            -3.127939E-07            -3.114120E-07             8.622108E-07
                  11.3400             1.865753E-06             3.793351E-07             1.797624E-06             6.799631E-08            -5.957739E-09            -2.788742E-08             1.452440E-06             1.284346E-10             4.820705E-12             1.486418E-06            -3.127948E-07            -3.114128E-07             8.622108E-07
                  11.5200             1.865757E-06             3.793371E-07             1.796563E-06             6.906108E-08            -5.958018E-09            -2.788872E-08             1.452440E-06             1.283602E-10             4.896379E-12             1.486420E-06            -3.127956E-07            -3.114135E-07             8.622108E-07
                  11.7000             1.865760E-06             3.793390E-07             1.795503E-06             7.012466E-08            -5.958289E-09            -2.788998E-08             1.452440E-06             1.282858E-10             4.971982E-12             1.486421E-06            -3.127964E-07            -3.114143E-07             8.622108E-07
                  11.8800             1.865764E-06             3.793408E-07             1.794443E-06             7.118703E-08            -5.958551E-09            -2.789119E-08             1.452440E-06             1.282114E-10             5.047512E-12             1.486423E-06            -3.127972E-07            -3.114150E-07             8.622108E-07
                  12.0600             1.865767E-06             3.793426E-07             1.793386E-06             7.224813E-08            -5.958803E-09            -2.789237E-08             1.452440E-06             1.281371E-10             5.122966E-12             1.486424E-06            -3.127979E-07            -3.114156E-07             8.622108E-07
                  12.2400             1.865770E-06             3.793443E-07             1.792329E-06             7.330793E-08            -5.959047E-09            -2.789350E-08             1.452440E-06             1.280628E-10             5.198342E-12             1.486426E-06            -3.127987E-07            -3.114163E-07             8.622108E-07
                  12.4200             1.865773E-06             3.793460E-07             1.791273E-06             7.436640E-08            -5.959281E-09            -2.789459E-08             1.452440E-06             1.279886E-10             5.273638E-12             1.486427E-06            -3.127994E-07            -3.114169E-07             8.622108E-07
                  12.6000             1.865776E-06             3.793476E-07             1.790219E-06             7.542349E-08            -5.959505E-09            -2.789563E-08             1.452440E-06             1.279144E-10             5.348850E-12             1.486428E-06            -3.128001E-07            -3.114175E-07             8.622108E-07
                  12.7800             1.865780E-06             3.793500E-07             1.789167E-06             7.647924E-08            -5.959789E-09            -2.789688E-08             1.452440E-06             1.278405E-10             5.423990E-12             1.486430E-06            -3.128013E-07            -3.114178E-07             8.622108E-07
                  12.9600             1.865782E-06             3.793515E-07             1.788116E-06             7.753349E-08            -5.959993E-09            -2.789783E-08             1.452440E-06             1.277664E-10             5.499031E-12             1.486431E-06            -3.128019E-07            -3.114183E-07             8.622108E-07
                  13.1400             1.865785E-06             3.793528E-07             1.787065E-06             7.858629E-08            -5.960186E-09            -2.789872E-08             1.452440E-06             1.276923E-10             5.573984E-12             1.486432E-06            -3.128025E-07            -3.114188E-07             8.622108E-07
                  13.3200             1.865787E-06             3.793541E-07             1.786016E-06             7.963758E-08            -5.960369E-09            -2.789957E-08             1.452440E-06             1.276182E-10             5.648846E-12             1.486433E-06            -3.128031E-07            -3.114193E-07             8.622108E-07
                  13.5000             1.865789E-06             3.793554E-07             1.784969E-06             8.068736E-08            -5.960540E-09            -2.790036E-08             1.452440E-06             1.275442E-10             5.723617E-12             1.486434E-06            -3.128036E-07            -3.114197E-07             8.622108E-07
                  13.6800             1.865791E-06             3.793565E-07             1.783923E-06             8.173559E-08            -5.960700E-09            -2.790110E-08             1.452440E-06             1.274703E-10             5.798293E-12             1.486435E-06            -3.128041E-07            -3.114201E-07             8.622108E-07
                  13.8600             1.865793E-06             3.793576E-07             1.782878E-06             8.278225E-08            -5.960849E-09            -2.790179E-08             1.452440E-06             1.273964E-10             5.872875E-12             1.486436E-06            -3.128046E-07            -3.114205E-07             8.622108E-07
                  14.0400             1.865795E-06             3.793586E-07             1.781835E-06             8.382733E-08            -5.960985E-09            -2.790242E-08             1.452440E-06             1.273225E-10             5.947360E-12             1.486437E-06            -3.128050E-07            -3.114208E-07             8.622108E-07
                  14.2200             1.865797E-06             3.793595E-07             1.780793E-06             8.487080E-08            -5.961110E-09            -2.790300E-08             1.452440E-06             1.272487E-10             6.021748E-12             1.486437E-06            -3.128054E-07            -3.114211E-07             8.622108E-07
