                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374996E+01             3.538127E-02             8.348933E-01             5.000008E-01             5.000078E-01
                   0.1800             2.374882E+01             3.379844E-02             8.295430E-01             5.000249E-01            -3.379601E-02
                   0.3600             2.374893E+01             3.405159E-02             8.296183E-01             5.000226E-01            -2.992609E-02
                   0.5400             2.374900E+01             3.434624E-02             8.297185E-01             5.000211E-01            -3.590871E-02
                   0.7200             2.374907E+01             3.467641E-02             8.298235E-01             5.000196E-01            -3.447874E-02
                   0.9000             2.374914E+01             3.504046E-02             8.299336E-01             5.000181E-01            -2.521608E-02
                   1.0800             2.374917E+01             3.544477E-02             8.300783E-01             5.000174E-01            -3.500639E-02
                   1.2600             2.374920E+01             3.588183E-02             8.302336E-01             5.000168E-01            -4.063440E-02
                   1.4400             2.374924E+01             3.634994E-02             8.303967E-01             5.000161E-01            -4.206889E-02
                   1.6200             2.374927E+01             3.684722E-02             8.305662E-01             5.000154E-01            -3.935012E-02
                   1.8000             2.374926E+01             3.738876E-02             8.308115E-01             5.000157E-01            -6.579764E-02
                   1.9800             2.374929E+01             3.793965E-02             8.309891E-01             5.000150E-01            -5.653605E-02
                   2.1600             2.374932E+01             3.851629E-02             8.311744E-01             5.000142E-01            -4.338017E-02
                   2.3400             2.374931E+01             3.913680E-02             8.314520E-01             5.000145E-01            -6.412417E-02
                   2.5200             2.374935E+01             3.975957E-02             8.316437E-01             5.000137E-01            -4.502347E-02
                   2.7000             2.374934E+01             4.042632E-02             8.319422E-01             5.000140E-01            -6.267394E-02
                   2.8800             2.374932E+01             4.111797E-02             8.322686E-01             5.000142E-01            -7.948890E-02
                   3.0600             2.374936E+01             4.179850E-02             8.324578E-01             5.000134E-01            -5.292900E-02
                   3.2400             2.374935E+01             4.252735E-02             8.327930E-01             5.000136E-01            -6.701029E-02
                   3.4200             2.374934E+01             4.327660E-02             8.331508E-01             5.000139E-01            -8.036286E-02
                   3.6000             2.374938E+01             4.400840E-02             8.333476E-01             5.000130E-01            -4.739146E-02
                   3.7800             2.374937E+01             4.478756E-02             8.337068E-01             5.000133E-01            -5.842634E-02
                   3.9600             2.374936E+01             4.558350E-02             8.340844E-01             5.000135E-01            -6.886012E-02
                   4.1400             2.374935E+01             4.639564E-02             8.344797E-01             5.000138E-01            -7.871203E-02
                   4.3200             2.374933E+01             4.722255E-02             8.348919E-01             5.000140E-01            -8.800952E-02
                   4.5000             2.374932E+01             4.806335E-02             8.353204E-01             5.000143E-01            -9.677775E-02
                   4.6800             2.374937E+01             4.886599E-02             8.354875E-01             5.000133E-01            -5.462375E-02
                   4.8600             2.374936E+01             4.972579E-02             8.359071E-01             5.000135E-01            -6.176189E-02
                   5.0400             2.374935E+01             5.059720E-02             8.363399E-01             5.000138E-01            -6.848284E-02
                   5.2200             2.374934E+01             5.147945E-02             8.367856E-01             5.000140E-01            -7.480592E-02
                   5.4000             2.374932E+01             5.237168E-02             8.372434E-01             5.000142E-01            -8.075280E-02
                   5.5800             2.374931E+01             5.327368E-02             8.377128E-01             5.000145E-01            -8.633914E-02
                   5.7600             2.374930E+01             5.418440E-02             8.381935E-01             5.000147E-01            -9.158582E-02
                   5.9400             2.374929E+01             5.510348E-02             8.386847E-01             5.000150E-01            -9.650422E-02
                   6.1200             2.374928E+01             5.603054E-02             8.391859E-01             5.000153E-01            -1.011061E-01
                   6.3000             2.374926E+01             5.696511E-02             8.396968E-01             5.000155E-01            -1.054036E-01
                   6.4800             2.374925E+01             5.790662E-02             8.402167E-01             5.000158E-01            -1.094086E-01
                   6.6600             2.374931E+01             5.878169E-02             8.403022E-01             5.000145E-01            -5.739608E-02
                   6.8400             2.374930E+01             5.973135E-02             8.408071E-01             5.000148E-01            -6.053582E-02
                   7.0200             2.374929E+01             6.068709E-02             8.413200E-01             5.000150E-01            -6.343884E-02
                   7.2000             2.374928E+01             6.164826E-02             8.418405E-01             5.000152E-01            -6.611195E-02
                   7.3800             2.374926E+01             6.261462E-02             8.423681E-01             5.000155E-01            -6.856283E-02
                   7.5600             2.374925E+01             6.358589E-02             8.429025E-01             5.000157E-01            -7.079757E-02
                   7.7400             2.374924E+01             6.456178E-02             8.434434E-01             5.000160E-01            -7.282123E-02
                   7.9200             2.374923E+01             6.554193E-02             8.439904E-01             5.000162E-01            -7.463978E-02
                   8.1000             2.374922E+01             6.652596E-02             8.445432E-01             5.000165E-01            -7.625680E-02
                   8.2800             2.374921E+01             6.751422E-02             8.451014E-01             5.000167E-01            -7.767672E-02
                   8.4600             2.374920E+01             6.850572E-02             8.456647E-01             5.000169E-01            -7.890252E-02
                   8.6400             2.374918E+01             6.950073E-02             8.462329E-01             5.000172E-01            -7.993756E-02
                   8.8200             2.374917E+01             7.049850E-02             8.468055E-01             5.000174E-01            -8.078434E-02
                   9.0000             2.374916E+01             7.149965E-02             8.473824E-01             5.000177E-01            -8.144480E-02
                   9.1800             2.374915E+01             7.250333E-02             8.479632E-01             5.000179E-01            -8.192162E-02
                   9.3600             2.374914E+01             7.350945E-02             8.485476E-01             5.000182E-01            -8.221604E-02
                   9.5400             2.374912E+01             7.451791E-02             8.491354E-01             5.000184E-01            -8.232898E-02
                   9.7200             2.374911E+01             7.552855E-02             8.497263E-01             5.000187E-01            -8.226256E-02
                   9.9000             2.374910E+01             7.654122E-02             8.503201E-01             5.000189E-01            -8.201700E-02
                  10.0800             2.374909E+01             7.755568E-02             8.509165E-01             5.000192E-01            -8.159347E-02
                  10.2600             2.374908E+01             7.857169E-02             8.515155E-01             5.000194E-01            -8.099345E-02
                  10.4400             2.374906E+01             7.958958E-02             8.521166E-01             5.000197E-01            -8.021641E-02
                  10.6200             2.374905E+01             8.060882E-02             8.527199E-01             5.000199E-01            -7.926362E-02
                  10.8000             2.374904E+01             8.162921E-02             8.533252E-01             5.000202E-01            -7.813558E-02
                  10.9800             2.374903E+01             8.265098E-02             8.539322E-01             5.000204E-01            -7.683294E-02
                  11.1600             2.374902E+01             8.367382E-02             8.545410E-01             5.000207E-01            -7.535637E-02
                  11.3400             2.374901E+01             8.469738E-02             8.551515E-01             5.000209E-01            -7.370638E-02
                  11.5200             2.374899E+01             8.572204E-02             8.557635E-01             5.000212E-01            -7.188374E-02
                  11.7000             2.374898E+01             8.674759E-02             8.563771E-01             5.000214E-01            -6.988926E-02
                  11.8800             2.374897E+01             8.777379E-02             8.569923E-01             5.000217E-01            -6.772343E-02
                  12.0600             2.374896E+01             8.880056E-02             8.576090E-01             5.000220E-01            -6.538791E-02
                  12.2400             2.374895E+01             8.982784E-02             8.582274E-01             5.000222E-01            -6.288317E-02
                  12.4200             2.374893E+01             9.085553E-02             8.588476E-01             5.000225E-01            -6.021129E-02
                  12.6000             2.374892E+01             9.188409E-02             8.594696E-01             5.000227E-01            -5.737292E-02
                  12.7800             2.374880E+01             9.302322E-02             8.609228E-01             5.000253E-01            -1.098039E-01
                  12.9600             2.374878E+01             9.404841E-02             8.615229E-01             5.000256E-01            -1.063217E-01
                  13.1400             2.374877E+01             9.507373E-02             8.621227E-01             5.000259E-01            -1.026626E-01
                  13.3200             2.374876E+01             9.609858E-02             8.627224E-01             5.000262E-01            -9.882888E-02
                  13.5000             2.374874E+01             9.712388E-02             8.633225E-01             5.000264E-01            -9.482337E-02
                  13.6800             2.374873E+01             9.814896E-02             8.639232E-01             5.000267E-01            -9.064872E-02
                  13.8600             2.374872E+01             9.917383E-02             8.645250E-01             5.000270E-01            -8.630805E-02
                  14.0400             2.374871E+01             1.001986E-01             8.651281E-01             5.000273E-01            -8.180469E-02
                  14.2200             2.374869E+01             1.012232E-01             8.657332E-01             5.000275E-01            -7.714164E-02
                  14.4000             2.374868E+01             1.022477E-01             8.663407E-01             5.000278E-01            -7.232354E-02
                  14.5800             2.374867E+01             1.032720E-01             8.669512E-01             5.000281E-01            -6.735335E-02
                  14.7600             2.374865E+01             1.042960E-01             8.675651E-01             5.000283E-01            -6.223593E-02
                  14.9400             2.374864E+01             1.053205E-01             8.681831E-01             5.000286E-01            -5.697588E-02
                  15.1200             2.374863E+01             1.063446E-01             8.688058E-01             5.000289E-01            -5.157708E-02
                  15.3000             2.374849E+01             1.074678E-01             8.702127E-01             5.000319E-01            -9.568172E-02
                  15.4800             2.374847E+01             1.084833E-01             8.707832E-01             5.000322E-01            -8.950621E-02
                  15.6600             2.374846E+01             1.094993E-01             8.713583E-01             5.000325E-01            -8.319613E-02
                  15.8400             2.374844E+01             1.105149E-01             8.719389E-01             5.000328E-01            -7.675730E-02
                  16.0200             2.374843E+01             1.115303E-01             8.725258E-01             5.000331E-01            -7.019573E-02
                  16.2000             2.374842E+01             1.125456E-01             8.731199E-01             5.000333E-01            -6.351725E-02
                  16.3800             2.374840E+01             1.135609E-01             8.737221E-01             5.000336E-01            -5.672877E-02
                  16.5600             2.374839E+01             1.145763E-01             8.743333E-01             5.000339E-01            -4.983666E-02
                  16.7400             2.374823E+01             1.156818E-01             8.756770E-01             5.000372E-01            -8.808046E-02
                  16.9200             2.374822E+01             1.166869E-01             8.762261E-01             5.000375E-01            -8.041056E-02
                  17.1000             2.374821E+01             1.176925E-01             8.767857E-01             5.000378E-01            -7.264941E-02
                  17.2800             2.374819E+01             1.186982E-01             8.773569E-01             5.000381E-01            -6.480488E-02
                  17.4600             2.374818E+01             1.197040E-01             8.779408E-01             5.000384E-01            -5.688467E-02
                  17.6400             2.374816E+01             1.207104E-01             8.785382E-01             5.000387E-01            -4.889548E-02
                  17.8200             2.374800E+01             1.217990E-01             8.798198E-01             5.000421E-01            -8.244472E-02
                  18.0000             2.374798E+01             1.227949E-01             8.803532E-01             5.000424E-01            -7.371747E-02
                  18.1800             2.374797E+01             1.237912E-01             8.809030E-01             5.000428E-01            -6.494034E-02
                  18.3600             2.374795E+01             1.247880E-01             8.814702E-01             5.000431E-01            -5.612135E-02
                  18.5400             2.374794E+01             1.257855E-01             8.820559E-01             5.000434E-01            -4.726885E-02
                  18.7200             2.374777E+01             1.268578E-01             8.832707E-01             5.000470E-01            -7.684217E-02
                  18.9000             2.374775E+01             1.278449E-01             8.837950E-01             5.000473E-01            -6.730909E-02
                  19.0800             2.374774E+01             1.288327E-01             8.843411E-01             5.000476E-01            -5.776380E-02
                  19.2600             2.374772E+01             1.298215E-01             8.849102E-01             5.000480E-01            -4.821533E-02
                  19.4400             2.374771E+01             1.308117E-01             8.855029E-01             5.000483E-01            -3.867097E-02
                  19.6200             2.374753E+01             1.318608E-01             8.865976E-01             5.000520E-01            -6.441024E-02
                  19.8000             2.374751E+01             1.328408E-01             8.871364E-01             5.000524E-01            -5.426263E-02
                  19.9800             2.374750E+01             1.338227E-01             8.877027E-01             5.000527E-01            -4.414318E-02
                  20.1600             2.374748E+01             1.348055E-01             8.882971E-01             5.000531E-01            -3.405947E-02
                  20.3400             2.374730E+01             1.358377E-01             8.893183E-01             5.000569E-01            -5.676570E-02
                  20.5200             2.374728E+01             1.368120E-01             8.898665E-01             5.000573E-01            -4.615048E-02
                  20.7000             2.374726E+01             1.377878E-01             8.904467E-01             5.000576E-01            -3.559505E-02
                  20.8800             2.374708E+01             1.388115E-01             8.914468E-01             5.000615E-01            -5.599163E-02
                  21.0600             2.374706E+01             1.397784E-01             8.919869E-01             5.000619E-01            -4.496489E-02
                  21.2400             2.374704E+01             1.407474E-01             8.925628E-01             5.000623E-01            -3.402271E-02
                  21.4200             2.374685E+01             1.417602E-01             8.935230E-01             5.000663E-01            -5.223242E-02
