                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.287476E+05             2.255992E+05             4.969533E+05
                   0.1800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.288027E+05             2.256542E+05             4.970904E+05
                   0.3600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.288609E+05             2.257124E+05             4.972200E+05
                   0.5400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.289168E+05             2.257683E+05             4.973447E+05
                   0.7200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.289706E+05             2.258221E+05             4.974646E+05
                   0.9000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.290223E+05             2.258738E+05             4.975795E+05
                   1.0800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.290719E+05             2.259234E+05             4.976897E+05
                   1.2600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.291194E+05             2.259710E+05             4.977950E+05
                   1.4400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373221E+05             3.370866E+05             2.291649E+05             2.260165E+05             4.978956E+05
                   1.6200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373220E+05             3.370866E+05             2.292084E+05             2.260599E+05             4.979913E+05
                   1.8000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373220E+05             3.370866E+05             2.292498E+05             2.261013E+05             4.980824E+05
                   1.9800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373220E+05             3.370866E+05             2.292892E+05             2.261407E+05             4.981687E+05
                   2.1600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373220E+05             3.370866E+05             2.293265E+05             2.261781E+05             4.982504E+05
                   2.3400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371139E+05             3.373220E+05             3.370866E+05             2.293618E+05             2.262134E+05             4.983274E+05
                   2.5200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.293951E+05             2.262466E+05             4.983998E+05
                   2.7000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.294263E+05             2.262778E+05             4.984677E+05
                   2.8800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.294554E+05             2.263069E+05             4.985310E+05
                   3.0600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.294824E+05             2.263340E+05             4.985898E+05
                   3.2400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.295075E+05             2.263590E+05             4.986441E+05
                   3.4200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.295304E+05             2.263819E+05             4.986939E+05
                   3.6000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.295513E+05             2.264029E+05             4.987394E+05
                   3.7800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.295702E+05             2.264218E+05             4.987804E+05
                   3.9600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.295871E+05             2.264387E+05             4.988171E+05
                   4.1400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296020E+05             2.264536E+05             4.988495E+05
                   4.3200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296150E+05             2.264665E+05             4.988777E+05
                   4.5000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296260E+05             2.264775E+05             4.989017E+05
                   4.6800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296351E+05             2.264866E+05             4.989215E+05
                   4.8600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296423E+05             2.264938E+05             4.989374E+05
                   5.0400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296477E+05             2.264992E+05             4.989493E+05
                   5.2200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296514E+05             2.265029E+05             4.989575E+05
                   5.4000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296535E+05             2.265050E+05             4.989623E+05
                   5.5800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296542E+05             2.265057E+05             4.989640E+05
                   5.7600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296538E+05             2.265054E+05             4.989636E+05
                   5.9400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296529E+05             2.265045E+05             4.989619E+05
                   6.1200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296518E+05             2.265034E+05             4.989599E+05
                   6.3000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296507E+05             2.265022E+05             4.989577E+05
                   6.4800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296495E+05             2.265010E+05             4.989555E+05
                   6.6600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296483E+05             2.264999E+05             4.989533E+05
                   6.8400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296471E+05             2.264987E+05             4.989511E+05
                   7.0200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296459E+05             2.264975E+05             4.989489E+05
                   7.2000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296447E+05             2.264963E+05             4.989468E+05
                   7.3800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296435E+05             2.264951E+05             4.989446E+05
                   7.5600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296423E+05             2.264939E+05             4.989425E+05
                   7.7400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296411E+05             2.264927E+05             4.989403E+05
                   7.9200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296399E+05             2.264914E+05             4.989382E+05
                   8.1000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296387E+05             2.264902E+05             4.989361E+05
                   8.2800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296375E+05             2.264890E+05             4.989340E+05
                   8.4600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296363E+05             2.264878E+05             4.989319E+05
                   8.6400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296350E+05             2.264866E+05             4.989298E+05
                   8.8200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296338E+05             2.264854E+05             4.989278E+05
                   9.0000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296326E+05             2.264842E+05             4.989258E+05
                   9.1800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296314E+05             2.264829E+05             4.989238E+05
                   9.3600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296302E+05             2.264817E+05             4.989218E+05
                   9.5400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296290E+05             2.264805E+05             4.989199E+05
                   9.7200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296278E+05             2.264793E+05             4.989180E+05
                   9.9000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296266E+05             2.264781E+05             4.989161E+05
                  10.0800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296254E+05             2.264770E+05             4.989143E+05
                  10.2600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296242E+05             2.264758E+05             4.989125E+05
                  10.4400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296231E+05             2.264746E+05             4.989107E+05
                  10.6200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296219E+05             2.264734E+05             4.989090E+05
                  10.8000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296207E+05             2.264723E+05             4.989073E+05
                  10.9800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296196E+05             2.264711E+05             4.989057E+05
                  11.1600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296185E+05             2.264700E+05             4.989041E+05
                  11.3400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296173E+05             2.264689E+05             4.989025E+05
                  11.5200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296162E+05             2.264677E+05             4.989010E+05
                  11.7000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296151E+05             2.264666E+05             4.988996E+05
                  11.8800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296140E+05             2.264655E+05             4.988982E+05
                  12.0600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296129E+05             2.264644E+05             4.988969E+05
                  12.2400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296118E+05             2.264634E+05             4.988956E+05
                  12.4200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296108E+05             2.264623E+05             4.988944E+05
                  12.6000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296097E+05             2.264612E+05             4.988932E+05
                  12.7800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296087E+05             2.264602E+05             4.988921E+05
                  12.9600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296076E+05             2.264592E+05             4.988911E+05
                  13.1400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296066E+05             2.264581E+05             4.988902E+05
                  13.3200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296056E+05             2.264571E+05             4.988893E+05
                  13.5000             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296046E+05             2.264562E+05             4.988885E+05
                  13.6800             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296036E+05             2.264552E+05             4.988877E+05
                  13.8600             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296027E+05             2.264542E+05             4.988870E+05
                  14.0400             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296017E+05             2.264533E+05             4.988864E+05
                  14.2200             3.342466E+05             3.347522E+05             3.347514E+05             3.339384E+05             3.371138E+05             3.373220E+05             3.370866E+05             2.296008E+05             2.264523E+05             4.988859E+05
