                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.269709E+02             3.270058E+02             3.269709E+02             3.270058E+02             3.300364E+02             3.294658E+02             3.300364E+02             3.294658E+02             3.311162E+02             3.304137E+02
                   0.1800             3.268938E+02             3.269320E+02             3.269341E+02             3.269717E+02             3.299494E+02             3.293838E+02             3.299937E+02             3.294269E+02             3.310751E+02             3.303762E+02
                   0.3600             3.268205E+02             3.268620E+02             3.268837E+02             3.269227E+02             3.298703E+02             3.293078E+02             3.299400E+02             3.293751E+02             3.310222E+02             3.303252E+02
                   0.5400             3.267530E+02             3.267980E+02             3.268336E+02             3.268737E+02             3.297978E+02             3.292382E+02             3.298869E+02             3.293238E+02             3.309699E+02             3.302745E+02
                   0.7200             3.266892E+02             3.267376E+02             3.267840E+02             3.268252E+02             3.297295E+02             3.291727E+02             3.298349E+02             3.292732E+02             3.309185E+02             3.302245E+02
                   0.9000             3.266286E+02             3.266801E+02             3.267355E+02             3.267776E+02             3.296646E+02             3.291105E+02             3.297841E+02             3.292238E+02             3.308682E+02             3.301755E+02
                   1.0800             3.265708E+02             3.266252E+02             3.266883E+02             3.267313E+02             3.296027E+02             3.290511E+02             3.297348E+02             3.291757E+02             3.308194E+02             3.301279E+02
                   1.2600             3.265158E+02             3.265728E+02             3.266426E+02             3.266865E+02             3.295437E+02             3.289945E+02             3.296872E+02             3.291293E+02             3.307722E+02             3.300818E+02
                   1.4400             3.264634E+02             3.265229E+02             3.265987E+02             3.266433E+02             3.294875E+02             3.289407E+02             3.296415E+02             3.290847E+02             3.307269E+02             3.300376E+02
                   1.6200             3.264137E+02             3.264754E+02             3.265566E+02             3.266019E+02             3.294341E+02             3.288894E+02             3.295977E+02             3.290419E+02             3.306834E+02             3.299951E+02
                   1.8000             3.263665E+02             3.264303E+02             3.265164E+02             3.265624E+02             3.293835E+02             3.288409E+02             3.295559E+02             3.290011E+02             3.306419E+02             3.299546E+02
                   1.9800             3.263220E+02             3.263877E+02             3.264781E+02             3.265248E+02             3.293355E+02             3.287949E+02             3.295162E+02             3.289623E+02             3.306025E+02             3.299160E+02
                   2.1600             3.262799E+02             3.263474E+02             3.264419E+02             3.264891E+02             3.292901E+02             3.287514E+02             3.294784E+02             3.289254E+02             3.305650E+02             3.298793E+02
                   2.3400             3.262403E+02             3.263094E+02             3.264075E+02             3.264554E+02             3.292473E+02             3.287105E+02             3.294428E+02             3.288906E+02             3.305296E+02             3.298447E+02
                   2.5200             3.262031E+02             3.262737E+02             3.263752E+02             3.264235E+02             3.292071E+02             3.286719E+02             3.294092E+02             3.288577E+02             3.304961E+02             3.298120E+02
                   2.7000             3.261683E+02             3.262402E+02             3.263448E+02             3.263936E+02             3.291694E+02             3.286358E+02             3.293776E+02             3.288268E+02             3.304647E+02             3.297813E+02
                   2.8800             3.261357E+02             3.262090E+02             3.263164E+02             3.263657E+02             3.291340E+02             3.286020E+02             3.293480E+02             3.287980E+02             3.304353E+02             3.297526E+02
                   3.0600             3.261055E+02             3.261799E+02             3.262899E+02             3.263396E+02             3.291011E+02             3.285706E+02             3.293205E+02             3.287710E+02             3.304079E+02             3.297258E+02
                   3.2400             3.260774E+02             3.261529E+02             3.262653E+02             3.263154E+02             3.290705E+02             3.285413E+02             3.292949E+02             3.287461E+02             3.303825E+02             3.297009E+02
                   3.4200             3.260515E+02             3.261279E+02             3.262426E+02             3.262931E+02             3.290422E+02             3.285143E+02             3.292714E+02             3.287230E+02             3.303590E+02             3.296780E+02
                   3.6000             3.260277E+02             3.261051E+02             3.262219E+02             3.262727E+02             3.290161E+02             3.284894E+02             3.292497E+02             3.287019E+02             3.303374E+02             3.296569E+02
                   3.7800             3.260060E+02             3.260842E+02             3.262030E+02             3.262541E+02             3.289923E+02             3.284667E+02             3.292301E+02             3.286827E+02             3.303178E+02             3.296377E+02
                   3.9600             3.259863E+02             3.260653E+02             3.261859E+02             3.262374E+02             3.289705E+02             3.284460E+02             3.292123E+02             3.286653E+02             3.303000E+02             3.296204E+02
                   4.1400             3.259687E+02             3.260483E+02             3.261707E+02             3.262224E+02             3.289509E+02             3.284274E+02             3.291964E+02             3.286498E+02             3.302842E+02             3.296049E+02
                   4.3200             3.259529E+02             3.260332E+02             3.261573E+02             3.262092E+02             3.289333E+02             3.284108E+02             3.291824E+02             3.286362E+02             3.302702E+02             3.295912E+02
                   4.5000             3.259391E+02             3.260199E+02             3.261457E+02             3.261978E+02             3.289178E+02             3.283961E+02             3.291703E+02             3.286243E+02             3.302580E+02             3.295793E+02
                   4.6800             3.259271E+02             3.260084E+02             3.261358E+02             3.261880E+02             3.289042E+02             3.283833E+02             3.291599E+02             3.286142E+02             3.302476E+02             3.295692E+02
                   4.8600             3.259169E+02             3.259987E+02             3.261276E+02             3.261800E+02             3.288925E+02             3.283723E+02             3.291513E+02             3.286058E+02             3.302389E+02             3.295607E+02
                   5.0400             3.259085E+02             3.259906E+02             3.261211E+02             3.261736E+02             3.288827E+02             3.283631E+02             3.291444E+02             3.285991E+02             3.302319E+02             3.295539E+02
                   5.2200             3.259017E+02             3.259842E+02             3.261161E+02             3.261687E+02             3.288745E+02             3.283556E+02             3.291392E+02             3.285940E+02             3.302266E+02             3.295487E+02
                   5.4000             3.258964E+02             3.259792E+02             3.261126E+02             3.261652E+02             3.288680E+02             3.283497E+02             3.291354E+02             3.285903E+02             3.302227E+02             3.295450E+02
                   5.5800             3.258924E+02             3.259755E+02             3.261104E+02             3.261630E+02             3.288629E+02             3.283451E+02             3.291330E+02             3.285879E+02             3.302201E+02             3.295425E+02
