                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.007547E+02                       3.051315E+02                       1.000238E+02                       3.044972E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.007547E+02                       3.051315E+02                       1.000240E+02                       3.044974E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.007547E+02                       3.051315E+02                       1.000243E+02                       3.044976E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.007547E+02                       3.051315E+02                       1.000246E+02                       3.044979E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.007547E+02                       3.051315E+02                       1.000249E+02                       3.044981E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.007547E+02                       3.051315E+02                       1.000252E+02                       3.044984E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.007547E+02                       3.051315E+02                       1.000256E+02                       3.044987E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.007547E+02                       3.051315E+02                       1.000260E+02                       3.044991E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.007547E+02                       3.051315E+02                       1.000264E+02                       3.044994E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.007547E+02                       3.051315E+02                       1.000268E+02                       3.044998E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.007547E+02                       3.051315E+02                       1.000273E+02                       3.045002E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.007547E+02                       3.051315E+02                       1.000278E+02                       3.045006E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.007547E+02                       3.051315E+02                       1.000283E+02                       3.045011E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.007547E+02                       3.051315E+02                       1.000288E+02                       3.045016E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.007547E+02                       3.051315E+02                       1.000294E+02                       3.045021E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.007547E+02                       3.051315E+02                       1.000300E+02                       3.045026E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.007547E+02                       3.051315E+02                       1.000307E+02                       3.045032E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.007547E+02                       3.051315E+02                       1.000314E+02                       3.045038E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.007547E+02                       3.051315E+02                       1.000321E+02                       3.045044E+02
