                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.024481E+02             2.292125E-01             1.022189E+02             3.339384E+05             2.182352E-01             6.564469E-04             1.032082E-02             1.492996E+01
                   0.1800             1.017920E+02            -6.035974E-01             1.023956E+02             3.339384E+05            -6.688872E-01            -2.011997E-03             6.730187E-02             1.493219E+01
                   0.3600             1.011935E+02            -1.185156E+00             1.023787E+02             3.339384E+05            -1.321316E+00            -3.974475E-03             1.401348E-01             1.492575E+01
                   0.5400             1.006029E+02            -1.766857E+00             1.023698E+02             3.339384E+05            -1.973777E+00            -5.937026E-03             2.128568E-01             1.491870E+01
                   0.7200             1.000205E+02            -2.348636E+00             1.023691E+02             3.339384E+05            -2.626201E+00            -7.899433E-03             2.854647E-01             1.491136E+01
                   0.9000             9.944625E+01            -2.930317E+00             1.023766E+02             3.339384E+05            -3.278413E+00            -9.861155E-03             3.579573E-01             1.490391E+01
                   1.0800             9.888030E+01            -3.511859E+00             1.023922E+02             3.339384E+05            -3.930372E+00            -1.182206E-02             4.303344E-01             1.489660E+01
                   1.2600             9.848251E+01            -4.093355E+00             1.025759E+02             3.339384E+05            -4.582169E+00            -1.378241E-02             5.025967E-01             1.488964E+01
                   1.4400             9.809872E+01            -4.674678E+00             1.027734E+02             3.339384E+05            -5.233682E+00            -1.574182E-02             5.747455E-01             1.488319E+01
                   1.6200             9.772272E+01            -5.255808E+00             1.029785E+02             3.339384E+05            -5.884890E+00            -1.770023E-02             6.467826E-01             1.487738E+01
                   1.8000             9.735435E+01            -5.836673E+00             1.031910E+02             3.339384E+05            -6.535726E+00            -1.965740E-02             7.187102E-01             1.487229E+01
                   1.9800             9.699336E+01            -6.417302E+00             1.034107E+02             3.339384E+05            -7.186219E+00            -2.161344E-02             7.905309E-01             1.486798E+01
                   2.1600             9.663952E+01            -6.997597E+00             1.036371E+02             3.339384E+05            -7.836276E+00            -2.356804E-02             8.622475E-01             1.486447E+01
