                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             1.191476E-03             1.686051E+01             0.000000E+00             2.662073E+00             2.982446E+02
                   0.1800             3.075938E-02             1.688596E+01             0.000000E+00             2.588806E+00             2.983205E+02
                   0.3600             5.345535E-02             1.691330E+01             0.000000E+00             2.571025E+00             2.983371E+02
                   0.5400             7.383394E-02             1.693952E+01             0.000000E+00             2.558875E+00             2.983477E+02
                   0.7200             9.292097E-02             1.696451E+01             0.000000E+00             2.550628E+00             2.983542E+02
                   0.9000             1.111781E-01             1.698824E+01             0.000000E+00             2.545050E+00             2.983580E+02
                   1.0800             1.288484E-01             1.701066E+01             0.000000E+00             2.541279E+00             2.983599E+02
                   1.2600             1.460712E-01             1.703175E+01             0.000000E+00             2.538724E+00             2.983606E+02
                   1.4400             1.629314E-01             1.705150E+01             0.000000E+00             2.536980E+00             2.983605E+02
                   1.6200             1.794843E-01             1.706989E+01             0.000000E+00             2.535775E+00             2.983599E+02
                   1.8000             1.957679E-01             1.708694E+01             0.000000E+00             2.534927E+00             2.983591E+02
                   1.9800             2.118103E-01             1.710265E+01             0.000000E+00             2.534311E+00             2.983581E+02
                   2.1600             2.276332E-01             1.711701E+01             0.000000E+00             2.533846E+00             2.983570E+02
                   2.3400             2.432544E-01             1.713004E+01             0.000000E+00             2.533477E+00             2.983559E+02
                   2.5200             2.586890E-01             1.714174E+01             0.000000E+00             2.533168E+00             2.983548E+02
                   2.7000             2.739501E-01             1.715213E+01             0.000000E+00             2.532894E+00             2.983538E+02
                   2.8800             2.890493E-01             1.716120E+01             0.000000E+00             2.532639E+00             2.983529E+02
                   3.0600             3.039970E-01             1.716898E+01             0.000000E+00             2.532395E+00             2.983520E+02
                   3.2400             3.188025E-01             1.717547E+01             0.000000E+00             2.532153E+00             2.983512E+02
                   3.4200             3.334744E-01             1.718068E+01             0.000000E+00             2.531910E+00             2.983506E+02
                   3.6000             3.480206E-01             1.718462E+01             0.000000E+00             2.531664E+00             2.983500E+02
                   3.7800             3.624482E-01             1.718731E+01             0.000000E+00             2.531414E+00             2.983495E+02
                   3.9600             3.767637E-01             1.718875E+01             0.000000E+00             2.531159E+00             2.983491E+02
                   4.1400             3.909734E-01             1.718895E+01             0.000000E+00             2.530899E+00             2.983488E+02
                   4.3200             4.050828E-01             1.718795E+01             0.000000E+00             2.530634E+00             2.983486E+02
                   4.5000             4.190972E-01             1.718574E+01             0.000000E+00             2.530365E+00             2.983484E+02
                   4.6800             4.330215E-01             1.718235E+01             0.000000E+00             2.530092E+00             2.983484E+02
                   4.8600             4.468604E-01             1.717782E+01             0.000000E+00             2.529817E+00             2.983484E+02
