                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             1.085264E+05
                   0.1800             2.281560E+00             1.085257E+05
                   0.3600             4.563089E+00             1.085235E+05
                   0.5400             6.844558E+00             1.085199E+05
                   0.7200             9.125934E+00             1.085148E+05
                   0.9000             1.140719E+01             1.085083E+05
                   1.0800             1.368829E+01             1.085002E+05
                   1.2600             1.596921E+01             1.084908E+05
                   1.4400             1.824991E+01             1.084799E+05
                   1.6200             2.053037E+01             1.084675E+05
                   1.8000             2.281055E+01             1.084537E+05
                   1.9800             2.509043E+01             1.084384E+05
                   2.1600             2.736997E+01             1.084217E+05
                   2.3400             2.964914E+01             1.084035E+05
                   2.5200             3.192792E+01             1.083838E+05
                   2.7000             3.420627E+01             1.083627E+05
                   2.8800             3.648415E+01             1.083402E+05
                   3.0600             3.876155E+01             1.083162E+05
                   3.2400             4.103843E+01             1.082908E+05
                   3.4200             4.331476E+01             1.082639E+05
                   3.6000             4.559051E+01             1.082355E+05
                   3.7800             4.786565E+01             1.082057E+05
                   3.9600             5.014015E+01             1.081745E+05
                   4.1400             5.241397E+01             1.081418E+05
                   4.3200             5.468710E+01             1.081077E+05
                   4.5000             5.695949E+01             1.080721E+05
                   4.6800             5.923111E+01             1.080351E+05
                   4.8600             6.150194E+01             1.079966E+05
                   5.0400             6.377195E+01             1.079567E+05
                   5.2200             6.604111E+01             1.079153E+05
                   5.4000             6.830938E+01             1.078725E+05
                   5.5800             7.057673E+01             1.078283E+05
                   5.7600             7.284314E+01             1.077826E+05
                   5.9400             7.510858E+01             1.077355E+05
                   6.1200             7.737301E+01             1.076870E+05
                   6.3000             7.963640E+01             1.076370E+05
                   6.4800             8.189873E+01             1.075856E+05
                   6.6600             8.415996E+01             1.075327E+05
                   6.8400             8.642007E+01             1.074785E+05
                   7.0200             8.867902E+01             1.074228E+05
                   7.2000             9.093679E+01             1.073656E+05
                   7.3800             9.319333E+01             1.073071E+05
                   7.5600             9.544864E+01             1.072471E+05
                   7.7400             9.770266E+01             1.071857E+05
                   7.9200             9.995538E+01             1.071228E+05
                   8.1000             1.022068E+02             1.070586E+05
                   8.2800             1.044568E+02             1.069929E+05
                   8.4600             1.067054E+02             1.069258E+05
                   8.6400             1.089526E+02             1.068573E+05
                   8.8200             1.111983E+02             1.067874E+05
                   9.0000             1.134426E+02             1.067161E+05
                   9.1800             1.156853E+02             1.066433E+05
                   9.3600             1.179265E+02             1.065692E+05
                   9.5400             1.201662E+02             1.064936E+05
                   9.7200             1.224042E+02             1.064166E+05
                   9.9000             1.246406E+02             1.063383E+05
                  10.0800             1.268753E+02             1.062585E+05
                  10.2600             1.291083E+02             1.061773E+05
                  10.4400             1.313397E+02             1.060947E+05
                  10.6200             1.335692E+02             1.060108E+05
                  10.8000             1.357970E+02             1.059254E+05
                  10.9800             1.380230E+02             1.058387E+05
                  11.1600             1.402471E+02             1.057505E+05
                  11.3400             1.424694E+02             1.056610E+05
                  11.5200             1.446897E+02             1.055701E+05
                  11.7000             1.469082E+02             1.054778E+05
                  11.8800             1.491247E+02             1.053841E+05
                  12.0600             1.513392E+02             1.052891E+05
                  12.2400             1.535517E+02             1.051926E+05
                  12.4200             1.557621E+02             1.050948E+05
                  12.6000             1.579705E+02             1.049957E+05
                  12.7800             1.601768E+02             1.048951E+05
                  12.9600             1.623810E+02             1.047932E+05
                  13.1400             1.645830E+02             1.046899E+05
                  13.3200             1.667828E+02             1.045853E+05
                  13.5000             1.689804E+02             1.044793E+05
                  13.6800             1.711757E+02             1.043720E+05
                  13.8600             1.733688E+02             1.042632E+05
                  14.0400             1.755596E+02             1.041532E+05
                  14.2200             1.777480E+02             1.040418E+05
                  14.4000             1.799341E+02             1.039290E+05
                  14.5800             1.821179E+02             1.038149E+05
                  14.7600             1.842992E+02             1.036995E+05
                  14.9400             1.864780E+02             1.035827E+05
                  15.1200             1.886544E+02             1.034646E+05
                  15.3000             1.908283E+02             1.033452E+05
                  15.4800             1.929997E+02             1.032244E+05
                  15.6600             1.951685E+02             1.031023E+05
                  15.8400             1.973348E+02             1.029789E+05
                  16.0200             1.994984E+02             1.028542E+05
                  16.2000             2.016594E+02             1.027281E+05
                  16.3800             2.038177E+02             1.026008E+05
                  16.5600             2.059733E+02             1.024721E+05
                  16.7400             2.081263E+02             1.023421E+05
                  16.9200             2.102764E+02             1.022108E+05
                  17.1000             2.124238E+02             1.020782E+05
                  17.2800             2.145684E+02             1.019444E+05
                  17.4600             2.167102E+02             1.018092E+05
                  17.6400             2.188491E+02             1.016727E+05
                  17.8200             2.209852E+02             1.015349E+05
                  18.0000             2.231183E+02             1.013959E+05
                  18.1800             2.252485E+02             1.012555E+05
                  18.3600             2.273757E+02             1.011139E+05
