                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.148856E-06             2.256365E-07             1.148830E-06             1.901784E-15             8.665556E-09             5.159696E-08             9.834559E-07             2.653401E-11             4.656905E-20             9.232199E-07            -1.061829E-07            -2.326214E-07             5.844157E-07
                   0.1800             1.149088E-06             2.257562E-07             1.148466E-06             5.951884E-10             8.647309E-09             5.150313E-08             9.834559E-07             2.661115E-11             1.230020E-14             9.233321E-07            -1.061970E-07            -2.327194E-07             5.844157E-07
                   0.3600             1.149381E-06             2.259297E-07             1.148167E-06             1.186715E-09             8.630313E-09             5.140139E-08             9.834559E-07             2.669840E-11             2.447493E-14             9.234509E-07            -1.062350E-07            -2.328002E-07             5.844157E-07
                   0.5400             1.149660E-06             2.260958E-07             1.147858E-06             1.775288E-09             8.614079E-09             5.130414E-08             9.834559E-07             2.678135E-11             3.656008E-14             9.235645E-07            -1.062714E-07            -2.328774E-07             5.844157E-07
                   0.7200             1.149927E-06             2.262544E-07             1.147539E-06             2.361199E-09             8.598600E-09             5.121135E-08             9.834559E-07             2.686003E-11             4.856680E-14             9.236728E-07            -1.063062E-07            -2.329510E-07             5.844157E-07
                   0.9000             1.150181E-06             2.264054E-07             1.147210E-06             2.944626E-09             8.583867E-09             5.112301E-08             9.834559E-07             2.693444E-11             6.049985E-14             9.237760E-07            -1.063393E-07            -2.330210E-07             5.844157E-07
                   1.0800             1.150423E-06             2.265490E-07             1.146870E-06             3.525735E-09             8.569874E-09             5.103910E-08             9.834559E-07             2.700460E-11             7.236309E-14             9.238740E-07            -1.063709E-07            -2.330874E-07             5.844157E-07
                   1.2600             1.150652E-06             2.266851E-07             1.146520E-06             4.104693E-09             8.556615E-09             5.095957E-08             9.834559E-07             2.707053E-11             8.416058E-14             9.239669E-07            -1.064008E-07            -2.331504E-07             5.844157E-07
                   1.4400             1.150868E-06             2.268137E-07             1.146159E-06             4.681673E-09             8.544083E-09             5.088442E-08             9.834559E-07             2.713226E-11             9.589682E-14             9.240546E-07            -1.064290E-07            -2.332099E-07             5.844157E-07
                   1.6200             1.151072E-06             2.269349E-07             1.145788E-06             5.256851E-09             8.532273E-09             5.081359E-08             9.834559E-07             2.718981E-11             1.075765E-13             9.241373E-07            -1.064556E-07            -2.332660E-07             5.844157E-07
                   1.8000             1.151264E-06             2.270486E-07             1.145406E-06             5.830407E-09             8.521178E-09             5.074707E-08             9.834559E-07             2.724320E-11             1.192046E-13             9.242150E-07            -1.064806E-07            -2.333187E-07             5.844157E-07
                   1.9800             1.151443E-06             2.271550E-07             1.145013E-06             6.402519E-09             8.510792E-09             5.068484E-08             9.834559E-07             2.729243E-11             1.307860E-13             9.242877E-07            -1.065039E-07            -2.333680E-07             5.844157E-07
                   2.1600             1.151609E-06             2.272538E-07             1.144608E-06             6.973367E-09             8.501111E-09             5.062689E-08             9.834559E-07             2.733753E-11             1.423257E-13             9.243554E-07            -1.065256E-07            -2.334141E-07             5.844157E-07
                   2.3400             1.151763E-06             2.273452E-07             1.144193E-06             7.543130E-09             8.492127E-09             5.057321E-08             9.834559E-07             2.737847E-11             1.538285E-13             9.244181E-07            -1.065455E-07            -2.334569E-07             5.844157E-07
                   2.5200             1.151905E-06             2.274289E-07             1.143765E-06             8.111987E-09             8.483836E-09             5.052380E-08             9.834559E-07             2.741525E-11             1.652995E-13             9.244758E-07            -1.065637E-07            -2.334965E-07             5.844157E-07
                   2.7000             1.152034E-06             2.275049E-07             1.143326E-06             8.680118E-09             8.476231E-09             5.047865E-08             9.834559E-07             2.744786E-11             1.767434E-13             9.245286E-07            -1.065800E-07            -2.335330E-07             5.844157E-07
                   2.8800             1.152150E-06             2.275732E-07             1.142874E-06             9.247701E-09             8.469308E-09             5.043775E-08             9.834559E-07             2.747633E-11             1.881654E-13             9.245765E-07            -1.065945E-07            -2.335663E-07             5.844157E-07
                   3.0600             1.152253E-06             2.276340E-07             1.142411E-06             9.814917E-09             8.463062E-09             5.040105E-08             9.834559E-07             2.750068E-11             1.995708E-13             9.246195E-07            -1.066073E-07            -2.335965E-07             5.844157E-07
                   3.2400             1.152345E-06             2.276874E-07             1.141935E-06             1.038195E-08             8.457489E-09             5.036848E-08             9.834559E-07             2.752099E-11             2.109653E-13             9.246576E-07            -1.066183E-07            -2.336236E-07             5.844157E-07
                   3.4200             1.152425E-06             2.277338E-07             1.141448E-06             1.094898E-08             8.452584E-09             5.033996E-08             9.834559E-07             2.753735E-11             2.223550E-13             9.246911E-07            -1.066278E-07            -2.336476E-07             5.844157E-07
                   3.6000             1.152493E-06             2.277735E-07             1.140949E-06             1.151619E-08             8.448344E-09             5.031539E-08             9.834559E-07             2.754984E-11             2.337461E-13             9.247199E-07            -1.066358E-07            -2.336684E-07             5.844157E-07
                   3.7800             1.152551E-06             2.278068E-07             1.140440E-06             1.208376E-08             8.444763E-09             5.029468E-08             9.834559E-07             2.755857E-11             2.451451E-13             9.247442E-07            -1.066426E-07            -2.336860E-07             5.844157E-07
                   3.9600             1.152598E-06             2.278342E-07             1.139919E-06             1.265188E-08             8.441835E-09             5.027773E-08             9.834559E-07             2.756364E-11             2.565584E-13             9.247641E-07            -1.066481E-07            -2.337004E-07             5.844157E-07
