                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -1.614737E+01            -3.416122E+00
                   0.1800            -3.394677E-04            -1.614728E+01             1.047041E+01
                   0.3600            -6.789309E-04            -1.614695E+01             2.068353E+01
                   0.5400            -1.018385E-03            -1.614642E+01             3.089786E+01
                   0.7200            -1.357826E-03            -1.614567E+01             4.111266E+01
                   0.9000            -1.697248E-03            -1.614470E+01             5.132553E+01
                   1.0800            -2.036648E-03            -1.614352E+01             6.153618E+01
                   1.2600            -2.376021E-03            -1.614212E+01             7.174639E+01
                   1.4400            -2.715363E-03            -1.614051E+01             8.195458E+01
                   1.6200            -3.054668E-03            -1.613869E+01             9.216079E+01
                   1.8000            -3.393932E-03            -1.613665E+01             1.023643E+02
                   1.9800            -3.733152E-03            -1.613439E+01             1.125659E+02
                   2.1600            -4.072322E-03            -1.613193E+01             1.227645E+02
                   2.3400            -4.411437E-03            -1.612924E+01             1.329604E+02
                   2.5200            -4.750494E-03            -1.612635E+01             1.431530E+02
                   2.7000            -5.089488E-03            -1.612324E+01             1.533421E+02
                   2.8800            -5.428414E-03            -1.611991E+01             1.635277E+02
                   3.0600            -5.767269E-03            -1.611637E+01             1.737092E+02
                   3.2400            -6.106046E-03            -1.611262E+01             1.838865E+02
                   3.4200            -6.444742E-03            -1.610865E+01             1.940595E+02
                   3.6000            -6.783353E-03            -1.610447E+01             2.042278E+02
                   3.7800            -7.121873E-03            -1.610007E+01             2.143911E+02
                   3.9600            -7.460299E-03            -1.609546E+01             2.245494E+02
                   4.1400            -7.798626E-03            -1.609064E+01             2.347022E+02
                   4.3200            -8.136849E-03            -1.608561E+01             2.448495E+02
                   4.5000            -8.474964E-03            -1.608036E+01             2.549908E+02
                   4.6800            -8.812966E-03            -1.607490E+01             2.651260E+02
                   4.8600            -9.150851E-03            -1.606922E+01             2.752549E+02
                   5.0400            -9.488615E-03            -1.606333E+01             2.853772E+02
                   5.2200            -9.826253E-03            -1.605723E+01             2.954926E+02
                   5.4000            -1.016376E-02            -1.605092E+01             3.056010E+02
                   5.5800            -1.050113E-02            -1.604439E+01             3.157020E+02
                   5.7600            -1.083836E-02            -1.603766E+01             3.257956E+02
                   5.9400            -1.117545E-02            -1.603071E+01             3.358812E+02
                   6.1200            -1.151239E-02            -1.602354E+01             3.459589E+02
                   6.3000            -1.184918E-02            -1.601617E+01             3.560283E+02
                   6.4800            -1.218581E-02            -1.600859E+01             3.660892E+02
                   6.6600            -1.252228E-02            -1.600079E+01             3.761414E+02
                   6.8400            -1.285858E-02            -1.599278E+01             3.861845E+02
                   7.0200            -1.319472E-02            -1.598456E+01             3.962184E+02
                   7.2000            -1.353067E-02            -1.597613E+01             4.062429E+02
                   7.3800            -1.386645E-02            -1.596749E+01             4.162577E+02
                   7.5600            -1.420205E-02            -1.595864E+01             4.262625E+02
                   7.7400            -1.453745E-02            -1.594958E+01             4.362572E+02
                   7.9200            -1.487266E-02            -1.594031E+01             4.462415E+02
                   8.1000            -1.520768E-02            -1.593083E+01             4.562152E+02
                   8.2800            -1.554249E-02            -1.592114E+01             4.661780E+02
                   8.4600            -1.587710E-02            -1.591124E+01             4.761297E+02
                   8.6400            -1.621150E-02            -1.590113E+01             4.860701E+02
                   8.8200            -1.654568E-02            -1.589081E+01             4.959989E+02
                   9.0000            -1.687965E-02            -1.588028E+01             5.059160E+02
                   9.1800            -1.721339E-02            -1.586955E+01             5.158210E+02
                   9.3600            -1.754690E-02            -1.585860E+01             5.257138E+02
                   9.5400            -1.788018E-02            -1.584745E+01             5.355941E+02
                   9.7200            -1.821323E-02            -1.583610E+01             5.454617E+02
                   9.9000            -1.854603E-02            -1.582453E+01             5.553164E+02
                  10.0800            -1.887859E-02            -1.581276E+01             5.651579E+02
                  10.2600            -1.921089E-02            -1.580078E+01             5.749861E+02
                  10.4400            -1.954295E-02            -1.578859E+01             5.848006E+02
                  10.6200            -1.987474E-02            -1.577620E+01             5.946014E+02
                  10.8000            -2.020628E-02            -1.576360E+01             6.043880E+02
                  10.9800            -2.053754E-02            -1.575080E+01             6.141604E+02
                  11.1600            -2.086854E-02            -1.573779E+01             6.239183E+02
                  11.3400            -2.119926E-02            -1.572457E+01             6.336614E+02
                  11.5200            -2.152970E-02            -1.571116E+01             6.433897E+02
                  11.7000            -2.185985E-02            -1.569753E+01             6.531027E+02
                  11.8800            -2.218972E-02            -1.568371E+01             6.628004E+02
                  12.0600            -2.251929E-02            -1.566967E+01             6.724825E+02
                  12.2400            -2.284857E-02            -1.565544E+01             6.821487E+02
                  12.4200            -2.317754E-02            -1.564100E+01             6.917990E+02
                  12.6000            -2.350621E-02            -1.562636E+01             7.014330E+02
                  12.7800            -2.383457E-02            -1.561152E+01             7.110505E+02
                  12.9600            -2.416262E-02            -1.559648E+01             7.206514E+02
                  13.1400            -2.449034E-02            -1.558123E+01             7.302353E+02
                  13.3200            -2.481775E-02            -1.556578E+01             7.398022E+02
                  13.5000            -2.514482E-02            -1.555013E+01             7.493517E+02
                  13.6800            -2.547157E-02            -1.553429E+01             7.588838E+02
                  13.8600            -2.579798E-02            -1.551824E+01             7.683981E+02
                  14.0400            -2.612405E-02            -1.550199E+01             7.778944E+02
                  14.2200            -2.644978E-02            -1.548554E+01             7.873726E+02
                  14.4000            -2.677516E-02            -1.546889E+01             7.968325E+02
                  14.5800            -2.710019E-02            -1.545205E+01             8.062738E+02
                  14.7600            -2.742486E-02            -1.543500E+01             8.156963E+02
                  14.9400            -2.774917E-02            -1.541776E+01             8.250998E+02
                  15.1200            -2.807312E-02            -1.540032E+01             8.344842E+02
                  15.3000            -2.839669E-02            -1.538268E+01             8.438492E+02
                  15.4800            -2.871990E-02            -1.536485E+01             8.531946E+02
                  15.6600            -2.904273E-02            -1.534682E+01             8.625203E+02
                  15.8400            -2.936517E-02            -1.532859E+01             8.718259E+02
                  16.0200            -2.968723E-02            -1.531017E+01             8.811114E+02
                  16.2000            -3.000891E-02            -1.529155E+01             8.903765E+02
                  16.3800            -3.033019E-02            -1.527274E+01             8.996211E+02
                  16.5600            -3.065107E-02            -1.525374E+01             9.088449E+02
                  16.7400            -3.097155E-02            -1.523454E+01             9.180477E+02
                  16.9200            -3.129162E-02            -1.521515E+01             9.272294E+02
                  17.1000            -3.161129E-02            -1.519556E+01             9.363898E+02
                  17.2800            -3.193054E-02            -1.517579E+01             9.455286E+02
                  17.4600            -3.224937E-02            -1.515582E+01             9.546457E+02
                  17.6400            -3.256778E-02            -1.513566E+01             9.637409E+02
                  17.8200            -3.288577E-02            -1.511530E+01             9.728140E+02
                  18.0000            -3.320332E-02            -1.509476E+01             9.818648E+02
                  18.1800            -3.352044E-02            -1.507403E+01             9.908932E+02
                  18.3600            -3.383713E-02            -1.505311E+01             9.998989E+02
                  18.5400            -3.415337E-02            -1.503200E+01             1.008882E+03
                  18.7200            -3.446916E-02            -1.501070E+01             1.017842E+03
                  18.9000            -3.478451E-02            -1.498921E+01             1.026778E+03
                  19.0800            -3.509940E-02            -1.496754E+01             1.035691E+03
                  19.2600            -3.541384E-02            -1.494567E+01             1.044581E+03
                  19.4400            -3.572781E-02            -1.492362E+01             1.053447E+03
                  19.6200            -3.604132E-02            -1.490139E+01             1.062289E+03
                  19.8000            -3.635436E-02            -1.487897E+01             1.071107E+03
                  19.9800            -3.666692E-02            -1.485636E+01             1.079901E+03
                  20.1600            -3.697901E-02            -1.483357E+01             1.088670E+03
                  20.3400            -3.729062E-02            -1.481060E+01             1.097415E+03
                  20.5200            -3.760174E-02            -1.478744E+01             1.106135E+03
                  20.7000            -3.791237E-02            -1.476410E+01             1.114830E+03
                  20.8800            -3.822251E-02            -1.474057E+01             1.123500E+03
                  21.0600            -3.853216E-02            -1.471687E+01             1.132144E+03
                  21.2400            -3.884130E-02            -1.469298E+01             1.140764E+03
                  21.4200            -3.914994E-02            -1.466891E+01             1.149357E+03
                  21.6000            -3.945807E-02            -1.464466E+01             1.157925E+03
                  21.7800            -3.976569E-02            -1.462024E+01             1.166467E+03
                  21.9600            -4.007280E-02            -1.459563E+01             1.174983E+03
                  22.1400            -4.037938E-02            -1.457084E+01             1.183472E+03
                  22.3200            -4.068545E-02            -1.454588E+01             1.191935E+03
                  22.5000            -4.099098E-02            -1.452073E+01             1.200372E+03
                  22.6800            -4.129599E-02            -1.449541E+01             1.208782E+03
                  22.8600            -4.160046E-02            -1.446992E+01             1.217165E+03
                  23.0400            -4.190439E-02            -1.444425E+01             1.225521E+03
                  23.2200            -4.220778E-02            -1.441840E+01             1.233850E+03
                  23.4000            -4.251063E-02            -1.439238E+01             1.242151E+03
                  23.5800            -4.281293E-02            -1.436618E+01             1.250425E+03
                  23.7600            -4.311467E-02            -1.433981E+01             1.258672E+03
                  23.9400            -4.341586E-02            -1.431327E+01             1.266890E+03
                  24.1200            -4.371649E-02            -1.428655E+01             1.275081E+03
                  24.3000            -4.401656E-02            -1.425966E+01             1.283244E+03
                  24.4800            -4.431605E-02            -1.423260E+01             1.291378E+03
                  24.6600            -4.461498E-02            -1.420537E+01             1.299484E+03
                  24.8400            -4.491334E-02            -1.417797E+01             1.307562E+03
                  25.0200            -4.521111E-02            -1.415040E+01             1.315611E+03
                  25.2000            -4.550831E-02            -1.412267E+01             1.323631E+03
