                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -8.871418E-01            -4.908122E+01             3.960334E+00             5.497042E+00             1.536708E+00             2.012126E+01             2.017986E+01
                   0.1800            -2.717817E+00            -5.173458E+01             2.802207E+00             4.430660E+00             1.635699E+00             2.146772E+01             2.152995E+01
                   0.3600            -3.093983E+00            -5.172762E+01             2.474344E+00             4.392530E+00             1.932624E+00             2.152172E+01             2.160832E+01
                   0.5400            -3.465344E+00            -5.171655E+01             2.149535E+00             4.358799E+00             2.230828E+00             2.157502E+01             2.169005E+01
                   0.7200            -3.834051E+00            -5.170561E+01             1.826629E+00             4.327799E+00             2.529788E+00             2.162950E+01             2.177694E+01
                   0.9000            -4.200917E+00            -5.169647E+01             1.505216E+00             4.298848E+00             2.829226E+00             2.168585E+01             2.186962E+01
                   1.0800            -4.566290E+00            -5.168978E+01             1.185111E+00             4.271671E+00             3.129048E+00             2.174427E+01             2.196826E+01
                   1.2600            -4.930368E+00            -5.168578E+01             8.661783E-01             4.246155E+00             3.429271E+00             2.180480E+01             2.207282E+01
                   1.4400            -5.293164E+00            -5.168454E+01             5.484300E-01             4.222252E+00             3.729831E+00             2.186734E+01             2.218315E+01
                   1.6200            -5.654707E+00            -5.168606E+01             2.318463E-01             4.199938E+00             4.030721E+00             2.193179E+01             2.229910E+01
                   1.8000            -6.014989E+00            -5.169031E+01            -8.356155E-02             4.179200E+00             4.331915E+00             2.199802E+01             2.242049E+01
                   1.9800            -6.374043E+00            -5.169727E+01            -3.978252E-01             4.160033E+00             4.633436E+00             2.206591E+01             2.254713E+01
                   2.1600            -6.731840E+00            -5.170691E+01            -7.109176E-01             4.142428E+00             4.935248E+00             2.213533E+01             2.267884E+01
                   2.3400            -7.088394E+00            -5.171919E+01            -1.022852E+00             4.126383E+00             5.237359E+00             2.220615E+01             2.281541E+01
                   2.5200            -7.443693E+00            -5.173408E+01            -1.333618E+00             4.111891E+00             5.539755E+00             2.227824E+01             2.295667E+01
                   2.7000            -7.797731E+00            -5.175154E+01            -1.643212E+00             4.098949E+00             5.842427E+00             2.235146E+01             2.310242E+01
                   2.8800            -8.150512E+00            -5.177155E+01            -1.951636E+00             4.087555E+00             6.145378E+00             2.242568E+01             2.325246E+01
                   3.0600            -8.502022E+00            -5.179406E+01            -2.258880E+00             4.077703E+00             6.448593E+00             2.250078E+01             2.340661E+01
                   3.2400            -8.852263E+00            -5.181904E+01            -2.564947E+00             4.069391E+00             6.752074E+00             2.257662E+01             2.356469E+01
                   3.4200            -9.201232E+00            -5.184646E+01            -2.869834E+00             4.062614E+00             7.055819E+00             2.265307E+01             2.372649E+01
                   3.6000            -9.548923E+00            -5.187628E+01            -3.173537E+00             4.057369E+00             7.359822E+00             2.273000E+01             2.389184E+01
                   3.7800            -9.895332E+00            -5.190846E+01            -3.476054E+00             4.053647E+00             7.664078E+00             2.280728E+01             2.406055E+01
                   3.9600            -1.024046E+01            -5.194296E+01            -3.777390E+00             4.051441E+00             7.968589E+00             2.288477E+01             2.423244E+01
                   4.1400            -1.058432E+01            -5.197974E+01            -4.077542E+00             4.050738E+00             8.273345E+00             2.296234E+01             2.440732E+01
                   4.3200            -1.092690E+01            -5.201874E+01            -4.376526E+00             4.051516E+00             8.578344E+00             2.303988E+01             2.458503E+01
                   4.5000            -1.126824E+01            -5.205987E+01            -4.674358E+00             4.053738E+00             8.883572E+00             2.311725E+01             2.476540E+01
                   4.6800            -1.160839E+01            -5.210299E+01            -4.971091E+00             4.057324E+00             9.189006E+00             2.319434E+01             2.494826E+01
                   4.8600            -1.194749E+01            -5.214782E+01            -5.266861E+00             4.062071E+00             9.494583E+00             2.327110E+01             2.513347E+01
                   5.0400            -1.228597E+01            -5.219358E+01            -5.562049E+00             4.067431E+00             9.800123E+00             2.334755E+01             2.532095E+01
                   5.2200            -1.262424E+01            -5.223951E+01            -5.857042E+00             4.072843E+00             1.010544E+01             2.342381E+01             2.551068E+01
                   5.4000            -1.296238E+01            -5.228544E+01            -6.151910E+00             4.078202E+00             1.041049E+01             2.349988E+01             2.570258E+01
                   5.5800            -1.330037E+01            -5.233134E+01            -6.446644E+00             4.083510E+00             1.071527E+01             2.357574E+01             2.589657E+01
                   5.7600            -1.363819E+01            -5.237720E+01            -6.741236E+00             4.088774E+00             1.101978E+01             2.365137E+01             2.609258E+01
                   5.9400            -1.397583E+01            -5.242297E+01            -7.035674E+00             4.094001E+00             1.132401E+01             2.372674E+01             2.629052E+01
                   6.1200            -1.431327E+01            -5.246866E+01            -7.329950E+00             4.099196E+00             1.162796E+01             2.380184E+01             2.649032E+01
                   6.3000            -1.465049E+01            -5.251423E+01            -7.624054E+00             4.104367E+00             1.193163E+01             2.387664E+01             2.669190E+01
                   6.4800            -1.498747E+01            -5.255967E+01            -7.917973E+00             4.109519E+00             1.223502E+01             2.395111E+01             2.689519E+01
                   6.6600            -1.532419E+01            -5.260495E+01            -8.211701E+00             4.114661E+00             1.253811E+01             2.402522E+01             2.710010E+01
                   6.8400            -1.566064E+01            -5.265005E+01            -8.505225E+00             4.119798E+00             1.284092E+01             2.409894E+01             2.730655E+01
                   7.0200            -1.599680E+01            -5.269494E+01            -8.798536E+00             4.124938E+00             1.314343E+01             2.417224E+01             2.751449E+01
                   7.2000            -1.633265E+01            -5.273962E+01            -9.091623E+00             4.130087E+00             1.344565E+01             2.424509E+01             2.772382E+01
                   7.3800            -1.666817E+01            -5.278405E+01            -9.384477E+00             4.135253E+00             1.374757E+01             2.431746E+01             2.793447E+01
                   7.5600            -1.700334E+01            -5.282821E+01            -9.677088E+00             4.140441E+00             1.404919E+01             2.438932E+01             2.814638E+01
                   7.7400            -1.733815E+01            -5.287209E+01            -9.969444E+00             4.145660E+00             1.435052E+01             2.446062E+01             2.835947E+01
                   7.9200            -1.767257E+01            -5.291566E+01            -1.026154E+01             4.150915E+00             1.465154E+01             2.453134E+01             2.857366E+01
                   8.1000            -1.800659E+01            -5.295890E+01            -1.055336E+01             4.156214E+00             1.495225E+01             2.460143E+01             2.878889E+01
                   8.2800            -1.834019E+01            -5.300179E+01            -1.084489E+01             4.161563E+00             1.525267E+01             2.467086E+01             2.900509E+01
                   8.4600            -1.867335E+01            -5.304430E+01            -1.113613E+01             4.166969E+00             1.555278E+01             2.473959E+01             2.922219E+01
                   8.6400            -1.900606E+01            -5.308643E+01            -1.142707E+01             4.172439E+00             1.585258E+01             2.480758E+01             2.944011E+01
                   8.8200            -1.933829E+01            -5.312814E+01            -1.171769E+01             4.177979E+00             1.615207E+01             2.487479E+01             2.965881E+01
                   9.0000            -1.967002E+01            -5.316942E+01            -1.200799E+01             4.183596E+00             1.645126E+01             2.494119E+01             2.987820E+01
                   9.1800            -2.000125E+01            -5.321026E+01            -1.229795E+01             4.189296E+00             1.675015E+01             2.500672E+01             3.009823E+01
                   9.3600            -2.033195E+01            -5.325062E+01            -1.258758E+01             4.195086E+00             1.704873E+01             2.507135E+01             3.031883E+01
                   9.5400            -2.066211E+01            -5.329050E+01            -1.287685E+01             4.200970E+00             1.734700E+01             2.513503E+01             3.053995E+01
                   9.7200            -2.099170E+01            -5.332987E+01            -1.316576E+01             4.206955E+00             1.764496E+01             2.519774E+01             3.076151E+01
                   9.9000            -2.132072E+01            -5.336872E+01            -1.345429E+01             4.213048E+00             1.794263E+01             2.525941E+01             3.098347E+01
                  10.0800            -2.164914E+01            -5.340703E+01            -1.374245E+01             4.219252E+00             1.823998E+01             2.532001E+01             3.120577E+01
                  10.2600            -2.197696E+01            -5.344480E+01            -1.403022E+01             4.225573E+00             1.853704E+01             2.537951E+01             3.142835E+01
                  10.4400            -2.230415E+01            -5.348199E+01            -1.431759E+01             4.232016E+00             1.883379E+01             2.543785E+01             3.165116E+01
                  10.6200            -2.263069E+01            -5.351860E+01            -1.460456E+01             4.238586E+00             1.913024E+01             2.549499E+01             3.187414E+01
                  10.8000            -2.295659E+01            -5.355462E+01            -1.489111E+01             4.245286E+00             1.942639E+01             2.555091E+01             3.209725E+01
                  10.9800            -2.328181E+01            -5.359003E+01            -1.517725E+01             4.252121E+00             1.972225E+01             2.560555E+01             3.232044E+01
                  11.1600            -2.360635E+01            -5.362483E+01            -1.546295E+01             4.259095E+00             2.001781E+01             2.565887E+01             3.254367E+01
                  11.3400            -2.393020E+01            -5.365900E+01            -1.574822E+01             4.266209E+00             2.031307E+01             2.571085E+01             3.276688E+01
                  11.5200            -2.425334E+01            -5.369254E+01            -1.603304E+01             4.273469E+00             2.060804E+01             2.576144E+01             3.299004E+01
                  11.7000            -2.457576E+01            -5.372543E+01            -1.631741E+01             4.280874E+00             2.090271E+01             2.581060E+01             3.321311E+01
                  11.8800            -2.489745E+01            -5.375767E+01            -1.660132E+01             4.288429E+00             2.119710E+01             2.585831E+01             3.343605E+01
                  12.0600            -2.521840E+01            -5.378926E+01            -1.688478E+01             4.296133E+00             2.149120E+01             2.590452E+01             3.365882E+01
                  12.2400            -2.553859E+01            -5.382019E+01            -1.716776E+01             4.303989E+00             2.178501E+01             2.594922E+01             3.388139E+01
                  12.4200            -2.585803E+01            -5.385046E+01            -1.745027E+01             4.311996E+00             2.207854E+01             2.599236E+01             3.410373E+01
                  12.6000            -2.617670E+01            -5.388007E+01            -1.773230E+01             4.320156E+00             2.237178E+01             2.603392E+01             3.432581E+01
                  12.7800            -2.649459E+01            -5.390902E+01            -1.801384E+01             4.328466E+00             2.266474E+01             2.607387E+01             3.454760E+01
                  12.9600            -2.681171E+01            -5.393730E+01            -1.829490E+01             4.336928E+00             2.295741E+01             2.611219E+01             3.476909E+01
                  13.1400            -2.712803E+01            -5.396492E+01            -1.857547E+01             4.345538E+00             2.324981E+01             2.614887E+01             3.499024E+01
                  13.3200            -2.744355E+01            -5.399190E+01            -1.885553E+01             4.354296E+00             2.354193E+01             2.618387E+01             3.521104E+01
                  13.5000            -2.775828E+01            -5.401822E+01            -1.913510E+01             4.363199E+00             2.383377E+01             2.621718E+01             3.543147E+01
                  13.6800            -2.807221E+01            -5.404390E+01            -1.941417E+01             4.372243E+00             2.412533E+01             2.624879E+01             3.565152E+01
                  13.8600            -2.838533E+01            -5.406894E+01            -1.969273E+01             4.381426E+00             2.441661E+01             2.627869E+01             3.587117E+01
                  14.0400            -2.869765E+01            -5.409336E+01            -1.997079E+01             4.390743E+00             2.470762E+01             2.630686E+01             3.609041E+01
                  14.2200            -2.900915E+01            -5.411716E+01            -2.024833E+01             4.400190E+00             2.499835E+01             2.633331E+01             3.630923E+01
                  14.4000            -2.931984E+01            -5.414036E+01            -2.052537E+01             4.409762E+00             2.528880E+01             2.635801E+01             3.652764E+01
                  14.5800            -2.962973E+01            -5.416296E+01            -2.080189E+01             4.419453E+00             2.557898E+01             2.638099E+01             3.674562E+01
                  14.7600            -2.993881E+01            -5.418499E+01            -2.107791E+01             4.429258E+00             2.586887E+01             2.640222E+01             3.696317E+01
                  14.9400            -3.024708E+01            -5.420646E+01            -2.135341E+01             4.439170E+00             2.615848E+01             2.642173E+01             3.718029E+01
                  15.1200            -3.055454E+01            -5.422738E+01            -2.162840E+01             4.449181E+00             2.644782E+01             2.643951E+01             3.739699E+01
                  15.3000            -3.086120E+01            -5.424778E+01            -2.190288E+01             4.459285E+00             2.673686E+01             2.645558E+01             3.761327E+01
                  15.4800            -3.116707E+01            -5.426767E+01            -2.217685E+01             4.469475E+00             2.702563E+01             2.646995E+01             3.782913E+01
                  15.6600            -3.147214E+01            -5.428706E+01            -2.245031E+01             4.479740E+00             2.731410E+01             2.648263E+01             3.804458E+01
                  15.8400            -3.177642E+01            -5.430599E+01            -2.272326E+01             4.490074E+00             2.760228E+01             2.649364E+01             3.825963E+01
                  16.0200            -3.207991E+01            -5.432446E+01            -2.299570E+01             4.500468E+00             2.789017E+01             2.650301E+01             3.847429E+01
                  16.2000            -3.238263E+01            -5.434251E+01            -2.326764E+01             4.510911E+00             2.817776E+01             2.651074E+01             3.868857E+01
                  16.3800            -3.268458E+01            -5.436016E+01            -2.353908E+01             4.521394E+00             2.846504E+01             2.651688E+01             3.890249E+01
                  16.5600            -3.298576E+01            -5.437742E+01            -2.381002E+01             4.531909E+00             2.875202E+01             2.652144E+01             3.911605E+01
                  16.7400            -3.328618E+01            -5.439432E+01            -2.408045E+01             4.542443E+00             2.903869E+01             2.652445E+01             3.932928E+01
                  16.9200            -3.358586E+01            -5.441089E+01            -2.435040E+01             4.552988E+00             2.932504E+01             2.652596E+01             3.954219E+01
                  17.1000            -3.388479E+01            -5.442715E+01            -2.461985E+01             4.563533E+00             2.961107E+01             2.652599E+01             3.975479E+01
                  17.2800            -3.418298E+01            -5.444313E+01            -2.488881E+01             4.574067E+00             2.989677E+01             2.652457E+01             3.996711E+01
                  17.4600            -3.448045E+01            -5.445884E+01            -2.515728E+01             4.584579E+00             3.018213E+01             2.652175E+01             4.017915E+01
                  17.6400            -3.477721E+01            -5.447432E+01            -2.542527E+01             4.595058E+00             3.046716E+01             2.651756E+01             4.039095E+01
                  17.8200            -3.507325E+01            -5.448958E+01            -2.569278E+01             4.605493E+00             3.075183E+01             2.651205E+01             4.060252E+01
                  18.0000            -3.536860E+01            -5.450466E+01            -2.595981E+01             4.615874E+00             3.103615E+01             2.650526E+01             4.081387E+01
                  18.1800            -3.566325E+01            -5.451958E+01            -2.622638E+01             4.626188E+00             3.132011E+01             2.649723E+01             4.102502E+01
                  18.3600            -3.595723E+01            -5.453437E+01            -2.649247E+01             4.636426E+00             3.160370E+01             2.648800E+01             4.123600E+01
                  18.5400            -3.625053E+01            -5.454904E+01            -2.675809E+01             4.646576E+00             3.188691E+01             2.647763E+01             4.144683E+01
                  18.7200            -3.654317E+01            -5.456363E+01            -2.702325E+01             4.656627E+00             3.216973E+01             2.646615E+01             4.165752E+01
                  18.9000            -3.683515E+01            -5.457816E+01            -2.728795E+01             4.666567E+00             3.245216E+01             2.645362E+01             4.186808E+01
                  19.0800            -3.712649E+01            -5.459264E+01            -2.755220E+01             4.676387E+00             3.273418E+01             2.644008E+01             4.207855E+01
                  19.2600            -3.741719E+01            -5.460712E+01            -2.781599E+01             4.686076E+00             3.301579E+01             2.642558E+01             4.228893E+01
                  19.4400            -3.770726E+01            -5.462160E+01            -2.807933E+01             4.695622E+00             3.329697E+01             2.641017E+01             4.249924E+01
                  19.6200            -3.799672E+01            -5.463611E+01            -2.834223E+01             4.705017E+00             3.357772E+01             2.639390E+01             4.270950E+01
                  19.8000            -3.828556E+01            -5.465067E+01            -2.860468E+01             4.714248E+00             3.385803E+01             2.637682E+01             4.291973E+01
                  19.9800            -3.857379E+01            -5.466530E+01            -2.886669E+01             4.723307E+00             3.413789E+01             2.635897E+01             4.312993E+01
                  20.1600            -3.886144E+01            -5.468003E+01            -2.912826E+01             4.732184E+00             3.441729E+01             2.634041E+01             4.334013E+01
                  20.3400            -3.914849E+01            -5.469487E+01            -2.938940E+01             4.740870E+00             3.469621E+01             2.632118E+01             4.355033E+01
                  20.5200            -3.943495E+01            -5.470984E+01            -2.965010E+01             4.749354E+00             3.497465E+01             2.630133E+01             4.376055E+01
                  20.7000            -3.972085E+01            -5.472496E+01            -2.991038E+01             4.757629E+00             3.525260E+01             2.628090E+01             4.397080E+01
                  20.8800            -4.000617E+01            -5.474025E+01            -3.017022E+01             4.765684E+00             3.553005E+01             2.625995E+01             4.418110E+01
                  21.0600            -4.029092E+01            -5.475572E+01            -3.042964E+01             4.773513E+00             3.580698E+01             2.623852E+01             4.439144E+01
                  21.2400            -4.057512E+01            -5.477140E+01            -3.068863E+01             4.781107E+00             3.608339E+01             2.621665E+01             4.460184E+01
                  21.4200            -4.085877E+01            -5.478728E+01            -3.094719E+01             4.788458E+00             3.635926E+01             2.619440E+01             4.481230E+01
                  21.6000            -4.114186E+01            -5.480340E+01            -3.120534E+01             4.795559E+00             3.663459E+01             2.617179E+01             4.502284E+01
                  21.7800            -4.142441E+01            -5.481976E+01            -3.146306E+01             4.802402E+00             3.690937E+01             2.614887E+01             4.523345E+01
                  21.9600            -4.170642E+01            -5.483638E+01            -3.172036E+01             4.808981E+00             3.718358E+01             2.612570E+01             4.544415E+01
                  22.1400            -4.198789E+01            -5.485327E+01            -3.197724E+01             4.815289E+00             3.745722E+01             2.610229E+01             4.565493E+01
                  22.3200            -4.226883E+01            -5.487043E+01            -3.223371E+01             4.821319E+00             3.773027E+01             2.607870E+01             4.586580E+01
                  22.5000            -4.254923E+01            -5.488788E+01            -3.248975E+01             4.827067E+00             3.800273E+01             2.605496E+01             4.607676E+01
                  22.6800            -4.282911E+01            -5.490563E+01            -3.274538E+01             4.832527E+00             3.827458E+01             2.603110E+01             4.628781E+01
                  22.8600            -4.310845E+01            -5.492368E+01            -3.300058E+01             4.837692E+00             3.854581E+01             2.600717E+01             4.649895E+01
                  23.0400            -4.338726E+01            -5.494205E+01            -3.325537E+01             4.842559E+00             3.881642E+01             2.598319E+01             4.671018E+01
                  23.2200            -4.366555E+01            -5.496074E+01            -3.350974E+01             4.847123E+00             3.908640E+01             2.595919E+01             4.692149E+01
                  23.4000            -4.394331E+01            -5.497976E+01            -3.376368E+01             4.851379E+00             3.935573E+01             2.593522E+01             4.713288E+01
                  23.5800            -4.422055E+01            -5.499911E+01            -3.401721E+01             4.855324E+00             3.962440E+01             2.591129E+01             4.734436E+01
                  23.7600            -4.449725E+01            -5.501880E+01            -3.427031E+01             4.858954E+00             3.989242E+01             2.588743E+01             4.755590E+01
                  23.9400            -4.477343E+01            -5.503883E+01            -3.452299E+01             4.862264E+00             4.015976E+01             2.586368E+01             4.776752E+01
                  24.1200            -4.504908E+01            -5.505920E+01            -3.477525E+01             4.865253E+00             4.042642E+01             2.584005E+01             4.797920E+01
                  24.3000            -4.532420E+01            -5.507993E+01            -3.502708E+01             4.867918E+00             4.069239E+01             2.581658E+01             4.819093E+01
                  24.4800            -4.559879E+01            -5.510100E+01            -3.527848E+01             4.870255E+00             4.095766E+01             2.579327E+01             4.840272E+01
                  24.6600            -4.587284E+01            -5.512242E+01            -3.552945E+01             4.872262E+00             4.122222E+01             2.577017E+01             4.861454E+01
                  24.8400            -4.614636E+01            -5.514420E+01            -3.577999E+01             4.873938E+00             4.148607E+01             2.574727E+01             4.882639E+01
                  25.0200            -4.641933E+01            -5.516633E+01            -3.603010E+01             4.875281E+00             4.174920E+01             2.572461E+01             4.903826E+01
                  25.2000            -4.669176E+01            -5.518881E+01            -3.627977E+01             4.876289E+00             4.201159E+01             2.570221E+01             4.925015E+01
                  25.3800            -4.696365E+01            -5.521164E+01            -3.652899E+01             4.876960E+00             4.227325E+01             2.568007E+01             4.946204E+01
