                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             8.580122E-16             5.585143E+02             8.580122E-16             1.321198E+02             0.000000E+00             6.906341E+02             0.000000E+00             2.350672E-05             1.032840E+00             4.354446E-02             6.174289E-01             5.155696E-01             1.267821E+01             1.108497E+01             1.042829E+01             3.798917E+01
                   0.1800             5.316545E+01             5.369007E+02             7.061361E-01             1.271476E+02             5.245932E+01             6.640483E+02             0.000000E+00             2.049795E-03             1.043468E+00             4.354393E-02             6.515945E-01             3.735741E-01             1.267817E+01             1.141205E+01             1.038865E+01             3.798917E+01
                   0.3600             5.320464E+01             5.154763E+02             1.074686E+00             1.222047E+02             5.212995E+01             6.376810E+02             0.000000E+00             3.208613E-03             1.053697E+00             4.354220E-02             6.517593E-01             3.395139E-01             1.267801E+01             1.143100E+01             1.038981E+01             3.798917E+01
                   0.5400             5.314498E+01             4.940968E+02             1.240106E+00             1.172561E+02             5.190487E+01             6.113529E+02             0.000000E+00             4.261908E-03             1.063499E+00             4.353930E-02             6.518943E-01             3.057263E-01             1.267773E+01             1.145075E+01             1.039223E+01             3.798917E+01
                   0.7200             5.305469E+01             4.727617E+02             1.306459E+00             1.123024E+02             5.174823E+01             5.850642E+02             0.000000E+00             5.300329E-03             1.072870E+00             4.353525E-02             6.520532E-01             2.720742E-01             1.267735E+01             1.147172E+01             1.039582E+01             3.798917E+01
                   0.9000             5.296094E+01             4.514709E+02             1.331015E+00             1.073444E+02             5.162992E+01             5.588153E+02             0.000000E+00             6.329388E-03             1.081809E+00             4.353004E-02             6.522570E-01             2.385135E-01             1.267686E+01             1.149407E+01             1.040051E+01             3.798917E+01
                   1.0800             5.287410E+01             4.302241E+02             1.338928E+00             1.023827E+02             5.153517E+01             5.326068E+02             0.000000E+00             7.343812E-03             1.090310E+00             4.352367E-02             6.525137E-01             2.050288E-01             1.267625E+01             1.151784E+01             1.040615E+01             3.798917E+01
                   1.2600             5.279788E+01             4.090213E+02             1.340519E+00             9.741808E+01             5.145736E+01             5.064394E+02             0.000000E+00             8.340161E-03             1.098373E+00             4.351614E-02             6.528260E-01             1.716116E-01             1.267554E+01             1.154302E+01             1.041249E+01             3.798917E+01
                   1.4400             5.273331E+01             3.878627E+02             1.339918E+00             9.245127E+01             5.139340E+01             4.803140E+02             0.000000E+00             9.317528E-03             1.105993E+00             4.350746E-02             6.531942E-01             1.382723E-01             1.267472E+01             1.156958E+01             1.041919E+01             3.798917E+01
                   1.6200             5.268043E+01             3.667487E+02             1.338755E+00             8.748309E+01             5.134168E+01             4.542318E+02             0.000000E+00             1.027646E-02             1.113169E+00             4.349762E-02             6.536180E-01             1.050174E-01             1.267379E+01             1.159747E+01             1.042587E+01             3.798917E+01
                   1.8000             5.263884E+01             3.456798E+02             1.337660E+00             8.251444E+01             5.130118E+01             4.281943E+02             0.000000E+00             1.121813E-02             1.119899E+00             4.348663E-02             6.540965E-01             7.185743E-02             1.267275E+01             1.162666E+01             1.043209E+01             3.798917E+01
                   1.9800             5.260801E+01             3.246572E+02             1.336869E+00             7.754628E+01             5.127114E+01             4.022035E+02             0.000000E+00             1.214382E-02             1.126181E+00             4.347448E-02             6.546289E-01             3.879744E-02             1.267160E+01             1.165710E+01             1.043738E+01             3.798917E+01
                   2.1600             5.258733E+01             3.036823E+02             1.336459E+00             7.257968E+01             5.125087E+01             3.762619E+02             0.000000E+00             1.305478E-02             1.132013E+00             4.346118E-02             6.552142E-01             5.850006E-03             1.267034E+01             1.168874E+01             1.044133E+01             3.798917E+01
                   2.3400             5.257621E+01             2.827571E+02             1.336447E+00             6.761587E+01             5.123976E+01             3.503729E+02             0.000000E+00             1.395211E-02             1.137394E+00             4.344673E-02             6.558515E-01             2.697757E-02             1.266898E+01             1.172153E+01             1.044357E+01             3.798917E+01
                   2.5200             5.257403E+01             2.618845E+02             1.336821E+00             6.265623E+01             5.123721E+01             3.245407E+02             0.000000E+00             1.483679E-02             1.142323E+00             4.343112E-02             6.565397E-01             5.967483E-02             1.266750E+01             1.175544E+01             1.044388E+01             3.798917E+01
                   2.7000             5.258018E+01             2.410684E+02             1.337565E+00             5.770241E+01             5.124261E+01             2.987708E+02             0.000000E+00             1.570965E-02             1.146800E+00             4.341437E-02             6.572779E-01             9.223228E-02             1.266592E+01             1.179041E+01             1.044213E+01             3.798917E+01
                   2.8800             5.259405E+01             2.203140E+02             1.338654E+00             5.275638E+01             5.125540E+01             2.730704E+02             0.000000E+00             1.657143E-02             1.150824E+00             4.339646E-02             6.580650E-01             1.246414E-01             1.266422E+01             1.182639E+01             1.043837E+01             3.798917E+01
                   3.0600             5.261505E+01             1.996287E+02             1.340065E+00             4.782059E+01             5.127498E+01             2.474493E+02             0.000000E+00             1.742278E-02             1.154395E+00             4.337740E-02             6.589000E-01             1.568917E-01             1.266242E+01             1.186335E+01             1.043282E+01             3.798917E+01
                   3.2400             5.264257E+01             1.790224E+02             1.341773E+00             4.289816E+01             5.130080E+01             2.219206E+02             0.000000E+00             1.826427E-02             1.157514E+00             4.335720E-02             6.597819E-01             1.889746E-01             1.266051E+01             1.190123E+01             1.042586E+01             3.798917E+01
                   3.4200             5.267602E+01             1.585093E+02             1.343753E+00             3.799316E+01             5.133227E+01             1.965025E+02             0.000000E+00             1.909643E-02             1.160182E+00             4.333585E-02             6.607096E-01             2.208811E-01             1.265850E+01             1.193999E+01             1.041797E+01             3.798917E+01
                   3.6000             5.271481E+01             1.381099E+02             1.345981E+00             3.311121E+01             5.136882E+01             1.712211E+02             0.000000E+00             1.991974E-02             1.162399E+00             4.331336E-02             6.616821E-01             2.526017E-01             1.265637E+01             1.197958E+01             1.040976E+01             3.798917E+01
                   3.7800             5.275832E+01             1.178548E+02             1.348430E+00             2.826036E+01             5.140989E+01             1.461152E+02             0.000000E+00             2.073465E-02             1.164170E+00             4.328972E-02             6.626982E-01             2.841274E-01             1.265414E+01             1.201996E+01             1.040185E+01             3.798917E+01
                   3.9600             5.280598E+01             9.779239E+01             1.351077E+00             2.345287E+01             5.145490E+01             1.212453E+02             0.000000E+00             2.154158E-02             1.165496E+00             4.326494E-02             6.637568E-01             3.154504E-01             1.265180E+01             1.206108E+01             1.039489E+01             3.798917E+01
                   4.1400             5.285717E+01             7.800362E+01             1.353895E+00             1.870885E+01             5.150328E+01             9.671247E+01             0.000000E+00             2.234093E-02             1.166383E+00             4.323902E-02             6.648567E-01             3.465621E-01             1.264935E+01             1.210290E+01             1.038942E+01             3.798917E+01
                   4.3200             5.291131E+01             5.863799E+01             1.356860E+00             1.406482E+01             5.155445E+01             7.270280E+01             0.000000E+00             2.313309E-02             1.166838E+00             4.321196E-02             6.659966E-01             3.774564E-01             1.264679E+01             1.214539E+01             1.038590E+01             3.798917E+01
                   4.5000             5.296778E+01             4.001188E+01             1.359945E+00             9.597280E+00             5.160783E+01             4.960916E+01             0.000000E+00             2.391844E-02             1.166874E+00             4.318377E-02             6.671747E-01             4.081291E-01             1.264413E+01             1.218849E+01             1.038463E+01             3.798917E+01
                   4.6800             5.302598E+01             2.295255E+01             1.363125E+00             5.505249E+00             5.166285E+01             2.845780E+01             0.000000E+00             2.469735E-02             1.166514E+00             4.315443E-02             6.683892E-01             4.385824E-01             1.264136E+01             1.223216E+01             1.038572E+01             3.798917E+01
                   4.8600             5.308529E+01             1.024792E+01             1.366374E+00             2.457840E+00             5.171892E+01             1.270576E+01             0.000000E+00             2.547018E-02             1.165817E+00             4.312397E-02             6.696359E-01             4.688371E-01             1.263849E+01             1.227638E+01             1.038910E+01             3.798917E+01
                   5.0400             5.314512E+01             6.557040E+00             1.369664E+00             1.572496E+00             5.177545E+01             8.129536E+00             0.000000E+00             2.623730E-02             1.164936E+00             4.309237E-02             6.709065E-01             4.989662E-01             1.263550E+01             1.232112E+01             1.039451E+01             3.798917E+01
                   5.2200             5.320483E+01             6.426144E+00             1.372971E+00             1.540971E+00             5.183186E+01             7.967115E+00             0.000000E+00             2.699909E-02             1.164029E+00             4.305965E-02             6.721921E-01             5.290490E-01             1.263242E+01             1.236638E+01             1.040153E+01             3.798917E+01
                   5.4000             5.326382E+01             6.493979E+00             1.376265E+00             1.557102E+00             5.188755E+01             8.051081E+00             0.000000E+00             2.775591E-02             1.163127E+00             4.302580E-02             6.734908E-01             5.591003E-01             1.262922E+01             1.241214E+01             1.040962E+01             3.798917E+01
                   5.5800             5.332145E+01             6.569117E+00             1.379521E+00             1.574981E+00             5.194192E+01             8.144099E+00             0.000000E+00             2.850813E-02             1.162231E+00             4.299082E-02             6.748018E-01             5.891194E-01             1.262593E+01             1.245838E+01             1.041819E+01             3.798917E+01
                   5.7600             5.337709E+01             6.645766E+00             1.382711E+00             1.593220E+00             5.199438E+01             8.238986E+00             0.000000E+00             2.925613E-02             1.161341E+00             4.295472E-02             6.761247E-01             6.191054E-01             1.262252E+01             1.250507E+01             1.042660E+01             3.798917E+01
                   5.9400             5.343012E+01             6.723749E+00             1.385806E+00             1.611775E+00             5.204432E+01             8.335524E+00             0.000000E+00             3.000031E-02             1.160457E+00             4.291750E-02             6.774586E-01             6.490565E-01             1.261901E+01             1.255221E+01             1.043427E+01             3.798917E+01
                   6.1200             5.347991E+01             6.803057E+00             1.388780E+00             1.630645E+00             5.209113E+01             8.433701E+00             0.000000E+00             3.074106E-02             1.159579E+00             4.287916E-02             6.788032E-01             6.789717E-01             1.261540E+01             1.259977E+01             1.044068E+01             3.798917E+01
                   6.3000             5.352581E+01             6.883689E+00             1.391603E+00             1.649829E+00             5.213421E+01             8.533517E+00             0.000000E+00             3.147877E-02             1.158707E+00             4.283970E-02             6.801578E-01             7.088494E-01             1.261168E+01             1.264773E+01             1.044541E+01             3.798917E+01
                   6.4800             5.356719E+01             6.965644E+00             1.394247E+00             1.669326E+00             5.217294E+01             8.634970E+00             0.000000E+00             3.221387E-02             1.157841E+00             4.279913E-02             6.815217E-01             7.386878E-01             1.260786E+01             1.269608E+01             1.044821E+01             3.798917E+01
