                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                  16.5600            -3.065107E-02            -1.966845E+01             1.511045E+03
                  16.7400            -3.097155E-02            -1.964370E+01             1.526346E+03
                  16.9200            -3.129162E-02            -1.961869E+01             1.541611E+03
                  17.1000            -3.161129E-02            -1.959344E+01             1.556841E+03
                  17.2800            -3.193054E-02            -1.956794E+01             1.572036E+03
                  17.4600            -3.224937E-02            -1.954219E+01             1.587194E+03
                  17.6400            -3.256778E-02            -1.951619E+01             1.602315E+03
                  17.8200            -3.288577E-02            -1.948995E+01             1.617400E+03
                  18.0000            -3.320332E-02            -1.946346E+01             1.632448E+03
                  18.1800            -3.352044E-02            -1.943673E+01             1.647459E+03
                  18.3600            -3.383713E-02            -1.940976E+01             1.662432E+03
                  18.5400            -3.415337E-02            -1.938253E+01             1.677366E+03
                  18.7200            -3.446916E-02            -1.935507E+01             1.692263E+03
                  18.9000            -3.478451E-02            -1.932736E+01             1.707121E+03
                  19.0800            -3.509940E-02            -1.929942E+01             1.721940E+03
                  19.2600            -3.541384E-02            -1.927123E+01             1.736720E+03
                  19.4400            -3.572781E-02            -1.924280E+01             1.751461E+03
                  19.6200            -3.604132E-02            -1.921413E+01             1.766162E+03
                  19.8000            -3.635436E-02            -1.918522E+01             1.780823E+03
                  19.9800            -3.666692E-02            -1.915607E+01             1.795443E+03
                  20.1600            -3.697901E-02            -1.912668E+01             1.810023E+03
                  20.3400            -3.729062E-02            -1.909706E+01             1.824562E+03
                  20.5200            -3.760174E-02            -1.906720E+01             1.839060E+03
                  20.7000            -3.791237E-02            -1.903710E+01             1.853516E+03
                  20.8800            -3.822251E-02            -1.900677E+01             1.867931E+03
                  21.0600            -3.853216E-02            -1.897620E+01             1.882303E+03
                  21.2400            -3.884130E-02            -1.894540E+01             1.896633E+03
                  21.4200            -3.914994E-02            -1.891437E+01             1.910921E+03
                  21.6000            -3.945807E-02            -1.888310E+01             1.925166E+03
                  21.7800            -3.976569E-02            -1.885160E+01             1.939368E+03
                  21.9600            -4.007280E-02            -1.881987E+01             1.953526E+03
                  22.1400            -4.037938E-02            -1.878791E+01             1.967641E+03
                  22.3200            -4.068545E-02            -1.875572E+01             1.981712E+03
                  22.5000            -4.099098E-02            -1.872330E+01             1.995738E+03
                  22.6800            -4.129599E-02            -1.869065E+01             2.009721E+03
                  22.8600            -4.160046E-02            -1.865778E+01             2.023658E+03
                  23.0400            -4.190439E-02            -1.862468E+01             2.037551E+03
                  23.2200            -4.220778E-02            -1.859135E+01             2.051398E+03
                  23.4000            -4.251063E-02            -1.855779E+01             2.065200E+03
                  23.5800            -4.281293E-02            -1.852402E+01             2.078957E+03
                  23.7600            -4.311467E-02            -1.849001E+01             2.092667E+03
                  23.9400            -4.341586E-02            -1.845579E+01             2.106331E+03
                  24.1200            -4.371649E-02            -1.842134E+01             2.119949E+03
                  24.3000            -4.401656E-02            -1.838667E+01             2.133521E+03
                  24.4800            -4.431605E-02            -1.835178E+01             2.147045E+03
                  24.6600            -4.461498E-02            -1.831667E+01             2.160522E+03
                  24.8400            -4.491334E-02            -1.828134E+01             2.173952E+03
                  25.0200            -4.521111E-02            -1.824579E+01             2.187334E+03
                  25.2000            -4.550831E-02            -1.821003E+01             2.200669E+03
                  25.3800            -4.580492E-02            -1.817404E+01             2.213956E+03
                  25.5600            -4.610094E-02            -1.813784E+01             2.227194E+03
                  25.7400            -4.639637E-02            -1.810143E+01             2.240384E+03
                  25.9200            -4.669120E-02            -1.806480E+01             2.253525E+03
                  26.1000            -4.698543E-02            -1.802795E+01             2.266617E+03
                  26.2800            -4.727907E-02            -1.799090E+01             2.279660E+03
                  26.4600            -4.757209E-02            -1.795363E+01             2.292653E+03
                  26.6400            -4.786451E-02            -1.791615E+01             2.305598E+03
                  26.8200            -4.815631E-02            -1.787846E+01             2.318492E+03
                  27.0000            -4.844750E-02            -1.784055E+01             2.331336E+03
                  27.1800            -4.873807E-02            -1.780244E+01             2.344131E+03
                  27.3600            -4.902802E-02            -1.776413E+01             2.356875E+03
                  27.5400            -4.931733E-02            -1.772560E+01             2.369568E+03
                  27.7200            -4.960602E-02            -1.768687E+01             2.382211E+03
                  27.9000            -4.989408E-02            -1.764793E+01             2.394802E+03
                  28.0800            -5.018150E-02            -1.760879E+01             2.407343E+03
                  28.2600            -5.046828E-02            -1.756944E+01             2.419832E+03
                  28.4400            -5.075441E-02            -1.752989E+01             2.432269E+03
                  28.6200            -5.103990E-02            -1.749014E+01             2.444655E+03
                  28.8000            -5.132474E-02            -1.745018E+01             2.456989E+03
                  28.9800            -5.160893E-02            -1.741003E+01             2.469271E+03
                  29.1600            -5.189246E-02            -1.736967E+01             2.481501E+03
                  29.3400            -5.217533E-02            -1.732912E+01             2.493678E+03
                  29.5200            -5.245754E-02            -1.728837E+01             2.505803E+03
                  29.7000            -5.273908E-02            -1.724742E+01             2.517875E+03
                  29.8800            -5.301995E-02            -1.720627E+01             2.529894E+03
                  30.0600            -5.330015E-02            -1.716493E+01             2.541860E+03
                  30.2400            -5.357968E-02            -1.712340E+01             2.553772E+03
                  30.4200            -5.385852E-02            -1.708167E+01             2.565631E+03
                  30.6000            -5.413669E-02            -1.703975E+01             2.577437E+03
                  30.7800            -5.441417E-02            -1.699763E+01             2.589188E+03
                  30.9600            -5.469096E-02            -1.695533E+01             2.600886E+03
                  31.1400            -5.496706E-02            -1.691283E+01             2.612530E+03
                  31.3200            -5.524246E-02            -1.687014E+01             2.624120E+03
                  31.5000            -5.551717E-02            -1.682727E+01             2.635655E+03
                  31.6800            -5.579118E-02            -1.678421E+01             2.647135E+03
                  31.8600            -5.606448E-02            -1.674096E+01             2.658562E+03
                  32.0400            -5.633708E-02            -1.669753E+01             2.669933E+03
                  32.2200            -5.660896E-02            -1.665391E+01             2.681249E+03
                  32.4000            -5.688014E-02            -1.661010E+01             2.692510E+03
                  32.5800            -5.715060E-02            -1.656612E+01             2.703716E+03
                  32.7600            -5.742034E-02            -1.652195E+01             2.714867E+03
                  32.9400            -5.768935E-02            -1.647760E+01             2.725962E+03
                  33.1200            -5.795765E-02            -1.643307E+01             2.737002E+03
                  33.3000            -5.822521E-02            -1.638836E+01             2.747986E+03
                  33.4800            -5.849205E-02            -1.634347E+01             2.758914E+03
                  33.6600            -5.875815E-02            -1.629840E+01             2.769786E+03
                  33.8400            -5.902352E-02            -1.625316E+01             2.780602E+03
                  34.0200            -5.928815E-02            -1.620774E+01             2.791361E+03
                  34.2000            -5.955203E-02            -1.616214E+01             2.802065E+03
                  34.3800            -5.981517E-02            -1.611638E+01             2.812712E+03
                  34.5600            -6.007756E-02            -1.607043E+01             2.823302E+03
                  34.7400            -6.033921E-02            -1.602432E+01             2.833836E+03
                  34.9200            -6.060010E-02            -1.597804E+01             2.844313E+03
                  35.1000            -6.086023E-02            -1.593158E+01             2.854733E+03
                  35.2800            -6.111960E-02            -1.588496E+01             2.865096E+03
                  35.4600            -6.137821E-02            -1.583816E+01             2.875402E+03
                  35.6400            -6.163606E-02            -1.579120E+01             2.885651E+03
                  35.8200            -6.189314E-02            -1.574407E+01             2.895843E+03
                  36.0000            -6.214946E-02            -1.569678E+01             2.905977E+03
                  36.1800            -6.240500E-02            -1.564932E+01             2.916054E+03
                  36.3600            -6.265976E-02            -1.560170E+01             2.926073E+03
                  36.5400            -6.291375E-02            -1.555392E+01             2.936035E+03
                  36.7200            -6.316695E-02            -1.550597E+01             2.945939E+03
                  36.9000            -6.341937E-02            -1.545786E+01             2.955785E+03
                  37.0800            -6.367101E-02            -1.540959E+01             2.965574E+03
                  37.2600            -6.392186E-02            -1.536117E+01             2.975304E+03
                  37.4400            -6.417192E-02            -1.531258E+01             2.984977E+03
                  37.6200            -6.442118E-02            -1.526384E+01             2.994591E+03
                  37.8000            -6.466965E-02            -1.521494E+01             3.004147E+03
                  37.9800            -6.491732E-02            -1.516588E+01             3.013645E+03
                  38.1600            -6.516419E-02            -1.511668E+01             3.023085E+03
                  38.3400            -6.541025E-02            -1.506731E+01             3.032466E+03
                  38.5200            -6.565551E-02            -1.501780E+01             3.041789E+03
                  38.7000            -6.589996E-02            -1.496813E+01             3.051054E+03
                  38.8800            -6.614360E-02            -1.491832E+01             3.060260E+03
                  39.0600            -6.638643E-02            -1.486835E+01             3.069407E+03
                  39.2400            -6.662844E-02            -1.481823E+01             3.078496E+03
                  39.4200            -6.686963E-02            -1.476797E+01             3.087526E+03
                  39.6000            -6.711000E-02            -1.471756E+01             3.096497E+03
                  39.7800            -6.734955E-02            -1.466701E+01             3.105410E+03
                  39.9600            -6.758828E-02            -1.461631E+01             3.114263E+03
                  40.1400            -6.782617E-02            -1.456546E+01             3.123058E+03
                  40.3200            -6.806324E-02            -1.451447E+01             3.131794E+03
                  40.5000            -6.829947E-02            -1.446334E+01             3.140471E+03
                  40.6800            -6.853487E-02            -1.441207E+01             3.149089E+03
                  40.8600            -6.876943E-02            -1.436066E+01             3.157647E+03
                  41.0400            -6.900315E-02            -1.430912E+01             3.166147E+03
                  41.2200            -6.923603E-02            -1.425743E+01             3.174588E+03
                  41.4000            -6.946806E-02            -1.420560E+01             3.182970E+03
                  41.5800            -6.969925E-02            -1.415364E+01             3.191292E+03
                  41.7600            -6.992959E-02            -1.410155E+01             3.199555E+03
                  41.9400            -7.015908E-02            -1.404932E+01             3.207759E+03
                  42.1200            -7.038772E-02            -1.399695E+01             3.215904E+03
                  42.3000            -7.061551E-02            -1.394446E+01             3.223990E+03
                  42.4800            -7.084243E-02            -1.389183E+01             3.232016E+03
                  42.6600            -7.106850E-02            -1.383907E+01             3.239983E+03
                  42.8400            -7.129371E-02            -1.378618E+01             3.247891E+03
                  43.0200            -7.151805E-02            -1.373317E+01             3.255740E+03
                  43.2000            -7.174153E-02            -1.368003E+01             3.263529E+03
                  43.3800            -7.196414E-02            -1.362676E+01             3.271259E+03
                  43.5600            -7.218588E-02            -1.357336E+01             3.278929E+03
                  43.7400            -7.240675E-02            -1.351984E+01             3.286541E+03
                  43.9200            -7.262674E-02            -1.346620E+01             3.294093E+03
                  44.1000            -7.284586E-02            -1.341243E+01             3.301585E+03
                  44.2800            -7.306410E-02            -1.335854E+01             3.309019E+03
                  44.4600            -7.328146E-02            -1.330453E+01             3.316393E+03
                  44.6400            -7.349794E-02            -1.325041E+01             3.323707E+03
                  44.8200            -7.371354E-02            -1.319616E+01             3.330963E+03
                  45.0000            -7.392825E-02            -1.314179E+01             3.338159E+03
                  45.1800            -7.414208E-02            -1.308731E+01             3.345296E+03
                  45.3600            -7.435501E-02            -1.303271E+01             3.352374E+03
                  45.5400            -7.456706E-02            -1.297800E+01             3.359392E+03
                  45.7200            -7.477821E-02            -1.292318E+01             3.366351E+03
                  45.9000            -7.498846E-02            -1.286824E+01             3.373251E+03
                  46.0800            -7.519782E-02            -1.281318E+01             3.380092E+03
                  46.2600            -7.540628E-02            -1.275802E+01             3.386874E+03
                  46.4400            -7.561385E-02            -1.270275E+01             3.393596E+03
                  46.6200            -7.582050E-02            -1.264737E+01             3.400259E+03
                  46.8000            -7.602626E-02            -1.259188E+01             3.406864E+03
                  46.9800            -7.623111E-02            -1.253628E+01             3.413409E+03
                  47.1600            -7.643505E-02            -1.248057E+01             3.419895E+03
                  47.3400            -7.663808E-02            -1.242477E+01             3.426322E+03
                  47.5200            -7.684020E-02            -1.236885E+01             3.432690E+03
                  47.7000            -7.704141E-02            -1.231284E+01             3.439000E+03
                  47.8800            -7.724171E-02            -1.225672E+01             3.445250E+03
                  48.0600            -7.744109E-02            -1.220050E+01             3.451442E+03
                  48.2400            -7.763955E-02            -1.214417E+01             3.457575E+03
                  48.4200            -7.783709E-02            -1.208775E+01             3.463649E+03
                  48.6000            -7.803372E-02            -1.203124E+01             3.469664E+03
                  48.7800            -7.822942E-02            -1.197462E+01             3.475621E+03
                  48.9600            -7.842419E-02            -1.191790E+01             3.481519E+03
                  49.1400            -7.861804E-02            -1.186110E+01             3.487358E+03
                  49.3200            -7.881097E-02            -1.180419E+01             3.493139E+03
                  49.5000            -7.900296E-02            -1.174719E+01             3.498862E+03
                  49.6800            -7.919403E-02            -1.169010E+01             3.504526E+03
                  49.8600            -7.938416E-02            -1.163292E+01             3.510132E+03
                  50.0400            -7.957336E-02            -1.157565E+01             3.515679E+03
                  50.2200            -7.976163E-02            -1.151828E+01             3.521168E+03
                  50.4000            -7.994896E-02            -1.146083E+01             3.526599E+03
                  50.5800            -8.013535E-02            -1.140329E+01             3.531972E+03
                  50.7600            -8.032080E-02            -1.134566E+01             3.537287E+03
                  50.9400            -8.050532E-02            -1.128795E+01             3.542544E+03
                  51.1200            -8.068889E-02            -1.123015E+01             3.547743E+03
                  51.3000            -8.087152E-02            -1.117227E+01             3.552884E+03
                  51.4800            -8.105320E-02            -1.111430E+01             3.557968E+03
                  51.6600            -8.123394E-02            -1.105625E+01             3.562993E+03
                  51.8400            -8.141373E-02            -1.099812E+01             3.567961E+03
                  52.0200            -8.159257E-02            -1.093991E+01             3.572872E+03
                  52.2000            -8.177047E-02            -1.088162E+01             3.577725E+03
                  52.3800            -8.194741E-02            -1.082325E+01             3.582520E+03
                  52.5600            -8.212340E-02            -1.076480E+01             3.587258E+03
                  52.7400            -8.229843E-02            -1.070628E+01             3.591939E+03
                  52.9200            -8.247251E-02            -1.064768E+01             3.596563E+03
                  53.1000            -8.264564E-02            -1.058900E+01             3.601130E+03
                  53.2800            -8.281781E-02            -1.053025E+01             3.605639E+03
                  53.4600            -8.298902E-02            -1.047143E+01             3.610092E+03
                  53.6400            -8.315927E-02            -1.041253E+01             3.614488E+03
                  53.8200            -8.332856E-02            -1.035357E+01             3.618827E+03
                  54.0000            -8.349688E-02            -1.029453E+01             3.623110E+03
                  54.1800            -8.366425E-02            -1.023543E+01             3.627336E+03
                  54.3600            -8.383065E-02            -1.017625E+01             3.631505E+03
                  54.5400            -8.399608E-02            -1.011701E+01             3.635618E+03
                  54.7200            -8.416055E-02            -1.005771E+01             3.639675E+03
                  54.9000            -8.432405E-02            -9.998332E+00             3.643676E+03
                  55.0800            -8.448658E-02            -9.938893E+00             3.647620E+03
                  55.2600            -8.464814E-02            -9.879391E+00             3.651509E+03
                  55.4400            -8.480873E-02            -9.819826E+00             3.655341E+03
                  55.6200            -8.496835E-02            -9.760199E+00             3.659118E+03
                  55.8000            -8.512700E-02            -9.700510E+00             3.662839E+03
                  55.9800            -8.528468E-02            -9.640762E+00             3.666505E+03
                  56.1600            -8.544137E-02            -9.580954E+00             3.670115E+03
                  56.3400            -8.559710E-02            -9.521087E+00             3.673669E+03
                  56.5200            -8.575184E-02            -9.461163E+00             3.677168E+03
                  56.7000            -8.590561E-02            -9.401183E+00             3.680613E+03
                  56.8800            -8.605840E-02            -9.341146E+00             3.684002E+03
                  57.0600            -8.621022E-02            -9.281055E+00             3.687336E+03
                  57.2400            -8.636105E-02            -9.220910E+00             3.690615E+03
                  57.4200            -8.651090E-02            -9.160712E+00             3.693839E+03
                  57.6000            -8.665977E-02            -9.100462E+00             3.697009E+03
                  57.7800            -8.680765E-02            -9.040160E+00             3.700125E+03
                  57.9600            -8.695455E-02            -8.979808E+00             3.703186E+03
                  58.1400            -8.710047E-02            -8.919407E+00             3.706192E+03
                  58.3200            -8.724540E-02            -8.858957E+00             3.709145E+03
                  58.5000            -8.738935E-02            -8.798459E+00             3.712043E+03
                  58.6800            -8.753231E-02            -8.737915E+00             3.714888E+03
                  58.8600            -8.767428E-02            -8.677324E+00             3.717678E+03
                  59.0400            -8.781526E-02            -8.616688E+00             3.720415E+03
                  59.2200            -8.795526E-02            -8.556009E+00             3.723099E+03
                  59.4000            -8.809426E-02            -8.495286E+00             3.725729E+03
                  59.5800            -8.823228E-02            -8.434520E+00             3.728305E+03
                  59.7600            -8.836930E-02            -8.373713E+00             3.730829E+03
                  59.9400            -8.850534E-02            -8.312865E+00             3.733299E+03
                  60.1200            -8.864037E-02            -8.251977E+00             3.735717E+03
                  60.3000            -8.877442E-02            -8.191050E+00             3.738081E+03
                  60.4800            -8.890747E-02            -8.130085E+00             3.740393E+03
                  60.6600            -8.903953E-02            -8.069083E+00             3.742652E+03
                  60.8400            -8.917060E-02            -8.008044E+00             3.744859E+03
                  61.0200            -8.930066E-02            -7.946970E+00             3.747014E+03
                  61.2000            -8.942974E-02            -7.885861E+00             3.749116E+03
                  61.3800            -8.955781E-02            -7.824718E+00             3.751166E+03
                  61.5600            -8.968489E-02            -7.763542E+00             3.753165E+03
                  61.7400            -8.981097E-02            -7.702334E+00             3.755112E+03
                  61.9200            -8.993605E-02            -7.641095E+00             3.757007E+03
                  62.1000            -9.006014E-02            -7.579825E+00             3.758850E+03
                  62.2800            -9.018322E-02            -7.518526E+00             3.760642E+03
                  62.4600            -9.030531E-02            -7.457197E+00             3.762383E+03
                  62.6400            -9.042639E-02            -7.395841E+00             3.764073E+03
                  62.8200            -9.054647E-02            -7.334457E+00             3.765712E+03
                  63.0000            -9.066556E-02            -7.273047E+00             3.767300E+03
                  63.1800            -9.078364E-02            -7.211612E+00             3.768837E+03
                  63.3600            -9.090072E-02            -7.150152E+00             3.770324E+03
                  63.5400            -9.101680E-02            -7.088668E+00             3.771760E+03
                  63.7200            -9.113187E-02            -7.027161E+00             3.773146E+03
                  63.9000            -9.124594E-02            -6.965632E+00             3.774482E+03
                  64.0800            -9.135901E-02            -6.904082E+00             3.775768E+03
                  64.2600            -9.147108E-02            -6.842511E+00             3.777004E+03
                  64.4400            -9.158214E-02            -6.780920E+00             3.778191E+03
                  64.6200            -9.169219E-02            -6.719310E+00             3.779328E+03
                  64.8000            -9.180124E-02            -6.657682E+00             3.780415E+03
                  64.9800            -9.190929E-02            -6.596037E+00             3.781454E+03
                  65.1600            -9.201633E-02            -6.534375E+00             3.782443E+03
                  65.3400            -9.212237E-02            -6.472697E+00             3.783383E+03
                  65.5200            -9.222740E-02            -6.411005E+00             3.784275E+03
                  65.7000            -9.233142E-02            -6.349298E+00             3.785117E+03
                  65.8800            -9.243444E-02            -6.287578E+00             3.785912E+03
                  66.0600            -9.253645E-02            -6.225845E+00             3.786658E+03
                  66.2400            -9.263746E-02            -6.164101E+00             3.787355E+03
                  66.4200            -9.273745E-02            -6.102345E+00             3.788005E+03
                  66.6000            -9.283645E-02            -6.040580E+00             3.788607E+03
                  66.7800            -9.293443E-02            -5.978805E+00             3.789161E+03
                  66.9600            -9.303141E-02            -5.917021E+00             3.789667E+03
                  67.1400            -9.312738E-02            -5.855229E+00             3.790126E+03
                  67.3200            -9.322234E-02            -5.793430E+00             3.790537E+03
                  67.5000            -9.331629E-02            -5.731625E+00             3.790902E+03
                  67.6800            -9.340924E-02            -5.669815E+00             3.791219E+03
                  67.8600            -9.350118E-02            -5.607999E+00             3.791490E+03
                  68.0400            -9.359211E-02            -5.546179E+00             3.791714E+03
                  68.2200            -9.368203E-02            -5.484357E+00             3.791891E+03
                  68.4000            -9.377095E-02            -5.422531E+00             3.792022E+03
                  68.5800            -9.385885E-02            -5.360704E+00             3.792107E+03
                  68.7600            -9.394575E-02            -5.298876E+00             3.792146E+03
                  68.9400            -9.403164E-02            -5.237047E+00             3.792139E+03
                  69.1200            -9.411653E-02            -5.175219E+00             3.792086E+03
                  69.3000            -9.420040E-02            -5.113393E+00             3.791987E+03
                  69.4800            -9.428327E-02            -5.051568E+00             3.791843E+03
                  69.6600            -9.436512E-02            -4.989746E+00             3.791654E+03
                  69.8400            -9.444598E-02            -4.927927E+00             3.791420E+03
                  70.0200            -9.452582E-02            -4.866112E+00             3.791141E+03
                  70.2000            -9.460465E-02            -4.804303E+00             3.790817E+03
                  70.3800            -9.468248E-02            -4.742499E+00             3.790448E+03
                  70.5600            -9.475930E-02            -4.680701E+00             3.790035E+03
                  70.7400            -9.483511E-02            -4.618911E+00             3.789577E+03
                  70.9200            -9.490992E-02            -4.557128E+00             3.789076E+03
                  71.1000            -9.498371E-02            -4.495354E+00             3.788530E+03
                  71.2800            -9.505650E-02            -4.433589E+00             3.787940E+03
                  71.4600            -9.512829E-02            -4.371833E+00             3.787307E+03
                  71.6400            -9.519906E-02            -4.310089E+00             3.786631E+03
                  71.8200            -9.526883E-02            -4.248356E+00             3.785911E+03
                  72.0000            -9.533760E-02            -4.186635E+00             3.785147E+03
                  72.1800            -9.540535E-02            -4.124927E+00             3.784341E+03
                  72.3600            -9.547211E-02            -4.063232E+00             3.783492E+03
                  72.5400            -9.553785E-02            -4.001552E+00             3.782600E+03
                  72.7200            -9.560259E-02            -3.939886E+00             3.781666E+03
                  72.9000            -9.566633E-02            -3.878236E+00             3.780689E+03
                  73.0800            -9.572906E-02            -3.816602E+00             3.779670E+03
                  73.2600            -9.579078E-02            -3.754985E+00             3.778609E+03
                  73.4400            -9.585150E-02            -3.693386E+00             3.777507E+03
                  73.6200            -9.591122E-02            -3.631805E+00             3.776362E+03
                  73.8000            -9.596993E-02            -3.570243E+00             3.775176E+03
                  73.9800            -9.602764E-02            -3.508701E+00             3.773948E+03
                  74.1600            -9.608434E-02            -3.447179E+00             3.772680E+03
                  74.3400            -9.614005E-02            -3.385678E+00             3.771370E+03
                  74.5200            -9.619475E-02            -3.324198E+00             3.770019E+03
                  74.7000            -9.624844E-02            -3.262741E+00             3.768628E+03
                  74.8800            -9.630114E-02            -3.201307E+00             3.767195E+03
                  75.0600            -9.635283E-02            -3.139897E+00             3.765723E+03
                  75.2400            -9.640353E-02            -3.078511E+00             3.764210E+03
                  75.4200            -9.645322E-02            -3.017150E+00             3.762658E+03
                  75.6000            -9.650191E-02            -2.955815E+00             3.761065E+03
