                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.103638E-06             6.776633E-08             1.103733E-06             1.793820E-15             3.337799E-08             1.987412E-07             1.268086E-06            -9.488181E-11            -1.488105E-19             1.035872E-06            -8.847909E-08            -1.938366E-07             7.535563E-07
                   0.1800             1.103794E-06             6.785694E-08             1.103309E-06             5.801800E-10             3.336289E-08             1.986908E-07             1.268086E-06            -9.477758E-11            -5.439719E-14             1.035938E-06            -8.848750E-08            -1.938937E-07             7.535563E-07
                   0.3600             1.103957E-06             6.795307E-08             1.102894E-06             1.158420E-09             3.335273E-08             1.986344E-07             1.268086E-06            -9.466789E-11            -1.088582E-13             1.036004E-06            -8.850718E-08            -1.939407E-07             7.535563E-07
                   0.5400             1.104112E-06             6.804447E-08             1.102472E-06             1.734961E-09             3.334313E-08             1.985806E-07             1.268086E-06            -9.456086E-11            -1.633727E-13             1.036068E-06            -8.852598E-08            -1.939853E-07             7.535563E-07
                   0.7200             1.104259E-06             6.813118E-08             1.102044E-06             2.309976E-09             3.333410E-08             1.985296E-07             1.268086E-06            -9.445643E-11            -2.179338E-13             1.036128E-06            -8.854396E-08            -1.940274E-07             7.535563E-07
                   0.9000             1.104398E-06             6.821327E-08             1.101609E-06             2.883606E-09             3.332563E-08             1.984813E-07             1.268086E-06            -9.435459E-11            -2.725368E-13             1.036185E-06            -8.856114E-08            -1.940671E-07             7.535563E-07
                   1.0800             1.104529E-06             6.829077E-08             1.101168E-06             3.455978E-09             3.331773E-08             1.984356E-07             1.268086E-06            -9.425532E-11            -3.271775E-13             1.036238E-06            -8.857753E-08            -1.941043E-07             7.535563E-07
                   1.2600             1.104652E-06             6.836368E-08             1.100720E-06             4.027210E-09             3.331040E-08             1.983926E-07             1.268086E-06            -9.415861E-11            -3.818523E-13             1.036289E-06            -8.859312E-08            -1.941391E-07             7.535563E-07
                   1.4400             1.104768E-06             6.843203E-08             1.100265E-06             4.597421E-09             3.330360E-08             1.983522E-07             1.268086E-06            -9.406448E-11            -4.365577E-13             1.036336E-06            -8.860789E-08            -1.941716E-07             7.535563E-07
                   1.6200             1.104876E-06             6.849579E-08             1.099803E-06             5.166727E-09             3.329734E-08             1.983145E-07             1.268086E-06            -9.397292E-11            -4.912903E-13             1.036380E-06            -8.862181E-08            -1.942017E-07             7.535563E-07
