                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             1.804360E+05
                   0.1800             2.941885E+00             1.804348E+05
                   0.3600             5.883731E+00             1.804312E+05
                   0.5400             8.825498E+00             1.804251E+05
                   0.7200             1.176715E+01             1.804167E+05
                   0.9000             1.470864E+01             1.804058E+05
                   1.0800             1.764993E+01             1.803925E+05
                   1.2600             2.059099E+01             1.803767E+05
                   1.4400             2.353177E+01             1.803586E+05
                   1.6200             2.647223E+01             1.803380E+05
                   1.8000             2.941234E+01             1.803150E+05
                   1.9800             3.235206E+01             1.802896E+05
                   2.1600             3.529134E+01             1.802618E+05
                   2.3400             3.823015E+01             1.802316E+05
                   2.5200             4.116844E+01             1.801989E+05
                   2.7000             4.410619E+01             1.801639E+05
                   2.8800             4.704334E+01             1.801264E+05
                   3.0600             4.997986E+01             1.800865E+05
                   3.2400             5.291571E+01             1.800442E+05
                   3.4200             5.585085E+01             1.799995E+05
                   3.6000             5.878525E+01             1.799523E+05
                   3.7800             6.171885E+01             1.799028E+05
                   3.9600             6.465163E+01             1.798509E+05
                   4.1400             6.758354E+01             1.797965E+05
                   4.3200             7.051455E+01             1.797398E+05
                   4.5000             7.344461E+01             1.796806E+05
                   4.6800             7.637368E+01             1.796191E+05
                   4.8600             7.930174E+01             1.795551E+05
                   5.0400             8.222873E+01             1.794887E+05
                   5.2200             8.515462E+01             1.794200E+05
                   5.4000             8.807937E+01             1.793489E+05
                   5.5800             9.100294E+01             1.792753E+05
                   5.7600             9.392529E+01             1.791994E+05
                   5.9400             9.684638E+01             1.791211E+05
                   6.1200             9.976618E+01             1.790403E+05
                   6.3000             1.026846E+02             1.789573E+05
                   6.4800             1.056017E+02             1.788718E+05
                   6.6600             1.085174E+02             1.787839E+05
                   6.8400             1.114316E+02             1.786937E+05
                   7.0200             1.143444E+02             1.786011E+05
                   7.2000             1.172556E+02             1.785061E+05
                   7.3800             1.201652E+02             1.784087E+05
                   7.5600             1.230732E+02             1.783090E+05
                   7.7400             1.259796E+02             1.782069E+05
                   7.9200             1.288843E+02             1.781024E+05
                   8.1000             1.317873E+02             1.779956E+05
                   8.2800             1.346885E+02             1.778864E+05
                   8.4600             1.375879E+02             1.777748E+05
                   8.6400             1.404855E+02             1.776609E+05
                   8.8200             1.433812E+02             1.775447E+05
                   9.0000             1.462750E+02             1.774261E+05
                   9.1800             1.491668E+02             1.773051E+05
                   9.3600             1.520567E+02             1.771819E+05
                   9.5400             1.549445E+02             1.770562E+05
                   9.7200             1.578302E+02             1.769283E+05
                   9.9000             1.607139E+02             1.767980E+05
                  10.0800             1.635953E+02             1.766653E+05
                  10.2600             1.664747E+02             1.765304E+05
                  10.4400             1.693518E+02             1.763931E+05
                  10.6200             1.722266E+02             1.762535E+05
                  10.8000             1.750991E+02             1.761116E+05
                  10.9800             1.779694E+02             1.759673E+05
                  11.1600             1.808372E+02             1.758208E+05
                  11.3400             1.837026E+02             1.756719E+05
                  11.5200             1.865656E+02             1.755208E+05
                  11.7000             1.894261E+02             1.753673E+05
                  11.8800             1.922841E+02             1.752116E+05
                  12.0600             1.951395E+02             1.750536E+05
                  12.2400             1.979924E+02             1.748932E+05
                  12.4200             2.008426E+02             1.747306E+05
                  12.6000             2.036901E+02             1.745657E+05
                  12.7800             2.065349E+02             1.743986E+05
                  12.9600             2.093770E+02             1.742291E+05
                  13.1400             2.122163E+02             1.740574E+05
                  13.3200             2.150528E+02             1.738835E+05
                  13.5000             2.178864E+02             1.737073E+05
                  13.6800             2.207171E+02             1.735288E+05
                  13.8600             2.235449E+02             1.733480E+05
                  14.0400             2.263698E+02             1.731651E+05
                  14.2200             2.291916E+02             1.729798E+05
                  14.4000             2.320104E+02             1.727924E+05
                  14.5800             2.348261E+02             1.726027E+05
                  14.7600             2.376387E+02             1.724108E+05
                  14.9400             2.404482E+02             1.722166E+05
                  15.1200             2.432545E+02             1.720203E+05
                  15.3000             2.460575E+02             1.718217E+05
                  15.4800             2.488573E+02             1.716209E+05
                  15.6600             2.516539E+02             1.714179E+05
                  15.8400             2.544471E+02             1.712127E+05
                  16.0200             2.572369E+02             1.710054E+05
                  16.2000             2.600233E+02             1.707958E+05
                  16.3800             2.628063E+02             1.705840E+05
                  16.5600             2.655858E+02             1.703701E+05
                  16.7400             2.683618E+02             1.701540E+05
                  16.9200             2.711343E+02             1.699357E+05
                  17.1000             2.739032E+02             1.697153E+05
                  17.2800             2.766685E+02             1.694927E+05
                  17.4600             2.794301E+02             1.692679E+05
                  17.6400             2.821881E+02             1.690410E+05
                  17.8200             2.849423E+02             1.688119E+05
                  18.0000             2.876928E+02             1.685807E+05
                  18.1800             2.904395E+02             1.683474E+05
                  18.3600             2.931824E+02             1.681120E+05
                  18.5400             2.959214E+02             1.678744E+05
                  18.7200             2.986565E+02             1.676347E+05
                  18.9000             3.013877E+02             1.673929E+05
                  19.0800             3.041150E+02             1.671490E+05
                  19.2600             3.068382E+02             1.669030E+05
                  19.4400             3.095575E+02             1.666549E+05
                  19.6200             3.122726E+02             1.664048E+05
                  19.8000             3.149837E+02             1.661525E+05
                  19.9800             3.176906E+02             1.658982E+05
                  20.1600             3.203934E+02             1.656418E+05
                  20.3400             3.230920E+02             1.653833E+05
                  20.5200             3.257863E+02             1.651228E+05
                  20.7000             3.284764E+02             1.648602E+05
                  20.8800             3.311622E+02             1.645956E+05
                  21.0600             3.338436E+02             1.643289E+05
                  21.2400             3.365207E+02             1.640603E+05
