                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.278408E+02             3.278408E+02             3.308762E+02             3.308762E+02             3.319533E+02             3.284721E+02             3.279762E+02             3.284721E+02             3.279762E+02
                   0.1800             3.278256E+02             3.278618E+02             3.308487E+02             3.308889E+02             3.319683E+02             3.284733E+02             3.279923E+02             3.284902E+02             3.280134E+02
                   0.3600             3.277769E+02             3.278305E+02             3.307931E+02             3.308541E+02             3.319345E+02             3.284461E+02             3.279737E+02             3.284581E+02             3.279885E+02
                   0.5400             3.277267E+02             3.277927E+02             3.307373E+02             3.308136E+02             3.318947E+02             3.284105E+02             3.279444E+02             3.284196E+02             3.279555E+02
                   0.7200             3.276759E+02             3.277516E+02             3.306815E+02             3.307705E+02             3.318521E+02             3.283708E+02             3.279095E+02             3.283780E+02             3.279181E+02
                   0.9000             3.276256E+02             3.277095E+02             3.306268E+02             3.307267E+02             3.318087E+02             3.283296E+02             3.278722E+02             3.283354E+02             3.278791E+02
                   1.0800             3.275768E+02             3.276680E+02             3.305740E+02             3.306836E+02             3.317660E+02             3.282887E+02             3.278345E+02             3.282934E+02             3.278402E+02
                   1.2600             3.275302E+02             3.276278E+02             3.305237E+02             3.306422E+02             3.317248E+02             3.282489E+02             3.277975E+02             3.282528E+02             3.278023E+02
                   1.4400             3.274862E+02             3.275895E+02             3.304762E+02             3.306027E+02             3.316856E+02             3.282109E+02             3.277619E+02             3.282142E+02             3.277661E+02
                   1.6200             3.274451E+02             3.275534E+02             3.304318E+02             3.305656E+02             3.316487E+02             3.281750E+02             3.277281E+02             3.281778E+02             3.277320E+02
                   1.8000             3.274069E+02             3.275198E+02             3.303904E+02             3.305310E+02             3.316143E+02             3.281413E+02             3.276965E+02             3.281438E+02             3.277001E+02
                   1.9800             3.273716E+02             3.274886E+02             3.303522E+02             3.304990E+02             3.315823E+02             3.281101E+02             3.276670E+02             3.281123E+02             3.276705E+02
                   2.1600             3.273392E+02             3.274599E+02             3.303171E+02             3.304695E+02             3.315530E+02             3.280813E+02             3.276398E+02             3.280834E+02             3.276432E+02
                   2.3400             3.273097E+02             3.274338E+02             3.302850E+02             3.304426E+02             3.315262E+02             3.280550E+02             3.276150E+02             3.280570E+02             3.276184E+02
                   2.5200             3.272831E+02             3.274102E+02             3.302559E+02             3.304183E+02             3.315020E+02             3.280313E+02             3.275925E+02             3.280331E+02             3.275960E+02
                   2.7000             3.272593E+02             3.273891E+02             3.302297E+02             3.303966E+02             3.314803E+02             3.280100E+02             3.275723E+02             3.280118E+02             3.275759E+02
                   2.8800             3.272382E+02             3.273705E+02             3.302064E+02             3.303774E+02             3.314612E+02             3.279911E+02             3.275544E+02             3.279930E+02             3.275582E+02
                   3.0600             3.272197E+02             3.273543E+02             3.301859E+02             3.303608E+02             3.314446E+02             3.279747E+02             3.275389E+02             3.279766E+02             3.275429E+02
                   3.2400             3.272039E+02             3.273406E+02             3.301682E+02             3.303466E+02             3.314304E+02             3.279608E+02             3.275256E+02             3.279627E+02             3.275298E+02
                   3.4200             3.271906E+02             3.273292E+02             3.301531E+02             3.303348E+02             3.314186E+02             3.279492E+02             3.275146E+02             3.279511E+02             3.275190E+02
                   3.6000             3.271798E+02             3.273202E+02             3.301405E+02             3.303255E+02             3.314092E+02             3.279399E+02             3.275058E+02             3.279419E+02             3.275104E+02
                   3.7800             3.271714E+02             3.273134E+02             3.301305E+02             3.303184E+02             3.314021E+02             3.279328E+02             3.274991E+02             3.279350E+02             3.275039E+02
                   3.9600             3.271652E+02             3.273088E+02             3.301228E+02             3.303135E+02             3.313971E+02             3.279279E+02             3.274944E+02             3.279302E+02             3.274995E+02
                   4.1400             3.271610E+02             3.273060E+02             3.301172E+02             3.303106E+02             3.313941E+02             3.279250E+02             3.274915E+02             3.279274E+02             3.274969E+02
                   4.3200             3.271584E+02             3.273048E+02             3.301133E+02             3.303092E+02             3.313927E+02             3.279235E+02             3.274900E+02             3.279260E+02             3.274957E+02
                   4.5000             3.271568E+02             3.273044E+02             3.301104E+02             3.303087E+02             3.313920E+02             3.279229E+02             3.274893E+02             3.279255E+02             3.274953E+02
