                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.241569E+02             3.241253E+02             3.241569E+02             3.241253E+02             3.266513E+02             3.261281E+02             3.266513E+02             3.261281E+02             3.274191E+02             3.268021E+02
                   0.1800             3.245534E+02             3.245378E+02             3.245713E+02             3.245553E+02             3.270092E+02             3.265088E+02             3.270297E+02             3.265286E+02             3.278072E+02             3.272115E+02
                   0.3600             3.246499E+02             3.246414E+02             3.246718E+02             3.246623E+02             3.270890E+02             3.265984E+02             3.271154E+02             3.266234E+02             3.278969E+02             3.273099E+02
                   0.5400             3.246370E+02             3.246324E+02             3.246612E+02             3.246549E+02             3.270673E+02             3.265816E+02             3.270974E+02             3.266099E+02             3.278809E+02             3.272982E+02
                   0.7200             3.245690E+02             3.245666E+02             3.245951E+02             3.245903E+02             3.269945E+02             3.265115E+02             3.270279E+02             3.265425E+02             3.278124E+02             3.272317E+02
                   0.9000             3.244812E+02             3.244802E+02             3.245089E+02             3.245049E+02             3.269037E+02             3.264223E+02             3.269401E+02             3.264558E+02             3.277250E+02             3.271453E+02
                   1.0800             3.243901E+02             3.243901E+02             3.244190E+02             3.244154E+02             3.268102E+02             3.263300E+02             3.268491E+02             3.263655E+02             3.276342E+02             3.270553E+02
                   1.2600             3.243020E+02             3.243029E+02             3.243317E+02             3.243285E+02             3.267200E+02             3.262408E+02             3.267610E+02             3.262779E+02             3.275463E+02             3.269679E+02
                   1.4400             3.242192E+02             3.242210E+02             3.242493E+02             3.242465E+02             3.266353E+02             3.261571E+02             3.266779E+02             3.261953E+02             3.274635E+02             3.268855E+02
                   1.6200             3.241425E+02             3.241450E+02             3.241727E+02             3.241703E+02             3.265568E+02             3.260794E+02             3.266007E+02             3.261185E+02             3.273864E+02             3.268088E+02
                   1.8000             3.240721E+02             3.240752E+02             3.241021E+02             3.240999E+02             3.264846E+02             3.260080E+02             3.265294E+02             3.260476E+02             3.273152E+02             3.267381E+02
                   1.9800             3.240078E+02             3.240115E+02             3.240373E+02             3.240355E+02             3.264186E+02             3.259427E+02             3.264640E+02             3.259827E+02             3.272500E+02             3.266733E+02
                   2.1600             3.239495E+02             3.239538E+02             3.239784E+02             3.239768E+02             3.263586E+02             3.258835E+02             3.264045E+02             3.259235E+02             3.271906E+02             3.266142E+02
                   2.3400             3.238971E+02             3.239018E+02             3.239251E+02             3.239238E+02             3.263046E+02             3.258302E+02             3.263506E+02             3.258700E+02             3.271369E+02             3.265609E+02
                   2.5200             3.238504E+02             3.238556E+02             3.238774E+02             3.238764E+02             3.262564E+02             3.257826E+02             3.263024E+02             3.258222E+02             3.270888E+02             3.265132E+02
                   2.7000             3.238092E+02             3.238148E+02             3.238352E+02             3.238344E+02             3.262138E+02             3.257406E+02             3.262597E+02             3.257798E+02             3.270463E+02             3.264709E+02
                   2.8800             3.237736E+02             3.237796E+02             3.237984E+02             3.237978E+02             3.261767E+02             3.257041E+02             3.262225E+02             3.257428E+02             3.270091E+02             3.264340E+02
                   3.0600             3.237433E+02             3.237496E+02             3.237669E+02             3.237664E+02             3.261451E+02             3.256730E+02             3.261906E+02             3.257112E+02             3.269773E+02             3.264024E+02
                   3.2400             3.237183E+02             3.237248E+02             3.237405E+02             3.237403E+02             3.261188E+02             3.256472E+02             3.261639E+02             3.256847E+02             3.269507E+02             3.263761E+02
                   3.4200             3.236984E+02             3.237052E+02             3.237193E+02             3.237192E+02             3.260977E+02             3.256266E+02             3.261424E+02             3.256634E+02             3.269292E+02             3.263548E+02
                   3.6000             3.236835E+02             3.236905E+02             3.237031E+02             3.237031E+02             3.260818E+02             3.256110E+02             3.261259E+02             3.256471E+02             3.269129E+02             3.263386E+02
                   3.7800             3.236736E+02             3.236808E+02             3.236919E+02             3.236920E+02             3.260708E+02             3.256003E+02             3.261145E+02             3.256358E+02             3.269014E+02             3.263273E+02
                   3.9600             3.236684E+02             3.236757E+02             3.236854E+02             3.236855E+02             3.260646E+02             3.255945E+02             3.261078E+02             3.256292E+02             3.268948E+02             3.263208E+02
