                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             6.339076E-04             1.030881E+01             0.000000E+00             1.289450E+00             3.062599E+03
                   0.1800             1.687974E-02             1.035001E+01             0.000000E+00             1.063340E+00             3.063324E+03
                   0.3600             2.747604E-02             1.039288E+01             0.000000E+00             9.832985E-01             3.063623E+03
                   0.5400             3.713390E-02             1.043467E+01             0.000000E+00             9.495786E-01             3.063748E+03
                   0.7200             4.651401E-02             1.047473E+01             0.000000E+00             9.390457E-01             3.063782E+03
                   0.9000             5.570176E-02             1.051263E+01             0.000000E+00             9.381133E-01             3.063776E+03
                   1.0800             6.469557E-02             1.054813E+01             0.000000E+00             9.406537E-01             3.063757E+03
                   1.2600             7.349565E-02             1.058116E+01             0.000000E+00             9.442198E-01             3.063734E+03
                   1.4400             8.211175E-02             1.061170E+01             0.000000E+00             9.478919E-01             3.063711E+03
                   1.6200             9.055847E-02             1.063976E+01             0.000000E+00             9.513423E-01             3.063690E+03
                   1.8000             9.885127E-02             1.066536E+01             0.000000E+00             9.544671E-01             3.063670E+03
                   1.9800             1.070045E-01             1.068853E+01             0.000000E+00             9.572442E-01             3.063653E+03
                   2.1600             1.150307E-01             1.070927E+01             0.000000E+00             9.596808E-01             3.063637E+03
                   2.3400             1.229407E-01             1.072763E+01             0.000000E+00             9.617930E-01             3.063623E+03
                   2.5200             1.307439E-01             1.074360E+01             0.000000E+00             9.635990E-01             3.063611E+03
                   2.7000             1.384481E-01             1.075723E+01             0.000000E+00             9.651160E-01             3.063601E+03
                   2.8800             1.460601E-01             1.076852E+01             0.000000E+00             9.663596E-01             3.063592E+03
                   3.0600             1.535861E-01             1.077751E+01             0.000000E+00             9.673440E-01             3.063585E+03
                   3.2400             1.610314E-01             1.078420E+01             0.000000E+00             9.680815E-01             3.063579E+03
                   3.4200             1.684007E-01             1.078864E+01             0.000000E+00             9.685832E-01             3.063575E+03
                   3.6000             1.756983E-01             1.079084E+01             0.000000E+00             9.688591E-01             3.063572E+03
                   3.7800             1.829283E-01             1.079085E+01             0.000000E+00             9.689185E-01             3.063571E+03
                   3.9600             1.900942E-01             1.078874E+01             0.000000E+00             9.687715E-01             3.063571E+03
                   4.1400             1.971996E-01             1.078461E+01             0.000000E+00             9.684316E-01             3.063572E+03
                   4.3200             2.042476E-01             1.077881E+01             0.000000E+00             9.679291E-01             3.063574E+03
                   4.5000             2.112415E-01             1.077229E+01             0.000000E+00             9.673436E-01             3.063577E+03
                   4.6800             2.181840E-01             1.076575E+01             0.000000E+00             9.667362E-01             3.063580E+03
                   4.8600             2.250782E-01             1.075927E+01             0.000000E+00             9.661162E-01             3.063582E+03
                   5.0400             2.319268E-01             1.075284E+01             0.000000E+00             9.654877E-01             3.063585E+03
                   5.2200             2.387327E-01             1.074646E+01             0.000000E+00             9.648548E-01             3.063588E+03
                   5.4000             2.454986E-01             1.074013E+01             0.000000E+00             9.642219E-01             3.063591E+03
                   5.5800             2.522271E-01             1.073386E+01             0.000000E+00             9.635931E-01             3.063594E+03
                   5.7600             2.589211E-01             1.072764E+01             0.000000E+00             9.629728E-01             3.063597E+03
                   5.9400             2.655832E-01             1.072147E+01             0.000000E+00             9.623654E-01             3.063600E+03
                   6.1200             2.722163E-01             1.071536E+01             0.000000E+00             9.617752E-01             3.063602E+03
                   6.3000             2.788230E-01             1.070930E+01             0.000000E+00             9.612068E-01             3.063605E+03
                   6.4800             2.854062E-01             1.070330E+01             0.000000E+00             9.606647E-01             3.063607E+03
                   6.6600             2.919687E-01             1.069735E+01             0.000000E+00             9.601535E-01             3.063610E+03
                   6.8400             2.985134E-01             1.069145E+01             0.000000E+00             9.596777E-01             3.063612E+03
                   7.0200             3.050433E-01             1.068560E+01             0.000000E+00             9.592420E-01             3.063614E+03
                   7.2000             3.115611E-01             1.067981E+01             0.000000E+00             9.588510E-01             3.063616E+03
                   7.3800             3.180701E-01             1.067407E+01             0.000000E+00             9.585093E-01             3.063618E+03
                   7.5600             3.245732E-01             1.066839E+01             0.000000E+00             9.582214E-01             3.063619E+03
                   7.7400             3.310736E-01             1.066276E+01             0.000000E+00             9.579921E-01             3.063620E+03
                   7.9200             3.375744E-01             1.065718E+01             0.000000E+00             9.578258E-01             3.063621E+03
                   8.1000             3.440787E-01             1.065166E+01             0.000000E+00             9.577269E-01             3.063622E+03
                   8.2800             3.505900E-01             1.064619E+01             0.000000E+00             9.576999E-01             3.063623E+03
                   8.4600             3.571113E-01             1.064078E+01             0.000000E+00             9.577489E-01             3.063623E+03
                   8.6400             3.636462E-01             1.063541E+01             0.000000E+00             9.578783E-01             3.063622E+03
                   8.8200             3.701979E-01             1.063011E+01             0.000000E+00             9.580919E-01             3.063622E+03
                   9.0000             3.767698E-01             1.062485E+01             0.000000E+00             9.583936E-01             3.063621E+03
                   9.1800             3.833653E-01             1.061965E+01             0.000000E+00             9.587872E-01             3.063620E+03
                   9.3600             3.899879E-01             1.061450E+01             0.000000E+00             9.592760E-01             3.063618E+03
                   9.5400             3.966411E-01             1.060941E+01             0.000000E+00             9.598632E-01             3.063616E+03
                   9.7200             4.033282E-01             1.060437E+01             0.000000E+00             9.605520E-01             3.063613E+03
                   9.9000             4.100528E-01             1.059938E+01             0.000000E+00             9.613449E-01             3.063611E+03
                  10.0800             4.168182E-01             1.059445E+01             0.000000E+00             9.622445E-01             3.063607E+03
                  10.2600             4.236279E-01             1.058956E+01             0.000000E+00             9.632528E-01             3.063603E+03
                  10.4400             4.304854E-01             1.058474E+01             0.000000E+00             9.643718E-01             3.063599E+03
                  10.6200             4.373939E-01             1.057996E+01             0.000000E+00             9.656029E-01             3.063594E+03
                  10.8000             4.443568E-01             1.057523E+01             0.000000E+00             9.669472E-01             3.063589E+03
                  10.9800             4.513774E-01             1.057056E+01             0.000000E+00             9.684057E-01             3.063584E+03
                  11.1600             4.584588E-01             1.056594E+01             0.000000E+00             9.699786E-01             3.063578E+03
                  11.3400             4.656042E-01             1.056137E+01             0.000000E+00             9.716661E-01             3.063571E+03
                  11.5200             4.728166E-01             1.055685E+01             0.000000E+00             9.734679E-01             3.063564E+03
                  11.7000             4.800990E-01             1.055238E+01             0.000000E+00             9.753834E-01             3.063557E+03
                  11.8800             4.874542E-01             1.054796E+01             0.000000E+00             9.774115E-01             3.063549E+03
                  12.0600             4.948850E-01             1.054360E+01             0.000000E+00             9.795508E-01             3.063541E+03
                  12.2400             5.023940E-01             1.053928E+01             0.000000E+00             9.817998E-01             3.063532E+03
                  12.4200             5.099835E-01             1.053501E+01             0.000000E+00             9.841562E-01             3.063523E+03
                  12.6000             5.176561E-01             1.053078E+01             0.000000E+00             9.866176E-01             3.063513E+03
                  12.7800             5.254138E-01             1.052661E+01             0.000000E+00             9.891815E-01             3.063504E+03
                  12.9600             5.332587E-01             1.052248E+01             0.000000E+00             9.918447E-01             3.063493E+03
                  13.1400             5.411926E-01             1.051840E+01             0.000000E+00             9.946041E-01             3.063483E+03
                  13.3200             5.492172E-01             1.051437E+01             0.000000E+00             9.974560E-01             3.063472E+03
