                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.008573E+02             3.037850E+02             3.429284E+05             1.156926E+00             4.301082E+05             3.900663E+03             1.866478E-05             1.006510E+03             2.713043E-02             5.784632E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.108159E+02             3.122222E+02             3.434566E+05             1.236753E+00             4.385810E+05             3.901151E+03             1.912262E-05             1.007014E+03             2.728913E-02             6.070122E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.108424E+02             3.142261E+02             3.448415E+05             1.229139E+00             4.405991E+05             3.907525E+03             1.921743E-05             1.007106E+03             2.743587E-02             6.037246E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.108431E+02             3.150012E+02             3.453828E+05             1.226115E+00             4.413797E+05             3.910005E+03             1.925404E-05             1.007143E+03             2.749254E-02             6.027052E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.108348E+02             3.152931E+02             3.455917E+05             1.224885E+00             4.416737E+05             3.910959E+03             1.926781E-05             1.007156E+03             2.751387E-02             6.025403E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.108241E+02             3.153980E+02             3.456714E+05             1.224358E+00             4.417794E+05             3.911322E+03             1.927276E-05             1.007161E+03             2.752154E-02             6.026788E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.108135E+02             3.154316E+02             3.457011E+05             1.224111E+00             4.418132E+05             3.911457E+03             1.927434E-05             1.007163E+03             2.752398E-02             6.029075E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.108040E+02             3.154386E+02             3.457118E+05             1.223979E+00             4.418203E+05             3.911504E+03             1.927467E-05             1.007163E+03             2.752449E-02             6.031450E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.107959E+02             3.154365E+02             3.457153E+05             1.223897E+00             4.418182E+05             3.911518E+03             1.927457E-05             1.007163E+03             2.752434E-02             6.033610E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.107892E+02             3.154320E+02             3.457162E+05             1.223841E+00             4.418137E+05             3.911521E+03             1.927436E-05             1.007162E+03             2.752401E-02             6.035449E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             1.107839E+02             3.154276E+02             3.457165E+05             1.223800E+00             4.418093E+05             3.911521E+03             1.927415E-05             1.007162E+03             2.752369E-02             6.036937E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             1.107800E+02             3.154243E+02             3.457167E+05             1.223769E+00             4.418060E+05             3.911520E+03             1.927399E-05             1.007162E+03             2.752344E-02             6.038076E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             1.107774E+02             3.154223E+02             3.457171E+05             1.223748E+00             4.418040E+05             3.911521E+03             1.927390E-05             1.007162E+03             2.752330E-02             6.038877E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             1.107759E+02             3.154218E+02             3.457179E+05             1.223734E+00             4.418034E+05             3.911523E+03             1.927387E-05             1.007162E+03             2.752326E-02             6.039358E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             1.107756E+02             3.154226E+02             3.457189E+05             1.223727E+00             4.418043E+05             3.911526E+03             1.927391E-05             1.007162E+03             2.752332E-02             6.039538E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             1.107764E+02             3.154248E+02             3.457203E+05             1.223727E+00             4.418064E+05             3.911531E+03             1.927401E-05             1.007162E+03             2.752348E-02             6.039436E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             1.107781E+02             3.154282E+02             3.457220E+05             1.223733E+00             4.418099E+05             3.911538E+03             1.927417E-05             1.007162E+03             2.752372E-02             6.039073E-08             0.000000E+00             0.000000E+00
