                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.242932E+02             3.242932E+02             3.264426E+02             3.264426E+02             3.271406E+02             3.247461E+02             3.242377E+02             3.247461E+02             3.242377E+02
                   0.1800             3.246795E+02             3.246972E+02             3.267954E+02             3.268155E+02             3.275223E+02             3.251324E+02             3.246904E+02             3.251410E+02             3.247009E+02
                   0.3600             3.247724E+02             3.247936E+02             3.268734E+02             3.268990E+02             3.276095E+02             3.252291E+02             3.248161E+02             3.252337E+02             3.248214E+02
                   0.5400             3.247578E+02             3.247809E+02             3.268509E+02             3.268800E+02             3.275923E+02             3.252169E+02             3.248185E+02             3.252192E+02             3.248208E+02
                   0.7200             3.246893E+02             3.247138E+02             3.267779E+02             3.268100E+02             3.275231E+02             3.251507E+02             3.247593E+02             3.251513E+02             3.247593E+02
                   0.9000             3.246014E+02             3.246272E+02             3.266872E+02             3.267219E+02             3.274354E+02             3.250650E+02             3.246774E+02             3.250643E+02             3.246756E+02
                   1.0800             3.245103E+02             3.245369E+02             3.265939E+02             3.266307E+02             3.273444E+02             3.249758E+02             3.245907E+02             3.249737E+02             3.245872E+02
                   1.2600             3.244222E+02             3.244494E+02             3.265039E+02             3.265425E+02             3.272564E+02             3.248892E+02             3.245062E+02             3.248859E+02             3.245011E+02
                   1.4400             3.243395E+02             3.243668E+02             3.264193E+02             3.264593E+02             3.271734E+02             3.248076E+02             3.244264E+02             3.248032E+02             3.244199E+02
                   1.6200             3.242629E+02             3.242900E+02             3.263410E+02             3.263819E+02             3.270961E+02             3.247318E+02             3.243523E+02             3.247262E+02             3.243443E+02
                   1.8000             3.241924E+02             3.242192E+02             3.262689E+02             3.263105E+02             3.270249E+02             3.246619E+02             3.242840E+02             3.246552E+02             3.242746E+02
                   1.9800             3.241280E+02             3.241542E+02             3.262030E+02             3.262450E+02             3.269595E+02             3.245979E+02             3.242216E+02             3.245900E+02             3.242108E+02
                   2.1600             3.240696E+02             3.240951E+02             3.261431E+02             3.261854E+02             3.269000E+02             3.245397E+02             3.241649E+02             3.245307E+02             3.241527E+02
                   2.3400             3.240171E+02             3.240416E+02             3.260892E+02             3.261315E+02             3.268462E+02             3.244872E+02             3.241138E+02             3.244771E+02             3.241002E+02
                   2.5200             3.239703E+02             3.239938E+02             3.260411E+02             3.260832E+02             3.267980E+02             3.244403E+02             3.240683E+02             3.244291E+02             3.240533E+02
                   2.7000             3.239291E+02             3.239514E+02             3.259986E+02             3.260404E+02             3.267554E+02             3.243990E+02             3.240282E+02             3.243866E+02             3.240118E+02
                   2.8800             3.238933E+02             3.239145E+02             3.259616E+02             3.260031E+02             3.267181E+02             3.243630E+02             3.239934E+02             3.243495E+02             3.239756E+02
                   3.0600             3.238629E+02             3.238828E+02             3.259301E+02             3.259711E+02             3.266862E+02             3.243324E+02             3.239638E+02             3.243177E+02             3.239447E+02
                   3.2400             3.238378E+02             3.238564E+02             3.259039E+02             3.259443E+02             3.266595E+02             3.243070E+02             3.239394E+02             3.242912E+02             3.239188E+02
                   3.4200             3.238178E+02             3.238351E+02             3.258829E+02             3.259228E+02             3.266380E+02             3.242867E+02             3.239200E+02             3.242698E+02             3.238980E+02
                   3.6000             3.238029E+02             3.238188E+02             3.258670E+02             3.259063E+02             3.266216E+02             3.242715E+02             3.239055E+02             3.242535E+02             3.238822E+02
                   3.7800             3.237929E+02             3.238075E+02             3.258561E+02             3.258948E+02             3.266101E+02             3.242613E+02             3.238959E+02             3.242421E+02             3.238712E+02
                   3.9600             3.237876E+02             3.238009E+02             3.258500E+02             3.258881E+02             3.266035E+02             3.242558E+02             3.238909E+02             3.242355E+02             3.238649E+02
                   4.1400             3.237869E+02             3.237989E+02             3.258485E+02             3.258860E+02             3.266014E+02             3.242548E+02             3.238904E+02             3.242334E+02             3.238630E+02
                   4.3200             3.237899E+02             3.238007E+02             3.258507E+02             3.258877E+02             3.266031E+02             3.242577E+02             3.238936E+02             3.242351E+02             3.238649E+02
                   4.5000             3.237946E+02             3.238042E+02             3.258547E+02             3.258911E+02             3.266065E+02             3.242622E+02             3.238984E+02             3.242386E+02             3.238684E+02
                   4.6800             3.237996E+02             3.238078E+02             3.258590E+02             3.258947E+02             3.266101E+02             3.242669E+02             3.239034E+02             3.242422E+02             3.238721E+02
                   4.8600             3.238046E+02             3.238114E+02             3.258632E+02             3.258983E+02             3.266137E+02             3.242717E+02             3.239084E+02             3.242458E+02             3.238758E+02
                   5.0400             3.238096E+02             3.238151E+02             3.258676E+02             3.259019E+02             3.266173E+02             3.242765E+02             3.239135E+02             3.242494E+02             3.238795E+02
                   5.2200             3.238147E+02             3.238188E+02             3.258719E+02             3.259055E+02             3.266209E+02             3.242812E+02             3.239185E+02             3.242530E+02             3.238832E+02
