                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000            -5.358499E-09            -2.304734E-03             1.687538E-08
                   0.1800            -4.615338E-05            -2.024200E+01             1.530650E-08
                   0.3600            -4.607416E-05            -2.030023E+01             1.379477E-08
                   0.5400            -4.601907E-05            -2.031188E+01             1.234003E-08
                   0.7200            -4.597627E-05            -2.030651E+01             1.094235E-08
                   0.9000            -4.594099E-05            -2.029578E+01             9.601763E-09
                   1.0800            -4.591127E-05            -2.028420E+01             8.318251E-09
                   1.2600            -4.588621E-05            -2.027346E+01             7.091855E-09
                   1.4400            -4.586534E-05            -2.026414E+01             5.922565E-09
                   1.6200            -4.584836E-05            -2.025643E+01             4.810430E-09
                   1.8000            -4.583501E-05            -2.025034E+01             3.755436E-09
                   1.9800            -4.582509E-05            -2.024580E+01             2.757605E-09
                   2.1600            -4.581839E-05            -2.024275E+01             1.816955E-09
                   2.3400            -4.581472E-05            -2.024110E+01             9.334895E-10
                   2.5200            -4.581387E-05            -2.024076E+01             1.072292E-10
                   2.7000            -4.581565E-05            -2.024165E+01            -6.618297E-10
                   2.8800            -4.581988E-05            -2.024368E+01            -1.373678E-09
                   3.0600            -4.582636E-05            -2.024675E+01            -2.028297E-09
                   3.2400            -4.583489E-05            -2.025078E+01            -2.625690E-09
                   3.4200            -4.584529E-05            -2.025568E+01            -3.165846E-09
                   3.6000            -4.585737E-05            -2.026136E+01            -3.648757E-09
                   3.7800            -4.587094E-05            -2.026774E+01            -4.074428E-09
                   3.9600            -4.588580E-05            -2.027472E+01            -4.442850E-09
                   4.1400            -4.590177E-05            -2.028222E+01            -4.754022E-09
                   4.3200            -4.591866E-05            -2.029014E+01            -5.007941E-09
                   4.5000            -4.593627E-05            -2.029841E+01            -5.204611E-09
                   4.6800            -4.595441E-05            -2.030693E+01            -5.344028E-09
                   4.8600            -4.597289E-05            -2.031561E+01            -5.426196E-09
                   5.0400            -4.599151E-05            -2.032436E+01            -5.451112E-09
                   5.2200            -4.601009E-05            -2.033310E+01            -5.418788E-09
