                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             9.935360E-04             1.752575E+01             0.000000E+00             1.905865E+00             4.173385E+03
                   0.1800             3.272180E-02             1.755867E+01             0.000000E+00             1.814391E+00             4.173578E+03
                   0.3600             5.657069E-02             1.759298E+01             0.000000E+00             1.789697E+00             4.173627E+03
                   0.5400             7.797144E-02             1.762600E+01             0.000000E+00             1.774846E+00             4.173655E+03
                   0.7200             9.810310E-02             1.765759E+01             0.000000E+00             1.766102E+00             4.173669E+03
                   0.9000             1.174448E-01             1.768768E+01             0.000000E+00             1.761038E+00             4.173675E+03
                   1.0800             1.362223E-01             1.771620E+01             0.000000E+00             1.758148E+00             4.173676E+03
                   1.2600             1.545538E-01             1.774314E+01             0.000000E+00             1.756523E+00             4.173674E+03
                   1.4400             1.725090E-01             1.776848E+01             0.000000E+00             1.755624E+00             4.173671E+03
                   1.6200             1.901341E-01             1.779223E+01             0.000000E+00             1.755134E+00             4.173667E+03
                   1.8000             2.074634E-01             1.781440E+01             0.000000E+00             1.754867E+00             4.173663E+03
                   1.9800             2.245244E-01             1.783500E+01             0.000000E+00             1.754717E+00             4.173659E+03
                   2.1600             2.413401E-01             1.785403E+01             0.000000E+00             1.754622E+00             4.173655E+03
                   2.3400             2.579307E-01             1.787151E+01             0.000000E+00             1.754547E+00             4.173651E+03
                   2.5200             2.743138E-01             1.788746E+01             0.000000E+00             1.754472E+00             4.173647E+03
                   2.7000             2.905050E-01             1.790188E+01             0.000000E+00             1.754386E+00             4.173643E+03
                   2.8800             3.065180E-01             1.791480E+01             0.000000E+00             1.754286E+00             4.173640E+03
                   3.0600             3.223654E-01             1.792621E+01             0.000000E+00             1.754168E+00             4.173637E+03
                   3.2400             3.380581E-01             1.793615E+01             0.000000E+00             1.754031E+00             4.173635E+03
                   3.4200             3.536062E-01             1.794462E+01             0.000000E+00             1.753878E+00             4.173632E+03
                   3.6000             3.690185E-01             1.795163E+01             0.000000E+00             1.753707E+00             4.173630E+03
                   3.7800             3.843034E-01             1.795719E+01             0.000000E+00             1.753522E+00             4.173628E+03
                   3.9600             3.994681E-01             1.796133E+01             0.000000E+00             1.753322E+00             4.173627E+03
                   4.1400             4.145196E-01             1.796405E+01             0.000000E+00             1.753111E+00             4.173626E+03
                   4.3200             4.294641E-01             1.796537E+01             0.000000E+00             1.752888E+00             4.173625E+03
                   4.5000             4.443074E-01             1.796531E+01             0.000000E+00             1.752656E+00             4.173624E+03
                   4.6800             4.590549E-01             1.796388E+01             0.000000E+00             1.752416E+00             4.173623E+03
                   4.8600             4.737117E-01             1.796110E+01             0.000000E+00             1.752169E+00             4.173623E+03
                   5.0400             4.882825E-01             1.795701E+01             0.000000E+00             1.751917E+00             4.173623E+03
                   5.2200             5.027718E-01             1.795165E+01             0.000000E+00             1.751660E+00             4.173623E+03
                   5.4000             5.171838E-01             1.794505E+01             0.000000E+00             1.751401E+00             4.173623E+03
                   5.5800             5.315227E-01             1.793730E+01             0.000000E+00             1.751140E+00             4.173624E+03
                   5.7600             5.457922E-01             1.792855E+01             0.000000E+00             1.750880E+00             4.173624E+03
                   5.9400             5.599962E-01             1.791903E+01             0.000000E+00             1.750620E+00             4.173625E+03
                   6.1200             5.741382E-01             1.790914E+01             0.000000E+00             1.750365E+00             4.173626E+03
                   6.3000             5.882217E-01             1.789918E+01             0.000000E+00             1.750115E+00             4.173627E+03
                   6.4800             6.022502E-01             1.788929E+01             0.000000E+00             1.749873E+00             4.173628E+03
                   6.6600             6.162268E-01             1.787948E+01             0.000000E+00             1.749639E+00             4.173629E+03
                   6.8400             6.301548E-01             1.786975E+01             0.000000E+00             1.749415E+00             4.173629E+03
                   7.0200             6.440373E-01             1.786011E+01             0.000000E+00             1.749202E+00             4.173630E+03
                   7.2000             6.578775E-01             1.785055E+01             0.000000E+00             1.749001E+00             4.173631E+03
                   7.3800             6.716785E-01             1.784107E+01             0.000000E+00             1.748814E+00             4.173632E+03
                   7.5600             6.854431E-01             1.783168E+01             0.000000E+00             1.748641E+00             4.173633E+03
                   7.7400             6.991744E-01             1.782237E+01             0.000000E+00             1.748484E+00             4.173633E+03
                   7.9200             7.128752E-01             1.781315E+01             0.000000E+00             1.748344E+00             4.173634E+03
                   8.1000             7.265486E-01             1.780401E+01             0.000000E+00             1.748223E+00             4.173634E+03
                   8.2800             7.401973E-01             1.779495E+01             0.000000E+00             1.748121E+00             4.173635E+03
                   8.4600             7.538242E-01             1.778597E+01             0.000000E+00             1.748040E+00             4.173635E+03
