                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.100083E-15             4.743447E+02             1.100083E-15             9.968918E+01             0.000000E+00             5.740339E+02             0.000000E+00             5.202003E-05             1.597703E+00             6.250276E-02             7.835385E-01             5.105720E-01             1.813968E+01             1.504881E+01             1.471577E+01             4.509341E+01
                   0.1800             2.376519E+01             4.591403E+02             1.361832E-01             9.657531E+01             2.362901E+01             5.557156E+02             0.000000E+00             3.735948E-03             1.607477E+00             6.250201E-02             8.100636E-01             3.792656E-01             1.813963E+01             1.532008E+01             1.470013E+01             4.509341E+01
                   0.3600             2.374471E+01             4.440591E+02             2.106281E-01             9.347993E+01             2.353408E+01             5.375390E+02             0.000000E+00             6.318733E-03             1.616972E+00             6.249952E-02             8.110281E-01             3.252152E-01             1.813939E+01             1.535742E+01             1.469394E+01             4.509341E+01
                   0.5400             2.371361E+01             4.289998E+02             2.617416E-01             9.038116E+01             2.345186E+01             5.193809E+02             0.000000E+00             8.582778E-03             1.626122E+00             6.249536E-02             8.120848E-01             2.712119E-01             1.813900E+01             1.539854E+01             1.468783E+01             4.509341E+01
                   0.7200             2.367877E+01             4.139627E+02             2.941935E-01             8.727938E+01             2.338457E+01             5.012421E+02             0.000000E+00             1.070364E-02             1.634923E+00             6.248954E-02             8.132419E-01             2.172475E-01             1.813845E+01             1.544344E+01             1.468206E+01             4.509341E+01
                   0.9000             2.364416E+01             3.989482E+02             3.140293E-01             8.417496E+01             2.333013E+01             4.831232E+02             0.000000E+00             1.274732E-02             1.643371E+00             6.248206E-02             8.145036E-01             1.633314E-01             1.813775E+01             1.549206E+01             1.467682E+01             4.509341E+01
                   1.0800             2.361200E+01             3.839567E+02             3.259288E-01             8.106829E+01             2.328607E+01             4.650250E+02             0.000000E+00             1.474074E-02             1.651465E+00             6.247292E-02             8.158719E-01             1.094645E-01             1.813688E+01             1.554433E+01             1.467232E+01             4.509341E+01
                   1.2600             2.358347E+01             3.689887E+02             3.330220E-01             7.795977E+01             2.325044E+01             4.469485E+02             0.000000E+00             1.669535E-02             1.659202E+00             6.246212E-02             8.173478E-01             5.563776E-02             1.813586E+01             1.560017E+01             1.466875E+01             4.509341E+01
                   1.4400             2.355913E+01             3.540448E+02             3.372742E-01             7.484984E+01             2.322186E+01             4.288946E+02             0.000000E+00             1.861638E-02             1.666580E+00             6.244966E-02             8.189307E-01             1.864509E-03             1.813469E+01             1.565949E+01             1.466623E+01             4.509341E+01
                   1.6200             2.353921E+01             3.391256E+02             3.398809E-01             7.173894E+01             2.319933E+01             4.108645E+02             0.000000E+00             2.050664E-02             1.673600E+00             6.243554E-02             8.206199E-01             5.185095E-02             1.813336E+01             1.572219E+01             1.466487E+01             4.509341E+01
