                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.296957E+02             3.296777E+02             3.296957E+02             3.296777E+02             3.332721E+02             3.325497E+02             3.332721E+02             3.325497E+02             3.344358E+02             3.335705E+02
                   0.1800             3.296924E+02             3.296811E+02             3.297343E+02             3.297224E+02             3.332509E+02             3.325383E+02             3.332971E+02             3.325832E+02             3.344644E+02             3.336074E+02
                   0.3600             3.296238E+02             3.296170E+02             3.296886E+02             3.296791E+02             3.331741E+02             3.324661E+02             3.332458E+02             3.325352E+02             3.344146E+02             3.335608E+02
                   0.5400             3.295494E+02             3.295468E+02             3.296315E+02             3.296237E+02             3.330933E+02             3.323892E+02             3.331845E+02             3.324765E+02             3.343544E+02             3.335030E+02
                   0.7200             3.294718E+02             3.294730E+02             3.295682E+02             3.295618E+02             3.330102E+02             3.323095E+02             3.331179E+02             3.324119E+02             3.342886E+02             3.334391E+02
                   0.9000             3.293935E+02             3.293981E+02             3.295022E+02             3.294971E+02             3.329270E+02             3.322293E+02             3.330492E+02             3.323449E+02             3.342206E+02             3.333728E+02
                   1.0800             3.293163E+02             3.293240E+02             3.294359E+02             3.294318E+02             3.328453E+02             3.321504E+02             3.329806E+02             3.322777E+02             3.341526E+02             3.333061E+02
                   1.2600             3.292412E+02             3.292518E+02             3.293707E+02             3.293675E+02             3.327660E+02             3.320737E+02             3.329133E+02             3.322117E+02             3.340857E+02             3.332405E+02
                   1.4400             3.291690E+02             3.291822E+02             3.293073E+02             3.293050E+02             3.326898E+02             3.320000E+02             3.328480E+02             3.321476E+02             3.340208E+02             3.331767E+02
                   1.6200             3.291000E+02             3.291156E+02             3.292463E+02             3.292447E+02             3.326169E+02             3.319294E+02             3.327852E+02             3.320858E+02             3.339583E+02             3.331153E+02
                   1.8000             3.290343E+02             3.290521E+02             3.291878E+02             3.291869E+02             3.325474E+02             3.318622E+02             3.327250E+02             3.320267E+02             3.338985E+02             3.330565E+02
                   1.9800             3.289720E+02             3.289919E+02             3.291320E+02             3.291318E+02             3.324815E+02             3.317984E+02             3.326676E+02             3.319703E+02             3.338414E+02             3.330004E+02
                   2.1600             3.289130E+02             3.289348E+02             3.290789E+02             3.290795E+02             3.324190E+02             3.317380E+02             3.326131E+02             3.319167E+02             3.337871E+02             3.329470E+02
                   2.3400             3.288574E+02             3.288809E+02             3.290287E+02             3.290298E+02             3.323601E+02             3.316809E+02             3.325614E+02             3.318659E+02             3.337357E+02             3.328965E+02
                   2.5200             3.288051E+02             3.288302E+02             3.289812E+02             3.289830E+02             3.323045E+02             3.316272E+02             3.325126E+02             3.318179E+02             3.336872E+02             3.328487E+02
                   2.7000             3.287560E+02             3.287825E+02             3.289366E+02             3.289389E+02             3.322522E+02             3.315767E+02             3.324667E+02             3.317728E+02             3.336414E+02             3.328037E+02
                   2.8800             3.287100E+02             3.287379E+02             3.288946E+02             3.288974E+02             3.322032E+02             3.315294E+02             3.324235E+02             3.317304E+02             3.335984E+02             3.327615E+02
                   3.0600             3.286671E+02             3.286962E+02             3.288554E+02             3.288587E+02             3.321575E+02             3.314851E+02             3.323832E+02             3.316907E+02             3.335582E+02             3.327220E+02
                   3.2400             3.286272E+02             3.286575E+02             3.288189E+02             3.288227E+02             3.321148E+02             3.314440E+02             3.323456E+02             3.316538E+02             3.335208E+02             3.326852E+02
                   3.4200             3.285902E+02             3.286216E+02             3.287851E+02             3.287893E+02             3.320752E+02             3.314058E+02             3.323108E+02             3.316196E+02             3.334861E+02             3.326511E+02
