                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             8.286477E-02             7.465051E-04             2.245472E-06             6.393331E-05             8.126839E-04             5.622802E-01             8.650349E-02             5.630929E-01
                   0.1800             8.435854E-02            -2.288026E-03            -6.882326E-06             3.004879E-04            -1.994420E-03             5.632090E-01             8.641156E-02             5.612146E-01
                   0.3600             8.456429E-02            -4.519752E-03            -1.359527E-05             6.323749E-04            -3.900973E-03             5.630778E-01             8.637517E-02             5.591768E-01
                   0.5400             8.479099E-02            -6.751588E-03            -2.030846E-05             9.636237E-04            -5.808273E-03             5.629699E-01             8.633923E-02             5.571616E-01
                   0.7200             8.503860E-02            -8.983300E-03            -2.702115E-05             1.294191E-03            -7.716130E-03             5.628870E-01             8.630531E-02             5.551709E-01
                   0.9000             8.530681E-02            -1.121428E-02            -3.373151E-05             1.624057E-03            -9.623959E-03             5.628299E-01             8.627450E-02             5.532060E-01
                   1.0800             8.559525E-02            -1.344440E-02            -4.043906E-05             1.953216E-03            -1.153163E-02             5.627994E-01             8.624806E-02             5.512678E-01
                   1.2600             8.590350E-02            -1.567397E-02            -4.714472E-05             2.281671E-03            -1.343945E-02             5.627961E-01             8.622705E-02             5.493567E-01
                   1.4400             8.623099E-02            -1.790257E-02            -5.384717E-05             2.609430E-03            -1.534698E-02             5.628203E-01             8.621228E-02             5.474733E-01
                   1.6200             8.657719E-02            -2.013012E-02            -6.054618E-05             2.936503E-03            -1.725416E-02             5.634992E-01             8.620427E-02             5.462451E-01
                   1.8000             8.694147E-02            -2.235639E-02            -6.724099E-05             3.262904E-03            -1.916073E-02             5.642270E-01             8.620326E-02             5.450662E-01
                   1.9800             8.732328E-02            -2.458150E-02            -7.393190E-05             3.588649E-03            -2.106678E-02             5.649802E-01             8.620921E-02             5.439134E-01
                   2.1600             8.772198E-02            -2.680512E-02            -8.061788E-05             3.913757E-03            -2.297198E-02             5.657578E-01             8.622178E-02             5.427858E-01
                   2.3400             8.813698E-02            -2.902723E-02            -8.729887E-05             4.238246E-03            -2.487628E-02             5.665584E-01             8.624035E-02             5.416821E-01
                   2.5200             8.856764E-02            -3.124764E-02            -9.397425E-05             4.562138E-03            -2.677948E-02             5.673806E-01             8.626418E-02             5.406011E-01
                   2.7000             8.901336E-02            -3.346622E-02            -1.006436E-04             4.885457E-03            -2.868141E-02             5.682227E-01             8.629233E-02             5.395413E-01
                   2.8800             8.947355E-02            -3.568290E-02            -1.073066E-04             5.208226E-03            -3.058198E-02             5.690829E-01             8.632380E-02             5.385009E-01
                   3.0600             8.994758E-02            -3.789746E-02            -1.139626E-04             5.530472E-03            -3.248095E-02             5.699595E-01             8.635756E-02             5.374786E-01
                   3.2400             9.043489E-02            -4.010983E-02            -1.206114E-04             5.852224E-03            -3.437822E-02             5.708508E-01             8.639259E-02             5.364726E-01
                   3.4200             9.093489E-02            -4.231989E-02            -1.272525E-04             6.173510E-03            -3.627364E-02             5.717551E-01             8.642793E-02             5.354815E-01
                   3.6000             9.144703E-02            -4.452750E-02            -1.338855E-04             6.494363E-03            -3.816702E-02             5.726709E-01             8.646269E-02             5.345039E-01
                   3.7800             9.197075E-02            -4.673251E-02            -1.405099E-04             6.814814E-03            -4.005821E-02             5.735967E-01             8.649613E-02             5.335385E-01
                   3.9600             9.250551E-02            -4.893484E-02            -1.471254E-04             7.134898E-03            -4.194707E-02             5.745312E-01             8.652758E-02             5.325842E-01
                   4.1400             9.305079E-02            -5.113431E-02            -1.537315E-04             7.454650E-03            -4.383339E-02             5.754734E-01             8.655654E-02             5.316400E-01
                   4.3200             9.360609E-02            -5.333083E-02            -1.603278E-04             7.774107E-03            -4.571705E-02             5.764220E-01             8.658260E-02             5.307050E-01
                   4.5000             9.417092E-02            -5.552425E-02            -1.669139E-04             8.093307E-03            -4.759786E-02             5.773764E-01             8.660548E-02             5.297785E-01
                   4.6800             9.474479E-02            -5.771446E-02            -1.734894E-04             8.412288E-03            -4.947566E-02             5.783357E-01             8.662501E-02             5.288600E-01
                   4.8600             9.532725E-02            -5.990132E-02            -1.800538E-04             8.731087E-03            -5.135029E-02             5.792993E-01             8.664112E-02             5.279490E-01
                   5.0400             9.591787E-02            -6.208472E-02            -1.866067E-04             9.049742E-03            -5.322159E-02             5.802667E-01             8.665381E-02             5.270451E-01
                   5.2200             9.651620E-02            -6.426453E-02            -1.931478E-04             9.368287E-03            -5.508939E-02             5.812374E-01             8.666317E-02             5.261480E-01
                   5.4000             9.712186E-02            -6.644062E-02            -1.996765E-04             9.686750E-03            -5.695354E-02             5.822111E-01             8.666932E-02             5.252575E-01
                   5.5800             9.773444E-02            -6.861285E-02            -2.061926E-04             1.000515E-02            -5.881389E-02             5.831875E-01             8.667244E-02             5.243736E-01
                   5.7600             9.835360E-02            -7.078113E-02            -2.126955E-04             1.032347E-02            -6.067036E-02             5.841666E-01             8.667276E-02             5.234962E-01
                   5.9400             9.897899E-02            -7.294530E-02            -2.191849E-04             1.064164E-02            -6.252285E-02             5.851482E-01             8.667052E-02             5.226253E-01
                   6.1200             9.961036E-02            -7.510526E-02            -2.256604E-04             1.095953E-02            -6.437139E-02             5.861326E-01             8.666596E-02             5.217612E-01
                   6.3000             1.002474E-01            -7.726089E-02            -2.321216E-04             1.127700E-02            -6.621601E-02             5.871198E-01             8.665938E-02             5.209038E-01
                   6.4800             1.008899E-01            -7.941204E-02            -2.385680E-04             1.159400E-02            -6.805660E-02             5.881101E-01             8.665103E-02             5.200535E-01
                   6.6600             1.015376E-01            -8.155861E-02            -2.449993E-04             1.191052E-02            -6.989308E-02             5.891032E-01             8.664118E-02             5.192101E-01
                   6.8400             1.021903E-01            -8.370046E-02            -2.514150E-04             1.222655E-02            -7.172533E-02             5.900992E-01             8.663009E-02             5.183739E-01
                   7.0200             1.028475E-01            -8.583748E-02            -2.578147E-04             1.254208E-02            -7.355322E-02             5.910981E-01             8.661800E-02             5.175449E-01
                   7.2000             1.035093E-01            -8.796955E-02            -2.641981E-04             1.285712E-02            -7.537663E-02             5.920997E-01             8.660514E-02             5.167231E-01
                   7.3800             1.041752E-01            -9.009654E-02            -2.705648E-04             1.317165E-02            -7.719545E-02             5.931041E-01             8.659174E-02             5.159087E-01
                   7.5600             1.048451E-01            -9.221834E-02            -2.769143E-04             1.348568E-02            -7.900957E-02             5.941112E-01             8.657798E-02             5.151016E-01
                   7.7400             1.055188E-01            -9.433481E-02            -2.832463E-04             1.379920E-02            -8.081886E-02             5.951208E-01             8.656405E-02             5.143020E-01
