                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284777E-05             1.028235E+02             3.135857E+02             3.499719E+05             1.142533E+00             4.399706E+05             3.927075E+03             1.918605E-05             1.006962E+03             2.738661E-02             3.752968E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284772E-05             1.026617E+02             3.134876E+02             3.499018E+05             1.141093E+00             4.398722E+05             3.927213E+03             1.918139E-05             1.006956E+03             2.737938E-02             3.748270E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284766E-05             1.025079E+02             3.133937E+02             3.498347E+05             1.139725E+00             4.397780E+05             3.927343E+03             1.917693E-05             1.006949E+03             2.737247E-02             3.743767E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284759E-05             1.023609E+02             3.133042E+02             3.497707E+05             1.138417E+00             4.396882E+05             3.927468E+03             1.917267E-05             1.006943E+03             2.736587E-02             3.739459E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284752E-05             1.022207E+02             3.132189E+02             3.497097E+05             1.137167E+00             4.396026E+05             3.927588E+03             1.916862E-05             1.006937E+03             2.735958E-02             3.735345E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284744E-05             1.020872E+02             3.131379E+02             3.496518E+05             1.135976E+00             4.395213E+05             3.927704E+03             1.916477E-05             1.006931E+03             2.735361E-02             3.731423E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284736E-05             1.019604E+02             3.130612E+02             3.495970E+05             1.134844E+00             4.394443E+05             3.927814E+03             1.916112E-05             1.006926E+03             2.734795E-02             3.727693E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284727E-05             1.018403E+02             3.129887E+02             3.495452E+05             1.133770E+00             4.393715E+05             3.927920E+03             1.915767E-05             1.006920E+03             2.734261E-02             3.724155E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284717E-05             1.017269E+02             3.129204E+02             3.494964E+05             1.132755E+00             4.393030E+05             3.928021E+03             1.915442E-05             1.006916E+03             2.733757E-02             3.720807E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284707E-05             1.016201E+02             3.128564E+02             3.494507E+05             1.131797E+00             4.392388E+05             3.928117E+03             1.915138E-05             1.006911E+03             2.733285E-02             3.717648E-05             0.000000E+00             0.000000E+00
                   1.8000             3.284696E-05             1.015198E+02             3.127966E+02             3.494079E+05             1.130897E+00             4.391788E+05             3.928208E+03             1.914853E-05             1.006907E+03             2.732844E-02             3.714678E-05             0.000000E+00             0.000000E+00
                   1.9800             3.284685E-05             1.014261E+02             3.127409E+02             3.493682E+05             1.130055E+00             4.391229E+05             3.928295E+03             1.914589E-05             1.006903E+03             2.732433E-02             3.711896E-05             0.000000E+00             0.000000E+00
                   2.1600             3.284672E-05             1.013390E+02             3.126895E+02             3.493315E+05             1.129270E+00             4.390714E+05             3.928377E+03             1.914344E-05             1.006899E+03             2.732054E-02             3.709302E-05             0.000000E+00             0.000000E+00
                   2.3400             3.284659E-05             1.012583E+02             3.126423E+02             3.492978E+05             1.128541E+00             4.390240E+05             3.928454E+03             1.914119E-05             1.006896E+03             2.731705E-02             3.706894E-05             0.000000E+00             0.000000E+00
                   2.5200             3.284646E-05             1.011841E+02             3.125992E+02             3.492671E+05             1.127870E+00             4.389807E+05             3.928526E+03             1.913914E-05             1.006893E+03             2.731388E-02             3.704671E-05             0.000000E+00             0.000000E+00
                   2.7000             3.284631E-05             1.011163E+02             3.125603E+02             3.492393E+05             1.127255E+00             4.389417E+05             3.928593E+03             1.913729E-05             1.006890E+03             2.731100E-02             3.702632E-05             0.000000E+00             0.000000E+00
                   2.8800             3.284616E-05             1.010549E+02             3.125255E+02             3.492146E+05             1.126696E+00             4.389068E+05             3.928656E+03             1.913563E-05             1.006888E+03             2.730844E-02             3.700777E-05             0.000000E+00             0.000000E+00
                   3.0600             3.284600E-05             1.009998E+02             3.124949E+02             3.491927E+05             1.126192E+00             4.388761E+05             3.928714E+03             1.913418E-05             1.006885E+03             2.730617E-02             3.699105E-05             0.000000E+00             0.000000E+00
                   3.2400             3.284583E-05             1.009511E+02             3.124683E+02             3.491738E+05             1.125745E+00             4.388494E+05             3.928767E+03             1.913291E-05             1.006884E+03             2.730421E-02             3.697613E-05             0.000000E+00             0.000000E+00
                   3.4200             3.284565E-05             1.009086E+02             3.124458E+02             3.491578E+05             1.125352E+00             4.388268E+05             3.928816E+03             1.913184E-05             1.006882E+03             2.730255E-02             3.696301E-05             0.000000E+00             0.000000E+00
                   3.6000             3.284547E-05             1.008722E+02             3.124273E+02             3.491447E+05             1.125013E+00             4.388083E+05             3.928860E+03             1.913096E-05             1.006880E+03             2.730118E-02             3.695166E-05             0.000000E+00             0.000000E+00
                   3.7800             3.284528E-05             1.008420E+02             3.124128E+02             3.491344E+05             1.124728E+00             4.387937E+05             3.928899E+03             1.913026E-05             1.006879E+03             2.730011E-02             3.694206E-05             0.000000E+00             0.000000E+00
                   3.9600             3.284507E-05             1.008177E+02             3.124021E+02             3.491269E+05             1.124495E+00             4.387831E+05             3.928934E+03             1.912976E-05             1.006879E+03             2.729932E-02             3.693419E-05             0.000000E+00             0.000000E+00
                   4.1400             3.284486E-05             1.007992E+02             3.123953E+02             3.491221E+05             1.124314E+00             4.387762E+05             3.928965E+03             1.912943E-05             1.006878E+03             2.729882E-02             3.692798E-05             0.000000E+00             0.000000E+00
                   4.3200             3.284464E-05             1.007863E+02             3.123921E+02             3.491199E+05             1.124182E+00             4.387730E+05             3.928992E+03             1.912928E-05             1.006878E+03             2.729858E-02             3.692337E-05             0.000000E+00             0.000000E+00
                   4.5000             3.284441E-05             1.007785E+02             3.123922E+02             3.491201E+05             1.124094E+00             4.387732E+05             3.929014E+03             1.912928E-05             1.006878E+03             2.729858E-02             3.692023E-05             0.000000E+00             0.000000E+00
                   4.6800             3.284417E-05             1.007749E+02             3.123951E+02             3.491223E+05             1.124044E+00             4.387761E+05             3.929034E+03             1.912942E-05             1.006878E+03             2.729879E-02             3.691830E-05             0.000000E+00             0.000000E+00
                   4.8600             3.284392E-05             1.007740E+02             3.123997E+02             3.491256E+05             1.124016E+00             4.387807E+05             3.929051E+03             1.912964E-05             1.006878E+03             2.729913E-02             3.691711E-05             0.000000E+00             0.000000E+00
                   5.0400             3.284366E-05             1.007738E+02             3.124048E+02             3.491293E+05             1.123996E+00             4.387859E+05             3.929068E+03             1.912988E-05             1.006878E+03             2.729951E-02             3.691616E-05             0.000000E+00             0.000000E+00
                   5.2200             3.284340E-05             1.007738E+02             3.124101E+02             3.491331E+05             1.123977E+00             4.387911E+05             3.929085E+03             1.913013E-05             1.006878E+03             2.729989E-02             3.691524E-05             0.000000E+00             0.000000E+00
                   5.4000             3.284312E-05             1.007738E+02             3.124153E+02             3.491368E+05             1.123959E+00             4.387964E+05             3.929102E+03             1.913038E-05             1.006879E+03             2.730027E-02             3.691431E-05             0.000000E+00             0.000000E+00
                   5.5800             3.284283E-05             1.007739E+02             3.124205E+02             3.491406E+05             1.123940E+00             4.388017E+05             3.929119E+03             1.913062E-05             1.006879E+03             2.730066E-02             3.691337E-05             0.000000E+00             0.000000E+00
                   5.7600             3.284253E-05             1.007739E+02             3.124258E+02             3.491444E+05             1.123921E+00             4.388070E+05             3.929136E+03             1.913087E-05             1.006879E+03             2.730104E-02             3.691243E-05             0.000000E+00             0.000000E+00
                   5.9400             3.284222E-05             1.007739E+02             3.124310E+02             3.491481E+05             1.123903E+00             4.388122E+05             3.929152E+03             1.913112E-05             1.006879E+03             2.730142E-02             3.691147E-05             0.000000E+00             0.000000E+00
