                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.309541E+05             1.285669E+05             4.305530E+05
                   0.1800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.310105E+05             1.286232E+05             4.307005E+05
                   0.3600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.310730E+05             1.286858E+05             4.308388E+05
                   0.5400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.311327E+05             1.287455E+05             4.309709E+05
                   0.7200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.311898E+05             1.288025E+05             4.310965E+05
                   0.9000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.312441E+05             1.288569E+05             4.312159E+05
                   1.0800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096367E+05             3.094064E+05             1.312958E+05             1.289085E+05             4.313290E+05
                   1.2600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.313448E+05             1.289575E+05             4.314359E+05
                   1.4400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.313911E+05             1.290039E+05             4.315366E+05
                   1.6200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.314347E+05             1.290475E+05             4.316312E+05
                   1.8000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.314757E+05             1.290884E+05             4.317196E+05
                   1.9800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.315139E+05             1.291267E+05             4.318020E+05
                   2.1600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.315494E+05             1.291622E+05             4.318784E+05
                   2.3400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.315822E+05             1.291950E+05             4.319488E+05
                   2.5200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.316123E+05             1.292250E+05             4.320133E+05
                   2.7000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094271E+05             3.096366E+05             3.094064E+05             1.316396E+05             1.292524E+05             4.320719E+05
                   2.8800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316642E+05             1.292770E+05             4.321247E+05
                   3.0600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316862E+05             1.292989E+05             4.321716E+05
                   3.2400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317054E+05             1.293182E+05             4.322129E+05
                   3.4200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317220E+05             1.293348E+05             4.322484E+05
                   3.6000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317361E+05             1.293488E+05             4.322783E+05
                   3.7800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317475E+05             1.293603E+05             4.323027E+05
                   3.9600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317564E+05             1.293692E+05             4.323217E+05
                   4.1400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317629E+05             1.293757E+05             4.323354E+05
                   4.3200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317670E+05             1.293798E+05             4.323441E+05
                   4.5000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317690E+05             1.293818E+05             4.323482E+05
                   4.6800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317692E+05             1.293820E+05             4.323485E+05
                   4.8600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317683E+05             1.293811E+05             4.323464E+05
                   5.0400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317670E+05             1.293798E+05             4.323436E+05
                   5.2200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317656E+05             1.293784E+05             4.323407E+05
                   5.4000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317642E+05             1.293770E+05             4.323377E+05
                   5.5800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317628E+05             1.293756E+05             4.323348E+05
                   5.7600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317613E+05             1.293741E+05             4.323318E+05
                   5.9400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317598E+05             1.293726E+05             4.323289E+05
                   6.1200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317582E+05             1.293710E+05             4.323260E+05
                   6.3000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317567E+05             1.293694E+05             4.323231E+05
                   6.4800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317551E+05             1.293679E+05             4.323201E+05
                   6.6600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317535E+05             1.293662E+05             4.323172E+05
                   6.8400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317518E+05             1.293646E+05             4.323143E+05
                   7.0200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317502E+05             1.293630E+05             4.323114E+05
                   7.2000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317486E+05             1.293613E+05             4.323085E+05
                   7.3800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317469E+05             1.293597E+05             4.323057E+05
                   7.5600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317453E+05             1.293580E+05             4.323028E+05
                   7.7400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317436E+05             1.293564E+05             4.323000E+05
                   7.9200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317420E+05             1.293548E+05             4.322971E+05
                   8.1000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317403E+05             1.293531E+05             4.322943E+05
                   8.2800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317387E+05             1.293515E+05             4.322915E+05
                   8.4600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317371E+05             1.293499E+05             4.322887E+05
                   8.6400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317355E+05             1.293483E+05             4.322860E+05
                   8.8200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317339E+05             1.293467E+05             4.322833E+05
                   9.0000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317324E+05             1.293452E+05             4.322806E+05
                   9.1800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317308E+05             1.293436E+05             4.322779E+05
                   9.3600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317293E+05             1.293421E+05             4.322752E+05
                   9.5400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317278E+05             1.293406E+05             4.322726E+05
                   9.7200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317264E+05             1.293391E+05             4.322701E+05
                   9.9000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317249E+05             1.293377E+05             4.322675E+05
                  10.0800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317235E+05             1.293363E+05             4.322650E+05
                  10.2600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317221E+05             1.293349E+05             4.322626E+05
                  10.4400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317208E+05             1.293336E+05             4.322602E+05
                  10.6200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317195E+05             1.293323E+05             4.322578E+05
                  10.8000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317182E+05             1.293310E+05             4.322555E+05
                  10.9800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317170E+05             1.293298E+05             4.322533E+05
                  11.1600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317158E+05             1.293286E+05             4.322511E+05
                  11.3400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317146E+05             1.293274E+05             4.322490E+05
                  11.5200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317135E+05             1.293263E+05             4.322469E+05
                  11.7000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317124E+05             1.293252E+05             4.322449E+05
                  11.8800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317114E+05             1.293242E+05             4.322430E+05
                  12.0600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317104E+05             1.293232E+05             4.322411E+05
                  12.2400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317095E+05             1.293223E+05             4.322393E+05
                  12.4200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317086E+05             1.293214E+05             4.322376E+05
                  12.6000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317078E+05             1.293206E+05             4.322359E+05
                  12.7800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317070E+05             1.293198E+05             4.322343E+05
                  12.9600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317063E+05             1.293190E+05             4.322328E+05
                  13.1400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317056E+05             1.293184E+05             4.322314E+05
                  13.3200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317050E+05             1.293177E+05             4.322301E+05
                  13.5000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317044E+05             1.293172E+05             4.322288E+05
                  13.6800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317039E+05             1.293166E+05             4.322277E+05
                  13.8600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317034E+05             1.293162E+05             4.322266E+05
                  14.0400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317030E+05             1.293158E+05             4.322256E+05
                  14.2200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317026E+05             1.293154E+05             4.322247E+05
                  14.4000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317023E+05             1.293151E+05             4.322239E+05
                  14.5800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317020E+05             1.293148E+05             4.322232E+05
                  14.7600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317018E+05             1.293146E+05             4.322226E+05
                  14.9400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317016E+05             1.293144E+05             4.322221E+05
                  15.1200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317014E+05             1.293142E+05             4.322217E+05
                  15.3000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317013E+05             1.293141E+05             4.322213E+05
                  15.4800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317012E+05             1.293140E+05             4.322211E+05
                  15.6600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317011E+05             1.293139E+05             4.322210E+05
                  15.8400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317011E+05             1.293139E+05             4.322209E+05
                  16.0200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317010E+05             1.293138E+05             4.322210E+05
                  16.2000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317010E+05             1.293138E+05             4.322212E+05
                  16.3800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317010E+05             1.293138E+05             4.322215E+05
                  16.5600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317010E+05             1.293138E+05             4.322218E+05
                  16.7400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317010E+05             1.293137E+05             4.322223E+05
                  16.9200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317009E+05             1.293137E+05             4.322228E+05
                  17.1000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317009E+05             1.293137E+05             4.322235E+05
                  17.2800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317009E+05             1.293137E+05             4.322242E+05
                  17.4600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317009E+05             1.293137E+05             4.322251E+05
                  17.6400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317009E+05             1.293136E+05             4.322260E+05
                  17.8200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317008E+05             1.293136E+05             4.322270E+05
                  18.0000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317008E+05             1.293136E+05             4.322281E+05
                  18.1800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317008E+05             1.293136E+05             4.322293E+05
                  18.3600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317007E+05             1.293135E+05             4.322306E+05
                  18.5400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317007E+05             1.293135E+05             4.322319E+05
                  18.7200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317007E+05             1.293134E+05             4.322333E+05
                  18.9000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317006E+05             1.293134E+05             4.322348E+05
                  19.0800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317006E+05             1.293134E+05             4.322364E+05
                  19.2600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317005E+05             1.293133E+05             4.322380E+05
                  19.4400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317005E+05             1.293133E+05             4.322397E+05
                  19.6200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317004E+05             1.293132E+05             4.322414E+05
                  19.8000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317004E+05             1.293132E+05             4.322433E+05
                  19.9800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317003E+05             1.293131E+05             4.322451E+05
                  20.1600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317003E+05             1.293131E+05             4.322470E+05
                  20.3400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317002E+05             1.293130E+05             4.322490E+05
                  20.5200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317001E+05             1.293129E+05             4.322510E+05
                  20.7000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317000E+05             1.293128E+05             4.322531E+05
                  20.8800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317000E+05             1.293127E+05             4.322552E+05
                  21.0600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316999E+05             1.293127E+05             4.322573E+05
                  21.2400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316998E+05             1.293126E+05             4.322595E+05
                  21.4200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316997E+05             1.293125E+05             4.322617E+05
                  21.6000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316997E+05             1.293125E+05             4.322639E+05
                  21.7800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316996E+05             1.293124E+05             4.322661E+05
                  21.9600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316996E+05             1.293124E+05             4.322684E+05
                  22.1400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316997E+05             1.293125E+05             4.322706E+05
                  22.3200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316998E+05             1.293126E+05             4.322729E+05
                  22.5000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.316999E+05             1.293127E+05             4.322752E+05
                  22.6800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317001E+05             1.293129E+05             4.322775E+05
                  22.8600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317004E+05             1.293132E+05             4.322797E+05
                  23.0400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317008E+05             1.293136E+05             4.322820E+05
                  23.2200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317013E+05             1.293141E+05             4.322842E+05
                  23.4000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317019E+05             1.293146E+05             4.322865E+05
                  23.5800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317025E+05             1.293153E+05             4.322887E+05
                  23.7600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317033E+05             1.293161E+05             4.322909E+05
                  23.9400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317042E+05             1.293170E+05             4.322930E+05
                  24.1200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317053E+05             1.293180E+05             4.322952E+05
                  24.3000             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317064E+05             1.293192E+05             4.322973E+05
                  24.4800             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317076E+05             1.293204E+05             4.322994E+05
                  24.6600             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317090E+05             1.293218E+05             4.323014E+05
                  24.8400             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317104E+05             1.293232E+05             4.323034E+05
                  25.0200             3.073276E+05             3.078331E+05             3.078322E+05             3.070195E+05             3.094270E+05             3.096366E+05             3.094064E+05             1.317120E+05             1.293248E+05             4.323054E+05
