                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             1.019546E-03             1.586131E+01             0.000000E+00             1.893070E+00             2.341332E+03
                   0.1800             2.848533E-02             1.588449E+01             0.000000E+00             1.810870E+00             2.341442E+03
                   0.3600             4.898432E-02             1.590999E+01             0.000000E+00             1.788688E+00             2.341470E+03
                   0.5400             6.732190E-02             1.593437E+01             0.000000E+00             1.775245E+00             2.341486E+03
                   0.7200             8.456211E-02             1.595745E+01             0.000000E+00             1.767214E+00             2.341494E+03
                   0.9000             1.011332E-01             1.597910E+01             0.000000E+00             1.762447E+00             2.341498E+03
                   1.0800             1.172324E-01             1.599924E+01             0.000000E+00             1.759619E+00             2.341499E+03
                   1.2600             1.329602E-01             1.601784E+01             0.000000E+00             1.757928E+00             2.341499E+03
                   1.4400             1.483739E-01             1.603488E+01             0.000000E+00             1.756899E+00             2.341499E+03
                   1.6200             1.635105E-01             1.605036E+01             0.000000E+00             1.756251E+00             2.341497E+03
                   1.8000             1.783975E-01             1.606426E+01             0.000000E+00             1.755820E+00             2.341496E+03
                   1.9800             1.930567E-01             1.607661E+01             0.000000E+00             1.755509E+00             2.341495E+03
                   2.1600             2.075070E-01             1.608741E+01             0.000000E+00             1.755263E+00             2.341493E+03
                   2.3400             2.217648E-01             1.609666E+01             0.000000E+00             1.755051E+00             2.341492E+03
                   2.5200             2.358445E-01             1.610439E+01             0.000000E+00             1.754853E+00             2.341491E+03
                   2.7000             2.497591E-01             1.611060E+01             0.000000E+00             1.754660E+00             2.341490E+03
                   2.8800             2.635203E-01             1.611531E+01             0.000000E+00             1.754466E+00             2.341489E+03
                   3.0600             2.771386E-01             1.611852E+01             0.000000E+00             1.754270E+00             2.341488E+03
                   3.2400             2.906232E-01             1.612026E+01             0.000000E+00             1.754069E+00             2.341487E+03
                   3.4200             3.039826E-01             1.612054E+01             0.000000E+00             1.753864E+00             2.341487E+03
                   3.6000             3.172246E-01             1.611938E+01             0.000000E+00             1.753655E+00             2.341487E+03
                   3.7800             3.303561E-01             1.611680E+01             0.000000E+00             1.753443E+00             2.341486E+03
                   3.9600             3.433835E-01             1.611284E+01             0.000000E+00             1.753228E+00             2.341486E+03
                   4.1400             3.563126E-01             1.610753E+01             0.000000E+00             1.753012E+00             2.341486E+03
                   4.3200             3.691488E-01             1.610094E+01             0.000000E+00             1.752795E+00             2.341487E+03
                   4.5000             3.818972E-01             1.609318E+01             0.000000E+00             1.752577E+00             2.341487E+03
                   4.6800             3.945624E-01             1.608447E+01             0.000000E+00             1.752359E+00             2.341487E+03
                   4.8600             4.071489E-01             1.607520E+01             0.000000E+00             1.752139E+00             2.341488E+03
                   5.0400             4.196608E-01             1.606580E+01             0.000000E+00             1.751919E+00             2.341488E+03
                   5.2200             4.321020E-01             1.605644E+01             0.000000E+00             1.751698E+00             2.341489E+03
                   5.4000             4.444763E-01             1.604716E+01             0.000000E+00             1.751476E+00             2.341489E+03
                   5.5800             4.567872E-01             1.603795E+01             0.000000E+00             1.751256E+00             2.341490E+03
                   5.7600             4.690383E-01             1.602882E+01             0.000000E+00             1.751038E+00             2.341490E+03
                   5.9400             4.812327E-01             1.601977E+01             0.000000E+00             1.750823E+00             2.341491E+03
                   6.1200             4.933738E-01             1.601080E+01             0.000000E+00             1.750612E+00             2.341491E+03
                   6.3000             5.054646E-01             1.600190E+01             0.000000E+00             1.750408E+00             2.341492E+03
