                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.155114E-06             9.853209E-08             1.155191E-06             1.883496E-15             3.030343E-08             1.804345E-07             1.267397E-06            -7.706030E-11            -1.199867E-19             1.056582E-06            -9.509802E-08            -2.083371E-07             7.531468E-07
                   0.1800             1.155283E-06             9.862824E-08             1.154749E-06             6.111980E-10             3.028782E-08             1.803776E-07             1.267397E-06            -7.696004E-11            -4.437223E-14             1.056654E-06            -9.510769E-08            -2.084000E-07             7.531468E-07
                   0.3600             1.155464E-06             9.873502E-08             1.154321E-06             1.220237E-09             3.027661E-08             1.803145E-07             1.267397E-06            -7.685394E-11            -8.881537E-14             1.056729E-06            -9.512968E-08            -2.084524E-07             7.531468E-07
                   0.5400             1.155637E-06             9.883706E-08             1.153886E-06             1.827360E-09             3.026596E-08             1.802542E-07             1.267397E-06            -7.675053E-11            -1.333189E-13             1.056800E-06            -9.515080E-08            -2.085023E-07             7.531468E-07
                   0.7200             1.155802E-06             9.893444E-08             1.153446E-06             2.432744E-09             3.025588E-08             1.801966E-07             1.267397E-06            -7.664975E-11            -1.778760E-13             1.056868E-06            -9.517110E-08            -2.085497E-07             7.531468E-07
                   0.9000             1.155959E-06             9.902722E-08             1.152999E-06             3.036531E-09             3.024636E-08             1.801418E-07             1.267397E-06            -7.655159E-11            -2.224817E-13             1.056932E-06            -9.519060E-08            -2.085946E-07             7.531468E-07
                   1.0800             1.156109E-06             9.911544E-08             1.152546E-06             3.638851E-09             3.023740E-08             1.800897E-07             1.267397E-06            -7.645602E-11            -2.671318E-13             1.056993E-06            -9.520932E-08            -2.086370E-07             7.531468E-07
                   1.2600             1.156250E-06             9.919910E-08             1.152087E-06             4.239824E-09             3.022900E-08             1.800402E-07             1.267397E-06            -7.636305E-11            -3.118228E-13             1.057051E-06            -9.522724E-08            -2.086770E-07             7.531468E-07
                   1.4400             1.156384E-06             9.927821E-08             1.151621E-06             4.839571E-09             3.022114E-08             1.799935E-07             1.267397E-06            -7.627267E-11            -3.565509E-13             1.057106E-06            -9.524435E-08            -2.087145E-07             7.531468E-07
                   1.6200             1.156510E-06             9.935274E-08             1.151148E-06             5.438210E-09             3.021381E-08             1.799494E-07             1.267397E-06            -7.618491E-11            -4.013128E-13             1.057157E-06            -9.526061E-08            -2.087497E-07             7.531468E-07
                   1.8000             1.156628E-06             9.942268E-08             1.150669E-06             6.035862E-09             3.020700E-08             1.799081E-07             1.267397E-06            -7.609978E-11            -4.461050E-13             1.057205E-06            -9.527598E-08            -2.087825E-07             7.531468E-07
                   1.9800             1.156738E-06             9.948799E-08             1.150182E-06             6.632644E-09             3.020069E-08             1.798695E-07             1.267397E-06            -7.601729E-11            -4.909240E-13             1.057250E-06            -9.529042E-08            -2.088130E-07             7.531468E-07
                   2.1600             1.156841E-06             9.954865E-08             1.149688E-06             7.228679E-09             3.019486E-08             1.798337E-07             1.267397E-06            -7.593746E-11            -5.357663E-13             1.057292E-06            -9.530390E-08            -2.088412E-07             7.531468E-07
                   2.3400             1.156935E-06             9.960465E-08             1.149187E-06             7.824085E-09             3.018951E-08             1.798006E-07             1.267397E-06            -7.586030E-11            -5.806285E-13             1.057330E-06            -9.531639E-08            -2.088672E-07             7.531468E-07
                   2.5200             1.157022E-06             9.965600E-08             1.148679E-06             8.418984E-09             3.018461E-08             1.797703E-07             1.267397E-06            -7.578581E-11            -6.255070E-13             1.057366E-06            -9.532788E-08            -2.088910E-07             7.531468E-07
                   2.7000             1.157100E-06             9.970269E-08             1.148163E-06             9.013496E-09             3.018018E-08             1.797427E-07             1.267397E-06            -7.571400E-11            -6.703982E-13             1.057398E-06            -9.533834E-08            -2.089126E-07             7.531468E-07
                   2.8800             1.157171E-06             9.974476E-08             1.147640E-06             9.607742E-09             3.017619E-08             1.797178E-07             1.267397E-06            -7.564484E-11            -7.152985E-13             1.057427E-06            -9.534779E-08            -2.089320E-07             7.531468E-07
                   3.0600             1.157234E-06             9.978223E-08             1.147109E-06             1.020184E-08             3.017264E-08             1.796957E-07             1.267397E-06            -7.557833E-11            -7.602042E-13             1.057452E-06            -9.535621E-08            -2.089493E-07             7.531468E-07
                   3.2400             1.157290E-06             9.981514E-08             1.146570E-06             1.079591E-08             3.016953E-08             1.796762E-07             1.267397E-06            -7.551445E-11            -8.051116E-13             1.057475E-06            -9.536362E-08            -2.089644E-07             7.531468E-07
                   3.4200             1.157338E-06             9.984354E-08             1.146024E-06             1.139008E-08             3.016685E-08             1.796595E-07             1.267397E-06            -7.545317E-11            -8.500170E-13             1.057494E-06            -9.537002E-08            -2.089775E-07             7.531468E-07
                   3.6000             1.157378E-06             9.986747E-08             1.145470E-06             1.198445E-08             3.016460E-08             1.796453E-07             1.267397E-06            -7.539447E-11            -8.949167E-13             1.057511E-06            -9.537543E-08            -2.089885E-07             7.531468E-07
                   3.7800             1.157411E-06             9.988702E-08             1.144908E-06             1.257914E-08             3.016278E-08             1.796338E-07             1.267397E-06            -7.533832E-11            -9.398072E-13             1.057524E-06            -9.537987E-08            -2.089974E-07             7.531468E-07
                   3.9600             1.157437E-06             9.990226E-08             1.144339E-06             1.317426E-08             3.016137E-08             1.796248E-07             1.267397E-06            -7.528465E-11            -9.846849E-13             1.057534E-06            -9.538336E-08            -2.090044E-07             7.531468E-07
