                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.315492E-15             2.751851E+02             1.315492E-15             4.014476E+01             0.000000E+00             3.153299E+02             0.000000E+00             5.348679E-05             1.335942E+00             6.377515E-02             7.945306E-01             5.021857E-01             1.847562E+01             1.529440E+01             1.474775E+01             3.594681E+01
                   0.1800             2.368307E+01             2.642460E+02             1.351994E-01             3.858191E+01             2.354787E+01             3.028279E+02             0.000000E+00             2.861947E-03             1.342795E+00             6.377438E-02             8.217439E-01             3.686509E-01             1.847556E+01             1.557209E+01             1.473255E+01             3.594681E+01
                   0.3600             2.366240E+01             2.533836E+02             2.090271E-01             3.702642E+01             2.345337E+01             2.904100E+02             0.000000E+00             4.799406E-03             1.349448E+00             6.377184E-02             8.229104E-01             3.137239E-01             1.847532E+01             1.561217E+01             1.472635E+01             3.594681E+01
                   0.5400             2.363124E+01             2.425261E+02             2.597390E-01             3.546758E+01             2.337150E+01             2.779936E+02             0.000000E+00             6.486879E-03             1.355790E+00             6.376760E-02             8.241684E-01             2.588765E-01             1.847492E+01             1.565602E+01             1.472022E+01             3.594681E+01
                   0.7200             2.359640E+01             2.316745E+02             2.919387E-01             3.390578E+01             2.330446E+01             2.655803E+02             0.000000E+00             8.066065E-03             1.361814E+00             6.376166E-02             8.255263E-01             2.041005E-01             1.847436E+01             1.570365E+01             1.471442E+01             3.594681E+01
                   0.9000             2.356181E+01             2.208301E+02             3.116074E-01             3.234137E+01             2.325020E+01             2.531715E+02             0.000000E+00             9.589413E-03             1.367515E+00             6.375403E-02             8.269883E-01             1.494054E-01             1.847364E+01             1.575499E+01             1.470914E+01             3.594681E+01
                   1.0800             2.352966E+01             2.099943E+02             3.233836E-01             3.077476E+01             2.320628E+01             2.407691E+02             0.000000E+00             1.107763E-02             1.372891E+00             6.374470E-02             8.285563E-01             9.479192E-02             1.847276E+01             1.580998E+01             1.470459E+01             3.594681E+01
                   1.2600             2.350113E+01             1.991686E+02             3.303746E-01             2.920635E+01             2.317076E+01             2.283750E+02             0.000000E+00             1.253899E-02             1.377939E+00             6.373368E-02             8.302314E-01             4.025068E-02             1.847173E+01             1.586852E+01             1.470096E+01             3.594681E+01
                   1.4400             2.347679E+01             1.883547E+02             3.345341E-01             2.763661E+01             2.314225E+01             2.159913E+02             0.000000E+00             1.397691E-02             1.382657E+00             6.372097E-02             8.320129E-01             1.420483E-02             1.847053E+01             1.593053E+01             1.469837E+01             3.594681E+01
                   1.6200             2.345685E+01             1.775547E+02             3.370521E-01             2.606602E+01             2.311980E+01             2.036207E+02             0.000000E+00             1.539299E-02             1.387045E+00             6.370656E-02             8.339002E-01             6.857041E-02             1.846917E+01             1.599588E+01             1.469694E+01             3.594681E+01
                   1.8000             2.344133E+01             1.667708E+02             3.386404E-01             2.449511E+01             2.310269E+01             1.912659E+02             0.000000E+00             1.678830E-02             1.391102E+00             6.369046E-02             8.358920E-01             1.228363E-01             1.846766E+01             1.606448E+01             1.469668E+01             3.594681E+01
                   1.9800             2.343013E+01             1.560057E+02             3.397205E-01             2.292447E+01             2.309041E+01             1.789302E+02             0.000000E+00             1.816374E-02             1.394828E+00             6.367267E-02             8.379870E-01             1.770023E-01             1.846598E+01             1.613622E+01             1.469761E+01             3.594681E+01
                   2.1600             2.342308E+01             1.452627E+02             3.405395E-01             2.135477E+01             2.308254E+01             1.666175E+02             0.000000E+00             1.952025E-02             1.398223E+00             6.365319E-02             8.401837E-01             2.310557E-01             1.846415E+01             1.621098E+01             1.469966E+01             3.594681E+01
                   2.3400             2.341996E+01             1.345457E+02             3.412414E-01             1.978679E+01             2.307872E+01             1.543325E+02             0.000000E+00             2.085879E-02             1.401287E+00             6.363202E-02             8.424804E-01             2.849925E-01             1.846216E+01             1.628864E+01             1.470273E+01             3.594681E+01
                   2.5200             2.342056E+01             1.238595E+02             3.419087E-01             1.822141E+01             2.307866E+01             1.420809E+02             0.000000E+00             2.218033E-02             1.404021E+00             6.360916E-02             8.448755E-01             3.388036E-01             1.846001E+01             1.636910E+01             1.470671E+01             3.594681E+01
                   2.7000             2.342464E+01             1.132100E+02             3.425878E-01             1.665973E+01             2.308205E+01             1.298698E+02             0.000000E+00             2.348582E-02             1.406426E+00             6.358462E-02             8.473671E-01             3.924816E-01             1.845770E+01             1.645224E+01             1.471142E+01             3.594681E+01
                   2.8800             2.343193E+01             1.026051E+02             3.433037E-01             1.510306E+01             2.308862E+01             1.177081E+02             0.000000E+00             2.477614E-02             1.408503E+00             6.355839E-02             8.499534E-01             4.460205E-01             1.845523E+01             1.653795E+01             1.471671E+01             3.594681E+01
                   3.0600             2.344219E+01             9.205463E+01             3.440691E-01             1.355307E+01             2.309812E+01             1.056077E+02             0.000000E+00             2.605217E-02             1.410252E+00             6.353049E-02             8.526326E-01             4.994114E-01             1.845261E+01             1.662613E+01             1.472241E+01             3.594681E+01
                   3.2400             2.345518E+01             8.157223E+01             3.448889E-01             1.201195E+01             2.311029E+01             9.358418E+01             0.000000E+00             2.731470E-02             1.411677E+00             6.350090E-02             8.554027E-01             5.526484E-01             1.844983E+01             1.671665E+01             1.472833E+01             3.594681E+01
                   3.4200             2.347062E+01             7.117663E+01             3.457637E-01             1.048265E+01             2.312486E+01             8.165927E+01             0.000000E+00             2.856447E-02             1.412778E+00             6.346963E-02             8.582618E-01             6.057251E-01             1.844688E+01             1.680943E+01             1.473433E+01             3.594681E+01
                   3.6000             2.348828E+01             6.089494E+01             3.466915E-01             8.969338E+00             2.314159E+01             6.986428E+01             0.000000E+00             2.980216E-02             1.413561E+00             6.343668E-02             8.612079E-01             6.586346E-01             1.844379E+01             1.690435E+01             1.474024E+01             3.594681E+01
