                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             3.284777E-05             1.007730E+02             3.044174E+02             3.433860E+05             1.153552E+00             4.307449E+05             3.902997E+03             1.874946E-05             1.006534E+03             2.671159E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   0.1800             3.284772E-05             1.007730E+02             3.044161E+02             3.433861E+05             1.147575E+00             4.307448E+05             3.904488E+03             1.874933E-05             1.006526E+03             2.671133E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   0.3600             3.284766E-05             1.007730E+02             3.044163E+02             3.433862E+05             1.147577E+00             4.307449E+05             3.904488E+03             1.874933E-05             1.006526E+03             2.671135E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   0.5400             3.284759E-05             1.007730E+02             3.044164E+02             3.433863E+05             1.147579E+00             4.307451E+05             3.904488E+03             1.874934E-05             1.006526E+03             2.671136E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   0.7200             3.284752E-05             1.007730E+02             3.044166E+02             3.433865E+05             1.147582E+00             4.307453E+05             3.904487E+03             1.874935E-05             1.006526E+03             2.671137E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   0.9000             3.284744E-05             1.007730E+02             3.044168E+02             3.433866E+05             1.147585E+00             4.307455E+05             3.904487E+03             1.874936E-05             1.006526E+03             2.671139E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   1.0800             3.284736E-05             1.007730E+02             3.044170E+02             3.433868E+05             1.147588E+00             4.307457E+05             3.904487E+03             1.874937E-05             1.006526E+03             2.671140E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   1.2600             3.284727E-05             1.007730E+02             3.044172E+02             3.433869E+05             1.147591E+00             4.307459E+05             3.904487E+03             1.874938E-05             1.006526E+03             2.671142E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   1.4400             3.284717E-05             1.007730E+02             3.044175E+02             3.433871E+05             1.147594E+00             4.307461E+05             3.904486E+03             1.874939E-05             1.006526E+03             2.671144E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   1.6200             3.284707E-05             1.007730E+02             3.044177E+02             3.433873E+05             1.147598E+00             4.307464E+05             3.904486E+03             1.874940E-05             1.006526E+03             2.671145E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   1.8000             3.284696E-05             1.007730E+02             3.044180E+02             3.433875E+05             1.147601E+00             4.307467E+05             3.904486E+03             1.874942E-05             1.006526E+03             2.671147E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   1.9800             3.284685E-05             1.007730E+02             3.044183E+02             3.433877E+05             1.147606E+00             4.307469E+05             3.904485E+03             1.874943E-05             1.006526E+03             2.671150E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   2.1600             3.284672E-05             1.007730E+02             3.044186E+02             3.433879E+05             1.147610E+00             4.307473E+05             3.904485E+03             1.874944E-05             1.006526E+03             2.671152E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   2.3400             3.284659E-05             1.007730E+02             3.044189E+02             3.433881E+05             1.147614E+00             4.307476E+05             3.904485E+03             1.874946E-05             1.006526E+03             2.671154E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   2.5200             3.284646E-05             1.007730E+02             3.044193E+02             3.433884E+05             1.147619E+00             4.307479E+05             3.904484E+03             1.874948E-05             1.006526E+03             2.671157E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   2.7000             3.284631E-05             1.007730E+02             3.044196E+02             3.433886E+05             1.147624E+00             4.307483E+05             3.904484E+03             1.874949E-05             1.006526E+03             2.671159E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   2.8800             3.284616E-05             1.007730E+02             3.044200E+02             3.433889E+05             1.147630E+00             4.307487E+05             3.904483E+03             1.874951E-05             1.006526E+03             2.671162E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   3.0600             3.284600E-05             1.007730E+02             3.044204E+02             3.433892E+05             1.147635E+00             4.307491E+05             3.904483E+03             1.874953E-05             1.006526E+03             2.671165E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   3.2400             3.284583E-05             1.007730E+02             3.044208E+02             3.433895E+05             1.147641E+00             4.307495E+05             3.904483E+03             1.874955E-05             1.006526E+03             2.671168E-02             3.769522E-05             0.000000E+00             0.000000E+00
                   3.4200             3.284565E-05             1.007730E+02             3.044213E+02             3.433898E+05             1.147647E+00             4.307499E+05             3.904482E+03             1.874957E-05             1.006526E+03             2.671172E-02             3.769522E-05             0.000000E+00             0.000000E+00
