                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.476402E+02             3.474017E+02             3.476402E+02             3.474017E+02             3.507613E+02             3.499179E+02             3.507613E+02             3.499179E+02             3.514627E+02             3.505290E+02
                   0.1800             3.480700E+02             3.478564E+02             3.481700E+02             3.479544E+02             3.511382E+02             3.503285E+02             3.512394E+02             3.504280E+02             3.519547E+02             3.510518E+02
                   0.3600             3.475325E+02             3.473140E+02             3.476984E+02             3.474725E+02             3.506231E+02             3.498012E+02             3.507906E+02             3.499648E+02             3.514995E+02             3.505828E+02
                   0.5400             3.472044E+02             3.469880E+02             3.474259E+02             3.471956E+02             3.503037E+02             3.494785E+02             3.505273E+02             3.496956E+02             3.512336E+02             3.503111E+02
                   0.7200             3.469785E+02             3.467669E+02             3.472494E+02             3.470175E+02             3.500797E+02             3.492553E+02             3.503538E+02             3.495200E+02             3.510589E+02             3.501345E+02
                   0.9000             3.468087E+02             3.466033E+02             3.471247E+02             3.468927E+02             3.499082E+02             3.490868E+02             3.502289E+02             3.493949E+02             3.509338E+02             3.500092E+02
                   1.0800             3.466721E+02             3.464733E+02             3.470298E+02             3.467984E+02             3.497680E+02             3.489506E+02             3.501321E+02             3.492991E+02             3.508372E+02             3.499135E+02
                   1.2600             3.465564E+02             3.463642E+02             3.469530E+02             3.467225E+02             3.496475E+02             3.488348E+02             3.500525E+02             3.492210E+02             3.507580E+02             3.498358E+02
                   1.4400             3.464546E+02             3.462689E+02             3.468877E+02             3.466584E+02             3.495404E+02             3.487325E+02             3.499841E+02             3.491543E+02             3.506900E+02             3.497695E+02
                   1.6200             3.463628E+02             3.461831E+02             3.468302E+02             3.466021E+02             3.494429E+02             3.486399E+02             3.499234E+02             3.490954E+02             3.506297E+02             3.497109E+02
                   1.8000             3.462784E+02             3.461045E+02             3.467782E+02             3.465513E+02             3.493528E+02             3.485547E+02             3.498682E+02             3.490420E+02             3.505749E+02             3.496579E+02
