                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             7.633056E-04             7.652137E+00             0.000000E+00             2.039365E+00             7.757399E+03
                   0.1800             4.291422E-02             7.725827E+00             0.000000E+00             1.871940E+00             7.757422E+03
                   0.3600             7.472649E-02             7.751324E+00             0.000000E+00             1.959282E+00             7.757408E+03
                   0.5400             1.033793E-01             7.782992E+00             0.000000E+00             2.000719E+00             7.757403E+03
                   0.7200             1.303331E-01             7.816331E+00             0.000000E+00             2.020023E+00             7.757401E+03
                   0.9000             1.561932E-01             7.849430E+00             0.000000E+00             2.027703E+00             7.757400E+03
                   1.0800             1.812557E-01             7.881352E+00             0.000000E+00             2.029110E+00             7.757399E+03
                   1.2600             2.056843E-01             7.911605E+00             0.000000E+00             2.027142E+00             7.757399E+03
                   1.4400             2.295820E-01             7.939925E+00             0.000000E+00             2.023404E+00             7.757399E+03
                   1.6200             2.530191E-01             7.966169E+00             0.000000E+00             2.018829E+00             7.757400E+03
                   1.8000             2.760482E-01             7.990259E+00             0.000000E+00             2.013962E+00             7.757400E+03
                   1.9800             2.987112E-01             8.012158E+00             0.000000E+00             2.009127E+00             7.757400E+03
                   2.1600             3.210429E-01             8.031847E+00             0.000000E+00             2.004517E+00             7.757401E+03
                   2.3400             3.430726E-01             8.049323E+00             0.000000E+00             2.000247E+00             7.757401E+03
                   2.5200             3.648259E-01             8.064589E+00             0.000000E+00             1.996389E+00             7.757401E+03
                   2.7000             3.863248E-01             8.077654E+00             0.000000E+00             1.992986E+00             7.757402E+03
                   2.8800             4.075889E-01             8.088529E+00             0.000000E+00             1.990062E+00             7.757402E+03
                   3.0600             4.286354E-01             8.097228E+00             0.000000E+00             1.987635E+00             7.757402E+03
                   3.2400             4.494794E-01             8.103768E+00             0.000000E+00             1.985713E+00             7.757402E+03
                   3.4200             4.701347E-01             8.108169E+00             0.000000E+00             1.984300E+00             7.757402E+03
                   3.6000             4.906132E-01             8.110458E+00             0.000000E+00             1.983395E+00             7.757403E+03
                   3.7800             5.109262E-01             8.110674E+00             0.000000E+00             1.982992E+00             7.757403E+03
                   3.9600             5.310833E-01             8.108885E+00             0.000000E+00             1.983078E+00             7.757403E+03
                   4.1400             5.510938E-01             8.105244E+00             0.000000E+00             1.983618E+00             7.757402E+03
                   4.3200             5.709657E-01             8.100278E+00             0.000000E+00             1.984485E+00             7.757402E+03
                   4.5000             5.907068E-01             8.095026E+00             0.000000E+00             1.985430E+00             7.757402E+03
                   4.6800             6.103240E-01             8.089808E+00             0.000000E+00             1.986379E+00             7.757402E+03
                   4.8600             6.298238E-01             8.084631E+00             0.000000E+00             1.987327E+00             7.757402E+03
                   5.0400             6.492124E-01             8.079495E+00             0.000000E+00             1.988276E+00             7.757402E+03
                   5.2200             6.684954E-01             8.074401E+00             0.000000E+00             1.989224E+00             7.757402E+03
                   5.4000             6.876781E-01             8.069347E+00             0.000000E+00             1.990170E+00             7.757402E+03
                   5.5800             7.067652E-01             8.064335E+00             0.000000E+00             1.991117E+00             7.757402E+03
                   5.7600             7.257616E-01             8.059364E+00             0.000000E+00             1.992062E+00             7.757402E+03
                   5.9400             7.446717E-01             8.054433E+00             0.000000E+00             1.993005E+00             7.757402E+03
                   6.1200             7.634995E-01             8.049544E+00             0.000000E+00             1.993947E+00             7.757401E+03
                   6.3000             7.822489E-01             8.044694E+00             0.000000E+00             1.994887E+00             7.757401E+03
                   6.4800             8.009239E-01             8.039885E+00             0.000000E+00             1.995825E+00             7.757401E+03
                   6.6600             8.195281E-01             8.035116E+00             0.000000E+00             1.996762E+00             7.757401E+03
                   6.8400             8.380649E-01             8.030388E+00             0.000000E+00             1.997696E+00             7.757401E+03
                   7.0200             8.565374E-01             8.025699E+00             0.000000E+00             1.998628E+00             7.757401E+03
                   7.2000             8.749491E-01             8.021050E+00             0.000000E+00             1.999558E+00             7.757401E+03
                   7.3800             8.933029E-01             8.016440E+00             0.000000E+00             2.000485E+00             7.757401E+03
                   7.5600             9.116020E-01             8.011870E+00             0.000000E+00             2.001409E+00             7.757401E+03
                   7.7400             9.298492E-01             8.007339E+00             0.000000E+00             2.002331E+00             7.757401E+03
                   7.9200             9.480472E-01             8.002847E+00             0.000000E+00             2.003249E+00             7.757401E+03
                   8.1000             9.661988E-01             7.998394E+00             0.000000E+00             2.004165E+00             7.757400E+03
                   8.2800             9.843067E-01             7.993980E+00             0.000000E+00             2.005078E+00             7.757400E+03
                   8.4600             1.002374E+00             7.989604E+00             0.000000E+00             2.005987E+00             7.757400E+03
                   8.6400             1.020402E+00             7.985266E+00             0.000000E+00             2.006892E+00             7.757400E+03
                   8.8200             1.038394E+00             7.980967E+00             0.000000E+00             2.007795E+00             7.757400E+03
                   9.0000             1.056352E+00             7.976706E+00             0.000000E+00             2.008694E+00             7.757400E+03
                   9.1800             1.074279E+00             7.972483E+00             0.000000E+00             2.009590E+00             7.757400E+03
                   9.3600             1.092177E+00             7.968297E+00             0.000000E+00             2.010482E+00             7.757400E+03
                   9.5400             1.110047E+00             7.964148E+00             0.000000E+00             2.011370E+00             7.757400E+03
                   9.7200             1.127893E+00             7.960037E+00             0.000000E+00             2.012255E+00             7.757400E+03
                   9.9000             1.145717E+00             7.955963E+00             0.000000E+00             2.013136E+00             7.757400E+03
                  10.0800             1.163520E+00             7.951925E+00             0.000000E+00             2.014013E+00             7.757400E+03
                  10.2600             1.181305E+00             7.947924E+00             0.000000E+00             2.014887E+00             7.757399E+03
                  10.4400             1.199074E+00             7.943960E+00             0.000000E+00             2.015757E+00             7.757399E+03
                  10.6200             1.216828E+00             7.940031E+00             0.000000E+00             2.016624E+00             7.757399E+03
                  10.8000             1.234569E+00             7.936138E+00             0.000000E+00             2.017487E+00             7.757399E+03
                  10.9800             1.252300E+00             7.932281E+00             0.000000E+00             2.018346E+00             7.757399E+03
                  11.1600             1.270022E+00             7.928460E+00             0.000000E+00             2.019203E+00             7.757399E+03
                  11.3400             1.287737E+00             7.924674E+00             0.000000E+00             2.020056E+00             7.757399E+03
                  11.5200             1.305446E+00             7.920922E+00             0.000000E+00             2.020907E+00             7.757399E+03
                  11.7000             1.323151E+00             7.917205E+00             0.000000E+00             2.021754E+00             7.757399E+03
                  11.8800             1.340854E+00             7.913523E+00             0.000000E+00             2.022599E+00             7.757399E+03
                  12.0600             1.358557E+00             7.909875E+00             0.000000E+00             2.023441E+00             7.757399E+03
                  12.2400             1.376260E+00             7.906260E+00             0.000000E+00             2.024281E+00             7.757399E+03
                  12.4200             1.393965E+00             7.902680E+00             0.000000E+00             2.025119E+00             7.757399E+03
                  12.6000             1.411674E+00             7.899132E+00             0.000000E+00             2.025955E+00             7.757398E+03
                  12.7800             1.429387E+00             7.895618E+00             0.000000E+00             2.026790E+00             7.757398E+03
                  12.9600             1.447106E+00             7.892136E+00             0.000000E+00             2.027624E+00             7.757398E+03
                  13.1400             1.464832E+00             7.888687E+00             0.000000E+00             2.028457E+00             7.757398E+03
                  13.3200             1.482567E+00             7.885271E+00             0.000000E+00             2.029289E+00             7.757398E+03
