                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604559E+05             4.602430E+05             4.494332E+05             4.470485E+05             7.294008E+05
                   0.1800             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604559E+05             4.602430E+05             4.495155E+05             4.471307E+05             7.295530E+05
                   0.3600             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.495921E+05             4.472073E+05             7.296976E+05
                   0.5400             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.496649E+05             4.472802E+05             7.298351E+05
                   0.7200             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.497342E+05             4.473494E+05             7.299657E+05
                   0.9000             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.497997E+05             4.474150E+05             7.300894E+05
                   1.0800             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.498617E+05             4.474769E+05             7.302063E+05
                   1.2600             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.499200E+05             4.475353E+05             7.303163E+05
                   1.4400             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.499748E+05             4.475901E+05             7.304196E+05
                   1.6200             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.500260E+05             4.476412E+05             7.305162E+05
                   1.8000             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.500737E+05             4.476889E+05             7.306060E+05
                   1.9800             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.501178E+05             4.477330E+05             7.306893E+05
                   2.1600             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.501584E+05             4.477737E+05             7.307659E+05
                   2.3400             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.501955E+05             4.478108E+05             7.308360E+05
                   2.5200             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604558E+05             4.602430E+05             4.502293E+05             4.478445E+05             7.308995E+05
                   2.7000             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.502595E+05             4.478747E+05             7.309565E+05
                   2.8800             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.502863E+05             4.479016E+05             7.310071E+05
                   3.0600             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503098E+05             4.479250E+05             7.310513E+05
                   3.2400             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503298E+05             4.479450E+05             7.310891E+05
                   3.4200             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503465E+05             4.479618E+05             7.311207E+05
                   3.6000             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503599E+05             4.479752E+05             7.311460E+05
                   3.7800             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503701E+05             4.479854E+05             7.311652E+05
                   3.9600             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503772E+05             4.479925E+05             7.311785E+05
                   4.1400             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503813E+05             4.479966E+05             7.311864E+05
                   4.3200             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503834E+05             4.479987E+05             7.311903E+05
                   4.5000             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503850E+05             4.480003E+05             7.311933E+05
                   4.6800             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503866E+05             4.480019E+05             7.311963E+05
                   4.8600             4.581678E+05             4.586733E+05             4.586724E+05             4.578586E+05             4.602513E+05             4.604557E+05             4.602430E+05             4.503882E+05             4.480035E+05             7.311993E+05
