                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             1.798481E+05
                   0.1800             2.937089E+00             1.798469E+05
                   0.3600             5.874138E+00             1.798433E+05
                   0.5400             8.811109E+00             1.798373E+05
                   0.7200             1.174796E+01             1.798288E+05
                   0.9000             1.468466E+01             1.798180E+05
                   1.0800             1.762115E+01             1.798047E+05
                   1.2600             2.055742E+01             1.797890E+05
                   1.4400             2.349340E+01             1.797709E+05
                   1.6200             2.642907E+01             1.797504E+05
                   1.8000             2.936439E+01             1.797275E+05
                   1.9800             3.229931E+01             1.797022E+05
                   2.1600             3.523380E+01             1.796745E+05
                   2.3400             3.816782E+01             1.796443E+05
                   2.5200             4.110132E+01             1.796118E+05
                   2.7000             4.403427E+01             1.795768E+05
                   2.8800             4.696664E+01             1.795395E+05
                   3.0600             4.989837E+01             1.794997E+05
                   3.2400             5.282944E+01             1.794576E+05
                   3.4200             5.575979E+01             1.794130E+05
                   3.6000             5.868940E+01             1.793660E+05
                   3.7800             6.161822E+01             1.793166E+05
                   3.9600             6.454622E+01             1.792649E+05
                   4.1400             6.747335E+01             1.792107E+05
                   4.3200             7.039958E+01             1.791541E+05
                   4.5000             7.332486E+01             1.790952E+05
                   4.6800             7.624916E+01             1.790338E+05
                   4.8600             7.917244E+01             1.789701E+05
                   5.0400             8.209466E+01             1.789039E+05
                   5.2200             8.501578E+01             1.788354E+05
                   5.4000             8.793576E+01             1.787645E+05
                   5.5800             9.085456E+01             1.786912E+05
                   5.7600             9.377215E+01             1.786155E+05
                   5.9400             9.668848E+01             1.785374E+05
                   6.1200             9.960352E+01             1.784570E+05
                   6.3000             1.025172E+02             1.783742E+05
                   6.4800             1.054296E+02             1.782890E+05
                   6.6600             1.083405E+02             1.782014E+05
                   6.8400             1.112499E+02             1.781115E+05
                   7.0200             1.141579E+02             1.780191E+05
                   7.2000             1.170644E+02             1.779245E+05
                   7.3800             1.199693E+02             1.778274E+05
                   7.5600             1.228726E+02             1.777280E+05
                   7.7400             1.257742E+02             1.776262E+05
                   7.9200             1.286742E+02             1.775221E+05
                   8.1000             1.315724E+02             1.774156E+05
                   8.2800             1.344689E+02             1.773068E+05
                   8.4600             1.373636E+02             1.771956E+05
                   8.6400             1.402564E+02             1.770821E+05
                   8.8200             1.431474E+02             1.769662E+05
                   9.0000             1.460365E+02             1.768480E+05
                   9.1800             1.489236E+02             1.767274E+05
                   9.3600             1.518087E+02             1.766046E+05
                   9.5400             1.546918E+02             1.764793E+05
                   9.7200             1.575729E+02             1.763518E+05
                   9.9000             1.604518E+02             1.762219E+05
                  10.0800             1.633286E+02             1.760897E+05
                  10.2600             1.662032E+02             1.759552E+05
                  10.4400             1.690756E+02             1.758184E+05
                  10.6200             1.719458E+02             1.756792E+05
                  10.8000             1.748137E+02             1.755378E+05
                  10.9800             1.776792E+02             1.753940E+05
                  11.1600             1.805424E+02             1.752479E+05
                  11.3400             1.834031E+02             1.750996E+05
                  11.5200             1.862614E+02             1.749489E+05
                  11.7000             1.891173E+02             1.747960E+05
                  11.8800             1.919706E+02             1.746407E+05
                  12.0600             1.948214E+02             1.744832E+05
                  12.2400             1.976695E+02             1.743234E+05
                  12.4200             2.005151E+02             1.741613E+05
                  12.6000             2.033580E+02             1.739970E+05
                  12.7800             2.061982E+02             1.738304E+05
                  12.9600             2.090356E+02             1.736615E+05
                  13.1400             2.118703E+02             1.734903E+05
                  13.3200             2.147021E+02             1.733169E+05
                  13.5000             2.175311E+02             1.731413E+05
                  13.6800             2.203573E+02             1.729634E+05
                  13.8600             2.231804E+02             1.727832E+05
                  14.0400             2.260007E+02             1.726009E+05
                  14.2200             2.288179E+02             1.724162E+05
                  14.4000             2.316321E+02             1.722294E+05
                  14.5800             2.344432E+02             1.720403E+05
                  14.7600             2.372513E+02             1.718490E+05
                  14.9400             2.400562E+02             1.716555E+05
                  15.1200             2.428579E+02             1.714598E+05
                  15.3000             2.456564E+02             1.712619E+05
                  15.4800             2.484516E+02             1.710617E+05
                  15.6600             2.512436E+02             1.708594E+05
                  15.8400             2.540322E+02             1.706549E+05
                  16.0200             2.568175E+02             1.704482E+05
                  16.2000             2.595993E+02             1.702393E+05
                  16.3800             2.623778E+02             1.700282E+05
                  16.5600             2.651528E+02             1.698150E+05
                  16.7400             2.679243E+02             1.695996E+05
                  16.9200             2.706922E+02             1.693820E+05
                  17.1000             2.734566E+02             1.691623E+05
                  17.2800             2.762174E+02             1.689404E+05
                  17.4600             2.789745E+02             1.687164E+05
                  17.6400             2.817280E+02             1.684902E+05
                  17.8200             2.844777E+02             1.682619E+05
                  18.0000             2.872237E+02             1.680315E+05
                  18.1800             2.899660E+02             1.677989E+05
                  18.3600             2.927044E+02             1.675642E+05
                  18.5400             2.954389E+02             1.673274E+05
                  18.7200             2.981696E+02             1.670885E+05
                  18.9000             3.008963E+02             1.668475E+05
                  19.0800             3.036191E+02             1.666044E+05
                  19.2600             3.063380E+02             1.663592E+05
                  19.4400             3.090528E+02             1.661119E+05
                  19.6200             3.117635E+02             1.658626E+05
                  19.8000             3.144701E+02             1.656112E+05
                  19.9800             3.171727E+02             1.653576E+05
                  20.1600             3.198710E+02             1.651021E+05
                  20.3400             3.225652E+02             1.648445E+05
                  20.5200             3.252552E+02             1.645848E+05
                  20.7000             3.279409E+02             1.643231E+05
                  20.8800             3.306223E+02             1.640593E+05
                  21.0600             3.332993E+02             1.637935E+05
                  21.2400             3.359721E+02             1.635257E+05
                  21.4200             3.386404E+02             1.632559E+05
                  21.6000             3.413043E+02             1.629840E+05
                  21.7800             3.439638E+02             1.627102E+05
                  21.9600             3.466187E+02             1.624343E+05
                  22.1400             3.492692E+02             1.621565E+05
                  22.3200             3.519151E+02             1.618766E+05
                  22.5000             3.545564E+02             1.615948E+05
                  22.6800             3.571931E+02             1.613110E+05
                  22.8600             3.598251E+02             1.610252E+05
                  23.0400             3.624524E+02             1.607375E+05
                  23.2200             3.650751E+02             1.604478E+05
                  23.4000             3.676930E+02             1.601562E+05
                  23.5800             3.703061E+02             1.598626E+05
                  23.7600             3.729144E+02             1.595671E+05
                  23.9400             3.755178E+02             1.592697E+05
                  24.1200             3.781164E+02             1.589703E+05
                  24.3000             3.807101E+02             1.586690E+05
                  24.4800             3.832989E+02             1.583659E+05
                  24.6600             3.858826E+02             1.580608E+05
                  24.8400             3.884614E+02             1.577538E+05
                  25.0200             3.910352E+02             1.574449E+05
                  25.2000             3.936039E+02             1.571342E+05
                  25.3800             3.961675E+02             1.568215E+05
                  25.5600             3.987260E+02             1.565070E+05
                  25.7400             4.012793E+02             1.561907E+05
                  25.9200             4.038274E+02             1.558725E+05
                  26.1000             4.063704E+02             1.555524E+05
                  26.2800             4.089081E+02             1.552305E+05
                  26.4600             4.114405E+02             1.549068E+05
                  26.6400             4.139676E+02             1.545813E+05
                  26.8200             4.164894E+02             1.542539E+05
                  27.0000             4.190058E+02             1.539247E+05
                  27.1800             4.215169E+02             1.535938E+05
                  27.3600             4.240225E+02             1.532610E+05
                  27.5400             4.265227E+02             1.529264E+05
                  27.7200             4.290174E+02             1.525901E+05
                  27.9000             4.315066E+02             1.522520E+05
                  28.0800             4.339902E+02             1.519121E+05
                  28.2600             4.364683E+02             1.515705E+05
                  28.4400             4.389408E+02             1.512271E+05
                  28.6200             4.414077E+02             1.508819E+05
                  28.8000             4.438689E+02             1.505351E+05
                  28.9800             4.463244E+02             1.501865E+05
                  29.1600             4.487742E+02             1.498362E+05
                  29.3400             4.512183E+02             1.494841E+05
                  29.5200             4.536567E+02             1.491304E+05
                  29.7000             4.560892E+02             1.487750E+05
                  29.8800             4.585160E+02             1.484178E+05
                  30.0600             4.609368E+02             1.480590E+05
                  30.2400             4.633518E+02             1.476985E+05
                  30.4200             4.657609E+02             1.473364E+05
                  30.6000             4.681641E+02             1.469726E+05
                  30.7800             4.705613E+02             1.466071E+05
                  30.9600             4.729526E+02             1.462400E+05
                  31.1400             4.753378E+02             1.458713E+05
                  31.3200             4.777170E+02             1.455009E+05
                  31.5000             4.800902E+02             1.451289E+05
                  31.6800             4.824572E+02             1.447553E+05
                  31.8600             4.848181E+02             1.443801E+05
                  32.0400             4.871729E+02             1.440033E+05
                  32.2200             4.895216E+02             1.436249E+05
