                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.479178E+02             3.479178E+02             3.506084E+02             3.506084E+02             3.512472E+02             3.485165E+02             3.470890E+02             3.485165E+02             3.470890E+02
                   0.1800             3.483340E+02             3.484326E+02             3.509780E+02             3.510785E+02             3.517299E+02             3.489776E+02             3.476395E+02             3.490176E+02             3.476896E+02
                   0.3600             3.478075E+02             3.479679E+02             3.504680E+02             3.506334E+02             3.512790E+02             3.485237E+02             3.471418E+02             3.485589E+02             3.471859E+02
                   0.5400             3.474874E+02             3.476983E+02             3.501521E+02             3.503718E+02             3.510149E+02             3.482569E+02             3.468558E+02             3.482918E+02             3.468998E+02
                   0.7200             3.472676E+02             3.475228E+02             3.499309E+02             3.501989E+02             3.508410E+02             3.480803E+02             3.466714E+02             3.481172E+02             3.467183E+02
                   0.9000             3.471029E+02             3.473982E+02             3.497620E+02             3.500741E+02             3.507160E+02             3.479524E+02             3.465413E+02             3.479926E+02             3.465931E+02
                   1.0800             3.469708E+02             3.473029E+02             3.496241E+02             3.499772E+02             3.506193E+02             3.478522E+02             3.464419E+02             3.478969E+02             3.465000E+02
                   1.2600             3.468590E+02             3.472254E+02             3.495059E+02             3.498974E+02             3.505398E+02             3.477687E+02             3.463606E+02             3.478187E+02             3.464260E+02
                   1.4400             3.467608E+02             3.471593E+02             3.494010E+02             3.498286E+02             3.504714E+02             3.476959E+02             3.462905E+02             3.477518E+02             3.463642E+02
                   1.6200             3.466722E+02             3.471010E+02             3.493057E+02             3.497675E+02             3.504107E+02             3.476301E+02             3.462278E+02             3.476926E+02             3.463103E+02
                   1.8000             3.465909E+02             3.470482E+02             3.492178E+02             3.497120E+02             3.503555E+02             3.475695E+02             3.461700E+02             3.476389E+02             3.462620E+02
                   1.9800             3.465152E+02             3.469997E+02             3.491357E+02             3.496608E+02             3.503046E+02             3.475127E+02             3.461159E+02             3.475895E+02             3.462177E+02
                   2.1600             3.464443E+02             3.469547E+02             3.490588E+02             3.496131E+02             3.502572E+02             3.474590E+02             3.460646E+02             3.475436E+02             3.461767E+02
                   2.3400             3.463775E+02             3.469126E+02             3.489862E+02             3.495687E+02             3.502129E+02             3.474081E+02             3.460158E+02             3.475007E+02             3.461383E+02
                   2.5200             3.463143E+02             3.468732E+02             3.489177E+02             3.495270E+02             3.501713E+02             3.473597E+02             3.459690E+02             3.474605E+02             3.461023E+02
                   2.7000             3.462546E+02             3.468362E+02             3.488529E+02             3.494880E+02             3.501324E+02             3.473135E+02             3.459242E+02             3.474227E+02             3.460685E+02
                   2.8800             3.461980E+02             3.468016E+02             3.487916E+02             3.494515E+02             3.500958E+02             3.472695E+02             3.458811E+02             3.473874E+02             3.460365E+02
                   3.0600             3.461443E+02             3.467692E+02             3.487336E+02             3.494174E+02             3.500616E+02             3.472275E+02             3.458398E+02             3.473543E+02             3.460065E+02
                   3.2400             3.460935E+02             3.467390E+02             3.486789E+02             3.493857E+02             3.500297E+02             3.471877E+02             3.458002E+02             3.473235E+02             3.459783E+02
                   3.4200             3.460453E+02             3.467108E+02             3.486271E+02             3.493562E+02             3.500000E+02             3.471498E+02             3.457622E+02             3.472947E+02             3.459518E+02
                   3.6000             3.459998E+02             3.466847E+02             3.485783E+02             3.493289E+02             3.499724E+02             3.471140E+02             3.457259E+02             3.472681E+02             3.459270E+02
                   3.7800             3.459567E+02             3.466606E+02             3.485324E+02             3.493038E+02             3.499470E+02             3.470800E+02             3.456911E+02             3.472435E+02             3.459038E+02
                   3.9600             3.459161E+02             3.466384E+02             3.484891E+02             3.492809E+02             3.499235E+02             3.470480E+02             3.456579E+02             3.472209E+02             3.458823E+02
                   4.1400             3.458776E+02             3.466180E+02             3.484484E+02             3.492598E+02             3.499020E+02             3.470176E+02             3.456261E+02             3.472000E+02             3.458622E+02
                   4.3200             3.458408E+02             3.465990E+02             3.484096E+02             3.492402E+02             3.498818E+02             3.469886E+02             3.455954E+02             3.471806E+02             3.458432E+02
                   4.5000             3.458048E+02             3.465803E+02             3.483719E+02             3.492210E+02             3.498621E+02             3.469599E+02             3.455651E+02             3.471616E+02             3.458246E+02
                   4.6800             3.457694E+02             3.465618E+02             3.483348E+02             3.492020E+02             3.498425E+02             3.469313E+02             3.455349E+02             3.471427E+02             3.458061E+02
                   4.8600             3.457345E+02             3.465434E+02             3.482984E+02             3.491831E+02             3.498230E+02             3.469029E+02             3.455048E+02             3.471239E+02             3.457877E+02
                   5.0400             3.457000E+02             3.465251E+02             3.482625E+02             3.491644E+02             3.498036E+02             3.468745E+02             3.454749E+02             3.471053E+02             3.457695E+02
                   5.2200             3.456659E+02             3.465070E+02             3.482273E+02             3.491458E+02             3.497844E+02             3.468462E+02             3.454452E+02             3.470867E+02             3.457514E+02
                   5.4000             3.456323E+02             3.464890E+02             3.481926E+02             3.491273E+02             3.497652E+02             3.468180E+02             3.454156E+02             3.470683E+02             3.457334E+02
                   5.5800             3.455990E+02             3.464711E+02             3.481584E+02             3.491089E+02             3.497462E+02             3.467899E+02             3.453861E+02             3.470500E+02             3.457154E+02
                   5.7600             3.455661E+02             3.464533E+02             3.481247E+02             3.490906E+02             3.497272E+02             3.467620E+02             3.453568E+02             3.470318E+02             3.456976E+02
                   5.9400             3.455336E+02             3.464355E+02             3.480915E+02             3.490724E+02             3.497084E+02             3.467341E+02             3.453276E+02             3.470138E+02             3.456799E+02
                   6.1200             3.455014E+02             3.464179E+02             3.480587E+02             3.490543E+02             3.496896E+02             3.467063E+02             3.452986E+02             3.469958E+02             3.456623E+02
                   6.3000             3.454695E+02             3.464004E+02             3.480264E+02             3.490363E+02             3.496709E+02             3.466786E+02             3.452697E+02             3.469779E+02             3.456448E+02
                   6.4800             3.454379E+02             3.463830E+02             3.479945E+02             3.490185E+02             3.496523E+02             3.466510E+02             3.452410E+02             3.469601E+02             3.456274E+02
                   6.6600             3.454066E+02             3.463657E+02             3.479629E+02             3.490006E+02             3.496338E+02             3.466235E+02             3.452124E+02             3.469423E+02             3.456100E+02
                   6.8400             3.453756E+02             3.463484E+02             3.479318E+02             3.489829E+02             3.496153E+02             3.465961E+02             3.451840E+02             3.469247E+02             3.455928E+02
                   7.0200             3.453449E+02             3.463313E+02             3.479010E+02             3.489653E+02             3.495970E+02             3.465688E+02             3.451557E+02             3.469071E+02             3.455756E+02
                   7.2000             3.453144E+02             3.463142E+02             3.478706E+02             3.489477E+02             3.495786E+02             3.465416E+02             3.451275E+02             3.468896E+02             3.455585E+02
                   7.3800             3.452841E+02             3.462972E+02             3.478404E+02             3.489302E+02             3.495604E+02             3.465145E+02             3.450995E+02             3.468722E+02             3.455415E+02
                   7.5600             3.452541E+02             3.462802E+02             3.478107E+02             3.489128E+02             3.495422E+02             3.464875E+02             3.450715E+02             3.468549E+02             3.455245E+02
                   7.7400             3.452243E+02             3.462634E+02             3.477812E+02             3.488955E+02             3.495241E+02             3.464605E+02             3.450438E+02             3.468376E+02             3.455076E+02
                   7.9200             3.451947E+02             3.462466E+02             3.477520E+02             3.488782E+02             3.495060E+02             3.464337E+02             3.450161E+02             3.468204E+02             3.454908E+02
                   8.1000             3.451653E+02             3.462298E+02             3.477231E+02             3.488610E+02             3.494880E+02             3.464069E+02             3.449886E+02             3.468033E+02             3.454741E+02
                   8.2800             3.451361E+02             3.462131E+02             3.476944E+02             3.488438E+02             3.494701E+02             3.463803E+02             3.449612E+02             3.467862E+02             3.454574E+02
                   8.4600             3.451072E+02             3.461965E+02             3.476660E+02             3.488267E+02             3.494522E+02             3.463537E+02             3.449339E+02             3.467692E+02             3.454408E+02
                   8.6400             3.450783E+02             3.461800E+02             3.476379E+02             3.488096E+02             3.494343E+02             3.463272E+02             3.449068E+02             3.467523E+02             3.454242E+02
                   8.8200             3.450497E+02             3.461635E+02             3.476100E+02             3.487927E+02             3.494165E+02             3.463008E+02             3.448797E+02             3.467354E+02             3.454077E+02
                   9.0000             3.450212E+02             3.461470E+02             3.475823E+02             3.487757E+02             3.493987E+02             3.462744E+02             3.448528E+02             3.467185E+02             3.453912E+02
                   9.1800             3.449929E+02             3.461307E+02             3.475548E+02             3.487588E+02             3.493810E+02             3.462481E+02             3.448260E+02             3.467017E+02             3.453748E+02
                   9.3600             3.449647E+02             3.461143E+02             3.475276E+02             3.487420E+02             3.493633E+02             3.462219E+02             3.447992E+02             3.466850E+02             3.453585E+02
                   9.5400             3.449367E+02             3.460980E+02             3.475005E+02             3.487252E+02             3.493457E+02             3.461958E+02             3.447726E+02             3.466683E+02             3.453422E+02
                   9.7200             3.449088E+02             3.460818E+02             3.474737E+02             3.487084E+02             3.493281E+02             3.461698E+02             3.447461E+02             3.466516E+02             3.453259E+02
                   9.9000             3.448811E+02             3.460656E+02             3.474470E+02             3.486917E+02             3.493105E+02             3.461438E+02             3.447197E+02             3.466350E+02             3.453097E+02
                  10.0800             3.448534E+02             3.460494E+02             3.474205E+02             3.486750E+02             3.492930E+02             3.461179E+02             3.446934E+02             3.466185E+02             3.452936E+02
                  10.2600             3.448259E+02             3.460333E+02             3.473941E+02             3.486584E+02             3.492754E+02             3.460920E+02             3.446671E+02             3.466019E+02             3.452775E+02
                  10.4400             3.447986E+02             3.460172E+02             3.473680E+02             3.486418E+02             3.492580E+02             3.460662E+02             3.446410E+02             3.465854E+02             3.452614E+02
                  10.6200             3.447713E+02             3.460012E+02             3.473419E+02             3.486252E+02             3.492405E+02             3.460405E+02             3.446150E+02             3.465690E+02             3.452453E+02
                  10.8000             3.447441E+02             3.459852E+02             3.473160E+02             3.486086E+02             3.492231E+02             3.460148E+02             3.445890E+02             3.465526E+02             3.452293E+02
                  10.9800             3.447170E+02             3.459692E+02             3.472903E+02             3.485921E+02             3.492056E+02             3.459891E+02             3.445631E+02             3.465362E+02             3.452133E+02
                  11.1600             3.446901E+02             3.459533E+02             3.472647E+02             3.485756E+02             3.491882E+02             3.459636E+02             3.445373E+02             3.465198E+02             3.451974E+02
                  11.3400             3.446632E+02             3.459373E+02             3.472392E+02             3.485591E+02             3.491709E+02             3.459380E+02             3.445115E+02             3.465035E+02             3.451815E+02
                  11.5200             3.446364E+02             3.459214E+02             3.472138E+02             3.485427E+02             3.491535E+02             3.459126E+02             3.444859E+02             3.464872E+02             3.451656E+02
