                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824999E+01             3.553467E-02             2.527344E-01             5.000004E-01             5.000871E-01
                   0.1800             1.825677E+01             2.607834E-02             3.311297E-01             4.998145E-01             3.131067E+00
                   0.3600             1.825744E+01             2.688010E-02             3.307439E-01             4.997963E-01             3.317629E+00
                   0.5400             1.825801E+01             2.833951E-02             3.282383E-01             4.997806E-01             3.506283E+00
                   0.7200             1.825846E+01             3.002760E-02             3.237626E-01             4.997681E-01             3.695152E+00
                   0.9000             1.825880E+01             3.182442E-02             3.175605E-01             4.997589E-01             3.885109E+00
                   1.0800             1.825902E+01             3.364764E-02             3.100396E-01             4.997530E-01             4.075380E+00
                   1.2600             1.825912E+01             3.542940E-02             3.017055E-01             4.997502E-01             4.265237E+00
                   1.4400             1.825912E+01             3.710884E-02             2.930857E-01             4.997502E-01             4.454321E+00
                   1.6200             1.825903E+01             3.862498E-02             2.846905E-01             4.997525E-01             4.642172E+00
                   1.8000             1.825889E+01             3.991968E-02             2.769463E-01             4.997565E-01             4.828531E+00
                   1.9800             1.825870E+01             4.093876E-02             2.701862E-01             4.997618E-01             5.012611E+00
                   2.1600             1.825848E+01             4.164805E-02             2.645801E-01             4.997677E-01             5.194217E+00
                   2.3400             1.825825E+01             4.204400E-02             2.601761E-01             4.997739E-01             5.372827E+00
                   2.5200             1.825803E+01             4.216933E-02             2.569024E-01             4.997801E-01             5.548250E+00
                   2.7000             1.825781E+01             4.211877E-02             2.546166E-01             4.997861E-01             5.720222E+00
                   2.8800             1.825760E+01             4.202934E-02             2.531428E-01             4.997917E-01             5.888434E+00
                   3.0600             1.825741E+01             4.204717E-02             2.523063E-01             4.997969E-01             6.052831E+00
                   3.2400             1.825724E+01             4.228955E-02             2.519699E-01             4.998016E-01             6.213163E+00
                   3.4200             1.825709E+01             4.281184E-02             2.520572E-01             4.998059E-01             8.612808E-02
                   3.6000             1.825694E+01             4.359912E-02             2.525640E-01             4.998097E-01             2.380474E-01
                   3.7800             1.825682E+01             4.458042E-02             2.535425E-01             4.998132E-01             3.857182E-01
                   3.9600             1.825671E+01             4.565468E-02             2.550702E-01             4.998162E-01             5.290428E-01
                   4.1400             1.825662E+01             4.672035E-02             2.572257E-01             4.998187E-01             6.680600E-01
                   4.3200             1.825654E+01             4.769529E-02             2.600711E-01             4.998208E-01             8.027691E-01
                   4.5000             1.825648E+01             4.852597E-02             2.636438E-01             4.998225E-01             9.332009E-01
                   4.6800             1.825644E+01             4.918588E-02             2.679506E-01             4.998236E-01             1.059387E+00
                   4.8600             1.825642E+01             4.967011E-02             2.729669E-01             4.998242E-01             1.181367E+00
                   5.0400             1.825641E+01             4.998851E-02             2.786400E-01             4.998243E-01             1.299197E+00
                   5.2200             1.825643E+01             5.015781E-02             2.848935E-01             4.998238E-01             1.412949E+00
                   5.4000             1.825647E+01             5.019896E-02             2.916317E-01             4.998227E-01             1.522668E+00
                   5.5800             1.825653E+01             5.013353E-02             2.987491E-01             4.998210E-01             1.628436E+00
                   5.7600             1.825661E+01             4.998221E-02             3.061326E-01             4.998188E-01             1.730291E+00
                   5.9400             1.825671E+01             4.976351E-02             3.136718E-01             4.998161E-01             1.828307E+00
                   6.1200             1.825683E+01             4.949467E-02             3.212587E-01             4.998129E-01             1.922511E+00
                   6.3000             1.825696E+01             4.919094E-02             3.287944E-01             4.998092E-01             2.012932E+00
                   6.4800             1.825711E+01             4.886591E-02             3.361911E-01             4.998052E-01             2.099592E+00
                   6.6600             1.825727E+01             4.853159E-02             3.433738E-01             4.998008E-01             2.182501E+00
                   6.8400             1.825744E+01             4.819793E-02             3.502856E-01             4.997961E-01             2.261724E+00
                   7.0200             1.825762E+01             4.787382E-02             3.568808E-01             4.997912E-01             2.337287E+00
                   7.2000             1.825781E+01             4.756684E-02             3.631288E-01             4.997860E-01             2.409242E+00
                   7.3800             1.825800E+01             4.728386E-02             3.690099E-01             4.997807E-01             2.477616E+00
                   7.5600             1.825820E+01             4.703063E-02             3.745159E-01             4.997754E-01             2.542445E+00
                   7.7400             1.825840E+01             4.681228E-02             3.796483E-01             4.997699E-01             2.603766E+00
                   7.9200             1.825860E+01             4.663334E-02             3.844155E-01             4.997644E-01             2.661595E+00
                   8.1000             1.825880E+01             4.649755E-02             3.888336E-01             4.997590E-01             2.715966E+00
                   8.2800             1.825900E+01             4.640831E-02             3.929228E-01             4.997535E-01             2.766895E+00
                   8.4600             1.825919E+01             4.636831E-02             3.967081E-01             4.997482E-01             2.814405E+00
                   8.6400             1.825939E+01             4.637977E-02             4.002163E-01             4.997429E-01             2.858507E+00
                   8.8200             1.825958E+01             4.644440E-02             4.034767E-01             4.997377E-01             2.899218E+00
                   9.0000             1.825976E+01             4.656331E-02             4.065187E-01             4.997326E-01             2.936546E+00
                   9.1800             1.825994E+01             4.673691E-02             4.093724E-01             4.997276E-01             2.970503E+00
                   9.3600             1.826012E+01             4.696486E-02             4.120666E-01             4.997228E-01             3.001096E+00
                   9.5400             1.826029E+01             4.724602E-02             4.146293E-01             4.997181E-01             3.028332E+00
                   9.7200             1.826045E+01             4.757809E-02             4.170865E-01             4.997136E-01             3.052217E+00
                   9.9000             1.826061E+01             4.795752E-02             4.194620E-01             4.997092E-01             3.072753E+00
                  10.0800             1.826077E+01             4.837916E-02             4.217772E-01             4.997050E-01             3.089948E+00
                  10.2600             1.826091E+01             4.883627E-02             4.240506E-01             4.997010E-01             3.103802E+00
                  10.4400             1.826105E+01             4.932079E-02             4.262974E-01             4.996972E-01             3.114322E+00
                  10.6200             1.826119E+01             4.982449E-02             4.285294E-01             4.996935E-01             3.121511E+00
                  10.8000             1.826131E+01             5.034046E-02             4.307549E-01             4.996901E-01             3.125375E+00
                  10.9800             1.826143E+01             5.086462E-02             4.329781E-01             4.996868E-01             3.125918E+00
                  11.1600             1.826154E+01             5.139646E-02             4.351991E-01             4.996837E-01             3.123149E+00
                  11.3400             1.826165E+01             5.193934E-02             4.374136E-01             4.996809E-01             3.117076E+00
                  11.5200             1.826174E+01             5.250016E-02             4.396130E-01             4.996782E-01             3.107709E+00
                  11.7000             1.826183E+01             5.308832E-02             4.417837E-01             4.996758E-01             3.095061E+00
                  11.8800             1.826191E+01             5.371420E-02             4.439075E-01             4.996737E-01             3.079146E+00
                  12.0600             1.826198E+01             5.438774E-02             4.459609E-01             4.996717E-01             3.059982E+00
                  12.2400             1.826204E+01             5.511777E-02             4.479158E-01             4.996700E-01             3.037588E+00
                  12.4200             1.826210E+01             5.591168E-02             4.497386E-01             4.996686E-01             3.011986E+00
                  12.6000             1.826214E+01             5.677575E-02             4.513912E-01             4.996674E-01             2.983202E+00
                  12.7800             1.826218E+01             5.771500E-02             4.528308E-01             4.996664E-01             2.951265E+00
                  12.9600             1.826220E+01             5.873354E-02             4.540104E-01             4.996657E-01             2.916207E+00
                  13.1400             1.826222E+01             5.983456E-02             4.548790E-01             4.996653E-01             2.878063E+00
                  13.3200             1.826222E+01             6.102038E-02             4.553829E-01             4.996651E-01             2.836873E+00
                  13.5000             1.826222E+01             6.229262E-02             4.554664E-01             4.996651E-01             2.792677E+00
                  13.6800             1.826221E+01             6.365188E-02             4.550728E-01             4.996654E-01             2.745523E+00
                  13.8600             1.826220E+01             6.509796E-02             4.541459E-01             4.996659E-01             2.695460E+00
                  14.0400             1.826217E+01             6.662994E-02             4.526316E-01             4.996665E-01             2.642542E+00
                  14.2200             1.826215E+01             6.824568E-02             4.504799E-01             4.996673E-01             2.586825E+00
                  14.4000             1.826211E+01             6.994233E-02             4.476462E-01             4.996681E-01             2.528371E+00
                  14.5800             1.826208E+01             7.171571E-02             4.440942E-01             4.996690E-01             2.467244E+00
