                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             1.102285E+02             1.576341E-01             1.100708E+02             5.086261E+05             1.436053E-01             4.319618E-04             1.359676E-02             1.664071E+01
                   0.1800             1.098662E+02            -3.823000E-01             1.102485E+02             5.086261E+05            -4.401479E-01            -1.323954E-03             5.917186E-02             1.662293E+01
                   0.3600             1.094734E+02            -7.490021E-01             1.102224E+02             5.086261E+05            -8.694656E-01            -2.615324E-03             1.230788E-01             1.661593E+01
                   0.5400             1.090850E+02            -1.115852E+00             1.102009E+02             5.086261E+05            -1.298804E+00            -3.906741E-03             1.868587E-01             1.660902E+01
                   0.7200             1.087013E+02            -1.482814E+00             1.101842E+02             5.086261E+05            -1.728119E+00            -5.198064E-03             2.505029E-01             1.660250E+01
                   0.9000             1.083226E+02            -1.849776E+00             1.101724E+02             5.086261E+05            -2.157294E+00            -6.488936E-03             3.140074E-01             1.659658E+01
                   1.0800             1.079491E+02            -2.216711E+00             1.101658E+02             5.086261E+05            -2.586303E+00            -7.779270E-03             3.773706E-01             1.659150E+01
                   1.2600             1.075808E+02            -2.583681E+00             1.101645E+02             5.086261E+05            -3.015205E+00            -9.069239E-03             4.405927E-01             1.658747E+01
                   1.4400             1.072178E+02            -2.950604E+00             1.101684E+02             5.086261E+05            -3.443920E+00            -1.035859E-02             5.036749E-01             1.658464E+01
                   1.6200             1.069697E+02            -3.317463E+00             1.102871E+02             5.086260E+05            -3.872435E+00            -1.164728E-02             5.666189E-01             1.658311E+01
                   1.8000             1.067425E+02            -3.684212E+00             1.104267E+02             5.086260E+05            -4.300704E+00            -1.293516E-02             6.294271E-01             1.658293E+01
                   1.9800             1.065204E+02            -4.050868E+00             1.105713E+02             5.086260E+05            -4.728748E+00            -1.422229E-02             6.921021E-01             1.658409E+01
                   2.1600             1.063032E+02            -4.417367E+00             1.107206E+02             5.086260E+05            -5.156505E+00            -1.550848E-02             7.546471E-01             1.658652E+01
                   2.3400             1.060907E+02            -4.783701E+00             1.108744E+02             5.086260E+05            -5.583973E+00            -1.679370E-02             8.170656E-01             1.659011E+01
                   2.5200             1.058825E+02            -5.149831E+00             1.110323E+02             5.086260E+05            -6.011115E+00            -1.807784E-02             8.793613E-01             1.659471E+01
                   2.7000             1.056784E+02            -5.515726E+00             1.111941E+02             5.086260E+05            -6.437904E+00            -1.936082E-02             9.415383E-01             1.660014E+01
                   2.8800             1.054781E+02            -5.881367E+00             1.113595E+02             5.086260E+05            -6.864325E+00            -2.064258E-02             1.003601E+00             1.660620E+01
                   3.0600             1.052813E+02            -6.246710E+00             1.115280E+02             5.086260E+05            -7.290341E+00            -2.192300E-02             1.065554E+00             1.661270E+01
                   3.2400             1.050877E+02            -6.611734E+00             1.116994E+02             5.086260E+05            -7.715936E+00            -2.320203E-02             1.127403E+00             1.661944E+01
                   3.4200             1.048969E+02            -6.976412E+00             1.118733E+02             5.086260E+05            -8.141086E+00            -2.447958E-02             1.189153E+00             1.662624E+01
                   3.6000             1.047088E+02            -7.340710E+00             1.120495E+02             5.086260E+05            -8.565764E+00            -2.575558E-02             1.250810E+00             1.663293E+01
                   3.7800             1.045230E+02            -7.704593E+00             1.122276E+02             5.086260E+05            -8.989942E+00            -2.702992E-02             1.312380E+00             1.663935E+01
                   3.9600             1.043394E+02            -8.068039E+00             1.124075E+02             0.000000E+00            -9.413604E+00            -2.830255E-02             1.373868E+00             1.664540E+01
                   4.1400             1.041578E+02            -8.431008E+00             1.125888E+02             0.000000E+00            -9.836717E+00            -2.957336E-02             1.435283E+00             1.665096E+01
                   4.3200             1.039779E+02            -8.793475E+00             1.127714E+02             0.000000E+00            -1.025926E+01            -3.084230E-02             1.496629E+00             1.665596E+01
                   4.5000             1.037997E+02            -9.155403E+00             1.129551E+02             0.000000E+00            -1.068121E+01            -3.210926E-02             1.557916E+00             1.666035E+01
                   4.6800             1.036231E+02            -9.516765E+00             1.131399E+02             0.000000E+00            -1.110254E+01            -3.337418E-02             1.619150E+00             1.666410E+01
                   4.8600             1.034479E+02            -9.877527E+00             1.133254E+02             0.000000E+00            -1.152323E+01            -3.463698E-02             1.680339E+00             1.666718E+01
                   5.0400             1.032741E+02            -1.023766E+01             1.135118E+02             0.000000E+00            -1.194325E+01            -3.589757E-02             1.741490E+00             1.666962E+01
                   5.2200             1.031016E+02            -1.059712E+01             1.136988E+02             0.000000E+00            -1.236258E+01            -3.715587E-02             1.802610E+00             1.667141E+01
                   5.4000             1.029305E+02            -1.095590E+01             1.138864E+02             0.000000E+00            -1.278119E+01            -3.841181E-02             1.863708E+00             1.667259E+01
                   5.5800             1.027605E+02            -1.131394E+01             1.140745E+02             0.000000E+00            -1.319907E+01            -3.966530E-02             1.924788E+00             1.667319E+01
                   5.7600             1.025919E+02            -1.167124E+01             1.142631E+02             0.000000E+00            -1.361618E+01            -4.091628E-02             1.985858E+00             1.667325E+01
                   5.9400             1.024245E+02            -1.202775E+01             1.144522E+02             0.000000E+00            -1.403250E+01            -4.216465E-02             2.046918E+00             1.667282E+01
                   6.1200             1.022583E+02            -1.238346E+01             1.146418E+02             0.000000E+00            -1.444801E+01            -4.341034E-02             2.107965E+00             1.667194E+01
                   6.3000             1.020934E+02            -1.273836E+01             1.148318E+02             0.000000E+00            -1.486269E+01            -4.465328E-02             2.168982E+00             1.667068E+01
                   6.4800             1.019298E+02            -1.309246E+01             1.150223E+02             0.000000E+00            -1.527651E+01            -4.589337E-02             2.229940E+00             1.666907E+01
                   6.6600             1.017676E+02            -1.344576E+01             1.152134E+02             0.000000E+00            -1.568944E+01            -4.713056E-02             2.290815E+00             1.666718E+01
                   6.8400             1.016067E+02            -1.379824E+01             1.154050E+02             0.000000E+00            -1.610147E+01            -4.836475E-02             2.351598E+00             1.666505E+01
                   7.0200             1.014473E+02            -1.414988E+01             1.155971E+02             0.000000E+00            -1.651257E+01            -4.959587E-02             2.412286E+00             1.666272E+01
                   7.2000             1.012892E+02            -1.450066E+01             1.157898E+02             0.000000E+00            -1.692272E+01            -5.082384E-02             2.472878E+00             1.666025E+01
                   7.3800             1.011325E+02            -1.485056E+01             1.159831E+02             0.000000E+00            -1.733189E+01            -5.204860E-02             2.533374E+00             1.665768E+01
                   7.5600             1.009773E+02            -1.519956E+01             1.161768E+02             0.000000E+00            -1.774006E+01            -5.327006E-02             2.593773E+00             1.665503E+01
                   7.7400             1.008234E+02            -1.554762E+01             1.163711E+02             0.000000E+00            -1.814721E+01            -5.448814E-02             2.654074E+00             1.665235E+01
                   7.9200             1.006711E+02            -1.589473E+01             1.165658E+02             0.000000E+00            -1.855331E+01            -5.570277E-02             2.714278E+00             1.664967E+01
                   8.1000             1.005201E+02            -1.624087E+01             1.167610E+02             0.000000E+00            -1.895834E+01            -5.691388E-02             2.774382E+00             1.664702E+01
                   8.2800             1.003706E+02            -1.658601E+01             1.169566E+02             0.000000E+00            -1.936228E+01            -5.812139E-02             2.834389E+00             1.664442E+01
                   8.4600             1.002226E+02            -1.693013E+01             1.171527E+02             0.000000E+00            -1.976510E+01            -5.932522E-02             2.894296E+00             1.664190E+01
                   8.6400             1.000760E+02            -1.727321E+01             1.173492E+02             0.000000E+00            -2.016679E+01            -6.052530E-02             2.954104E+00             1.663948E+01
                   8.8200             9.993087E+01            -1.761522E+01             1.175461E+02             0.000000E+00            -2.056731E+01            -6.172156E-02             3.013813E+00             1.663716E+01
                   9.0000             9.978719E+01            -1.795615E+01             1.177433E+02             0.000000E+00            -2.096666E+01            -6.291392E-02             3.073423E+00             1.663498E+01
                   9.1800             9.964498E+01            -1.829596E+01             1.179409E+02             0.000000E+00            -2.136479E+01            -6.410231E-02             3.132934E+00             1.663295E+01
                   9.3600             9.950422E+01            -1.863464E+01             1.181389E+02             0.000000E+00            -2.176170E+01            -6.528666E-02             3.192347E+00             1.663107E+01
                   9.5400             9.936493E+01            -1.897217E+01             1.183371E+02             0.000000E+00            -2.215736E+01            -6.646690E-02             3.251661E+00             1.662936E+01
                   9.7200             9.922709E+01            -1.930851E+01             1.185356E+02             0.000000E+00            -2.255175E+01            -6.764295E-02             3.310878E+00             1.662783E+01
                   9.9000             9.909071E+01            -1.964366E+01             1.187344E+02             0.000000E+00            -2.294484E+01            -6.881473E-02             3.369997E+00             1.662648E+01
                  10.0800             9.895579E+01            -1.997758E+01             1.189334E+02             0.000000E+00            -2.333661E+01            -6.998219E-02             3.429020E+00             1.662534E+01
                  10.2600             9.882233E+01            -2.031025E+01             1.191326E+02             0.000000E+00            -2.372705E+01            -7.114525E-02             3.487947E+00             1.662439E+01
                  10.4400             9.869034E+01            -2.064165E+01             1.193320E+02             0.000000E+00            -2.411613E+01            -7.230383E-02             3.546779E+00             1.662366E+01
                  10.6200             9.855981E+01            -2.097176E+01             1.195316E+02             0.000000E+00            -2.450382E+01            -7.345788E-02             3.605517E+00             1.662315E+01
                  10.8000             9.843075E+01            -2.130055E+01             1.197313E+02             0.000000E+00            -2.489011E+01            -7.460731E-02             3.664163E+00             1.662287E+01
                  10.9800             9.830318E+01            -2.162801E+01             1.199312E+02             0.000000E+00            -2.527497E+01            -7.575206E-02             3.722716E+00             1.662282E+01
