                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.302114E+02             3.301863E+02             3.302114E+02             3.301863E+02             3.338035E+02             3.330712E+02             3.338035E+02             3.330712E+02             3.349628E+02             3.340881E+02
                   0.1800             3.302126E+02             3.301948E+02             3.302559E+02             3.302374E+02             3.337857E+02             3.330640E+02             3.338333E+02             3.331102E+02             3.349966E+02             3.341308E+02
                   0.3600             3.301401E+02             3.301271E+02             3.302074E+02             3.301915E+02             3.337047E+02             3.329879E+02             3.337788E+02             3.330594E+02             3.349437E+02             3.340813E+02
                   0.5400             3.300607E+02             3.300521E+02             3.301462E+02             3.301322E+02             3.336186E+02             3.329058E+02             3.337130E+02             3.329963E+02             3.348791E+02             3.340194E+02
                   0.7200             3.299773E+02             3.299727E+02             3.300779E+02             3.300654E+02             3.335295E+02             3.328203E+02             3.336413E+02             3.329267E+02             3.348082E+02             3.339505E+02
                   0.9000             3.298928E+02             3.298918E+02             3.300065E+02             3.299952E+02             3.334401E+02             3.327340E+02             3.335671E+02             3.328542E+02             3.347347E+02             3.338787E+02
                   1.0800             3.298093E+02             3.298115E+02             3.299345E+02             3.299244E+02             3.333519E+02             3.326487E+02             3.334926E+02             3.327813E+02             3.346608E+02             3.338063E+02
                   1.2600             3.297278E+02             3.297330E+02             3.298635E+02             3.298543E+02             3.332661E+02             3.325657E+02             3.334194E+02             3.327095E+02             3.345881E+02             3.337349E+02
                   1.4400             3.296493E+02             3.296572E+02             3.297943E+02             3.297860E+02             3.331833E+02             3.324855E+02             3.333482E+02             3.326395E+02             3.345173E+02             3.336653E+02
                   1.6200             3.295740E+02             3.295844E+02             3.297274E+02             3.297200E+02             3.331040E+02             3.324087E+02             3.332795E+02             3.325719E+02             3.344490E+02             3.335981E+02
                   1.8000             3.295021E+02             3.295149E+02             3.296632E+02             3.296565E+02             3.330282E+02             3.323352E+02             3.332135E+02             3.325070E+02             3.343833E+02             3.335335E+02
                   1.9800             3.294336E+02             3.294486E+02             3.296017E+02             3.295958E+02             3.329560E+02             3.322653E+02             3.331503E+02             3.324449E+02             3.343205E+02             3.334717E+02
                   2.1600             3.293687E+02             3.293856E+02             3.295430E+02             3.295378E+02             3.328875E+02             3.321989E+02             3.330900E+02             3.323856E+02             3.342605E+02             3.334127E+02
                   2.3400             3.293072E+02             3.293259E+02             3.294873E+02             3.294827E+02             3.328224E+02             3.321359E+02             3.330327E+02             3.323293E+02             3.342035E+02             3.333566E+02
