                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.303965E+02             3.303965E+02             3.334917E+02             3.334917E+02             3.345453E+02             3.310460E+02             3.303948E+02             3.310460E+02             3.303948E+02
                   0.1800             3.303936E+02             3.304366E+02             3.334722E+02             3.335191E+02             3.345763E+02             3.310625E+02             3.304355E+02             3.310819E+02             3.304598E+02
                   0.3600             3.303213E+02             3.303865E+02             3.333912E+02             3.334638E+02             3.345224E+02             3.310160E+02             3.304014E+02             3.310305E+02             3.304193E+02
                   0.5400             3.302425E+02             3.303240E+02             3.333054E+02             3.333974E+02             3.344571E+02             3.309552E+02             3.303495E+02             3.309670E+02             3.303640E+02
                   0.7200             3.301600E+02             3.302547E+02             3.332169E+02             3.333252E+02             3.343856E+02             3.308867E+02             3.302879E+02             3.308969E+02             3.303004E+02
                   0.9000             3.300765E+02             3.301826E+02             3.331280E+02             3.332506E+02             3.343116E+02             3.308148E+02             3.302215E+02             3.308240E+02             3.302329E+02
                   1.0800             3.299939E+02             3.301099E+02             3.330405E+02             3.331758E+02             3.342374E+02             3.307421E+02             3.301535E+02             3.307507E+02             3.301643E+02
                   1.2600             3.299134E+02             3.300382E+02             3.329554E+02             3.331022E+02             3.341642E+02             3.306702E+02             3.300856E+02             3.306785E+02             3.300962E+02
                   1.4400             3.298356E+02             3.299685E+02             3.328734E+02             3.330307E+02             3.340931E+02             3.305999E+02             3.300190E+02             3.306082E+02             3.300298E+02
                   1.6200             3.297610E+02             3.299010E+02             3.327948E+02             3.329617E+02             3.340244E+02             3.305318E+02             3.299544E+02             3.305403E+02             3.299655E+02
                   1.8000             3.296898E+02             3.298363E+02             3.327197E+02             3.328954E+02             3.339584E+02             3.304663E+02             3.298920E+02             3.304750E+02             3.299037E+02
                   1.9800             3.296219E+02             3.297743E+02             3.326482E+02             3.328320E+02             3.338953E+02             3.304035E+02             3.298322E+02             3.304125E+02             3.298445E+02
                   2.1600             3.295575E+02             3.297152E+02             3.325802E+02             3.327715E+02             3.338351E+02             3.303434E+02             3.297749E+02             3.303529E+02             3.297880E+02
                   2.3400             3.294964E+02             3.296589E+02             3.325158E+02             3.327139E+02             3.337777E+02             3.302862E+02             3.297204E+02             3.302962E+02             3.297343E+02
                   2.5200             3.294386E+02             3.296056E+02             3.324549E+02             3.326593E+02             3.337233E+02             3.302318E+02             3.296685E+02             3.302424E+02             3.296833E+02
