                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.209098E-15             5.356380E+02             1.209098E-15             1.213613E+02             0.000000E+00             6.569993E+02             0.000000E+00             5.164175E-05             1.663076E+00             6.219560E-02             7.808421E-01             5.135198E-01             1.806031E+01             1.499020E+01             1.471579E+01             4.676354E+01
                   0.1800             2.376044E+01             5.193202E+02             1.361587E-01             1.177644E+02             2.362428E+01             6.370846E+02             0.000000E+00             3.997035E-03             1.673679E+00             6.219485E-02             8.071646E-01             3.828312E-01             1.806025E+01             1.525960E+01             1.470007E+01             4.676354E+01
                   0.3600             2.374000E+01             5.031389E+02             2.106061E-01             1.141899E+02             2.352939E+01             6.173288E+02             0.000000E+00             6.773849E-03             1.683986E+00             6.219237E-02             8.080736E-01             3.290002E-01             1.806002E+01             1.529618E+01             1.469388E+01             4.676354E+01
                   0.5400             2.370894E+01             4.869853E+02             2.617359E-01             1.106123E+02             2.344720E+01             5.975976E+02             0.000000E+00             9.211563E-03             1.693940E+00             6.218824E-02             8.090751E-01             2.752074E-01             1.805963E+01             1.533654E+01             1.468776E+01             4.676354E+01
                   0.7200             2.367414E+01             4.708595E+02             2.942120E-01             1.070320E+02             2.337993E+01             5.778915E+02             0.000000E+00             1.149557E-02             1.703538E+00             6.218245E-02             8.101775E-01             2.214445E-01             1.805908E+01             1.538070E+01             1.468200E+01             4.676354E+01
                   0.9000             2.363958E+01             4.547615E+02             3.140758E-01             1.034494E+02             2.332551E+01             5.582109E+02             0.000000E+00             1.369586E-02             1.712777E+00             6.217500E-02             8.113847E-01             1.677211E-01             1.805838E+01             1.542858E+01             1.467676E+01             4.676354E+01
                   1.0800             2.360746E+01             4.386916E+02             3.260048E-01             9.986488E+01             2.328146E+01             5.385564E+02             0.000000E+00             1.584124E-02             1.721656E+00             6.216591E-02             8.126988E-01             1.140380E-01             1.805752E+01             1.548012E+01             1.467227E+01             4.676354E+01
                   1.2600             2.357897E+01             4.226499E+02             3.331276E-01             9.627874E+01             2.324584E+01             5.189287E+02             0.000000E+00             1.794414E-02             1.730171E+00             6.215516E-02             8.141208E-01             6.038624E-02             1.805651E+01             1.553525E+01             1.466871E+01             4.676354E+01
                   1.4400             2.355467E+01             4.066370E+02             3.374091E-01             9.269144E+01             2.321727E+01             4.993284E+02             0.000000E+00             2.001036E-02             1.738322E+00             6.214276E-02             8.156501E-01             6.779249E-03             1.805534E+01             1.559386E+01             1.466620E+01             4.676354E+01
                   1.6200             2.353480E+01             3.906530E+02             3.400446E-01             8.910341E+01             2.319475E+01             4.797564E+02             0.000000E+00             2.204308E-02             1.746108E+00             6.212871E-02             8.172860E-01             4.677870E-02             1.805401E+01             1.565586E+01             1.466485E+01             4.676354E+01
                   1.8000             2.351935E+01             3.746987E+02             3.417485E-01             8.551511E+01             2.317761E+01             4.602138E+02             0.000000E+00             2.404452E-02             1.753528E+00             6.211301E-02             8.190273E-01             1.002778E-01             1.805253E+01             1.572113E+01             1.466469E+01             4.676354E+01
                   1.9800             2.350824E+01             3.587745E+02             3.429432E-01             8.192701E+01             2.316530E+01             4.407016E+02             0.000000E+00             2.601651E-02             1.760581E+00             6.209566E-02             8.208728E-01             1.537178E-01             1.805089E+01             1.578958E+01             1.466572E+01             4.676354E+01
                   2.1600             2.350129E+01             3.428815E+02             3.438763E-01             7.833963E+01             2.315742E+01             4.212211E+02             0.000000E+00             2.796080E-02             1.767266E+00             6.207666E-02             8.228208E-01             2.070859E-01             1.804910E+01             1.586108E+01             1.466787E+01             4.676354E+01
                   2.3400             2.349830E+01             3.270206E+02             3.446920E-01             7.475354E+01             2.315361E+01             4.017741E+02             0.000000E+00             2.987904E-02             1.773584E+00             6.205601E-02             8.248700E-01             2.603780E-01             1.804715E+01             1.593553E+01             1.467104E+01             4.676354E+01
                   2.5200             2.349903E+01             3.111929E+02             3.454728E-01             7.116934E+01             2.315355E+01             3.823623E+02             0.000000E+00             3.177281E-02             1.779533E+00             6.203372E-02             8.270186E-01             3.135849E-01             1.804505E+01             1.601281E+01             1.467511E+01             4.676354E+01
                   2.7000             2.350324E+01             2.954001E+02             3.462650E-01             6.758772E+01             2.315697E+01             3.629878E+02             0.000000E+00             3.364359E-02             1.785114E+00             6.200979E-02             8.292648E-01             3.666991E-01             1.804279E+01             1.609282E+01             1.467991E+01             4.676354E+01
                   2.8800             2.351068E+01             2.796440E+02             3.470939E-01             6.400941E+01             2.316359E+01             3.436534E+02             0.000000E+00             3.549277E-02             1.790327E+00             6.198421E-02             8.316070E-01             4.197145E-01             1.804038E+01             1.617544E+01             1.468527E+01             4.676354E+01
                   3.0600             2.352110E+01             2.639268E+02             3.479719E-01             6.043527E+01             2.317313E+01             3.243621E+02             0.000000E+00             3.732165E-02             1.795172E+00             6.195700E-02             8.340433E-01             4.726216E-01             1.803782E+01             1.626056E+01             1.469102E+01             4.676354E+01
