                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.744819E-01             6.531657E-02             1.040445E+00             1.911495E+01             1.762912E+01             2.767243E-03             1.911218E+01             4.344682E+01             0.000000E+00
                   0.1800             4.083672E-01             6.531578E-02             1.068812E+00             1.911489E+01             1.794276E+01             2.772252E-03             1.911212E+01             4.344682E+01             0.000000E+00
                   0.3600             3.249473E-01             6.531317E-02             1.071196E+00             1.911464E+01             1.801509E+01             2.787269E-03             1.911185E+01             4.344682E+01             0.000000E+00
                   0.5400             2.416061E-01             6.530883E-02             1.073796E+00             1.911423E+01             1.809599E+01             2.812296E-03             1.911142E+01             4.344682E+01             0.000000E+00
                   0.7200             1.583502E-01             6.530275E-02             1.076612E+00             1.911365E+01             1.818524E+01             2.847333E-03             1.911080E+01             4.344682E+01             0.000000E+00
                   0.9000             7.520370E-02             6.529493E-02             1.079645E+00             1.911291E+01             1.828259E+01             2.892377E-03             1.911001E+01             4.344682E+01             0.000000E+00
                   1.0800             7.828108E-03             6.528538E-02             1.082892E+00             1.911200E+01             1.838776E+01             2.947425E-03             1.910905E+01             4.344682E+01             0.000000E+00
                   1.2600             9.075864E-02             6.527409E-02             1.086354E+00             1.911093E+01             1.850050E+01             3.012476E-03             1.910791E+01             4.344682E+01             0.000000E+00
                   1.4400             1.735687E-01             6.526107E-02             1.090026E+00             1.910969E+01             1.862050E+01             3.087524E-03             1.910660E+01             4.344682E+01             0.000000E+00
                   1.6200             2.562543E-01             6.524631E-02             1.093907E+00             1.910828E+01             1.874748E+01             3.172568E-03             1.910511E+01             4.344682E+01             0.000000E+00
                   1.8000             3.388036E-01             6.522982E-02             1.097993E+00             1.910672E+01             1.888114E+01             3.267601E-03             1.910345E+01             4.344682E+01             0.000000E+00
                   1.9800             4.212197E-01             6.521160E-02             1.102281E+00             1.910498E+01             1.902119E+01             3.372618E-03             1.910161E+01             4.344682E+01             0.000000E+00
                   2.1600             5.034867E-01             6.519165E-02             1.106768E+00             1.910309E+01             1.916732E+01             3.487615E-03             1.909960E+01             4.344682E+01             0.000000E+00
                   2.3400             5.856025E-01             6.516997E-02             1.111450E+00             1.910103E+01             1.931925E+01             3.612585E-03             1.909741E+01             4.344682E+01             0.000000E+00
                   2.5200             6.675567E-01             6.514656E-02             1.116324E+00             1.909880E+01             1.947669E+01             3.747521E-03             1.909505E+01             4.344682E+01             0.000000E+00
                   2.7000             7.493418E-01             6.512143E-02             1.121385E+00             1.909641E+01             1.963937E+01             3.892416E-03             1.909252E+01             4.344682E+01             0.000000E+00
                   2.8800             8.309528E-01             6.509457E-02             1.126630E+00             1.909386E+01             1.980701E+01             4.047262E-03             1.908981E+01             4.344682E+01             0.000000E+00
                   3.0600             9.123794E-01             6.506598E-02             1.132055E+00             1.909114E+01             1.997936E+01             4.212051E-03             1.908693E+01             4.344682E+01             0.000000E+00
                   3.2400             9.936166E-01             6.503568E-02             1.137655E+00             1.908827E+01             2.015616E+01             4.386775E-03             1.908388E+01             4.344682E+01             0.000000E+00
                   3.4200             1.074658E+00             6.500366E-02             1.143426E+00             1.908522E+01             2.033716E+01             4.571423E-03             1.908065E+01             4.344682E+01             0.000000E+00
                   3.6000             1.155497E+00             6.496991E-02             1.149365E+00             1.908202E+01             2.052215E+01             4.765986E-03             1.907725E+01             4.344682E+01             0.000000E+00
                   3.7800             1.236126E+00             6.493446E-02             1.155466E+00             1.907865E+01             2.071089E+01             4.970453E-03             1.907368E+01             4.344682E+01             0.000000E+00
                   3.9600             1.316541E+00             6.489729E-02             1.161726E+00             1.907512E+01             2.090316E+01             5.184814E-03             1.906994E+01             4.344682E+01             0.000000E+00
                   4.1400             1.396737E+00             6.485841E-02             1.168139E+00             1.907143E+01             2.109878E+01             5.409057E-03             1.906602E+01             4.344682E+01             0.000000E+00
                   4.3200             1.476712E+00             6.481782E-02             1.174702E+00             1.906758E+01             2.129754E+01             5.643170E-03             1.906194E+01             4.344682E+01             0.000000E+00
                   4.5000             1.556465E+00             6.477553E-02             1.181408E+00             1.906357E+01             2.149925E+01             5.887141E-03             1.905768E+01             4.344682E+01             0.000000E+00
                   4.6800             1.636004E+00             6.473153E-02             1.188254E+00             1.905939E+01             2.170375E+01             6.140956E-03             1.905325E+01             4.344682E+01             0.000000E+00
                   4.8600             1.715345E+00             6.468583E-02             1.195231E+00             1.905506E+01             2.191088E+01             6.404602E-03             1.904865E+01             4.344682E+01             0.000000E+00
                   5.0400             1.794521E+00             6.463844E-02             1.202334E+00             1.905056E+01             2.212046E+01             6.678065E-03             1.904388E+01             4.344682E+01             0.000000E+00
                   5.2200             1.873562E+00             6.458935E-02             1.209553E+00             1.904590E+01             2.233237E+01             6.961330E-03             1.903894E+01             4.344682E+01             0.000000E+00
                   5.4000             1.952482E+00             6.453857E-02             1.216886E+00             1.904109E+01             2.254647E+01             7.254382E-03             1.903384E+01             4.344682E+01             0.000000E+00
                   5.5800             2.031281E+00             6.448611E-02             1.224327E+00             1.903612E+01             2.276263E+01             7.557206E-03             1.902856E+01             4.344682E+01             0.000000E+00
                   5.7600             2.109962E+00             6.443196E-02             1.231873E+00             1.903099E+01             2.298073E+01             7.869785E-03             1.902312E+01             4.344682E+01             0.000000E+00
                   5.9400             2.188523E+00             6.437613E-02             1.239521E+00             1.902570E+01             2.320065E+01             8.192102E-03             1.901750E+01             4.344682E+01             0.000000E+00
                   6.1200             2.266965E+00             6.431862E-02             1.247267E+00             1.902025E+01             2.342229E+01             8.524141E-03             1.901172E+01             4.344682E+01             0.000000E+00
                   6.3000             2.345286E+00             6.425943E-02             1.255108E+00             1.901464E+01             2.364555E+01             8.865883E-03             1.900578E+01             4.344682E+01             0.000000E+00
                   6.4800             2.423487E+00             6.419858E-02             1.263040E+00             1.900888E+01             2.387033E+01             9.217310E-03             1.899966E+01             4.344682E+01             0.000000E+00
                   6.6600             2.501568E+00             6.413606E-02             1.271059E+00             1.900296E+01             2.409653E+01             9.578404E-03             1.899339E+01             4.344682E+01             0.000000E+00
                   6.8400             2.579528E+00             6.407188E-02             1.279162E+00             1.899689E+01             2.432407E+01             9.949145E-03             1.898694E+01             4.344682E+01             0.000000E+00
                   7.0200             2.657366E+00             6.400604E-02             1.287346E+00             1.899066E+01             2.455286E+01             1.032951E-02             1.898033E+01             4.344682E+01             0.000000E+00
                   7.2000             2.735083E+00             6.393855E-02             1.295608E+00             1.898428E+01             2.478283E+01             1.071949E-02             1.897356E+01             4.344682E+01             0.000000E+00
                   7.3800             2.812678E+00             6.386941E-02             1.303943E+00             1.897774E+01             2.501389E+01             1.111905E-02             1.896662E+01             4.344682E+01             0.000000E+00
                   7.5600             2.890152E+00             6.379862E-02             1.312349E+00             1.897105E+01             2.524598E+01             1.152818E-02             1.895952E+01             4.344682E+01             0.000000E+00
                   7.7400             2.967503E+00             6.372619E-02             1.320823E+00             1.896421E+01             2.547902E+01             1.194685E-02             1.895226E+01             4.344682E+01             0.000000E+00
                   7.9200             3.044731E+00             6.365213E-02             1.329361E+00             1.895721E+01             2.571296E+01             1.237504E-02             1.894483E+01             4.344682E+01             0.000000E+00
                   8.1000             3.121837E+00             6.357643E-02             1.337960E+00             1.895006E+01             2.594772E+01             1.281273E-02             1.893725E+01             4.344682E+01             0.000000E+00
                   8.2800             3.198820E+00             6.349911E-02             1.346617E+00             1.894276E+01             2.618326E+01             1.325990E-02             1.892950E+01             4.344682E+01             0.000000E+00
                   8.4600             3.275679E+00             6.342017E-02             1.355329E+00             1.893531E+01             2.641950E+01             1.371651E-02             1.892159E+01             4.344682E+01             0.000000E+00
                   8.6400             3.352414E+00             6.333961E-02             1.364092E+00             1.892771E+01             2.665641E+01             1.418255E-02             1.891353E+01             4.344682E+01             0.000000E+00
                   8.8200             3.429026E+00             6.325743E-02             1.372904E+00             1.891996E+01             2.689392E+01             1.465800E-02             1.890530E+01             4.344682E+01             0.000000E+00
                   9.0000             3.505514E+00             6.317365E-02             1.381762E+00             1.891206E+01             2.713199E+01             1.514282E-02             1.889692E+01             4.344682E+01             0.000000E+00
                   9.1800             3.581878E+00             6.308827E-02             1.390663E+00             1.890402E+01             2.737058E+01             1.563699E-02             1.888838E+01             4.344682E+01             0.000000E+00
                   9.3600             3.658117E+00             6.300130E-02             1.399604E+00             1.889582E+01             2.760962E+01             1.614049E-02             1.887968E+01             4.344682E+01             0.000000E+00
                   9.5400             3.734231E+00             6.291273E-02             1.408582E+00             1.888748E+01             2.784910E+01             1.665328E-02             1.887083E+01             4.344682E+01             0.000000E+00
                   9.7200             3.810221E+00             6.282258E-02             1.417594E+00             1.887899E+01             2.808895E+01             1.717534E-02             1.886182E+01             4.344682E+01             0.000000E+00
                   9.9000             3.886087E+00             6.273085E-02             1.426638E+00             1.887036E+01             2.832914E+01             1.770665E-02             1.885266E+01             4.344682E+01             0.000000E+00
                  10.0800             3.961827E+00             6.263755E-02             1.435711E+00             1.886159E+01             2.856964E+01             1.824717E-02             1.884334E+01             4.344682E+01             0.000000E+00
                  10.2600             4.037443E+00             6.254268E-02             1.444809E+00             1.885267E+01             2.881041E+01             1.879688E-02             1.883387E+01             4.344682E+01             0.000000E+00
                  10.4400             4.112934E+00             6.244624E-02             1.453932E+00             1.884360E+01             2.905142E+01             1.935574E-02             1.882425E+01             4.344682E+01             0.000000E+00
                  10.6200             4.188300E+00             6.234826E-02             1.463076E+00             1.883440E+01             2.929262E+01             1.992373E-02             1.881447E+01             4.344682E+01             0.000000E+00
                  10.8000             4.263541E+00             6.224872E-02             1.472238E+00             1.882505E+01             2.953399E+01             2.050082E-02             1.880455E+01             4.344682E+01             0.000000E+00
                  10.9800             4.338658E+00             6.214764E-02             1.481416E+00             1.881556E+01             2.977551E+01             2.108697E-02             1.879447E+01             4.344682E+01             0.000000E+00
                  11.1600             4.413651E+00             6.204502E-02             1.490608E+00             1.880593E+01             3.001713E+01             2.168216E-02             1.878425E+01             4.344682E+01             0.000000E+00
                  11.3400             4.488520E+00             6.194087E-02             1.499812E+00             1.879616E+01             3.025884E+01             2.228635E-02             1.877388E+01             4.344682E+01             0.000000E+00
                  11.5200             4.563265E+00             6.183520E-02             1.509024E+00             1.878626E+01             3.050060E+01             2.289952E-02             1.876336E+01             4.344682E+01             0.000000E+00
                  11.7000             4.637887E+00             6.172802E-02             1.518244E+00             1.877622E+01             3.074240E+01             2.352162E-02             1.875269E+01             4.344682E+01             0.000000E+00
                  11.8800             4.712387E+00             6.161932E-02             1.527468E+00             1.876603E+01             3.098419E+01             2.415263E-02             1.874188E+01             4.344682E+01             0.000000E+00
                  12.0600             4.786764E+00             6.150912E-02             1.536694E+00             1.875572E+01             3.122598E+01             2.479251E-02             1.873093E+01             4.344682E+01             0.000000E+00
                  12.2400             4.861020E+00             6.139742E-02             1.545921E+00             1.874527E+01             3.146772E+01             2.544123E-02             1.871983E+01             4.344682E+01             0.000000E+00
                  12.4200             4.935155E+00             6.128423E-02             1.555146E+00             1.873468E+01             3.170940E+01             2.609875E-02             1.870858E+01             4.344682E+01             0.000000E+00
                  12.6000             5.009170E+00             6.116956E-02             1.564367E+00             1.872396E+01             3.195099E+01             2.676505E-02             1.869720E+01             4.344682E+01             0.000000E+00
                  12.7800             5.083067E+00             6.105341E-02             1.573582E+00             1.871311E+01             3.219249E+01             2.744008E-02             1.868567E+01             4.344682E+01             0.000000E+00
                  12.9600             5.156846E+00             6.093580E-02             1.582790E+00             1.870213E+01             3.243386E+01             2.812381E-02             1.867401E+01             4.344682E+01             0.000000E+00
                  13.1400             5.230508E+00             6.081672E-02             1.591988E+00             1.869102E+01             3.267510E+01             2.881620E-02             1.866220E+01             4.344682E+01             0.000000E+00
                  13.3200             5.304054E+00             6.069620E-02             1.601175E+00             1.867977E+01             3.291618E+01             2.951721E-02             1.865026E+01             4.344682E+01             0.000000E+00
                  13.5000             5.377487E+00             6.057422E-02             1.610349E+00             1.866840E+01             3.315708E+01             3.022682E-02             1.863817E+01             4.344682E+01             0.000000E+00
                  13.6800             5.450808E+00             6.045081E-02             1.619507E+00             1.865690E+01             3.339780E+01             3.094498E-02             1.862596E+01             4.344682E+01             0.000000E+00
                  13.8600             5.524017E+00             6.032596E-02             1.628649E+00             1.864528E+01             3.363831E+01             3.167165E-02             1.861360E+01             4.344682E+01             0.000000E+00
                  14.0400             5.597118E+00             6.019970E-02             1.637773E+00             1.863352E+01             3.387860E+01             3.240680E-02             1.860112E+01             4.344682E+01             0.000000E+00
                  14.2200             5.670111E+00             6.007201E-02             1.646877E+00             1.862165E+01             3.411866E+01             3.315038E-02             1.858849E+01             4.344682E+01             0.000000E+00
                  14.4000             5.743000E+00             5.994292E-02             1.655959E+00             1.860964E+01             3.435847E+01             3.390236E-02             1.857574E+01             4.344682E+01             0.000000E+00
                  14.5800             5.815785E+00             5.981243E-02             1.665018E+00             1.859752E+01             3.459803E+01             3.466271E-02             1.856286E+01             4.344682E+01             0.000000E+00
                  14.7600             5.888469E+00             5.968055E-02             1.674053E+00             1.858527E+01             3.483731E+01             3.543136E-02             1.854984E+01             4.344682E+01             0.000000E+00
                  14.9400             5.961056E+00             5.954729E-02             1.683062E+00             1.857290E+01             3.507630E+01             3.620830E-02             1.853670E+01             4.344682E+01             0.000000E+00
                  15.1200             6.033547E+00             5.941265E-02             1.692043E+00             1.856042E+01             3.531500E+01             3.699348E-02             1.852342E+01             4.344682E+01             0.000000E+00
                  15.3000             6.105945E+00             5.927665E-02             1.700995E+00             1.854781E+01             3.555340E+01             3.778685E-02             1.851002E+01             4.344682E+01             0.000000E+00
                  15.4800             6.178252E+00             5.913928E-02             1.709918E+00             1.853508E+01             3.579147E+01             3.858837E-02             1.849650E+01             4.344682E+01             0.000000E+00
                  15.6600             6.250473E+00             5.900057E-02             1.718808E+00             1.852224E+01             3.602922E+01             3.939801E-02             1.848284E+01             4.344682E+01             0.000000E+00
                  15.8400             6.322609E+00             5.886051E-02             1.727666E+00             1.850928E+01             3.626664E+01             4.021571E-02             1.846907E+01             4.344682E+01             0.000000E+00
                  16.0200             6.394665E+00             5.871913E-02             1.736490E+00             1.849621E+01             3.650370E+01             4.104144E-02             1.845517E+01             4.344682E+01             0.000000E+00
                  16.2000             6.466643E+00             5.857642E-02             1.745278E+00             1.848302E+01             3.674042E+01             4.187516E-02             1.844115E+01             4.344682E+01             0.000000E+00
                  16.3800             6.538548E+00             5.843239E-02             1.754030E+00             1.846972E+01             3.697677E+01             4.271681E-02             1.842701E+01             4.344682E+01             0.000000E+00
                  16.5600             6.610382E+00             5.828706E-02             1.762744E+00             1.845631E+01             3.721274E+01             4.356637E-02             1.841275E+01             4.344682E+01             0.000000E+00
                  16.7400             6.682149E+00             5.814043E-02             1.771420E+00             1.844279E+01             3.744834E+01             4.442377E-02             1.839837E+01             4.344682E+01             0.000000E+00
                  16.9200             6.753854E+00             5.799251E-02             1.780056E+00             1.842916E+01             3.768355E+01             4.528898E-02             1.838387E+01             4.344682E+01             0.000000E+00
                  17.1000             6.825501E+00             5.784331E-02             1.788650E+00             1.841542E+01             3.791836E+01             4.616195E-02             1.836926E+01             4.344682E+01             0.000000E+00
                  17.2800             6.897093E+00             5.769284E-02             1.797203E+00             1.840157E+01             3.815277E+01             4.704263E-02             1.835453E+01             4.344682E+01             0.000000E+00
                  17.4600             6.968635E+00             5.754111E-02             1.805712E+00             1.838762E+01             3.838677E+01             4.793099E-02             1.833969E+01             4.344682E+01             0.000000E+00
                  17.6400             7.040131E+00             5.738813E-02             1.814177E+00             1.837356E+01             3.862035E+01             4.882697E-02             1.832473E+01             4.344682E+01             0.000000E+00
                  17.8200             7.111585E+00             5.723390E-02             1.822597E+00             1.835939E+01             3.885351E+01             4.973052E-02             1.830966E+01             4.344682E+01             0.000000E+00
                  18.0000             7.183002E+00             5.707844E-02             1.830971E+00             1.834513E+01             3.908624E+01             5.064161E-02             1.829449E+01             4.344682E+01             0.000000E+00
                  18.1800             7.254388E+00             5.692176E-02             1.839298E+00             1.833076E+01             3.931854E+01             5.156018E-02             1.827920E+01             4.344682E+01             0.000000E+00
                  18.3600             7.325745E+00             5.676386E-02             1.847577E+00             1.831629E+01             3.955039E+01             5.248618E-02             1.826381E+01             4.344682E+01             0.000000E+00
                  18.5400             7.397080E+00             5.660476E-02             1.855807E+00             1.830172E+01             3.978179E+01             5.341957E-02             1.824830E+01             4.344682E+01             0.000000E+00
                  18.7200             7.468397E+00             5.644447E-02             1.863988E+00             1.828706E+01             4.001273E+01             5.436029E-02             1.823270E+01             4.344682E+01             0.000000E+00
                  18.9000             7.539701E+00             5.628298E-02             1.872117E+00             1.827229E+01             4.024322E+01             5.530831E-02             1.821699E+01             4.344682E+01             0.000000E+00
                  19.0800             7.610996E+00             5.612033E-02             1.880195E+00             1.825743E+01             4.047324E+01             5.626356E-02             1.820117E+01             4.344682E+01             0.000000E+00
                  19.2600             7.682289E+00             5.595650E-02             1.888220E+00             1.824248E+01             4.070278E+01             5.722600E-02             1.818525E+01             4.344682E+01             0.000000E+00
                  19.4400             7.753584E+00             5.579152E-02             1.896192E+00             1.822743E+01             4.093185E+01             5.819559E-02             1.816924E+01             4.344682E+01             0.000000E+00
                  19.6200             7.824887E+00             5.562539E-02             1.904110E+00             1.821229E+01             4.116043E+01             5.917226E-02             1.815312E+01             4.344682E+01             0.000000E+00
                  19.8000             7.896201E+00             5.545813E-02             1.911973E+00             1.819706E+01             4.138852E+01             6.015597E-02             1.813690E+01             4.344682E+01             0.000000E+00
                  19.9800             7.967534E+00             5.528974E-02             1.919780E+00             1.818174E+01             4.161611E+01             6.114667E-02             1.812059E+01             4.344682E+01             0.000000E+00
                  20.1600             8.038889E+00             5.512024E-02             1.927530E+00             1.816633E+01             4.184320E+01             6.214431E-02             1.810418E+01             4.344682E+01             0.000000E+00
                  20.3400             8.110273E+00             5.494963E-02             1.935223E+00             1.815083E+01             4.206979E+01             6.314883E-02             1.808768E+01             4.344682E+01             0.000000E+00
                  20.5200             8.181689E+00             5.477792E-02             1.942858E+00             1.813524E+01             4.229586E+01             6.416018E-02             1.807108E+01             4.344682E+01             0.000000E+00
                  20.7000             8.253145E+00             5.460513E-02             1.950434E+00             1.811957E+01             4.252141E+01             6.517832E-02             1.805439E+01             4.344682E+01             0.000000E+00
                  20.8800             8.324645E+00             5.443126E-02             1.957950E+00             1.810381E+01             4.274644E+01             6.620318E-02             1.803761E+01             4.344682E+01             0.000000E+00
                  21.0600             8.396194E+00             5.425633E-02             1.965405E+00             1.808798E+01             4.297094E+01             6.723472E-02             1.802074E+01             4.344682E+01             0.000000E+00
                  21.2400             8.467797E+00             5.408034E-02             1.972799E+00             1.807206E+01             4.319491E+01             6.827289E-02             1.800378E+01             4.344682E+01             0.000000E+00
                  21.4200             8.539461E+00             5.390331E-02             1.980132E+00             1.805606E+01             4.341833E+01             6.931762E-02             1.798674E+01             4.344682E+01             0.000000E+00
                  21.6000             8.611189E+00             5.372525E-02             1.987401E+00             1.803998E+01             4.364120E+01             7.036887E-02             1.796961E+01             4.344682E+01             0.000000E+00
                  21.7800             8.682988E+00             5.354616E-02             1.994607E+00             1.802382E+01             4.386353E+01             7.142657E-02             1.795239E+01             4.344682E+01             0.000000E+00
                  21.9600             8.754863E+00             5.336606E-02             2.001749E+00             1.800759E+01             4.408529E+01             7.249069E-02             1.793510E+01             4.344682E+01             0.000000E+00
                  22.1400             8.826818E+00             5.318496E-02             2.008826E+00             1.799128E+01             4.430650E+01             7.356116E-02             1.791772E+01             4.344682E+01             0.000000E+00
                  22.3200             8.898859E+00             5.300287E-02             2.015837E+00             1.797489E+01             4.452713E+01             7.463792E-02             1.790026E+01             4.344682E+01             0.000000E+00
                  22.5000             8.970992E+00             5.281979E-02             2.022781E+00             1.795844E+01             4.474719E+01             7.572093E-02             1.788272E+01             4.344682E+01             0.000000E+00
                  22.6800             9.043220E+00             5.263575E-02             2.029659E+00             1.794191E+01             4.496666E+01             7.681012E-02             1.786510E+01             4.344682E+01             0.000000E+00
                  22.8600             9.115550E+00             5.245075E-02             2.036469E+00             1.792531E+01             4.518555E+01             7.790544E-02             1.784740E+01             4.344682E+01             0.000000E+00
                  23.0400             9.187986E+00             5.226480E-02             2.043210E+00             1.790864E+01             4.540385E+01             7.900684E-02             1.782963E+01             4.344682E+01             0.000000E+00
                  23.2200             9.260533E+00             5.207792E-02             2.049883E+00             1.789190E+01             4.562156E+01             8.011426E-02             1.781179E+01             4.344682E+01             0.000000E+00
                  23.4000             9.333196E+00             5.189011E-02             2.056485E+00             1.787510E+01             4.583865E+01             8.122763E-02             1.779387E+01             4.344682E+01             0.000000E+00
                  23.5800             9.405980E+00             5.170138E-02             2.063017E+00             1.785823E+01             4.605514E+01             8.234692E-02             1.777588E+01             4.344682E+01             0.000000E+00
                  23.7600             9.478890E+00             5.151175E-02             2.069478E+00             1.784130E+01             4.627102E+01             8.347205E-02             1.775783E+01             4.344682E+01             0.000000E+00
                  23.9400             9.551931E+00             5.132123E-02             2.075868E+00             1.782430E+01             4.648627E+01             8.460297E-02             1.773970E+01             4.344682E+01             0.000000E+00
