                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000            -4.151212E-09            -1.791185E-03             1.687538E-08
                   0.1800            -1.959663E-05            -8.512614E+00             1.530650E-08
                   0.3600            -1.957306E-05            -8.515396E+00             1.379477E-08
                   0.5400            -1.955338E-05            -8.515550E+00             1.234003E-08
                   0.7200            -1.953688E-05            -8.514175E+00             1.094235E-08
                   0.9000            -1.952302E-05            -8.512002E+00             9.601763E-09
                   1.0800            -1.951143E-05            -8.509515E+00             8.318251E-09
                   1.2600            -1.950183E-05            -8.507027E+00             7.091855E-09
                   1.4400            -1.949402E-05            -8.504736E+00             5.922565E-09
                   1.6200            -1.948783E-05            -8.502765E+00             4.810430E-09
                   1.8000            -1.948312E-05            -8.501186E+00             3.755436E-09
                   1.9800            -1.947977E-05            -8.500035E+00             2.757605E-09
                   2.1600            -1.947768E-05            -8.499326E+00             1.816955E-09
                   2.3400            -1.947676E-05            -8.499057E+00             9.334895E-10
                   2.5200            -1.947692E-05            -8.499215E+00             1.072292E-10
                   2.7000            -1.947808E-05            -8.499782E+00            -6.618297E-10
                   2.8800            -1.948016E-05            -8.500735E+00            -1.373678E-09
                   3.0600            -1.948307E-05            -8.502047E+00            -2.028297E-09
                   3.2400            -1.948675E-05            -8.503689E+00            -2.625690E-09
                   3.4200            -1.949111E-05            -8.505632E+00            -3.165846E-09
                   3.6000            -1.949608E-05            -8.507843E+00            -3.648757E-09
                   3.7800            -1.950160E-05            -8.510293E+00            -4.074428E-09
                   3.9600            -1.950757E-05            -8.512948E+00            -4.442850E-09
                   4.1400            -1.951393E-05            -8.515776E+00            -4.754022E-09
                   4.3200            -1.952061E-05            -8.518745E+00            -5.007941E-09
                   4.5000            -1.952753E-05            -8.521822E+00            -5.204611E-09
                   4.6800            -1.953461E-05            -8.524973E+00            -5.344028E-09
                   4.8600            -1.954178E-05            -8.528166E+00            -5.426196E-09
                   5.0400            -1.954896E-05            -8.531367E+00            -5.451112E-09
                   5.2200            -1.955608E-05            -8.534543E+00            -5.418788E-09
                   5.4000            -1.956307E-05            -8.537660E+00            -5.329219E-09
                   5.5800            -1.956985E-05            -8.540684E+00            -5.182413E-09
                   5.7600            -1.957634E-05            -8.543582E+00            -4.978380E-09
                   5.9400            -1.958247E-05            -8.546320E+00            -4.717123E-09
                   6.1200            -1.958816E-05            -8.548864E+00            -4.398649E-09
                   6.3000            -1.959333E-05            -8.551179E+00            -4.022966E-09
                   6.4800            -1.959791E-05            -8.553233E+00            -3.590085E-09
                   6.6600            -1.960183E-05            -8.554989E+00            -3.100015E-09
                   6.8400            -1.960499E-05            -8.556416E+00            -2.552768E-09
                   7.0200            -1.960734E-05            -8.557477E+00            -1.948358E-09
                   7.2000            -1.960879E-05            -8.558140E+00            -1.286794E-09
                   7.3800            -1.960927E-05            -8.558369E+00            -5.680897E-10
                   7.5600            -1.960869E-05            -8.558133E+00             2.077388E-10
                   7.7400            -1.960699E-05            -8.557395E+00             1.040674E-09
                   7.9200            -1.960409E-05            -8.556124E+00             1.930704E-09
                   8.1000            -1.959991E-05            -8.554284E+00             2.877808E-09
                   8.2800            -1.959439E-05            -8.551845E+00             3.881968E-09
                   8.4600            -1.958743E-05            -8.548771E+00             4.943168E-09
                   8.6400            -1.957899E-05            -8.545032E+00             6.061384E-09
                   8.8200            -1.956897E-05            -8.540595E+00             7.236601E-09
                   9.0000            -1.955732E-05            -8.535428E+00             8.468791E-09
                   9.1800            -1.954395E-05            -8.529500E+00             9.757934E-09
                   9.3600            -1.952881E-05            -8.522781E+00             1.110401E-08
                   9.5400            -1.951182E-05            -8.515241E+00             1.250699E-08
                   9.7200            -1.949292E-05            -8.506850E+00             1.396685E-08
                   9.9000            -1.947205E-05            -8.497581E+00             1.548356E-08
                  10.0800            -1.944913E-05            -8.487404E+00             1.705710E-08
                  10.2600            -1.942412E-05            -8.476294E+00             1.868745E-08
                  10.4400            -1.939696E-05            -8.464224E+00             2.037456E-08
                  10.6200            -1.936757E-05            -8.451170E+00             2.211842E-08
                  10.8000            -1.933592E-05            -8.437107E+00             2.391898E-08
                  10.9800            -1.930196E-05            -8.422013E+00             2.577623E-08
                  11.1600            -1.926562E-05            -8.405867E+00             2.769013E-08
                  11.3400            -1.922687E-05            -8.388646E+00             2.966064E-08
                  11.5200            -1.918566E-05            -8.370334E+00             3.168773E-08
                  11.7000            -1.914195E-05            -8.350911E+00             3.377137E-08
                  11.8800            -1.909570E-05            -8.330361E+00             3.591152E-08
                  12.0600            -1.904688E-05            -8.308670E+00             3.810815E-08
                  12.2400            -1.899545E-05            -8.285823E+00             4.036122E-08
                  12.4200            -1.894140E-05            -8.261808E+00             4.267068E-08
                  12.6000            -1.888469E-05            -8.236616E+00             4.503651E-08
                  12.7800            -1.882530E-05            -8.210238E+00             4.745866E-08
                  12.9600            -1.876321E-05            -8.182665E+00             4.993709E-08
                  13.1400            -1.869842E-05            -8.153893E+00             5.247175E-08
                  13.3200            -1.863091E-05            -8.123918E+00             5.506262E-08
                  13.5000            -1.856067E-05            -8.092737E+00             5.770964E-08
                  13.6800            -1.848771E-05            -8.060351E+00             6.041277E-08
                  13.8600            -1.841201E-05            -8.026760E+00             6.317197E-08
                  14.0400            -1.833360E-05            -7.991968E+00             6.598718E-08
                  14.2200            -1.825248E-05            -7.955978E+00             6.885837E-08
                  14.4000            -1.816866E-05            -7.918799E+00             7.178549E-08
                  14.5800            -1.808215E-05            -7.880437E+00             7.476848E-08
                  14.7600            -1.799298E-05            -7.840904E+00             7.780731E-08
                  14.9400            -1.790118E-05            -7.800210E+00             8.090191E-08
                  15.1200            -1.780676E-05            -7.758369E+00             8.405224E-08
                  15.3000            -1.770977E-05            -7.715396E+00             8.725825E-08
                  15.4800            -1.761023E-05            -7.671307E+00             9.051988E-08
                  15.6600            -1.750819E-05            -7.626120E+00             9.383709E-08
                  15.8400            -1.740369E-05            -7.579855E+00             9.720981E-08
                  16.0200            -1.729678E-05            -7.532533E+00             1.006380E-07
                  16.2000            -1.718749E-05            -7.484176E+00             1.041216E-07
                  16.3800            -1.707589E-05            -7.434808E+00             1.076605E-07
                  16.5600            -1.696203E-05            -7.384454E+00             1.112548E-07
                  16.7400            -1.684596E-05            -7.333140E+00             1.149043E-07
                  16.9200            -1.672775E-05            -7.280894E+00             1.186089E-07
                  17.1000            -1.660746E-05            -7.227743E+00             1.223687E-07
                  17.2800            -1.648515E-05            -7.173718E+00             1.261836E-07
                  17.4600            -1.636089E-05            -7.118848E+00             1.300534E-07
                  17.6400            -1.623475E-05            -7.063165E+00             1.339782E-07
                  17.8200            -1.610680E-05            -7.006701E+00             1.379578E-07
                  18.0000            -1.597711E-05            -6.949488E+00             1.419923E-07
                  18.1800            -1.584576E-05            -6.891560E+00             1.460815E-07
                  18.3600            -1.571282E-05            -6.832950E+00             1.502253E-07
                  18.5400            -1.557837E-05            -6.773692E+00             1.544238E-07
                  18.7200            -1.544248E-05            -6.713822E+00             1.586769E-07
                  18.9000            -1.530523E-05            -6.653373E+00             1.629844E-07
                  19.0800            -1.516671E-05            -6.592382E+00             1.673463E-07
                  19.2600            -1.502698E-05            -6.530882E+00             1.717626E-07
                  19.4400            -1.488614E-05            -6.468909E+00             1.762332E-07
                  19.6200            -1.474425E-05            -6.406500E+00             1.807579E-07
                  19.8000            -1.460140E-05            -6.343687E+00             1.853368E-07
                  19.9800            -1.445767E-05            -6.280508E+00             1.899697E-07
                  20.1600            -1.431313E-05            -6.216995E+00             1.946567E-07
                  20.3400            -1.416787E-05            -6.153185E+00             1.993975E-07
                  20.5200            -1.402195E-05            -6.089110E+00             2.041922E-07
                  20.7000            -1.387547E-05            -6.024805E+00             2.090407E-07
                  20.8800            -1.372848E-05            -5.960303E+00             2.139428E-07
                  21.0600            -1.358108E-05            -5.895637E+00             2.188986E-07
                  21.2400            -1.343332E-05            -5.830838E+00             2.239079E-07
                  21.4200            -1.328529E-05            -5.765939E+00             2.289706E-07
                  21.6000            -1.313705E-05            -5.700970E+00             2.340868E-07
                  21.7800            -1.298867E-05            -5.635962E+00             2.392562E-07
                  21.9600            -1.284023E-05            -5.570943E+00             2.444789E-07
                  22.1400            -1.269178E-05            -5.505944E+00             2.497546E-07
                  22.3200            -1.254339E-05            -5.440992E+00             2.550835E-07
