                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824998E+01             3.523313E-02             1.494639E-01             5.000004E-01             5.000958E-01
                   0.1800             1.825561E+01             2.919504E-02             2.673471E-01             4.998463E-01             2.570728E+00
                   0.3600             1.825664E+01             2.808962E-02             2.764252E-01             4.998182E-01             2.743847E+00
                   0.5400             1.825765E+01             2.711638E-02             2.832099E-01             4.997905E-01             2.917752E+00
                   0.7200             1.825859E+01             2.651739E-02             2.872951E-01             4.997645E-01             3.088957E+00
                   0.9000             1.825946E+01             2.706792E-02             2.885932E-01             4.997408E-01             3.258023E+00
                   1.0800             1.826023E+01             2.842477E-02             2.871710E-01             4.997197E-01             3.423674E+00
                   1.2600             1.826088E+01             3.003057E-02             2.832920E-01             4.997018E-01             3.584910E+00
                   1.4400             1.826143E+01             3.174580E-02             2.773342E-01             4.996870E-01             3.741375E+00
                   1.6200             1.826186E+01             3.350299E-02             2.697498E-01             4.996751E-01             3.892680E+00
                   1.8000             1.826219E+01             3.526154E-02             2.609977E-01             4.996661E-01             4.038759E+00
                   1.9800             1.826243E+01             3.698700E-02             2.515734E-01             4.996594E-01             4.178942E+00
                   2.1600             1.826260E+01             3.865852E-02             2.418742E-01             4.996547E-01             4.313334E+00
                   2.3400             1.826271E+01             4.025671E-02             2.322669E-01             4.996517E-01             4.441652E+00
                   2.5200             1.826278E+01             4.176993E-02             2.230113E-01             4.996499E-01             4.564031E+00
                   2.7000             1.826281E+01             4.318902E-02             2.143030E-01             4.996490E-01             4.680517E+00
                   2.8800             1.826282E+01             4.450838E-02             2.062770E-01             4.996488E-01             4.791099E+00
                   3.0600             1.826281E+01             4.572717E-02             1.989874E-01             4.996489E-01             4.896056E+00
                   3.2400             1.826280E+01             4.684685E-02             1.924648E-01             4.996493E-01             4.995421E+00
                   3.4200             1.826279E+01             4.787268E-02             1.866945E-01             4.996496E-01             5.089374E+00
                   3.6000             1.826278E+01             4.881286E-02             1.816356E-01             4.996500E-01             5.178145E+00
                   3.7800             1.826277E+01             4.967738E-02             1.772329E-01             4.996501E-01             5.261981E+00
                   3.9600             1.826277E+01             5.047800E-02             1.734312E-01             4.996501E-01             5.341018E+00
                   4.1400             1.826278E+01             5.122737E-02             1.701652E-01             4.996499E-01             5.415525E+00
                   4.3200             1.826280E+01             5.193828E-02             1.673748E-01             4.996494E-01             5.485702E+00
                   4.5000             1.826282E+01             5.262296E-02             1.650028E-01             4.996487E-01             5.551763E+00
                   4.6800             1.826286E+01             5.329320E-02             1.629975E-01             4.996477E-01             5.613900E+00
                   4.8600             1.826291E+01             5.395851E-02             1.613128E-01             4.996464E-01             5.672291E+00
                   5.0400             1.826296E+01             5.462807E-02             1.599076E-01             4.996449E-01             5.727112E+00
                   5.2200             1.826302E+01             5.530855E-02             1.587456E-01             4.996432E-01             5.778547E+00
                   5.4000             1.826310E+01             5.600526E-02             1.577957E-01             4.996412E-01             5.826747E+00
                   5.5800             1.826318E+01             5.672205E-02             1.570303E-01             4.996390E-01             5.871887E+00
                   5.7600             1.826327E+01             5.746129E-02             1.564264E-01             4.996365E-01             5.914088E+00
                   5.9400             1.826336E+01             5.822458E-02             1.559633E-01             4.996339E-01             5.953506E+00
                   6.1200             1.826347E+01             5.901204E-02             1.556238E-01             4.996310E-01             5.990248E+00
                   6.3000             1.826358E+01             5.982376E-02             1.553921E-01             4.996280E-01             6.024437E+00
                   6.4800             1.826370E+01             6.065850E-02             1.552548E-01             4.996248E-01             6.056185E+00
                   6.6600             1.826382E+01             6.151510E-02             1.552001E-01             4.996214E-01             6.085569E+00
                   6.8400             1.826395E+01             6.239220E-02             1.552173E-01             4.996178E-01             6.112696E+00
                   7.0200             1.826409E+01             6.328803E-02             1.552968E-01             4.996141E-01             6.137631E+00
                   7.2000             1.826423E+01             6.420055E-02             1.554303E-01             4.996102E-01             6.160453E+00
                   7.3800             1.826438E+01             6.512816E-02             1.556098E-01             4.996061E-01             6.181219E+00
                   7.5600             1.826453E+01             6.606914E-02             1.558286E-01             4.996019E-01             6.199988E+00
                   7.7400             1.826469E+01             6.702156E-02             1.560801E-01             4.995975E-01             6.216815E+00
                   7.9200             1.826486E+01             6.798421E-02             1.563588E-01             4.995929E-01             6.231737E+00
                   8.1000             1.826503E+01             6.895517E-02             1.566594E-01             4.995882E-01             6.244800E+00
                   8.2800             1.826521E+01             6.993341E-02             1.569774E-01             4.995834E-01             6.256033E+00
                   8.4600             1.826539E+01             7.091775E-02             1.573088E-01             4.995783E-01             6.265471E+00
                   8.6400             1.826558E+01             7.190686E-02             1.576499E-01             4.995732E-01             6.273135E+00
                   8.8200             1.826577E+01             7.290005E-02             1.579980E-01             4.995678E-01             6.279048E+00
                   9.0000             1.826598E+01             7.389637E-02             1.583506E-01             4.995623E-01             4.236606E-05
                   9.1800             1.826618E+01             7.489546E-02             1.587060E-01             4.995566E-01             2.504163E-03
                   9.3600             1.826640E+01             7.589674E-02             1.590631E-01             4.995508E-01             3.261175E-03
                   9.5400             1.826662E+01             7.689991E-02             1.594216E-01             4.995447E-01             2.324837E-03
                   9.7200             1.826684E+01             7.790490E-02             1.597817E-01             4.995385E-01             6.282888E+00
                   9.9000             1.826708E+01             7.891213E-02             1.601445E-01             4.995321E-01             6.278587E+00
                  10.0800             1.826732E+01             7.992174E-02             1.605120E-01             4.995255E-01             6.272615E+00
                  10.2600             1.826757E+01             8.093387E-02             1.608869E-01             4.995187E-01             6.264972E+00
                  10.4400             1.826782E+01             8.194964E-02             1.612729E-01             4.995118E-01             6.255667E+00
                  10.6200             1.826808E+01             8.297019E-02             1.616747E-01             4.995045E-01             6.244702E+00
                  10.8000             1.826836E+01             8.399650E-02             1.620980E-01             4.994971E-01             6.232080E+00
                  10.9800             1.826864E+01             8.502967E-02             1.625496E-01             4.994894E-01             6.217805E+00
                  11.1600             1.826892E+01             8.607167E-02             1.630373E-01             4.994815E-01             6.201879E+00
                  11.3400             1.826922E+01             8.712425E-02             1.635704E-01             4.994734E-01             6.184309E+00
                  11.5200             1.826953E+01             8.818936E-02             1.641592E-01             4.994650E-01             6.165098E+00
                  11.7000             1.826984E+01             8.926926E-02             1.648154E-01             4.994563E-01             6.144253E+00
                  11.8800             1.827017E+01             9.036585E-02             1.655520E-01             4.994474E-01             6.121779E+00
                  12.0600             1.827051E+01             9.148202E-02             1.663836E-01             4.994382E-01             6.097686E+00
                  12.2400             1.827085E+01             9.262013E-02             1.673260E-01             4.994287E-01             6.071982E+00
                  12.4200             1.827121E+01             9.378161E-02             1.683970E-01             4.994188E-01             6.044679E+00
                  12.6000             1.827158E+01             9.496887E-02             1.696157E-01             4.994087E-01             6.015788E+00
                  12.7800             1.827197E+01             9.618316E-02             1.710031E-01             4.993982E-01             5.985324E+00
                  12.9600             1.827236E+01             9.742591E-02             1.725819E-01             4.993874E-01             5.953304E+00
                  13.1400             1.827277E+01             9.869717E-02             1.743769E-01             4.993763E-01             5.919744E+00
                  13.3200             1.827319E+01             9.999703E-02             1.764147E-01             4.993647E-01             5.884666E+00
                  13.5000             1.827362E+01             1.013237E-01             1.787242E-01             4.993529E-01             5.848089E+00
                  13.6800             1.827407E+01             1.026751E-01             1.813363E-01             4.993406E-01             5.810039E+00
                  13.8600             1.827453E+01             1.040481E-01             1.842844E-01             4.993280E-01             5.770542E+00
                  14.0400             1.827500E+01             1.054377E-01             1.876039E-01             4.993150E-01             5.729625E+00
                  14.2200             1.827549E+01             1.068382E-01             1.913327E-01             4.993015E-01             5.687318E+00
                  14.4000             1.827600E+01             1.082421E-01             1.955107E-01             4.992877E-01             5.643653E+00
                  14.5800             1.827652E+01             1.096424E-01             2.001798E-01             4.992735E-01             5.598666E+00
                  14.7600             1.827705E+01             1.110295E-01             2.053838E-01             4.992589E-01             5.552391E+00
                  14.9400             1.827760E+01             1.123934E-01             2.111677E-01             4.992438E-01             5.504868E+00
                  15.1200             1.827816E+01             1.137235E-01             2.175775E-01             4.992284E-01             5.456136E+00
                  15.3000             1.827874E+01             1.150102E-01             2.246594E-01             4.992127E-01             5.406237E+00
                  15.4800             1.827933E+01             1.162418E-01             2.324590E-01             4.991966E-01             5.355214E+00
                  15.6600             1.827993E+01             1.174087E-01             2.410208E-01             4.991801E-01             5.303113E+00
                  15.8400             1.828054E+01             1.185003E-01             2.503864E-01             4.991634E-01             5.249981E+00
