                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.261771E+02             3.262260E+02             3.261771E+02             3.262260E+02             3.292148E+02             3.286630E+02             3.292148E+02             3.286630E+02             3.303042E+02             3.296195E+02
                   0.1800             3.261051E+02             3.261567E+02             3.261429E+02             3.261940E+02             3.291339E+02             3.285863E+02             3.291757E+02             3.286270E+02             3.302664E+02             3.295847E+02
                   0.3600             3.260419E+02             3.260964E+02             3.261007E+02             3.261530E+02             3.290653E+02             3.285205E+02             3.291307E+02             3.285836E+02             3.302221E+02             3.295420E+02
                   0.5400             3.259847E+02             3.260424E+02             3.260594E+02             3.261126E+02             3.290036E+02             3.284614E+02             3.290869E+02             3.285412E+02             3.301788E+02             3.295001E+02
                   0.7200             3.259315E+02             3.259922E+02             3.260189E+02             3.260730E+02             3.289462E+02             3.284064E+02             3.290443E+02             3.284999E+02             3.301368E+02             3.294593E+02
                   0.9000             3.258814E+02             3.259449E+02             3.259797E+02             3.260346E+02             3.288922E+02             3.283548E+02             3.290032E+02             3.284599E+02             3.300961E+02             3.294196E+02
                   1.0800             3.258342E+02             3.259003E+02             3.259419E+02             3.259975E+02             3.288412E+02             3.283061E+02             3.289636E+02             3.284214E+02             3.300569E+02             3.293815E+02
                   1.2600             3.257897E+02             3.258581E+02             3.259057E+02             3.259620E+02             3.287931E+02             3.282601E+02             3.289259E+02             3.283846E+02             3.300195E+02             3.293450E+02
                   1.4400             3.257477E+02             3.258183E+02             3.258713E+02             3.259281E+02             3.287477E+02             3.282167E+02             3.288899E+02             3.283495E+02             3.299839E+02             3.293102E+02
                   1.6200             3.257083E+02             3.257809E+02             3.258386E+02             3.258961E+02             3.287050E+02             3.281758E+02             3.288559E+02             3.283163E+02             3.299501E+02             3.292772E+02
                   1.8000             3.256714E+02             3.257457E+02             3.258078E+02             3.258658E+02             3.286648E+02             3.281375E+02             3.288238E+02             3.282850E+02             3.299182E+02             3.292461E+02
                   1.9800             3.256369E+02             3.257129E+02             3.257789E+02             3.258374E+02             3.286272E+02             3.281017E+02             3.287937E+02             3.282556E+02             3.298883E+02             3.292169E+02
                   2.1600             3.256048E+02             3.256823E+02             3.257519E+02             3.258108E+02             3.285922E+02             3.280683E+02             3.287656E+02             3.282282E+02             3.298604E+02             3.291896E+02
                   2.3400             3.255750E+02             3.256539E+02             3.257268E+02             3.257861E+02             3.285596E+02             3.280372E+02             3.287394E+02             3.282026E+02             3.298344E+02             3.291642E+02
                   2.5200             3.255475E+02             3.256277E+02             3.257035E+02             3.257633E+02             3.285294E+02             3.280085E+02             3.287152E+02             3.281790E+02             3.298103E+02             3.291407E+02
                   2.7000             3.255222E+02             3.256036E+02             3.256822E+02             3.257423E+02             3.285015E+02             3.279820E+02             3.286930E+02             3.281573E+02             3.297881E+02             3.291190E+02
                   2.8800             3.254991E+02             3.255816E+02             3.256627E+02             3.257231E+02             3.284760E+02             3.279578E+02             3.286727E+02             3.281374E+02             3.297679E+02             3.290993E+02
                   3.0600             3.254782E+02             3.255617E+02             3.256451E+02             3.257058E+02             3.284527E+02             3.279357E+02             3.286543E+02             3.281195E+02             3.297496E+02             3.290814E+02
                   3.2400             3.254593E+02             3.255437E+02             3.256293E+02             3.256903E+02             3.284316E+02             3.279158E+02             3.286379E+02             3.281034E+02             3.297332E+02             3.290654E+02
                   3.4200             3.254425E+02             3.255277E+02             3.256154E+02             3.256766E+02             3.284127E+02             3.278979E+02             3.286233E+02             3.280892E+02             3.297186E+02             3.290512E+02
                   3.6000             3.254277E+02             3.255136E+02             3.256032E+02             3.256646E+02             3.283959E+02             3.278821E+02             3.286106E+02             3.280768E+02             3.297059E+02             3.290387E+02
                   3.7800             3.254148E+02             3.255014E+02             3.255928E+02             3.256544E+02             3.283812E+02             3.278683E+02             3.285996E+02             3.280661E+02             3.296950E+02             3.290281E+02
