                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.208266E-02             9.886088E-04             2.973714E-06             5.903934E-05             1.050622E-03             5.017532E-01             6.756899E-02             5.028038E-01
                   0.1800             7.335041E-02            -3.030069E-03            -9.114374E-06             3.173075E-04            -2.721876E-03             5.025432E-01             6.757910E-02             4.998213E-01
                   0.3600             7.363478E-02            -5.985581E-03            -1.800443E-05             6.470284E-04            -5.356557E-03             5.024598E-01             6.755002E-02             4.971032E-01
                   0.5400             7.395462E-02            -8.941237E-03            -2.689481E-05             9.762086E-04            -7.991923E-03             5.024131E-01             6.751817E-02             4.944212E-01
                   0.7200             7.430909E-02            -1.189673E-02            -3.578455E-05             1.304831E-03            -1.062768E-02             5.024039E-01             6.748501E-02             4.917762E-01
                   0.9000             7.469712E-02            -1.485126E-02            -4.467118E-05             1.632886E-03            -1.326304E-02             5.024317E-01             6.745135E-02             4.891687E-01
                   1.0800             7.511766E-02            -1.780464E-02            -5.355410E-05             1.960370E-03            -1.589783E-02             5.024966E-01             6.741830E-02             4.865988E-01
                   1.2600             7.556967E-02            -2.075729E-02            -6.243451E-05             2.287282E-03            -1.853245E-02             5.032336E-01             6.738683E-02             4.847012E-01
                   1.4400             7.605194E-02            -2.370865E-02            -7.131067E-05             2.613626E-03            -2.116634E-02             5.041242E-01             6.735767E-02             4.829578E-01
                   1.6200             7.656329E-02            -2.665864E-02            -8.018228E-05             2.939405E-03            -2.379942E-02             5.050496E-01             6.733140E-02             4.812502E-01
                   1.8000             7.710248E-02            -2.960693E-02            -8.904833E-05             3.264626E-03            -2.643135E-02             5.060087E-01             6.730837E-02             4.795774E-01
                   1.9800             7.766836E-02            -3.255368E-02            -9.790920E-05             3.589298E-03            -2.906229E-02             5.070006E-01             6.728888E-02             4.779383E-01
                   2.1600             7.825969E-02            -3.549845E-02            -1.067636E-04             3.913431E-03            -3.169178E-02             5.080238E-01             6.727296E-02             4.763321E-01
