                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.006658E+02                       3.051981E+02                       5.746848E-08
                             0.1800                       5.005066E-08                       1.006658E+02                       3.051981E+02                       5.752671E-08
                             0.3600                       5.009648E-08                       1.006658E+02                       3.051981E+02                       5.757937E-08
                             0.5400                       5.013763E-08                       1.006658E+02                       3.051981E+02                       5.762666E-08
                             0.7200                       5.017429E-08                       1.006658E+02                       3.051981E+02                       5.766881E-08
                             0.9000                       5.020665E-08                       1.006658E+02                       3.051981E+02                       5.770600E-08
                             1.0800                       5.023489E-08                       1.006658E+02                       3.051981E+02                       5.773846E-08
                             1.2600                       5.025918E-08                       1.006658E+02                       3.051981E+02                       5.776637E-08
                             1.4400                       5.027970E-08                       1.006658E+02                       3.051981E+02                       5.778996E-08
                             1.6200                       5.029663E-08                       1.006658E+02                       3.051981E+02                       5.780942E-08
                             1.8000                       5.031015E-08                       1.006658E+02                       3.051981E+02                       5.782496E-08
                             1.9800                       5.032045E-08                       1.006658E+02                       3.051981E+02                       5.783679E-08
                             2.1600                       5.032769E-08                       1.006658E+02                       3.051981E+02                       5.784512E-08
                             2.3400                       5.033207E-08                       1.006658E+02                       3.051981E+02                       5.785015E-08
                             2.5200                       5.033375E-08                       1.006658E+02                       3.051981E+02                       5.785208E-08
                             2.7000                       5.033292E-08                       1.006658E+02                       3.051981E+02                       5.785113E-08
                             2.8800                       5.032977E-08                       1.006658E+02                       3.051981E+02                       5.784751E-08
                             3.0600                       5.032446E-08                       1.006658E+02                       3.051981E+02                       5.784141E-08
                             3.2400                       5.031718E-08                       1.006658E+02                       3.051981E+02                       5.783304E-08
                             3.4200                       5.030811E-08                       1.006658E+02                       3.051981E+02                       5.782262E-08
                             3.6000                       5.029743E-08                       1.006658E+02                       3.051981E+02                       5.781034E-08
                             3.7800                       5.028532E-08                       1.006658E+02                       3.051981E+02                       5.779642E-08
                             3.9600                       5.027195E-08                       1.006658E+02                       3.051981E+02                       5.778105E-08
                             4.1400                       5.025752E-08                       1.006658E+02                       3.051981E+02                       5.776446E-08
                             4.3200                       5.024219E-08                       1.006658E+02                       3.051981E+02                       5.774684E-08
                             4.5000                       5.022615E-08                       1.006658E+02                       3.051981E+02                       5.772841E-08
                             4.6800                       5.020957E-08                       1.006658E+02                       3.051981E+02                       5.770936E-08
                             4.8600                       5.019265E-08                       1.006658E+02                       3.051981E+02                       5.768990E-08
                             5.0400                       5.017555E-08                       1.006658E+02                       3.051981E+02                       5.767025E-08
                             5.2200                       5.015845E-08                       1.006658E+02                       3.051981E+02                       5.765060E-08
                             5.4000                       5.014155E-08                       1.006658E+02                       3.051981E+02                       5.763117E-08
                             5.5800                       5.012501E-08                       1.006658E+02                       3.051981E+02                       5.761217E-08
                             5.7600                       5.010902E-08                       1.006658E+02                       3.051981E+02                       5.759378E-08
                             5.9400                       5.009376E-08                       1.006658E+02                       3.051981E+02                       5.757624E-08
                             6.1200                       5.007940E-08                       1.006658E+02                       3.051981E+02                       5.755974E-08
                             6.3000                       5.006612E-08                       1.006658E+02                       3.051981E+02                       5.754448E-08
                             6.4800                       5.005412E-08                       1.006658E+02                       3.051981E+02                       5.753068E-08
                             6.6600                       5.004355E-08                       1.006658E+02                       3.051981E+02                       5.751854E-08
                             6.8400                       5.003462E-08                       1.006658E+02                       3.051981E+02                       5.750827E-08
                             7.0200                       5.002748E-08                       1.006658E+02                       3.051981E+02                       5.750007E-08
                             7.2000                       5.002233E-08                       1.006658E+02                       3.051981E+02                       5.749415E-08
                             7.3800                       5.001935E-08                       1.006658E+02                       3.051981E+02                       5.749072E-08
                             7.5600                       5.001871E-08                       1.006658E+02                       3.051981E+02                       5.748998E-08
                             7.7400                       5.002059E-08                       1.006658E+02                       3.051981E+02                       5.749214E-08
                             7.9200                       5.002517E-08                       1.006658E+02                       3.051981E+02                       5.749741E-08
                             8.1000                       5.003263E-08                       1.006658E+02                       3.051981E+02                       5.750599E-08
                             8.2800                       5.004316E-08                       1.006658E+02                       3.051981E+02                       5.751809E-08
                             8.4600                       5.005692E-08                       1.006658E+02                       3.051981E+02                       5.753391E-08
                             8.6400                       5.007411E-08                       1.006658E+02                       3.051981E+02                       5.755366E-08
                             8.8200                       5.009489E-08                       1.006658E+02                       3.051981E+02                       5.757754E-08
                             9.0000                       5.011945E-08                       1.006658E+02                       3.051981E+02                       5.760577E-08
                             9.1800                       5.014796E-08                       1.006658E+02                       3.051981E+02                       5.763854E-08
                             9.3600                       5.018061E-08                       1.006658E+02                       3.051981E+02                       5.767607E-08
