                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.627067E-15             4.280728E+02             1.627067E-15             8.518136E+01             0.000000E+00             5.132541E+02             0.000000E+00             6.354257E-05             1.522126E+00             5.648299E-02             9.046058E-01             5.158367E-01             1.641566E+01             1.517052E+01             1.299666E+01             5.004148E+01
                   0.1800             1.538777E+01             4.156509E+02             5.752593E-02             8.276924E+01             1.533024E+01             4.984202E+02             0.000000E+00             3.627478E-03             1.530501E+00             5.648230E-02             9.288293E-01             3.721737E-01             1.641561E+01             1.543732E+01             1.299861E+01             5.004148E+01
                   0.3600             1.536641E+01             4.033257E+02             8.677874E-02             8.037151E+01             1.527963E+01             4.836972E+02             0.000000E+00             6.243480E-03             1.538662E+00             5.648005E-02             9.306693E-01             2.999172E-01             1.641540E+01             1.549714E+01             1.299301E+01             5.004148E+01
                   0.5400             1.534360E+01             3.910146E+02             1.098274E-01             7.797125E+01             1.523377E+01             4.689858E+02             0.000000E+00             8.544976E-03             1.546551E+00             5.647630E-02             9.326994E-01             2.276896E-01             1.641504E+01             1.556440E+01             1.298689E+01             5.004148E+01
                   0.7200             1.532105E+01             3.787179E+02             1.268708E-01             7.556869E+01             1.519418E+01             4.542866E+02             0.000000E+00             1.068205E-02             1.554166E+00             5.647104E-02             9.349208E-01             1.554966E-01             1.641455E+01             1.563893E+01             1.298051E+01             5.004148E+01
                   0.9000             1.529986E+01             3.664361E+02             1.390624E-01             7.316412E+01             1.516079E+01             4.396002E+02             0.000000E+00             1.272128E-02             1.561504E+00             5.646428E-02             9.373330E-01             8.335937E-02             1.641391E+01             1.572050E+01             1.297403E+01             5.004148E+01
                   1.0800             1.528070E+01             3.541695E+02             1.476364E-01             7.075779E+01             1.513306E+01             4.249273E+02             0.000000E+00             1.469611E-02             1.568564E+00             5.645602E-02             9.399352E-01             1.128271E-02             1.641313E+01             1.580890E+01             1.296768E+01             5.004148E+01
                   1.2600             1.526396E+01             3.419187E+02             1.536276E-01             6.835000E+01             1.511034E+01             4.102687E+02             0.000000E+00             1.662430E-02             1.575345E+00             5.644626E-02             9.427263E-01             6.074481E-02             1.641221E+01             1.590389E+01             1.296162E+01             5.004148E+01
                   1.4400             1.524986E+01             3.296842E+02             1.578232E-01             6.594103E+01             1.509204E+01             3.956252E+02             0.000000E+00             1.851570E-02             1.581846E+00             5.643500E-02             9.457042E-01             1.327064E-01             1.641114E+01             1.600523E+01             1.295602E+01             5.004148E+01
                   1.6200             1.523847E+01             3.174667E+02             1.607930E-01             6.353119E+01             1.507767E+01             3.809978E+02             0.000000E+00             2.037602E-02             1.588066E+00             5.642224E-02             9.488664E-01             2.045984E-01             1.640994E+01             1.611267E+01             1.295096E+01             5.004148E+01
